"subject","gender","age","avatar","avatarIsCat"
"C897","Female",55,"cat",TRUE
"C962","Female",55,"cat",TRUE
"D1364","Female",55,"cat",TRUE
"D1396","Female",55,"cat",TRUE
"A193","Female",56,"cat",TRUE
"A349","Female",56,"cat",TRUE
"B629","Female",56,"cat",TRUE
"B748","Female",56,"cat",TRUE
"C1065","Female",56,"cat",TRUE
"C771","Female",56,"cat",TRUE
"D1421","Female",56,"cat",TRUE
"E1575","Female",56,"cat",TRUE
"E1887","Female",56,"cat",TRUE
"C889","Male",56,"cat",TRUE
"D1395","Male",56,"cat",TRUE
"B666","Female",57,"cat",TRUE
"B749","Female",57,"cat",TRUE
"C1121","Female",57,"cat",TRUE
"D1152","Female",57,"cat",TRUE
"D1187","Female",57,"cat",TRUE
"D1514","Female",57,"cat",TRUE
"E1568","Female",57,"cat",TRUE
"E1810","Female",57,"cat",TRUE
"C956","Male",57,"cat",TRUE
"D1318","Male",57,"cat",TRUE
"E1669","Male",57,"cat",TRUE
"E1858","Male",57,"cat",TRUE
"A64","Female",58,"cat",TRUE
"E1631","Female",58,"cat",TRUE
"E1809","Male",58,"cat",TRUE
"A330","Female",59,"cat",TRUE
"B592","Female",59,"cat",TRUE
"D1347","Female",59,"cat",TRUE
"D1465","Female",59,"cat",TRUE
"E1830","Female",59,"cat",TRUE
"A343","Female",60,"cat",TRUE
"B631","Female",60,"cat",TRUE
"D1415","Female",60,"cat",TRUE
"E1871","Female",60,"cat",TRUE
"E1698","Male",60,"cat",TRUE
"C1118","Female",61,"cat",TRUE
"B554","Male",61,"cat",TRUE
"A142","Female",62,"cat",TRUE
"B412","Female",62,"cat",TRUE
"B447","Female",62,"cat",TRUE
"B564","Female",62,"cat",TRUE
"D1282","Female",62,"cat",TRUE
"E1594","Female",62,"cat",TRUE
"E1602","Female",62,"cat",TRUE
"E1715","Female",62,"cat",TRUE
"D1265","Male",62,"cat",TRUE
"A322","Female",63,"cat",TRUE
"B626","Male",63,"cat",TRUE
"B637","Female",64,"cat",TRUE
"B691","Female",64,"cat",TRUE
"C813","Female",64,"cat",TRUE
"E1707","Female",64,"cat",TRUE
"B394","Male",64,"cat",TRUE
"D1186","Male",64,"cat",TRUE
"B401","Female",65,"cat",TRUE
"C975","Female",65,"cat",TRUE
"A42","Female",66,"cat",TRUE
"C765","Female",66,"cat",TRUE
"D1201","Female",66,"cat",TRUE
"A283","Male",66,"cat",TRUE
"D1289","Male",66,"cat",TRUE
"A164","Female",67,"cat",TRUE
"C949","Female",67,"cat",TRUE
"E1518","Female",67,"cat",TRUE
"E1598","Female",67,"cat",TRUE
"E1748","Female",67,"cat",TRUE
"B548","Female",68,"cat",TRUE
"D1441","Male",68,"cat",TRUE
"D1368","Female",70,"cat",TRUE
"E1735","Female",70,"cat",TRUE
"D1360","Female",71,"cat",TRUE
"E1656","Female",71,"cat",TRUE
"C1080","Female",73,"cat",TRUE
"D1168","Female",74,"cat",TRUE
"C761","Female",79,"cat",TRUE
"A161","Female",19,"dog",FALSE
"B471","Female",19,"dog",FALSE
"B486","Female",19,"dog",FALSE
"C1015","Female",19,"dog",FALSE
"C960","Female",19,"dog",FALSE
"D1207","Male",19,"dog",FALSE
"D1241","Male",19,"dog",FALSE
"D1371","Male",19,"dog",FALSE
"E1606","Male",19,"dog",FALSE
"C843","Female",20,"dog",FALSE
"D1261","Female",20,"dog",FALSE
"D1407","Female",20,"dog",FALSE
"A235","Male",20,"dog",FALSE
"C1053","Male",20,"dog",FALSE
"A156","Female",21,"dog",FALSE
"C1086","Female",21,"dog",FALSE
"D1339","Female",21,"dog",FALSE
"D1440","Female",21,"dog",FALSE
"E1835","Female",21,"dog",FALSE
"A365","Male",21,"dog",FALSE
"B459","Male",21,"dog",FALSE
"B689","Male",21,"dog",FALSE
"C1093","Male",21,"dog",FALSE
"C773","Male",21,"dog",FALSE
"C933","Male",21,"dog",FALSE
"D1322","Male",21,"dog",FALSE
"D1504","Male",21,"dog",FALSE
"E1590","Male",21,"dog",FALSE
"E1644","Male",21,"dog",FALSE
"E1693","Male",21,"dog",FALSE
"E1837","Male",21,"dog",FALSE
"A355","Female",22,"dog",FALSE
"B618","Female",22,"dog",FALSE
"C1006","Female",22,"dog",FALSE
"C930","Female",22,"dog",FALSE
"D1144","Female",22,"dog",FALSE
"D1321","Female",22,"dog",FALSE
"D1427","Female",22,"dog",FALSE
"E1768","Female",22,"dog",FALSE
"E1842","Female",22,"dog",FALSE
"A153","Male",22,"dog",FALSE
"A282","Male",22,"dog",FALSE
"A4","Male",22,"dog",FALSE
"B653","Male",22,"dog",FALSE
"C1031","Male",22,"dog",FALSE
"C943","Male",22,"dog",FALSE
"D1132","Male",22,"dog",FALSE
"D1345","Male",22,"dog",FALSE
"E1724","Male",22,"dog",FALSE
"E1747","Male",22,"dog",FALSE
"A224","Female",23,"dog",FALSE
"B389","Female",23,"dog",FALSE
"C1082","Female",23,"dog",FALSE
"C785","Female",23,"dog",FALSE
"E1574","Female",23,"dog",FALSE
"E1639","Female",23,"dog",FALSE
"E1654","Female",23,"dog",FALSE
"E1664","Female",23,"dog",FALSE
"E1674","Female",23,"dog",FALSE
"E1782","Female",23,"dog",FALSE
"E1873","Female",23,"dog",FALSE
"A131","Male",23,"dog",FALSE
"A172","Male",23,"dog",FALSE
"A364","Male",23,"dog",FALSE
"B428","Male",23,"dog",FALSE
"B528","Male",23,"dog",FALSE
"B594","Male",23,"dog",FALSE
"B598","Male",23,"dog",FALSE
"B678","Male",23,"dog",FALSE
"C1036","Male",23,"dog",FALSE
"C1045","Male",23,"dog",FALSE
"C1062","Male",23,"dog",FALSE
"C1112","Male",23,"dog",FALSE
"C775","Male",23,"dog",FALSE
"C858","Male",23,"dog",FALSE
"D1163","Male",23,"dog",FALSE
"D1202","Male",23,"dog",FALSE
"D1319","Male",23,"dog",FALSE
"E1648","Male",23,"dog",FALSE
"E1723","Male",23,"dog",FALSE
"A145","Female",24,"dog",FALSE
"B420","Female",24,"dog",FALSE
"B701","Female",24,"dog",FALSE
"C1127","Female",24,"dog",FALSE
"C772","Female",24,"dog",FALSE
"C804","Female",24,"dog",FALSE
"C880","Female",24,"dog",FALSE
"C891","Female",24,"dog",FALSE
"D1211","Female",24,"dog",FALSE
"D1369","Female",24,"dog",FALSE
"E1618","Female",24,"dog",FALSE
"E1709","Female",24,"dog",FALSE
"A178","Male",24,"dog",FALSE
"B374","Male",24,"dog",FALSE
"B385","Male",24,"dog",FALSE
"B425","Male",24,"dog",FALSE
"B426","Male",24,"dog",FALSE
"B493","Male",24,"dog",FALSE
"B497","Male",24,"dog",FALSE
"B563","Male",24,"dog",FALSE
"B585","Male",24,"dog",FALSE
"C1110","Male",24,"dog",FALSE
"C859","Male",24,"dog",FALSE
"C991","Male",24,"dog",FALSE
"D1244","Male",24,"dog",FALSE
"D1290","Male",24,"dog",FALSE
"D1335","Male",24,"dog",FALSE
"D1367","Male",24,"dog",FALSE
"D1374","Male",24,"dog",FALSE
"E1522","Male",24,"dog",FALSE
"E1565","Male",24,"dog",FALSE
"E1580","Male",24,"dog",FALSE
"E1612","Male",24,"dog",FALSE
"E1652","Male",24,"dog",FALSE
"E1744","Male",24,"dog",FALSE
"E1792","Male",24,"dog",FALSE
"B487","Female",25,"dog",FALSE
"B619","Female",25,"dog",FALSE
"C1073","Female",25,"dog",FALSE
"C864","Female",25,"dog",FALSE
"C902","Female",25,"dog",FALSE
"D1418","Female",25,"dog",FALSE
"D1493","Female",25,"dog",FALSE
"E1634","Female",25,"dog",FALSE
"E1731","Female",25,"dog",FALSE
"E1891","Female",25,"dog",FALSE
"B668","Male",25,"dog",FALSE
"B694","Male",25,"dog",FALSE
"B750","Male",25,"dog",FALSE
"C985","Male",25,"dog",FALSE
"C992","Male",25,"dog",FALSE
"D1169","Male",25,"dog",FALSE
"D1171","Male",25,"dog",FALSE
"D1292","Male",25,"dog",FALSE
"D1388","Male",25,"dog",FALSE
"D1444","Male",25,"dog",FALSE
"E1566","Male",25,"dog",FALSE
"E1614","Male",25,"dog",FALSE
"E1676","Male",25,"dog",FALSE
"E1730","Male",25,"dog",FALSE
"B503","Female",26,"dog",FALSE
"B546","Female",26,"dog",FALSE
"B613","Female",26,"dog",FALSE
"B726","Female",26,"dog",FALSE
"C1084","Female",26,"dog",FALSE
"C1085","Female",26,"dog",FALSE
"C754","Female",26,"dog",FALSE
"C793","Female",26,"dog",FALSE
"C984","Female",26,"dog",FALSE
"D1195","Female",26,"dog",FALSE
"D1222","Female",26,"dog",FALSE
"D1248","Female",26,"dog",FALSE
"D1308","Female",26,"dog",FALSE
"D1512","Female",26,"dog",FALSE
"D1515","Female",26,"dog",FALSE
"E1596","Female",26,"dog",FALSE
"E1607","Female",26,"dog",FALSE
"E1692","Female",26,"dog",FALSE
"E1695","Female",26,"dog",FALSE
"E1716","Female",26,"dog",FALSE
"E1752","Female",26,"dog",FALSE
"E1791","Female",26,"dog",FALSE
"A106","Male",26,"dog",FALSE
"A124","Male",26,"dog",FALSE
"A139","Male",26,"dog",FALSE
"A151","Male",26,"dog",FALSE
"A179","Male",26,"dog",FALSE
"A20","Male",26,"dog",FALSE
"A258","Male",26,"dog",FALSE
"A287","Male",26,"dog",FALSE
"A30","Male",26,"dog",FALSE
"A59","Male",26,"dog",FALSE
"A99","Male",26,"dog",FALSE
"B446","Male",26,"dog",FALSE
"B483","Male",26,"dog",FALSE
"B505","Male",26,"dog",FALSE
"B565","Male",26,"dog",FALSE
"B688","Male",26,"dog",FALSE
"B700","Male",26,"dog",FALSE
"B747","Male",26,"dog",FALSE
"C1097","Male",26,"dog",FALSE
"C823","Male",26,"dog",FALSE
"C874","Male",26,"dog",FALSE
"C970","Male",26,"dog",FALSE
"C986","Male",26,"dog",FALSE
"D1298","Male",26,"dog",FALSE
"D1431","Male",26,"dog",FALSE
"E1534","Male",26,"dog",FALSE
"E1635","Male",26,"dog",FALSE
"E1647","Male",26,"dog",FALSE
"E1819","Male",26,"dog",FALSE
"A134","Female",27,"dog",FALSE
"A173","Female",27,"dog",FALSE
"A206","Female",27,"dog",FALSE
"A228","Female",27,"dog",FALSE
"A73","Female",27,"dog",FALSE
"A91","Female",27,"dog",FALSE
"B543","Female",27,"dog",FALSE
"D1210","Female",27,"dog",FALSE
"E1523","Female",27,"dog",FALSE
"E1862","Female",27,"dog",FALSE
"A185","Male",27,"dog",FALSE
"A217","Male",27,"dog",FALSE
"A229","Male",27,"dog",FALSE
"A271","Male",27,"dog",FALSE
"A366","Male",27,"dog",FALSE
"A52","Male",27,"dog",FALSE
"A80","Male",27,"dog",FALSE
"B464","Male",27,"dog",FALSE
"B641","Male",27,"dog",FALSE
"B679","Male",27,"dog",FALSE
"B707","Male",27,"dog",FALSE
"B714","Male",27,"dog",FALSE
"C1039","Male",27,"dog",FALSE
"C1043","Male",27,"dog",FALSE
"C1061","Male",27,"dog",FALSE
"C814","Male",27,"dog",FALSE
"C851","Male",27,"dog",FALSE
"C901","Male",27,"dog",FALSE
"C969","Male",27,"dog",FALSE
"D1157","Male",27,"dog",FALSE
"D1276","Male",27,"dog",FALSE
"D1303","Male",27,"dog",FALSE
"D1402","Male",27,"dog",FALSE
"E1551","Male",27,"dog",FALSE
"E1558","Male",27,"dog",FALSE
"E1852","Male",27,"dog",FALSE
"A259","Female",28,"dog",FALSE
"A33","Female",28,"dog",FALSE
"A85","Female",28,"dog",FALSE
"A98","Female",28,"dog",FALSE
"B390","Female",28,"dog",FALSE
"B605","Female",28,"dog",FALSE
"B697","Female",28,"dog",FALSE
"C1047","Female",28,"dog",FALSE
"C769","Female",28,"dog",FALSE
"C957","Female",28,"dog",FALSE
"D1294","Female",28,"dog",FALSE
"D1372","Female",28,"dog",FALSE
"D1377","Female",28,"dog",FALSE
"D1384","Female",28,"dog",FALSE
"D1410","Female",28,"dog",FALSE
"D1423","Female",28,"dog",FALSE
"E1543","Female",28,"dog",FALSE
"E1585","Female",28,"dog",FALSE
"E1742","Female",28,"dog",FALSE
"E1746","Female",28,"dog",FALSE
"E1846","Female",28,"dog",FALSE
"E1854","Female",28,"dog",FALSE
"E1861","Female",28,"dog",FALSE
"A129","Male",28,"dog",FALSE
"A191","Male",28,"dog",FALSE
"A41","Male",28,"dog",FALSE
"A76","Male",28,"dog",FALSE
"A94","Male",28,"dog",FALSE
"B398","Male",28,"dog",FALSE
"B442","Male",28,"dog",FALSE
"B515","Male",28,"dog",FALSE
"B644","Male",28,"dog",FALSE
"B672","Male",28,"dog",FALSE
"C1067","Male",28,"dog",FALSE
"C1088","Male",28,"dog",FALSE
"C826","Male",28,"dog",FALSE
"C837","Male",28,"dog",FALSE
"C946","Male",28,"dog",FALSE
"D1240","Male",28,"dog",FALSE
"D1302","Male",28,"dog",FALSE
"D1424","Male",28,"dog",FALSE
"D1434","Male",28,"dog",FALSE
"E1563","Male",28,"dog",FALSE
"E1616","Male",28,"dog",FALSE
"E1642","Male",28,"dog",FALSE
"E1682","Male",28,"dog",FALSE
"E1697","Male",28,"dog",FALSE
"E1745","Male",28,"dog",FALSE
"A280","Female",29,"dog",FALSE
"A299","Female",29,"dog",FALSE
"B373","Female",29,"dog",FALSE
"B383","Female",29,"dog",FALSE
"B396","Female",29,"dog",FALSE
"B421","Female",29,"dog",FALSE
"B431","Female",29,"dog",FALSE
"B576","Female",29,"dog",FALSE
"B624","Female",29,"dog",FALSE
"B657","Female",29,"dog",FALSE
"B743","Female",29,"dog",FALSE
"C1068","Female",29,"dog",FALSE
"C895","Female",29,"dog",FALSE
"C979","Female",29,"dog",FALSE
"C993","Female",29,"dog",FALSE
"D1145","Female",29,"dog",FALSE
"D1243","Female",29,"dog",FALSE
"D1287","Female",29,"dog",FALSE
"D1394","Female",29,"dog",FALSE
"D1445","Female",29,"dog",FALSE
"D1459","Female",29,"dog",FALSE
"D1492","Female",29,"dog",FALSE
"E1581","Female",29,"dog",FALSE
"A16","Male",29,"dog",FALSE
"A294","Male",29,"dog",FALSE
"A320","Male",29,"dog",FALSE
"A338","Male",29,"dog",FALSE
"B397","Male",29,"dog",FALSE
"B453","Male",29,"dog",FALSE
"B461","Male",29,"dog",FALSE
"B584","Male",29,"dog",FALSE
"C1055","Male",29,"dog",FALSE
"C1109","Male",29,"dog",FALSE
"C966","Male",29,"dog",FALSE
"D1135","Male",29,"dog",FALSE
"D1420","Male",29,"dog",FALSE
"D1426","Male",29,"dog",FALSE
"D1432","Male",29,"dog",FALSE
"D1477","Male",29,"dog",FALSE
"E1628","Male",29,"dog",FALSE
"E1786","Male",29,"dog",FALSE
"E1800","Male",29,"dog",FALSE
"E1892","Male",29,"dog",FALSE
"A119","Female",30,"dog",FALSE
"A253","Female",30,"dog",FALSE
"A268","Female",30,"dog",FALSE
"A312","Female",30,"dog",FALSE
"B501","Female",30,"dog",FALSE
"B551","Female",30,"dog",FALSE
"B572","Female",30,"dog",FALSE
"B573","Female",30,"dog",FALSE
"B662","Female",30,"dog",FALSE
"C1003","Female",30,"dog",FALSE
"C1098","Female",30,"dog",FALSE
"C811","Female",30,"dog",FALSE
"C829","Female",30,"dog",FALSE
"C903","Female",30,"dog",FALSE
"C913","Female",30,"dog",FALSE
"C936","Female",30,"dog",FALSE
"D1151","Female",30,"dog",FALSE
"D1234","Female",30,"dog",FALSE
"D1380","Female",30,"dog",FALSE
"D1413","Female",30,"dog",FALSE
"D1495","Female",30,"dog",FALSE
"E1576","Female",30,"dog",FALSE
"E1610","Female",30,"dog",FALSE
"E1690","Female",30,"dog",FALSE
"E1708","Female",30,"dog",FALSE
"E1740","Female",30,"dog",FALSE
"E1839","Female",30,"dog",FALSE
"A123","Male",30,"dog",FALSE
"A260","Male",30,"dog",FALSE
"A278","Male",30,"dog",FALSE
"A360","Male",30,"dog",FALSE
"A84","Male",30,"dog",FALSE
"B526","Male",30,"dog",FALSE
"C819","Male",30,"dog",FALSE
"C910","Male",30,"dog",FALSE
"C916","Male",30,"dog",FALSE
"C963","Male",30,"dog",FALSE
"D1178","Male",30,"dog",FALSE
"D1398","Male",30,"dog",FALSE
"E1613","Male",30,"dog",FALSE
"E1737","Male",30,"dog",FALSE
"E1804","Male",30,"dog",FALSE
"E1833","Male",30,"dog",FALSE
"A221","Female",31,"dog",FALSE
"A23","Female",31,"dog",FALSE
"A47","Female",31,"dog",FALSE
"B509","Female",31,"dog",FALSE
"B722","Female",31,"dog",FALSE
"C917","Female",31,"dog",FALSE
"D1180","Female",31,"dog",FALSE
"D1253","Female",31,"dog",FALSE
"D1257","Female",31,"dog",FALSE
"D1269","Female",31,"dog",FALSE
"D1275","Female",31,"dog",FALSE
"D1502","Female",31,"dog",FALSE
"D1511","Female",31,"dog",FALSE
"E1520","Female",31,"dog",FALSE
"E1599","Female",31,"dog",FALSE
"E1650","Female",31,"dog",FALSE
"E1657","Female",31,"dog",FALSE
"E1767","Female",31,"dog",FALSE
"E1849","Female",31,"dog",FALSE
"A104","Male",31,"dog",FALSE
"A249","Male",31,"dog",FALSE
"A277","Male",31,"dog",FALSE
"A279","Male",31,"dog",FALSE
"A292","Male",31,"dog",FALSE
"A304","Male",31,"dog",FALSE
"B411","Male",31,"dog",FALSE
"B436","Male",31,"dog",FALSE
"B448","Male",31,"dog",FALSE
"B490","Male",31,"dog",FALSE
"B536","Male",31,"dog",FALSE
"B609","Male",31,"dog",FALSE
"B634","Male",31,"dog",FALSE
"B680","Male",31,"dog",FALSE
"B696","Male",31,"dog",FALSE
"C1069","Male",31,"dog",FALSE
"C1078","Male",31,"dog",FALSE
"C1079","Male",31,"dog",FALSE
"C1092","Male",31,"dog",FALSE
"C831","Male",31,"dog",FALSE
"D1161","Male",31,"dog",FALSE
"D1212","Male",31,"dog",FALSE
"D1278","Male",31,"dog",FALSE
"D1301","Male",31,"dog",FALSE
"D1505","Male",31,"dog",FALSE
"E1593","Male",31,"dog",FALSE
"E1865","Male",31,"dog",FALSE
"E1889","Male",31,"dog",FALSE
"A262","Female",32,"dog",FALSE
"A55","Female",32,"dog",FALSE
"B457","Female",32,"dog",FALSE
"B604","Female",32,"dog",FALSE
"C1049","Female",32,"dog",FALSE
"C1104","Female",32,"dog",FALSE
"C1117","Female",32,"dog",FALSE
"D1238","Female",32,"dog",FALSE
"D1399","Female",32,"dog",FALSE
"D1454","Female",32,"dog",FALSE
"E1659","Female",32,"dog",FALSE
"E1667","Female",32,"dog",FALSE
"E1711","Female",32,"dog",FALSE
"E1758","Female",32,"dog",FALSE
"E1874","Female",32,"dog",FALSE
"A11","Male",32,"dog",FALSE
"A120","Male",32,"dog",FALSE
"A155","Male",32,"dog",FALSE
"A232","Male",32,"dog",FALSE
"A327","Male",32,"dog",FALSE
"B376","Male",32,"dog",FALSE
"B406","Male",32,"dog",FALSE
"B423","Male",32,"dog",FALSE
"B494","Male",32,"dog",FALSE
"B507","Male",32,"dog",FALSE
"B556","Male",32,"dog",FALSE
"B611","Male",32,"dog",FALSE
"B682","Male",32,"dog",FALSE
"C1070","Male",32,"dog",FALSE
"C1125","Male",32,"dog",FALSE
"C926","Male",32,"dog",FALSE
"C980","Male",32,"dog",FALSE
"D1147","Male",32,"dog",FALSE
"D1179","Male",32,"dog",FALSE
"D1181","Male",32,"dog",FALSE
"D1206","Male",32,"dog",FALSE
"D1268","Male",32,"dog",FALSE
"D1311","Male",32,"dog",FALSE
"D1470","Male",32,"dog",FALSE
"E1544","Male",32,"dog",FALSE
"E1685","Male",32,"dog",FALSE
"E1795","Male",32,"dog",FALSE
"A100","Female",33,"dog",FALSE
"A116","Female",33,"dog",FALSE
"A188","Female",33,"dog",FALSE
"A237","Female",33,"dog",FALSE
"A272","Female",33,"dog",FALSE
"A38","Female",33,"dog",FALSE
"A97","Female",33,"dog",FALSE
"B424","Female",33,"dog",FALSE
"B561","Female",33,"dog",FALSE
"B580","Female",33,"dog",FALSE
"B640","Female",33,"dog",FALSE
"B675","Female",33,"dog",FALSE
"C783","Female",33,"dog",FALSE
"C841","Female",33,"dog",FALSE
"C844","Female",33,"dog",FALSE
"C857","Female",33,"dog",FALSE
"C900","Female",33,"dog",FALSE
"C920","Female",33,"dog",FALSE
"D1150","Female",33,"dog",FALSE
"D1333","Female",33,"dog",FALSE
"D1509","Female",33,"dog",FALSE
"E1546","Female",33,"dog",FALSE
"E1658","Female",33,"dog",FALSE
"E1822","Female",33,"dog",FALSE
"A300","Male",33,"dog",FALSE
"A329","Male",33,"dog",FALSE
"B639","Male",33,"dog",FALSE
"B699","Male",33,"dog",FALSE
"C767","Male",33,"dog",FALSE
"C856","Male",33,"dog",FALSE
"C884","Male",33,"dog",FALSE
"C983","Male",33,"dog",FALSE
"D1215","Male",33,"dog",FALSE
"D1245","Male",33,"dog",FALSE
"D1378","Male",33,"dog",FALSE
"D1497","Male",33,"dog",FALSE
"E1572","Male",33,"dog",FALSE
"E1653","Male",33,"dog",FALSE
"E1764","Male",33,"dog",FALSE
"E1785","Male",33,"dog",FALSE
"E1815","Male",33,"dog",FALSE
"A136","Female",34,"dog",FALSE
"A248","Female",34,"dog",FALSE
"A263","Female",34,"dog",FALSE
"A67","Female",34,"dog",FALSE
"C1041","Female",34,"dog",FALSE
"C1100","Female",34,"dog",FALSE
"C757","Female",34,"dog",FALSE
"C828","Female",34,"dog",FALSE
"C852","Female",34,"dog",FALSE
"C999","Female",34,"dog",FALSE
"D1133","Female",34,"dog",FALSE
"D1389","Female",34,"dog",FALSE
"D1433","Female",34,"dog",FALSE
"D1447","Female",34,"dog",FALSE
"E1853","Female",34,"dog",FALSE
"A180","Male",34,"dog",FALSE
"A240","Male",34,"dog",FALSE
"A286","Male",34,"dog",FALSE
"A29","Male",34,"dog",FALSE
"B375","Male",34,"dog",FALSE
"B472","Male",34,"dog",FALSE
"B735","Male",34,"dog",FALSE
"C1034","Male",34,"dog",FALSE
"C762","Male",34,"dog",FALSE
"C786","Male",34,"dog",FALSE
"C805","Male",34,"dog",FALSE
"C971","Male",34,"dog",FALSE
"D1162","Male",34,"dog",FALSE
"D1230","Male",34,"dog",FALSE
"D1235","Male",34,"dog",FALSE
"D1349","Male",34,"dog",FALSE
"D1390","Male",34,"dog",FALSE
"D1478","Male",34,"dog",FALSE
"D1482","Male",34,"dog",FALSE
"D1516","Male",34,"dog",FALSE
"E1525","Male",34,"dog",FALSE
"E1531","Male",34,"dog",FALSE
"A168","Female",35,"dog",FALSE
"A264","Female",35,"dog",FALSE
"A82","Female",35,"dog",FALSE
"B382","Female",35,"dog",FALSE
"B437","Female",35,"dog",FALSE
"B504","Female",35,"dog",FALSE
"B516","Female",35,"dog",FALSE
"B663","Female",35,"dog",FALSE
"B731","Female",35,"dog",FALSE
"C1105","Female",35,"dog",FALSE
"C1128","Female",35,"dog",FALSE
"C832","Female",35,"dog",FALSE
"C965","Female",35,"dog",FALSE
"D1306","Female",35,"dog",FALSE
"D1500","Female",35,"dog",FALSE
"D1508","Female",35,"dog",FALSE
"E1527","Female",35,"dog",FALSE
"E1643","Female",35,"dog",FALSE
"E1679","Female",35,"dog",FALSE
"E1728","Female",35,"dog",FALSE
"E1783","Female",35,"dog",FALSE
"E1876","Female",35,"dog",FALSE
"A128","Male",35,"dog",FALSE
"A181","Male",35,"dog",FALSE
"A187","Male",35,"dog",FALSE
"A340","Male",35,"dog",FALSE
"A83","Male",35,"dog",FALSE
"B408","Male",35,"dog",FALSE
"B475","Male",35,"dog",FALSE
"B489","Male",35,"dog",FALSE
"B534","Male",35,"dog",FALSE
"B560","Male",35,"dog",FALSE
"B586","Male",35,"dog",FALSE
"B610","Male",35,"dog",FALSE
"B655","Male",35,"dog",FALSE
"B669","Male",35,"dog",FALSE
"B716","Male",35,"dog",FALSE
"C928","Male",35,"dog",FALSE
"C939","Male",35,"dog",FALSE
"C947","Male",35,"dog",FALSE
"D1419","Male",35,"dog",FALSE
"E1662","Male",35,"dog",FALSE
"E1743","Male",35,"dog",FALSE
"E1771","Male",35,"dog",FALSE
"E1787","Male",35,"dog",FALSE
"E1817","Male",35,"dog",FALSE
"A323","Female",36,"dog",FALSE
"A363","Female",36,"dog",FALSE
"B473","Female",36,"dog",FALSE
"B530","Female",36,"dog",FALSE
"B601","Female",36,"dog",FALSE
"B615","Female",36,"dog",FALSE
"B632","Female",36,"dog",FALSE
"B636","Female",36,"dog",FALSE
"B677","Female",36,"dog",FALSE
"C1051","Female",36,"dog",FALSE
"C1052","Female",36,"dog",FALSE
"C803","Female",36,"dog",FALSE
"C934","Female",36,"dog",FALSE
"D1143","Female",36,"dog",FALSE
"D1198","Female",36,"dog",FALSE
"D1209","Female",36,"dog",FALSE
"D1279","Female",36,"dog",FALSE
"D1342","Female",36,"dog",FALSE
"D1496","Female",36,"dog",FALSE
"D1499","Female",36,"dog",FALSE
"E1577","Female",36,"dog",FALSE
"E1706","Female",36,"dog",FALSE
"E1781","Female",36,"dog",FALSE
"A112","Male",36,"dog",FALSE
"A169","Male",36,"dog",FALSE
"A197","Male",36,"dog",FALSE
"A215","Male",36,"dog",FALSE
"A303","Male",36,"dog",FALSE
"A51","Male",36,"dog",FALSE
"B434","Male",36,"dog",FALSE
"B474","Male",36,"dog",FALSE
"B577","Male",36,"dog",FALSE
"B578","Male",36,"dog",FALSE
"B608","Male",36,"dog",FALSE
"B642","Male",36,"dog",FALSE
"B656","Male",36,"dog",FALSE
"B703","Male",36,"dog",FALSE
"C863","Male",36,"dog",FALSE
"D1359","Male",36,"dog",FALSE
"D1365","Male",36,"dog",FALSE
"E1587","Male",36,"dog",FALSE
"E1604","Male",36,"dog",FALSE
"E1798","Male",36,"dog",FALSE
"E1818","Male",36,"dog",FALSE
"A154","Female",37,"dog",FALSE
"A28","Female",37,"dog",FALSE
"A339","Female",37,"dog",FALSE
"B399","Female",37,"dog",FALSE
"B450","Female",37,"dog",FALSE
"B531","Female",37,"dog",FALSE
"B566","Female",37,"dog",FALSE
"C770","Female",37,"dog",FALSE
"C820","Female",37,"dog",FALSE
"C833","Female",37,"dog",FALSE
"C840","Female",37,"dog",FALSE
"C878","Female",37,"dog",FALSE
"C885","Female",37,"dog",FALSE
"C942","Female",37,"dog",FALSE
"C988","Female",37,"dog",FALSE
"D1141","Female",37,"dog",FALSE
"D1160","Female",37,"dog",FALSE
"D1217","Female",37,"dog",FALSE
"D1430","Female",37,"dog",FALSE
"D1491","Female",37,"dog",FALSE
"D1506","Female",37,"dog",FALSE
"E1812","Female",37,"dog",FALSE
"E1894","Female",37,"dog",FALSE
"A121","Male",37,"dog",FALSE
"A162","Male",37,"dog",FALSE
"A21","Male",37,"dog",FALSE
"A289","Male",37,"dog",FALSE
"A296","Male",37,"dog",FALSE
"A35","Male",37,"dog",FALSE
"A39","Male",37,"dog",FALSE
"A69","Male",37,"dog",FALSE
"A71","Male",37,"dog",FALSE
"B422","Male",37,"dog",FALSE
"B445","Male",37,"dog",FALSE
"B451","Male",37,"dog",FALSE
"B452","Male",37,"dog",FALSE
"B647","Male",37,"dog",FALSE
"C1122","Male",37,"dog",FALSE
"D1183","Male",37,"dog",FALSE
"D1203","Male",37,"dog",FALSE
"D1226","Male",37,"dog",FALSE
"D1304","Male",37,"dog",FALSE
"D1422","Male",37,"dog",FALSE
"E1569","Male",37,"dog",FALSE
"E1571","Male",37,"dog",FALSE
"E1603","Male",37,"dog",FALSE
"E1646","Male",37,"dog",FALSE
"E1762","Male",37,"dog",FALSE
"E1814","Male",37,"dog",FALSE
"A140","Female",38,"dog",FALSE
"A247","Female",38,"dog",FALSE
"B737","Female",38,"dog",FALSE
"C1005","Female",38,"dog",FALSE
"C824","Female",38,"dog",FALSE
"C925","Female",38,"dog",FALSE
"D1320","Female",38,"dog",FALSE
"D1392","Female",38,"dog",FALSE
"D1473","Female",38,"dog",FALSE
