"participant","trialNumber","cue","correct","inTraining","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","partic.gender","phase","partic.age"
"s1446",6,"linguistic",TRUE,FALSE,"fanpak","female","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpak","Female","test",20
"s1446",7,"linguistic",TRUE,FALSE,"pelpek","female","mushroom_large","pel","mushroom_dimin","pelpek","pelpak","pelpek","Female","test",20
"s1446",8,"linguistic",TRUE,TRUE,"wenpek","male","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Female","test",20
"s1446",9,"linguistic",FALSE,TRUE,"wekpek","male_side","bear_large_male","wek","bear_dimin","wekpek","wekpak","wekpak","Female","test",20
"s1446",10,"linguistic",FALSE,FALSE,"fekpek","female_side","fox_large_male","fek","fox_dimin","fekpek","fekpak","fekpak","Female","test",20
"s1446",11,"linguistic",TRUE,FALSE,"fanpak","male_side","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpak","Female","test",20
"s1446",12,"linguistic",FALSE,FALSE,"wenpek","female_side","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",13,"linguistic",FALSE,TRUE,"tekpek","male_side","pitcher_large","tek","pitcher_dimin","tekpek","tekpak","tekpak","Female","test",20
"s1446",14,"linguistic",FALSE,TRUE,"ranpak","male","bokchoy_large","ran","bokchoy_dimin","ranpek","ranpak","ranpek","Female","test",20
"s1446",15,"linguistic",TRUE,TRUE,"ralpak","female","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Female","test",20
"s1446",16,"linguistic",TRUE,FALSE,"falpak","female_side","gate_large","fal","gate_dimin","falpek","falpak","falpak","Female","test",20
"s1446",17,"linguistic",FALSE,TRUE,"wenpek","male_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",18,"linguistic",TRUE,TRUE,"rakpak","female_side","bear_large_male","rak","bear_dimin","rakpek","rakpak","rakpak","Female","test",20
"s1446",19,"linguistic",TRUE,TRUE,"ralpak","male_side","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Female","test",20
"s1446",20,"linguistic",TRUE,TRUE,"rakpak","male","bear_large_male","rak","bear_dimin","rakpek","rakpak","rakpak","Female","test",20
"s1446",21,"linguistic",TRUE,FALSE,"fanpak","female_side","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpak","Female","test",20
"s1446",22,"linguistic",FALSE,TRUE,"tekpek","female","pitcher_large","tek","pitcher_dimin","tekpek","tekpak","tekpak","Female","test",20
"s1446",23,"linguistic",TRUE,TRUE,"ralpak","male","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Female","test",20
"s1446",24,"linguistic",TRUE,TRUE,"ralpak","female_side","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Female","test",20
"s1446",25,"linguistic",FALSE,TRUE,"wekpek","female","bear_large_male","wek","bear_dimin","wekpek","wekpak","wekpak","Female","test",20
"s1446",26,"linguistic",TRUE,TRUE,"ranpak","female_side","bokchoy_large","ran","bokchoy_dimin","ranpek","ranpak","ranpak","Female","test",20
"s1446",27,"linguistic",TRUE,TRUE,"rakpak","female","bear_large_male","rak","bear_dimin","rakpek","rakpak","rakpak","Female","test",20
"s1446",28,"linguistic",TRUE,FALSE,"falpak","male_side","gate_large","fal","gate_dimin","falpek","falpak","falpak","Female","test",20
"s1446",29,"linguistic",FALSE,TRUE,"wekpek","female_side","bear_large_male","wek","bear_dimin","wekpek","wekpak","wekpak","Female","test",20
"s1446",30,"linguistic",FALSE,FALSE,"wenpek","male","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",31,"linguistic",FALSE,FALSE,"wenpek","female","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",32,"linguistic",TRUE,TRUE,"ranpak","male_side","bokchoy_large","ran","bokchoy_dimin","ranpek","ranpak","ranpak","Female","test",20
"s1446",33,"linguistic",FALSE,TRUE,"wenpek","female","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",34,"linguistic",FALSE,TRUE,"tekpek","male","pitcher_large","tek","pitcher_dimin","tekpek","tekpak","tekpak","Female","test",20
"s1446",35,"linguistic",FALSE,FALSE,"wenpek","female","chair_large","wen","chair_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",36,"linguistic",FALSE,FALSE,"pelpek","male_side","mushroom_large","pel","mushroom_dimin","pelpek","pelpak","pelpak","Female","test",20
"s1446",37,"linguistic",FALSE,FALSE,"wenpek","male","chair_large","wen","chair_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",38,"linguistic",TRUE,TRUE,"ranpak","female","bokchoy_large","ran","bokchoy_dimin","ranpek","ranpak","ranpak","Female","test",20
"s1446",39,"linguistic",FALSE,FALSE,"wenpek","male_side","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",40,"linguistic",FALSE,FALSE,"fekpek","female","fox_large_male","fek","fox_dimin","fekpek","fekpak","fekpak","Female","test",20
"s1446",41,"linguistic",FALSE,FALSE,"fekpek","male","fox_large_male","fek","fox_dimin","fekpek","fekpak","fekpak","Female","test",20
"s1446",42,"linguistic",TRUE,FALSE,"falpak","female","gate_large","fal","gate_dimin","falpek","falpak","falpak","Female","test",20
"s1446",43,"linguistic",FALSE,TRUE,"wenpek","female_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Female","test",20
"s1446",44,"linguistic",TRUE,TRUE,"rakpak","male_side","bear_large_male","rak","bear_dimin","rakpek","rakpak","rakpak","Female","test",20
"s1446",45,"linguistic",FALSE,FALSE,"pelpek","female_side","mushroom_large","pel","mushroom_dimin","pelpek","pelpak","pelpak","Female","test",20
"s1446",46,"linguistic",TRUE,FALSE,"falpak","male","gate_large","fal","gate_dimin","falpek","falpak","falpak","Female","test",20
"s1446",47,"linguistic",FALSE,TRUE,"tekpek","female_side","pitcher_large","tek","pitcher_dimin","tekpek","tekpak","tekpak","Female","test",20
"s1446",48,"linguistic",FALSE,FALSE,"fanpak","male","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpek","Female","test",20
"s1452",1,"linguistic",TRUE,TRUE,"rakpak","female_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female","test",23
"s1452",2,"linguistic",FALSE,FALSE,"wenpek","male_side","gate_large","wen","gate_dimin","wenpek","wenpak","wenpak","Female","test",23
"s1452",3,"linguistic",FALSE,FALSE,"tekpek","female_side","bear_large_male","tek","bear_dimin","tekpek","tekpak","tekpak","Female","test",23
"s1452",4,"linguistic",FALSE,FALSE,"wekpek","male_side","chair_large","wek","chair_dimin","wekpek","wekpak","wekpak","Female","test",23
"s1452",5,"linguistic",TRUE,TRUE,"fanpak","male","bokchoy_large","fan","bokchoy_dimin","fanpek","fanpak","fanpak","Female","test",23
"s1452",6,"linguistic",FALSE,FALSE,"wenpek","female","gate_large","wen","gate_dimin","wenpek","wenpak","wenpak","Female","test",23
"s1452",7,"linguistic",TRUE,TRUE,"ranpak","male_side","candleholder_large","ran","candleholder_dimin","ranpek","ranpak","ranpak","Female","test",23
"s1452",8,"linguistic",TRUE,FALSE,"pelpek","female_side","fox_large_male","pel","fox_dimin","pelpek","pelpak","pelpek","Female","test",23
"s1452",9,"linguistic",TRUE,TRUE,"rakpak","female","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female","test",23
"s1452",10,"linguistic",FALSE,TRUE,"wenpek","male","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Female","test",23
"s1452",11,"linguistic",TRUE,FALSE,"pelpek","male_side","fox_large_male","pel","fox_dimin","pelpek","pelpak","pelpek","Female","test",23
"s1452",12,"linguistic",FALSE,FALSE,"fekpek","female","pitcher_large","fek","pitcher_dimin","fekpek","fekpak","fekpak","Female","test",23
"s1452",13,"linguistic",TRUE,FALSE,"falpak","male_side","mushroom_large","fal","mushroom_dimin","falpek","falpak","falpak","Female","test",23
"s1452",14,"linguistic",FALSE,FALSE,"pelpek","female","fox_large_male","pel","fox_dimin","pelpek","pelpak","pelpak","Female","test",23
"s1452",15,"linguistic",FALSE,FALSE,"wekpek","female_side","chair_large","wek","chair_dimin","wekpek","wekpak","wekpak","Female","test",23
"s1452",16,"linguistic",FALSE,FALSE,"falpak","male","mushroom_large","fal","mushroom_dimin","falpek","falpak","falpek","Female","test",23
"s1452",17,"linguistic",TRUE,FALSE,"tekpek","male_side","bear_large_male","tek","bear_dimin","tekpek","tekpak","tekpek","Female","test",23
"s1452",18,"linguistic",TRUE,TRUE,"ranpak","male","candleholder_large","ran","candleholder_dimin","ranpek","ranpak","ranpak","Female","test",23
"s1452",19,"linguistic",FALSE,TRUE,"wenpek","female","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Female","test",23
"s1452",20,"linguistic",TRUE,FALSE,"wenpek","female_side","gate_large","wen","gate_dimin","wenpek","wenpak","wenpek","Female","test",23
"s1452",21,"linguistic",TRUE,TRUE,"fanpak","male_side","bokchoy_large","fan","bokchoy_dimin","fanpek","fanpak","fanpak","Female","test",23
"s1452",22,"linguistic",TRUE,FALSE,"wenpek","male","gate_large","wen","gate_dimin","wenpek","wenpak","wenpek","Female","test",23
"s1452",23,"linguistic",FALSE,FALSE,"wekpek","female","chair_large","wek","chair_dimin","wekpek","wekpak","wekpak","Female","test",23
"s1452",24,"linguistic",FALSE,TRUE,"ralpak","male_side","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Female","test",23
"s1452",25,"linguistic",TRUE,TRUE,"rakpak","male","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female","test",23
"s1452",26,"linguistic",TRUE,FALSE,"fekpek","male","pitcher_large","fek","pitcher_dimin","fekpek","fekpak","fekpek","Female","test",23
"s1452",27,"linguistic",TRUE,FALSE,"falpak","female_side","mushroom_large","fal","mushroom_dimin","falpek","falpak","falpak","Female","test",23
"s1452",28,"linguistic",TRUE,TRUE,"wenpek","female","fox_large_male","wen","fox_dimin","wenpek","wenpak","wenpek","Female","test",23
"s1452",29,"linguistic",FALSE,TRUE,"wenpek","male","fox_large_male","wen","fox_dimin","wenpek","wenpak","wenpak","Female","test",23
"s1452",30,"linguistic",TRUE,FALSE,"tekpek","female","bear_large_male","tek","bear_dimin","tekpek","tekpak","tekpek","Female","test",23
"s1452",31,"linguistic",FALSE,TRUE,"wenpek","male_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Female","test",23
"s1452",32,"linguistic",FALSE,TRUE,"fanpak","female","bokchoy_large","fan","bokchoy_dimin","fanpek","fanpak","fanpek","Female","test",23
"s1452",33,"linguistic",TRUE,FALSE,"pelpek","male","fox_large_male","pel","fox_dimin","pelpek","pelpak","pelpek","Female","test",23
"s1452",34,"linguistic",FALSE,TRUE,"wenpek","female_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Female","test",23
"s1452",35,"linguistic",FALSE,TRUE,"fanpak","female_side","bokchoy_large","fan","bokchoy_dimin","fanpek","fanpak","fanpek","Female","test",23
"s1452",36,"linguistic",FALSE,TRUE,"ralpak","male","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Female","test",23
"s1452",37,"linguistic",TRUE,TRUE,"wenpek","male_side","fox_large_male","wen","fox_dimin","wenpek","wenpak","wenpek","Female","test",23
"s1452",38,"linguistic",TRUE,FALSE,"tekpek","male","bear_large_male","tek","bear_dimin","tekpek","tekpak","tekpek","Female","test",23
"s1452",39,"linguistic",TRUE,TRUE,"ranpak","female_side","candleholder_large","ran","candleholder_dimin","ranpek","ranpak","ranpak","Female","test",23
"s1452",40,"linguistic",FALSE,FALSE,"fekpek","male_side","pitcher_large","fek","pitcher_dimin","fekpek","fekpak","fekpak","Female","test",23
"s1452",41,"linguistic",FALSE,FALSE,"falpak","female","mushroom_large","fal","mushroom_dimin","falpek","falpak","falpek","Female","test",23
"s1452",42,"linguistic",FALSE,FALSE,"wekpek","male","chair_large","wek","chair_dimin","wekpek","wekpak","wekpak","Female","test",23
"s1452",43,"linguistic",TRUE,TRUE,"rakpak","male_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female","test",23
"s1452",44,"linguistic",TRUE,TRUE,"wenpek","female_side","fox_large_male","wen","fox_dimin","wenpek","wenpak","wenpek","Female","test",23
"s1452",45,"linguistic",FALSE,TRUE,"ralpak","female","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Female","test",23
"s1452",46,"linguistic",FALSE,FALSE,"fekpek","female_side","pitcher_large","fek","pitcher_dimin","fekpek","fekpak","fekpak","Female","test",23
"s1452",47,"linguistic",TRUE,TRUE,"ranpak","female","candleholder_large","ran","candleholder_dimin","ranpek","ranpak","ranpak","Female","test",23
"s1452",48,"linguistic",FALSE,TRUE,"ralpak","female_side","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Female","test",23
"s1453",1,"linguistic",TRUE,TRUE,"ranpak","female","candleholder_large","ran","candleholder_dimin","ranpek","ranpak","ranpak","Male","test",47
"s1453",2,"linguistic",TRUE,TRUE,"tekpek","male_side","fox_large_male","tek","fox_dimin","tekpek","tekpak","tekpek","Male","test",47
"s1453",3,"linguistic",TRUE,TRUE,"rakpak","female_side","mushroom_large","rak","mushroom_dimin","rakpek","rakpak","rakpak","Male","test",47
"s1453",4,"linguistic",TRUE,TRUE,"fekpek","female","pitcher_large","fek","pitcher_dimin","fekpek","fekpak","fekpek","Male","test",47
"s1453",5,"linguistic",TRUE,FALSE,"fanpak","male_side","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpak","Male","test",47
"s1453",6,"linguistic",TRUE,TRUE,"wekpek","male_side","bokchoy_large","wek","bokchoy_dimin","wekpek","wekpak","wekpek","Male","test",47
"s1453",7,"linguistic",TRUE,FALSE,"wenpek","male","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",8,"linguistic",TRUE,TRUE,"rakpak","male_side","mushroom_large","rak","mushroom_dimin","rakpek","rakpak","rakpak","Male","test",47
"s1453",9,"linguistic",TRUE,TRUE,"tekpek","female","fox_large_male","tek","fox_dimin","tekpek","tekpak","tekpek","Male","test",47
"s1453",10,"linguistic",TRUE,FALSE,"ralpak","female_side","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Male","test",47
"s1453",11,"linguistic",TRUE,TRUE,"wekpek","male","bokchoy_large","wek","bokchoy_dimin","wekpek","wekpak","wekpek","Male","test",47
"s1453",12,"linguistic",TRUE,TRUE,"wekpek","female","bokchoy_large","wek","bokchoy_dimin","wekpek","wekpak","wekpek","Male","test",47
"s1453",13,"linguistic",FALSE,FALSE,"wenpek","male","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpak","Male","test",47
"s1453",14,"linguistic",TRUE,TRUE,"rakpak","female","mushroom_large","rak","mushroom_dimin","rakpek","rakpak","rakpak","Male","test",47
"s1453",15,"linguistic",FALSE,FALSE,"wenpek","female","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpak","Male","test",47
"s1453",16,"linguistic",TRUE,TRUE,"falpak","female_side","bokchoy_large","fal","bokchoy_dimin","falpek","falpak","falpak","Male","test",47
"s1453",17,"linguistic",TRUE,FALSE,"pelpek","male_side","gate_large","pel","gate_dimin","pelpek","pelpak","pelpek","Male","test",47
"s1453",18,"linguistic",TRUE,FALSE,"pelpek","male","gate_large","pel","gate_dimin","pelpek","pelpak","pelpek","Male","test",47
"s1453",19,"linguistic",TRUE,TRUE,"ranpak","male_side","candleholder_large","ran","candleholder_dimin","ranpek","ranpak","ranpak","Male","test",47
"s1453",20,"linguistic",TRUE,TRUE,"ranpak","female_side","candleholder_large","ran","candleholder_dimin","ranpek","ranpak","ranpak","Male","test",47
"s1453",21,"linguistic",TRUE,FALSE,"ralpak","male","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Male","test",47
"s1453",22,"linguistic",TRUE,FALSE,"wenpek","female","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",23,"linguistic",TRUE,FALSE,"wenpek","male","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",24,"linguistic",TRUE,FALSE,"wenpek","male_side","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",25,"linguistic",TRUE,TRUE,"tekpek","male","fox_large_male","tek","fox_dimin","tekpek","tekpak","tekpek","Male","test",47
"s1453",26,"linguistic",TRUE,TRUE,"fekpek","female_side","pitcher_large","fek","pitcher_dimin","fekpek","fekpak","fekpek","Male","test",47
"s1453",27,"linguistic",FALSE,TRUE,"falpak","male","bokchoy_large","fal","bokchoy_dimin","falpek","falpak","falpek","Male","test",47
"s1453",28,"linguistic",TRUE,FALSE,"wenpek","male_side","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",29,"linguistic",FALSE,TRUE,"falpak","female","bokchoy_large","fal","bokchoy_dimin","falpek","falpak","falpek","Male","test",47
"s1453",30,"linguistic",TRUE,TRUE,"falpak","male_side","bokchoy_large","fal","bokchoy_dimin","falpek","falpak","falpak","Male","test",47
"s1453",31,"linguistic",FALSE,FALSE,"pelpek","female_side","gate_large","pel","gate_dimin","pelpek","pelpak","pelpak","Male","test",47
"s1453",32,"linguistic",FALSE,FALSE,"fanpak","male","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpek","Male","test",47
"s1453",33,"linguistic",TRUE,FALSE,"wenpek","female_side","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",34,"linguistic",FALSE,FALSE,"wenpek","female","chair_large","wen","chair_dimin","wenpek","wenpak","wenpak","Male","test",47
"s1453",35,"linguistic",TRUE,FALSE,"wenpek","female_side","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",36,"linguistic",TRUE,FALSE,"ralpak","male_side","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Male","test",47
"s1453",37,"linguistic",TRUE,FALSE,"ralpak","female","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Male","test",47
"s1453",38,"linguistic",TRUE,TRUE,"rakpak","male","mushroom_large","rak","mushroom_dimin","rakpek","rakpak","rakpak","Male","test",47
"s1453",39,"linguistic",FALSE,FALSE,"pelpek","female","gate_large","pel","gate_dimin","pelpek","pelpak","pelpak","Male","test",47
"s1453",40,"linguistic",TRUE,FALSE,"fanpak","female_side","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpak","Male","test",47
"s1453",41,"linguistic",TRUE,TRUE,"fekpek","male_side","pitcher_large","fek","pitcher_dimin","fekpek","fekpak","fekpek","Male","test",47
"s1453",42,"linguistic",TRUE,TRUE,"ranpak","male","candleholder_large","ran","candleholder_dimin","ranpek","ranpak","ranpak","Male","test",47
"s1453",43,"linguistic",TRUE,TRUE,"tekpek","female_side","fox_large_male","tek","fox_dimin","tekpek","tekpak","tekpek","Male","test",47
"s1453",44,"linguistic",TRUE,FALSE,"fanpak","female","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpak","Male","test",47
"s1453",45,"linguistic",TRUE,FALSE,"wenpek","male_side","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",46,"linguistic",TRUE,FALSE,"wenpek","female_side","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Male","test",47
"s1453",47,"linguistic",TRUE,TRUE,"fekpek","male","pitcher_large","fek","pitcher_dimin","fekpek","fekpak","fekpek","Male","test",47
"s1453",48,"linguistic",TRUE,TRUE,"wekpek","female_side","bokchoy_large","wek","bokchoy_dimin","wekpek","wekpak","wekpek","Male","test",47
"s1456",1,"linguistic",TRUE,FALSE,"wenpek","male","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1456",2,"linguistic",FALSE,FALSE,"fekpek","male","fox_large_male","fek","fox_dimin","fekpek","fekpak","fekpak","Male","test",29
"s1456",3,"linguistic",TRUE,TRUE,"tekpek","female_side","fox_large_male","tek","fox_dimin","tekpek","tekpak","tekpek","Male","test",29
"s1456",4,"linguistic",TRUE,TRUE,"fanpak","male","pitcher_large","fan","pitcher_dimin","fanpek","fanpak","fanpak","Male","test",29
"s1456",5,"linguistic",FALSE,TRUE,"ralpak","female","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Male","test",29
"s1456",6,"linguistic",FALSE,TRUE,"ralpak","male_side","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Male","test",29
"s1456",7,"linguistic",FALSE,FALSE,"wenpek","female_side","chair_large","wen","chair_dimin","wenpek","wenpak","wenpak","Male","test",29
"s1456",8,"linguistic",TRUE,TRUE,"pelpek","male_side","candleholder_large","pel","candleholder_dimin","pelpek","pelpak","pelpek","Male","test",29
"s1456",9,"linguistic",FALSE,FALSE,"rakpak","female","bokchoy_large","rak","bokchoy_dimin","rakpek","rakpak","rakpek","Male","test",29
"s1456",10,"linguistic",TRUE,TRUE,"fanpak","female_side","pitcher_large","fan","pitcher_dimin","fanpek","fanpak","fanpak","Male","test",29
"s1456",11,"linguistic",FALSE,FALSE,"wekpek","male","gate_large","wek","gate_dimin","wekpek","wekpak","wekpak","Male","test",29
"s1456",12,"linguistic",TRUE,FALSE,"falpak","male_side","bear_large_male","fal","bear_dimin","falpek","falpak","falpak","Male","test",29
"s1456",13,"linguistic",FALSE,TRUE,"ralpak","male","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Male","test",29
"s1456",14,"linguistic",TRUE,FALSE,"fekpek","male_side","fox_large_male","fek","fox_dimin","fekpek","fekpak","fekpek","Male","test",29
"s1456",15,"linguistic",TRUE,FALSE,"rakpak","male","bokchoy_large","rak","bokchoy_dimin","rakpek","rakpak","rakpak","Male","test",29
"s1456",16,"linguistic",TRUE,TRUE,"wenpek","female","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1456",17,"linguistic",TRUE,FALSE,"ranpak","female_side","bokchoy_large","ran","bokchoy_dimin","ranpek","ranpak","ranpak","Male","test",29
"s1456",18,"linguistic",TRUE,TRUE,"wenpek","male_side","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1456",19,"linguistic",TRUE,TRUE,"wenpek","female_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1456",20,"linguistic",TRUE,FALSE,"ranpak","female","bokchoy_large","ran","bokchoy_dimin","ranpek","ranpak","ranpak","Male","test",29
"s1456",21,"linguistic",TRUE,TRUE,"fanpak","male_side","pitcher_large","fan","pitcher_dimin","fanpek","fanpak","fanpak","Male","test",29
"s1456",22,"linguistic",TRUE,TRUE,"tekpek","male","fox_large_male","tek","fox_dimin","tekpek","tekpak","tekpek","Male","test",29
"s1456",23,"linguistic",TRUE,FALSE,"ranpak","male_side","bokchoy_large","ran","bokchoy_dimin","ranpek","ranpak","ranpak","Male","test",29
"s1456",24,"linguistic",TRUE,TRUE,"wenpek","female_side","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1456",25,"linguistic",TRUE,TRUE,"pelpek","male","candleholder_large","pel","candleholder_dimin","pelpek","pelpak","pelpek","Male","test",29
"s1456",26,"linguistic",FALSE,TRUE,"tekpek","male_side","fox_large_male","tek","fox_dimin","tekpek","tekpak","tekpak","Male","test",29
"s1456",27,"linguistic",FALSE,TRUE,"pelpek","female_side","candleholder_large","pel","candleholder_dimin","pelpek","pelpak","pelpak","Male","test",29
"s1456",28,"linguistic",TRUE,FALSE,"falpak","female","bear_large_male","fal","bear_dimin","falpek","falpak","falpak","Male","test",29
"s1456",29,"linguistic",FALSE,FALSE,"wenpek","female","chair_large","wen","chair_dimin","wenpek","wenpak","wenpak","Male","test",29
"s1456",30,"linguistic",FALSE,FALSE,"falpak","female_side","bear_large_male","fal","bear_dimin","falpek","falpak","falpek","Male","test",29
"s1456",31,"linguistic",TRUE,FALSE,"fekpek","female","fox_large_male","fek","fox_dimin","fekpek","fekpak","fekpek","Male","test",29
"s1456",32,"linguistic",TRUE,TRUE,"wenpek","male","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1456",33,"linguistic",TRUE,FALSE,"wekpek","male_side","gate_large","wek","gate_dimin","wekpek","wekpak","wekpek","Male","test",29
"s1456",34,"linguistic",TRUE,TRUE,"fanpak","female","pitcher_large","fan","pitcher_dimin","fanpek","fanpak","fanpak","Male","test",29
"s1456",35,"linguistic",TRUE,TRUE,"wenpek","male_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1456",36,"linguistic",FALSE,FALSE,"fekpek","female_side","fox_large_male","fek","fox_dimin","fekpek","fekpak","fekpak","Male","test",29
"s1456",37,"linguistic",TRUE,TRUE,"wenpek","male","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1456",38,"linguistic",TRUE,FALSE,"wekpek","female_side","gate_large","wek","gate_dimin","wekpek","wekpak","wekpek","Male","test",29
"s1456",39,"linguistic",FALSE,FALSE,"wekpek","female","gate_large","wek","gate_dimin","wekpek","wekpak","wekpak","Male","test",29
"s1456",40,"linguistic",FALSE,FALSE,"falpak","male","bear_large_male","fal","bear_dimin","falpek","falpak","falpek","Male","test",29
"s1456",41,"linguistic",TRUE,TRUE,"ralpak","female_side","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpak","Male","test",29
"s1456",42,"linguistic",TRUE,FALSE,"ranpak","male","bokchoy_large","ran","bokchoy_dimin","ranpek","ranpak","ranpak","Male","test",29
"s1456",43,"linguistic",FALSE,TRUE,"pelpek","female","candleholder_large","pel","candleholder_dimin","pelpek","pelpak","pelpak","Male","test",29
"s1456",44,"linguistic",FALSE,FALSE,"rakpak","female_side","bokchoy_large","rak","bokchoy_dimin","rakpek","rakpak","rakpek","Male","test",29
"s1456",45,"linguistic",FALSE,FALSE,"wenpek","male_side","chair_large","wen","chair_dimin","wenpek","wenpak","wenpak","Male","test",29
"s1456",46,"linguistic",FALSE,TRUE,"tekpek","female","fox_large_male","tek","fox_dimin","tekpek","tekpak","tekpak","Male","test",29
"s1456",47,"linguistic",TRUE,FALSE,"rakpak","male_side","bokchoy_large","rak","bokchoy_dimin","rakpek","rakpak","rakpak","Male","test",29
"s1456",48,"linguistic",TRUE,TRUE,"wenpek","female","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Male","test",29
"s1457",1,"linguistic",TRUE,TRUE,"wekpek","female","pitcher_large","wek","pitcher_dimin","wekpek","wekpak","wekpek","Female","test",40
"s1457",2,"linguistic",TRUE,FALSE,"falpak","male_side","fox_large_male","fal","fox_dimin","falpek","falpak","falpak","Female","test",40
"s1457",3,"linguistic",TRUE,FALSE,"wenpek","female","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Female","test",40
"s1457",4,"linguistic",TRUE,FALSE,"tekpek","female_side","mushroom_large","tek","mushroom_dimin","tekpek","tekpak","tekpek","Female","test",40
"s1457",5,"linguistic",TRUE,TRUE,"rakpak","male","fox_large_male","rak","fox_dimin","rakpek","rakpak","rakpak","Female","test",40
"s1457",6,"linguistic",TRUE,TRUE,"wenpek","female","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Female","test",40
"s1457",7,"linguistic",TRUE,FALSE,"fanpak","female","candleholder_large","fan","candleholder_dimin","fanpek","fanpak","fanpak","Female","test",40
"s1457",8,"linguistic",TRUE,FALSE,"falpak","female_side","fox_large_male","fal","fox_dimin","falpek","falpak","falpak","Female","test",40
