"participant","trialNumber","cue","correct","inTraining","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","partic.gender","phase","partic.age"
"s1032",13,"social",FALSE,FALSE,"rulril","female","candleholder_large","rul","candleholder_dimin","rulril","rulfek","rulfek","Male","test",29
"s1032",14,"social",TRUE,FALSE,"rikfek","male","bokchoy_large","rik","bokchoy_dimin","rikril","rikfek","rikfek","Male","test",29
"s1032",15,"social",TRUE,FALSE,"pelfek","male","fox_large_male","pel","fox_dimin","pelril","pelfek","pelfek","Male","test",29
"s1032",16,"social",FALSE,FALSE,"wanril","female","gate_large","wan","gate_dimin","wanril","wanfek","wanfek","Male","test",29
"s1032",17,"social",FALSE,TRUE,"falril","female","fox_large_male","fal","fox_dimin","falril","falfek","falfek","Male","test",29
"s1032",18,"social",FALSE,TRUE,"falril","female_side","fox_large_male","fal","fox_dimin","falril","falfek","falfek","Male","test",29
"s1032",19,"social",TRUE,TRUE,"wunfek","male","pitcher_large","wun","pitcher_dimin","wunril","wunfek","wunfek","Male","test",29
"s1032",20,"social",FALSE,FALSE,"rikril","female","bokchoy_large","rik","bokchoy_dimin","rikril","rikfek","rikfek","Male","test",29
"s1032",21,"social",FALSE,FALSE,"fisril","female_side","chair_large","fis","chair_dimin","fisril","fisfek","fisfek","Male","test",29
"s1032",22,"social",FALSE,FALSE,"rikril","female_side","bokchoy_large","rik","bokchoy_dimin","rikril","rikfek","rikfek","Male","test",29
"s1032",23,"social",TRUE,TRUE,"tolfek","male","mushroom_large","tol","mushroom_dimin","tolril","tolfek","tolfek","Male","test",29
"s1032",24,"social",FALSE,FALSE,"pelril","female_side","fox_large_male","pel","fox_dimin","pelril","pelfek","pelfek","Male","test",29
"s1032",25,"social",FALSE,TRUE,"wunril","female_side","pitcher_large","wun","pitcher_dimin","wunril","wunfek","wunfek","Male","test",29
"s1032",26,"social",TRUE,TRUE,"wukfek","male","bokchoy_large","wuk","bokchoy_dimin","wukril","wukfek","wukfek","Male","test",29
"s1032",27,"social",TRUE,FALSE,"fisfek","male","chair_large","fis","chair_dimin","fisril","fisfek","fisfek","Male","test",29
"s1032",28,"social",TRUE,FALSE,"wanfek","male","gate_large","wan","gate_dimin","wanril","wanfek","wanfek","Male","test",29
"s1032",29,"social",TRUE,FALSE,"wanfek","male_side","gate_large","wan","gate_dimin","wanril","wanfek","wanfek","Male","test",29
"s1032",30,"social",FALSE,TRUE,"wukril","female_side","bokchoy_large","wuk","bokchoy_dimin","wukril","wukfek","wukfek","Male","test",29
"s1032",31,"social",TRUE,FALSE,"fisfek","male_side","chair_large","fis","chair_dimin","fisril","fisfek","fisfek","Male","test",29
"s1032",32,"social",TRUE,TRUE,"tosfek","male_side","bear_large_male","tos","bear_dimin","tosril","tosfek","tosfek","Male","test",29
"s1032",33,"social",FALSE,FALSE,"fenril","female","bear_large_male","fen","bear_dimin","fenril","fenfek","fenfek","Male","test",29
"s1032",34,"social",FALSE,FALSE,"pelril","female","fox_large_male","pel","fox_dimin","pelril","pelfek","pelfek","Male","test",29
"s1032",35,"social",FALSE,TRUE,"tosril","female","bear_large_male","tos","bear_dimin","tosril","tosfek","tosfek","Male","test",29
"s1032",36,"social",FALSE,FALSE,"fenril","female_side","bear_large_male","fen","bear_dimin","fenril","fenfek","fenfek","Male","test",29
"s1032",37,"social",FALSE,TRUE,"wunril","female","pitcher_large","wun","pitcher_dimin","wunril","wunfek","wunfek","Male","test",29
"s1032",38,"social",TRUE,FALSE,"fenfek","male_side","bear_large_male","fen","bear_dimin","fenril","fenfek","fenfek","Male","test",29
"s1032",39,"social",TRUE,TRUE,"falfek","male","fox_large_male","fal","fox_dimin","falril","falfek","falfek","Male","test",29
"s1032",40,"social",FALSE,TRUE,"tasril","female","chair_large","tas","chair_dimin","tasril","tasfek","tasfek","Male","test",29
"s1032",41,"social",FALSE,TRUE,"tolril","female","mushroom_large","tol","mushroom_dimin","tolril","tolfek","tolfek","Male","test",29
"s1032",42,"social",FALSE,TRUE,"tolril","female_side","mushroom_large","tol","mushroom_dimin","tolril","tolfek","tolfek","Male","test",29
"s1032",43,"social",TRUE,TRUE,"falfek","male_side","fox_large_male","fal","fox_dimin","falril","falfek","falfek","Male","test",29
"s1032",44,"social",FALSE,TRUE,"wukril","female","bokchoy_large","wuk","bokchoy_dimin","wukril","wukfek","wukfek","Male","test",29
"s1032",45,"social",TRUE,TRUE,"tasfek","male_side","chair_large","tas","chair_dimin","tasril","tasfek","tasfek","Male","test",29
"s1032",46,"social",TRUE,FALSE,"rulfek","male_side","candleholder_large","rul","candleholder_dimin","rulril","rulfek","rulfek","Male","test",29
"s1032",47,"social",FALSE,FALSE,"wanril","female_side","gate_large","wan","gate_dimin","wanril","wanfek","wanfek","Male","test",29
"s1032",48,"social",TRUE,FALSE,"rulfek","male","candleholder_large","rul","candleholder_dimin","rulril","rulfek","rulfek","Male","test",29
"s1033",1,"social",FALSE,TRUE,"tolfal","male_side","chair_large","tol","chair_dimin","tolrul","tolfal","tolrul","Male","test",45
"s1033",2,"social",FALSE,TRUE,"tolfal","male","chair_large","tol","chair_dimin","tolrul","tolfal","tolrul","Male","test",45
"s1033",3,"social",TRUE,TRUE,"rikfal","male","candleholder_large","rik","candleholder_dimin","rikrul","rikfal","rikfal","Male","test",45
"s1033",4,"social",FALSE,TRUE,"fisfal","male","bear_large_male","fis","bear_dimin","fisrul","fisfal","fisrul","Male","test",45
"s1033",5,"social",TRUE,TRUE,"wunrul","female","chair_large","wun","chair_dimin","wunrul","wunfal","wunrul","Male","test",45
"s1033",6,"social",FALSE,TRUE,"wukfal","male","fox_large_male","wuk","fox_dimin","wukrul","wukfal","wukrul","Male","test",45
"s1033",7,"social",FALSE,FALSE,"rilrul","female_side","fox_large_male","ril","fox_dimin","rilrul","rilfal","rilfal","Male","test",45
"s1033",8,"social",FALSE,TRUE,"wukrul","female","fox_large_male","wuk","fox_dimin","wukrul","wukfal","wukfal","Male","test",45
"s1033",9,"social",FALSE,TRUE,"fisfal","male_side","bear_large_male","fis","bear_dimin","fisrul","fisfal","fisrul","Male","test",45
"s1033",10,"social",FALSE,FALSE,"rilfal","male_side","fox_large_male","ril","fox_dimin","rilrul","rilfal","rilrul","Male","test",45
"s1033",11,"social",TRUE,TRUE,"tosfal","male_side","bokchoy_large","tos","bokchoy_dimin","tosrul","tosfal","tosfal","Male","test",45
"s1033",12,"social",TRUE,TRUE,"wunfal","male_side","chair_large","wun","chair_dimin","wunrul","wunfal","wunfal","Male","test",45
"s1033",13,"social",TRUE,TRUE,"wunrul","female_side","chair_large","wun","chair_dimin","wunrul","wunfal","wunrul","Male","test",45
"s1033",14,"social",FALSE,TRUE,"fisrul","female_side","bear_large_male","fis","bear_dimin","fisrul","fisfal","fisfal","Male","test",45
"s1033",15,"social",TRUE,FALSE,"pelrul","female_side","bokchoy_large","pel","bokchoy_dimin","pelrul","pelfal","pelrul","Male","test",45
"s1033",16,"social",TRUE,FALSE,"fekfal","male_side","pitcher_large","fek","pitcher_dimin","fekrul","fekfal","fekfal","Male","test",45
"s1033",17,"social",TRUE,TRUE,"tosrul","female","bokchoy_large","tos","bokchoy_dimin","tosrul","tosfal","tosrul","Male","test",45
"s1033",18,"social",FALSE,FALSE,"fekrul","female_side","pitcher_large","fek","pitcher_dimin","fekrul","fekfal","fekfal","Male","test",45
"s1033",19,"social",FALSE,FALSE,"wanrul","female_side","mushroom_large","wan","mushroom_dimin","wanrul","wanfal","wanfal","Male","test",45
"s1033",20,"social",FALSE,FALSE,"rilfal","male","fox_large_male","ril","fox_dimin","rilrul","rilfal","rilrul","Male","test",45
"s1033",21,"social",FALSE,TRUE,"tosrul","female_side","bokchoy_large","tos","bokchoy_dimin","tosrul","tosfal","tosfal","Male","test",45
"s1033",22,"social",TRUE,TRUE,"tolrul","female","chair_large","tol","chair_dimin","tolrul","tolfal","tolrul","Male","test",45
"s1033",23,"social",TRUE,TRUE,"wunfal","male","chair_large","wun","chair_dimin","wunrul","wunfal","wunfal","Male","test",45
"s1033",24,"social",FALSE,FALSE,"tasrul","female","bear_large_male","tas","bear_dimin","tasrul","tasfal","tasfal","Male","test",45
"s1033",25,"social",TRUE,TRUE,"tolrul","female_side","chair_large","tol","chair_dimin","tolrul","tolfal","tolrul","Male","test",45
"s1033",26,"social",FALSE,TRUE,"wukfal","male_side","fox_large_male","wuk","fox_dimin","wukrul","wukfal","wukrul","Male","test",45
"s1033",27,"social",FALSE,FALSE,"pelrul","female","bokchoy_large","pel","bokchoy_dimin","pelrul","pelfal","pelfal","Male","test",45
"s1033",28,"social",FALSE,FALSE,"fekfal","male","pitcher_large","fek","pitcher_dimin","fekrul","fekfal","fekrul","Male","test",45
"s1033",29,"social",FALSE,TRUE,"rikrul","female","candleholder_large","rik","candleholder_dimin","rikrul","rikfal","rikfal","Male","test",45
"s1033",30,"social",FALSE,FALSE,"fenfal","male","gate_large","fen","gate_dimin","fenrul","fenfal","fenrul","Male","test",45
"s1033",31,"social",FALSE,FALSE,"fenrul","female_side","gate_large","fen","gate_dimin","fenrul","fenfal","fenfal","Male","test",45
"s1033",32,"social",TRUE,TRUE,"rikfal","male_side","candleholder_large","rik","candleholder_dimin","rikrul","rikfal","rikfal","Male","test",45
"s1033",33,"social",FALSE,FALSE,"tasfal","male","bear_large_male","tas","bear_dimin","tasrul","tasfal","tasrul","Male","test",45
"s1033",34,"social",FALSE,FALSE,"fekrul","female","pitcher_large","fek","pitcher_dimin","fekrul","fekfal","fekfal","Male","test",45
"s1033",35,"social",TRUE,FALSE,"pelfal","male_side","bokchoy_large","pel","bokchoy_dimin","pelrul","pelfal","pelfal","Male","test",45
"s1033",36,"social",TRUE,FALSE,"wanfal","male","mushroom_large","wan","mushroom_dimin","wanrul","wanfal","wanfal","Male","test",45
"s1033",37,"social",TRUE,FALSE,"fenfal","male_side","gate_large","fen","gate_dimin","fenrul","fenfal","fenfal","Male","test",45
"s1033",38,"social",FALSE,FALSE,"pelfal","male","bokchoy_large","pel","bokchoy_dimin","pelrul","pelfal","pelrul","Male","test",45
"s1033",39,"social",FALSE,TRUE,"tosfal","male","bokchoy_large","tos","bokchoy_dimin","tosrul","tosfal","tosrul","Male","test",45
"s1033",40,"social",FALSE,TRUE,"rikrul","female_side","candleholder_large","rik","candleholder_dimin","rikrul","rikfal","rikfal","Male","test",45
"s1033",41,"social",FALSE,FALSE,"wanrul","female","mushroom_large","wan","mushroom_dimin","wanrul","wanfal","wanfal","Male","test",45
"s1033",42,"social",FALSE,TRUE,"fisrul","female","bear_large_male","fis","bear_dimin","fisrul","fisfal","fisfal","Male","test",45
"s1033",43,"social",FALSE,FALSE,"tasrul","female_side","bear_large_male","tas","bear_dimin","tasrul","tasfal","tasfal","Male","test",45
"s1033",44,"social",FALSE,FALSE,"tasfal","male_side","bear_large_male","tas","bear_dimin","tasrul","tasfal","tasrul","Male","test",45
"s1033",45,"social",FALSE,TRUE,"wukrul","female_side","fox_large_male","wuk","fox_dimin","wukrul","wukfal","wukfal","Male","test",45
"s1033",46,"social",FALSE,FALSE,"rilrul","female","fox_large_male","ril","fox_dimin","rilrul","rilfal","rilfal","Male","test",45
"s1033",47,"social",FALSE,FALSE,"wanfal","male_side","mushroom_large","wan","mushroom_dimin","wanrul","wanfal","wanrul","Male","test",45
"s1033",48,"social",TRUE,FALSE,"fenrul","female","gate_large","fen","gate_dimin","fenrul","fenfal","fenrul","Male","test",45
"s1034",1,"social",FALSE,FALSE,"tolpel","female","gate_large","tol","gate_dimin","tolpel","tolrul","tolrul","Male","test",21
"s1034",2,"social",TRUE,FALSE,"fispel","female","bear_large_male","fis","bear_dimin","fispel","fisrul","fispel","Male","test",21
"s1034",3,"social",TRUE,TRUE,"rilpel","female","mushroom_large","ril","mushroom_dimin","rilpel","rilrul","rilpel","Male","test",21
"s1034",4,"social",FALSE,TRUE,"tasrul","male","fox_large_male","tas","fox_dimin","taspel","tasrul","taspel","Male","test",21
"s1034",5,"social",FALSE,FALSE,"fenpel","female_side","bear_large_male","fen","bear_dimin","fenpel","fenrul","fenrul","Male","test",21
"s1034",6,"social",FALSE,FALSE,"fisrul","male_side","bear_large_male","fis","bear_dimin","fispel","fisrul","fispel","Male","test",21
"s1034",7,"social",FALSE,FALSE,"rikpel","female_side","fox_large_male","rik","fox_dimin","rikpel","rikrul","rikrul","Male","test",21
"s1034",8,"social",FALSE,FALSE,"fisrul","male","bear_large_male","fis","bear_dimin","fispel","fisrul","fispel","Male","test",21
"s1034",9,"social",FALSE,TRUE,"tospel","female","candleholder_large","tos","candleholder_dimin","tospel","tosrul","tosrul","Male","test",21
"s1034",10,"social",FALSE,FALSE,"tolpel","female_side","gate_large","tol","gate_dimin","tolpel","tolrul","tolrul","Male","test",21
"s1034",11,"social",FALSE,TRUE,"tasrul","male_side","fox_large_male","tas","fox_dimin","taspel","tasrul","taspel","Male","test",21
"s1034",12,"social",FALSE,FALSE,"tolrul","male","gate_large","tol","gate_dimin","tolpel","tolrul","tolpel","Male","test",21
"s1034",13,"social",FALSE,FALSE,"fenrul","male_side","bear_large_male","fen","bear_dimin","fenpel","fenrul","fenpel","Male","test",21
"s1034",14,"social",FALSE,TRUE,"wanrul","male_side","bokchoy_large","wan","bokchoy_dimin","wanpel","wanrul","wanpel","Male","test",21
"s1034",15,"social",FALSE,TRUE,"fekpel","female","chair_large","fek","chair_dimin","fekpel","fekrul","fekrul","Male","test",21
"s1034",16,"social",FALSE,FALSE,"wunpel","female_side","bokchoy_large","wun","bokchoy_dimin","wunpel","wunrul","wunrul","Male","test",21
"s1034",17,"social",FALSE,TRUE,"wukpel","female","pitcher_large","wuk","pitcher_dimin","wukpel","wukrul","wukrul","Male","test",21
"s1034",18,"social",FALSE,FALSE,"falpel","female","chair_large","fal","chair_dimin","falpel","falrul","falrul","Male","test",21
"s1034",19,"social",FALSE,TRUE,"wanrul","male","bokchoy_large","wan","bokchoy_dimin","wanpel","wanrul","wanpel","Male","test",21
"s1034",20,"social",FALSE,TRUE,"wukrul","male_side","pitcher_large","wuk","pitcher_dimin","wukpel","wukrul","wukpel","Male","test",21
"s1034",21,"social",FALSE,TRUE,"rilpel","female_side","mushroom_large","ril","mushroom_dimin","rilpel","rilrul","rilrul","Male","test",21
"s1034",22,"social",FALSE,FALSE,"falpel","female_side","chair_large","fal","chair_dimin","falpel","falrul","falrul","Male","test",21
"s1034",23,"social",FALSE,FALSE,"fispel","female_side","bear_large_male","fis","bear_dimin","fispel","fisrul","fisrul","Male","test",21
"s1034",24,"social",FALSE,TRUE,"fekrul","male","chair_large","fek","chair_dimin","fekpel","fekrul","fekpel","Male","test",21
"s1034",25,"social",FALSE,FALSE,"falrul","male_side","chair_large","fal","chair_dimin","falpel","falrul","falpel","Male","test",21
"s1034",26,"social",FALSE,TRUE,"fekrul","male_side","chair_large","fek","chair_dimin","fekpel","fekrul","fekpel","Male","test",21
"s1034",27,"social",FALSE,FALSE,"fenrul","male","bear_large_male","fen","bear_dimin","fenpel","fenrul","fenpel","Male","test",21
"s1034",28,"social",FALSE,TRUE,"wukrul","male","pitcher_large","wuk","pitcher_dimin","wukpel","wukrul","wukpel","Male","test",21
"s1034",29,"social",FALSE,TRUE,"wanpel","female_side","bokchoy_large","wan","bokchoy_dimin","wanpel","wanrul","wanrul","Male","test",21
"s1034",30,"social",FALSE,TRUE,"tosrul","male_side","candleholder_large","tos","candleholder_dimin","tospel","tosrul","tospel","Male","test",21
"s1034",31,"social",FALSE,FALSE,"fenpel","female","bear_large_male","fen","bear_dimin","fenpel","fenrul","fenrul","Male","test",21
"s1034",32,"social",FALSE,TRUE,"taspel","female_side","fox_large_male","tas","fox_dimin","taspel","tasrul","tasrul","Male","test",21
"s1034",33,"social",FALSE,TRUE,"taspel","female","fox_large_male","tas","fox_dimin","taspel","tasrul","tasrul","Male","test",21
"s1034",34,"social",FALSE,TRUE,"fekpel","female_side","chair_large","fek","chair_dimin","fekpel","fekrul","fekrul","Male","test",21
"s1034",35,"social",FALSE,FALSE,"wunpel","female","bokchoy_large","wun","bokchoy_dimin","wunpel","wunrul","wunrul","Male","test",21
"s1034",36,"social",FALSE,FALSE,"wunrul","male_side","bokchoy_large","wun","bokchoy_dimin","wunpel","wunrul","wunpel","Male","test",21
"s1034",37,"social",FALSE,FALSE,"tolrul","male_side","gate_large","tol","gate_dimin","tolpel","tolrul","tolpel","Male","test",21
"s1034",38,"social",FALSE,TRUE,"wanpel","female","bokchoy_large","wan","bokchoy_dimin","wanpel","wanrul","wanrul","Male","test",21
"s1034",39,"social",FALSE,TRUE,"rilrul","male","mushroom_large","ril","mushroom_dimin","rilpel","rilrul","rilpel","Male","test",21
"s1034",40,"social",FALSE,FALSE,"rikpel","female","fox_large_male","rik","fox_dimin","rikpel","rikrul","rikrul","Male","test",21
"s1034",41,"social",FALSE,FALSE,"falrul","male","chair_large","fal","chair_dimin","falpel","falrul","falpel","Male","test",21
"s1034",42,"social",FALSE,TRUE,"wukpel","female_side","pitcher_large","wuk","pitcher_dimin","wukpel","wukrul","wukrul","Male","test",21
"s1034",43,"social",FALSE,TRUE,"rilrul","male_side","mushroom_large","ril","mushroom_dimin","rilpel","rilrul","rilpel","Male","test",21
"s1034",44,"social",FALSE,FALSE,"wunrul","male","bokchoy_large","wun","bokchoy_dimin","wunpel","wunrul","wunpel","Male","test",21
"s1034",45,"social",FALSE,TRUE,"tosrul","male","candleholder_large","tos","candleholder_dimin","tospel","tosrul","tospel","Male","test",21
"s1034",46,"social",FALSE,FALSE,"rikrul","male_side","fox_large_male","rik","fox_dimin","rikpel","rikrul","rikpel","Male","test",21
"s1034",47,"social",FALSE,FALSE,"rikrul","male","fox_large_male","rik","fox_dimin","rikpel","rikrul","rikpel","Male","test",21
"s1034",48,"social",TRUE,TRUE,"tospel","female_side","candleholder_large","tos","candleholder_dimin","tospel","tosrul","tospel","Male","test",21
"s1035",1,"spatial",FALSE,TRUE,"wanfis","male","bokchoy_large","wan","bokchoy_dimin","wanfis","wanfen","wanfen","Female","test",28
"s1035",2,"spatial",FALSE,TRUE,"wukfen","male_side","bear_large_male","wuk","bear_dimin","wukfis","wukfen","wukfis","Female","test",28
"s1035",3,"spatial",FALSE,FALSE,"tolfis","female","chair_large","tol","chair_dimin","tolfis","tolfen","tolfen","Female","test",28
"s1035",4,"spatial",TRUE,FALSE,"tasfis","male","gate_large","tas","gate_dimin","tasfis","tasfen","tasfis","Female","test",28
"s1035",5,"spatial",FALSE,TRUE,"rilfis","male","bear_large_male","ril","bear_dimin","rilfis","rilfen","rilfen","Female","test",28
"s1035",6,"spatial",TRUE,TRUE,"wanfen","male_side","bokchoy_large","wan","bokchoy_dimin","wanfis","wanfen","wanfen","Female","test",28
"s1035",7,"spatial",FALSE,FALSE,"tolfen","male_side","chair_large","tol","chair_dimin","tolfis","tolfen","tolfis","Female","test",28
"s1035",8,"spatial",TRUE,TRUE,"wunfen","female_side","fox_large_male","wun","fox_dimin","wunfis","wunfen","wunfen","Female","test",28
"s1035",9,"spatial",TRUE,FALSE,"pelfis","female","bokchoy_large","pel","bokchoy_dimin","pelfis","pelfen","pelfis","Female","test",28
"s1035",10,"spatial",FALSE,TRUE,"rikfen","male_side","mushroom_large","rik","mushroom_dimin","rikfis","rikfen","rikfis","Female","test",28
"s1035",11,"spatial",TRUE,FALSE,"rulfis","female","pitcher_large","rul","pitcher_dimin","rulfis","rulfen","rulfis","Female","test",28
"s1035",12,"spatial",FALSE,TRUE,"rikfis","female","mushroom_large","rik","mushroom_dimin","rikfis","rikfen","rikfen","Female","test",28
"s1035",13,"spatial",TRUE,TRUE,"falfen","male_side","chair_large","fal","chair_dimin","falfis","falfen","falfen","Female","test",28
"s1035",14,"spatial",TRUE,FALSE,"tosfis","female","candleholder_large","tos","candleholder_dimin","tosfis","tosfen","tosfis","Female","test",28
"s1035",15,"spatial",TRUE,TRUE,"wanfen","female_side","bokchoy_large","wan","bokchoy_dimin","wanfis","wanfen","wanfen","Female","test",28
"s1035",16,"spatial",TRUE,FALSE,"pelfen","male_side","bokchoy_large","pel","bokchoy_dimin","pelfis","pelfen","pelfen","Female","test",28
"s1035",17,"spatial",TRUE,TRUE,"wunfis","female","fox_large_male","wun","fox_dimin","wunfis","wunfen","wunfis","Female","test",28
"s1035",18,"spatial",TRUE,FALSE,"tasfis","female","gate_large","tas","gate_dimin","tasfis","tasfen","tasfis","Female","test",28
"s1035",19,"spatial",FALSE,TRUE,"wunfis","male","fox_large_male","wun","fox_dimin","wunfis","wunfen","wunfen","Female","test",28
"s1035",20,"spatial",FALSE,FALSE,"tasfen","female_side","gate_large","tas","gate_dimin","tasfis","tasfen","tasfis","Female","test",28
"s1035",21,"spatial",TRUE,TRUE,"rilfen","female_side","bear_large_male","ril","bear_dimin","rilfis","rilfen","rilfen","Female","test",28
"s1035",22,"spatial",FALSE,FALSE,"fekfis","male","fox_large_male","fek","fox_dimin","fekfis","fekfen","fekfen","Female","test",28
"s1035",23,"spatial",FALSE,FALSE,"rulfen","male_side","pitcher_large","rul","pitcher_dimin","rulfis","rulfen","rulfis","Female","test",28
"s1035",24,"spatial",TRUE,FALSE,"tolfen","female_side","chair_large","tol","chair_dimin","tolfis","tolfen","tolfen","Female","test",28
"s1035",25,"spatial",TRUE,FALSE,"fekfis","female","fox_large_male","fek","fox_dimin","fekfis","fekfen","fekfis","Female","test",28
"s1035",26,"spatial",FALSE,FALSE,"tosfis","male","candleholder_large","tos","candleholder_dimin","tosfis","tosfen","tosfen","Female","test",28
"s1035",27,"spatial",FALSE,FALSE,"fekfen","male_side","fox_large_male","fek","fox_dimin","fekfis","fekfen","fekfis","Female","test",28
"s1035",28,"spatial",TRUE,FALSE,"tosfen","female_side","candleholder_large","tos","candleholder_dimin","tosfis","tosfen","tosfen","Female","test",28
"s1035",29,"spatial",TRUE,TRUE,"falfis","male","chair_large","fal","chair_dimin","falfis","falfen","falfis","Female","test",28
"s1035",30,"spatial",FALSE,TRUE,"wukfen","female_side","bear_large_male","wuk","bear_dimin","wukfis","wukfen","wukfis","Female","test",28
"s1035",31,"spatial",TRUE,FALSE,"fekfen","female_side","fox_large_male","fek","fox_dimin","fekfis","fekfen","fekfen","Female","test",28
"s1035",32,"spatial",TRUE,TRUE,"wunfen","male_side","fox_large_male","wun","fox_dimin","wunfis","wunfen","wunfen","Female","test",28
"s1035",33,"spatial",FALSE,FALSE,"tosfen","male_side","candleholder_large","tos","candleholder_dimin","tosfis","tosfen","tosfis","Female","test",28
"s1035",34,"spatial",TRUE,TRUE,"rilfis","female","bear_large_male","ril","bear_dimin","rilfis","rilfen","rilfis","Female","test",28
"s1035",35,"spatial",FALSE,FALSE,"pelfis","male","bokchoy_large","pel","bokchoy_dimin","pelfis","pelfen","pelfen","Female","test",28
"s1035",36,"spatial",TRUE,TRUE,"rikfis","male","mushroom_large","rik","mushroom_dimin","rikfis","rikfen","rikfis","Female","test",28
"s1035",37,"spatial",TRUE,TRUE,"rikfen","female_side","mushroom_large","rik","mushroom_dimin","rikfis","rikfen","rikfen","Female","test",28
"s1035",38,"spatial",TRUE,FALSE,"tasfen","male_side","gate_large","tas","gate_dimin","tasfis","tasfen","tasfen","Female","test",28
"s1035",39,"spatial",FALSE,FALSE,"pelfen","female_side","bokchoy_large","pel","bokchoy_dimin","pelfis","pelfen","pelfis","Female","test",28
"s1035",40,"spatial",FALSE,FALSE,"tolfis","male","chair_large","tol","chair_dimin","tolfis","tolfen","tolfen","Female","test",28
"s1035",41,"spatial",FALSE,TRUE,"wukfis","male","bear_large_male","wuk","bear_dimin","wukfis","wukfen","wukfen","Female","test",28
"s1035",42,"spatial",FALSE,TRUE,"wanfis","female","bokchoy_large","wan","bokchoy_dimin","wanfis","wanfen","wanfen","Female","test",28
"s1035",43,"spatial",FALSE,TRUE,"falfis","female","chair_large","fal","chair_dimin","falfis","falfen","falfen","Female","test",28
"s1035",44,"spatial",FALSE,TRUE,"falfen","female_side","chair_large","fal","chair_dimin","falfis","falfen","falfis","Female","test",28
"s1035",45,"spatial",TRUE,FALSE,"rulfen","female_side","pitcher_large","rul","pitcher_dimin","rulfis","rulfen","rulfen","Female","test",28
"s1035",46,"spatial",TRUE,TRUE,"wukfis","female","bear_large_male","wuk","bear_dimin","wukfis","wukfen","wukfis","Female","test",28
"s1035",47,"spatial",TRUE,TRUE,"rilfen","male_side","bear_large_male","ril","bear_dimin","rilfis","rilfen","rilfen","Female","test",28
"s1035",48,"spatial",FALSE,FALSE,"rulfis","male","pitcher_large","rul","pitcher_dimin","rulfis","rulfen","rulfen","Female","test",28
"s1037",1,"spatial",TRUE,FALSE,"tosfis","female_side","fox_large_male","tos","fox_dimin","toswuk","tosfis","tosfis","Male","test",46
"s1037",2,"spatial",TRUE,FALSE,"rikwuk","male","pitcher_large","rik","pitcher_dimin","rikwuk","rikfis","rikwuk","Male","test",46
"s1037",3,"spatial",FALSE,TRUE,"falwuk","male","bokchoy_large","fal","bokchoy_dimin","falwuk","falfis","falfis","Male","test",46
"s1037",4,"spatial",TRUE,FALSE,"rikwuk","female","pitcher_large","rik","pitcher_dimin","rikwuk","rikfis","rikwuk","Male","test",46
"s1037",5,"spatial",FALSE,TRUE,"rulwuk","female","bokchoy_large","rul","bokchoy_dimin","rulwuk","rulfis","rulfis","Male","test",46
"s1037",6,"spatial",TRUE,TRUE,"fekfis","male_side","candleholder_large","fek","candleholder_dimin","fekwuk","fekfis","fekfis","Male","test",46
"s1037",7,"spatial",TRUE,FALSE,"wunfis","male_side","fox_large_male","wun","fox_dimin","wunwuk","wunfis","wunfis","Male","test",46
"s1037",8,"spatial",FALSE,TRUE,"pelwuk","male","mushroom_large","pel","mushroom_dimin","pelwuk","pelfis","pelfis","Male","test",46
"s1037",9,"spatial",FALSE,FALSE,"tasfis","female_side","bear_large_male","tas","bear_dimin","taswuk","tasfis","taswuk","Male","test",46
"s1037",10,"spatial",TRUE,FALSE,"rikfis","male_side","pitcher_large","rik","pitcher_dimin","rikwuk","rikfis","rikfis","Male","test",46
"s1037",11,"spatial",TRUE,FALSE,"toswuk","male","fox_large_male","tos","fox_dimin","toswuk","tosfis","toswuk","Male","test",46
"s1037",12,"spatial",TRUE,TRUE,"falfis","male_side","bokchoy_large","fal","bokchoy_dimin","falwuk","falfis","falfis","Male","test",46
"s1037",13,"spatial",TRUE,FALSE,"wunfis","female_side","fox_large_male","wun","fox_dimin","wunwuk","wunfis","wunfis","Male","test",46
"s1037",14,"spatial",FALSE,TRUE,"pelwuk","female","mushroom_large","pel","mushroom_dimin","pelwuk","pelfis","pelfis","Male","test",46
"s1037",15,"spatial",TRUE,TRUE,"fenwuk","female","chair_large","fen","chair_dimin","fenwuk","fenfis","fenwuk","Male","test",46
"s1037",16,"spatial",FALSE,FALSE,"toswuk","female","fox_large_male","tos","fox_dimin","toswuk","tosfis","tosfis","Male","test",46
"s1037",17,"spatial",TRUE,TRUE,"fekwuk","male","candleholder_large","fek","candleholder_dimin","fekwuk","fekfis","fekwuk","Male","test",46
"s1037",18,"spatial",TRUE,FALSE,"rilwuk","male","bear_large_male","ril","bear_dimin","rilwuk","rilfis","rilwuk","Male","test",46
"s1037",19,"spatial",TRUE,TRUE,"rulfis","female_side","bokchoy_large","rul","bokchoy_dimin","rulwuk","rulfis","rulfis","Male","test",46
"s1037",20,"spatial",FALSE,FALSE,"rilfis","male_side","bear_large_male","ril","bear_dimin","rilwuk","rilfis","rilwuk","Male","test",46
"s1037",21,"spatial",TRUE,TRUE,"wanfis","female_side","gate_large","wan","gate_dimin","wanwuk","wanfis","wanfis","Male","test",46
