"participant","peerCondition","regLevel","verbStatus","phase","gender","age","attentionRating","otherPlayerReasonable","postReg.mean","verbStatus2"
"p465","bot","high","REAL","postTest","Male",27,4,4,0.95,"REAL"
"p466","bot","low","REAL","postTest","Female",39,4,1,0.45,"REAL"
"p467","bot","low","REAL","postTest","Female",44,4,2,0.5,"REAL"
"p468","bot","low","REAL","postTest","Male",28,4,3,0.45,"REAL"
"p469","bot","low","REAL","postTest","Female",37,5,5,0.45,"REAL"
"p47","human","high","REAL","postTest","Female",28,4,4,0.8,"REAL"
"p470","bot","high","REAL","postTest","Male",28,4,5,0.8,"REAL"
"p471","bot","high","REAL","postTest","Male",45,3,5,0.4,"REAL"
"p472","bot","high","REAL","postTest","Male",29,5,5,0.4,"REAL"
"p473","bot","high","REAL","postTest","Male",19,1,5,1,"REAL"
"p474","bot","low","REAL","postTest","Male",19,5,5,0.45,"REAL"
"p475","bot","low","REAL","postTest","Female",24,3,4,0.35,"REAL"
"p477","bot","high","REAL","postTest","Female",64,4,4,0.6,"REAL"
"p478","bot","low","REAL","postTest","Female",34,3,4,0.4,"REAL"
"p479","bot","high","REAL","postTest","Female",47,4,4,0.4,"REAL"
"p48","human","low","REAL","postTest","Male",37,5,4,0.4,"REAL"
"p480","bot","high","REAL","postTest","Female",45,4,5,0.5,"REAL"
"p481","bot","low","REAL","postTest","Male",27,5,5,0.35,"REAL"
"p482","bot","low","REAL","postTest","Male",40,1,5,0.5,"REAL"
"p483","bot","low","REAL","postTest","Female",33,4,4,0.45,"REAL"
"p484","bot","low","REAL","postTest","Male",26,5,5,0.65,"REAL"
"p485","bot","high","REAL","postTest","Male",30,4,4,0.3,"REAL"
"p486","bot","high","REAL","postTest","Male",51,5,5,0.6,"REAL"
"p487","bot","high","REAL","postTest","Male",26,5,4,0.3,"REAL"
"p488","bot","low","REAL","postTest","Male",37,4,3,0.2,"REAL"
"p489","bot","low","REAL","postTest","Male",27,4,4,0.65,"REAL"
"p49","human","low","REAL","postTest","Male",29,4,3,0.45,"REAL"
"p490","bot","low","REAL","postTest","Male",37,4,5,0.45,"REAL"
"p491","bot","high","REAL","postTest","Male",29,4,3,0.3,"REAL"
"p492","bot","low","REAL","postTest","Male",27,1,5,0.15,"REAL"
"p493","bot","high","REAL","postTest","Female",30,4,5,0.5,"REAL"
"p494","bot","high","REAL","postTest","Male",68,4,5,0.65,"REAL"
"p495","bot","low","REAL","postTest","Male",30,4,3,0.55,"REAL"
"p496","bot","high","REAL","postTest","Male",66,5,5,0.5,"REAL"
"p499","bot","high","REAL","postTest","Male",35,5,4,0.4,"REAL"
"p5","human","high","REAL","postTest","Female",26,5,5,0.3,"REAL"
"p50","human","high","REAL","postTest","Female",21,3,5,0.2,"REAL"
"p500","bot","low","REAL","postTest","Male",32,4,4,0.3,"REAL"
"p501","bot","low","REAL","postTest","Female",47,5,4,0.3,"REAL"
"p502","bot","low","REAL","postTest","Male",35,4,4,0.35,"REAL"
"p503","bot","high","REAL","postTest","Female",30,4,3,0.55,"REAL"
"p504","bot","high","REAL","postTest","Male",38,4,5,0.4,"REAL"
"p505","bot","high","REAL","postTest","Female",41,5,5,0.5,"REAL"
"p506","bot","low","REAL","postTest","Female",31,4,3,0.55,"REAL"
"p507","bot","low","REAL","postTest","Male",37,4,2,0.35,"REAL"
"p51","human","high","REAL","postTest","Male",35,4,4,1,"REAL"
"p510","bot","low","REAL","postTest","Male",22,4,4,0.35,"REAL"
"p511","bot","low","REAL","postTest","Female",41,4,3,0.35,"REAL"
"p512","bot","low","REAL","postTest","Female",44,4,3,0.4,"REAL"
"p513","bot","high","REAL","postTest","Female",38,4,3,0.5,"REAL"
"p514","bot","high","REAL","postTest","Male",41,4,4,0.45,"REAL"
"p515","bot","high","REAL","postTest","Female",56,4,4,0.55,"REAL"
"p516","bot","low","REAL","postTest","Male",26,4,5,0.45,"REAL"
"p517","bot","high","REAL","postTest","Female",24,4,4,0.4,"REAL"
"p518","bot","high","REAL","postTest","Female",55,5,4,0.45,"REAL"
"p519","bot","low","REAL","postTest","Male",61,1,3,0.25,"REAL"
"p52","human","low","REAL","postTest","Male",55,4,4,0.4,"REAL"
"p520","bot","low","REAL","postTest","Female",46,3,3,0.35,"REAL"
"p521","bot","low","REAL","postTest","Female",34,4,5,0.4,"REAL"
"p522","bot","low","REAL","postTest","Male",41,5,5,0.35,"REAL"
"p524","bot","high","REAL","postTest","Female",31,4,4,0.6,"REAL"
"p525","bot","high","REAL","postTest","Female",48,3,5,0.2,"REAL"
"p526","bot","high","REAL","postTest","Male",24,4,4,0.45,"REAL"
"p527","bot","high","REAL","postTest","Female",38,3,5,0.6,"REAL"
"p528","bot","low","REAL","postTest","Male",35,4,4,1,"REAL"
"p529","bot","low","REAL","postTest","Female",24,5,1,0.5,"REAL"
"p53","human","high","REAL","postTest","Female",29,5,5,1,"REAL"
"p530","bot","high","REAL","postTest","Female",28,5,5,0.4,"REAL"
"p531","bot","high","REAL","postTest","Male",27,3,4,0.5,"REAL"
"p532","bot","high","REAL","postTest","Male",27,4,2,0.15,"REAL"
"p533","bot","low","REAL","postTest","Male",36,4,4,0.35,"REAL"
"p534","bot","high","REAL","postTest","Male",36,5,4,0.7,"REAL"
"p535","bot","high","REAL","postTest","Female",31,4,4,0.4,"REAL"
"p536","bot","low","REAL","postTest","Female",46,4,4,0.35,"REAL"
"p537","bot","low","REAL","postTest","Male",34,3,4,0.4,"REAL"
"p538","bot","high","REAL","postTest","Male",29,4,5,0.4,"REAL"
"p539","bot","high","REAL","postTest","Female",28,3,4,0.25,"REAL"
"p54","human","high","REAL","postTest","Male",28,5,5,0.4,"REAL"
"p540","bot","high","REAL","postTest","Female",47,4,3,0.35,"REAL"
"p541","bot","low","REAL","postTest","Female",26,5,4,0.35,"REAL"
"p542","bot","high","REAL","postTest","Female",38,4,5,0.6,"REAL"
"p543","bot","high","REAL","postTest","Male",39,4,4,0.35,"REAL"
"p544","bot","low","REAL","postTest","Male",45,4,4,0.6,"REAL"
"p545","bot","low","REAL","postTest","Female",36,4,4,0.15,"REAL"
"p546","bot","low","REAL","postTest","Female",38,5,4,0.45,"REAL"
"p547","bot","high","REAL","postTest","Male",29,4,5,1,"REAL"
"p548","bot","high","REAL","postTest","Female",39,4,4,0.05,"REAL"
"p549","bot","high","REAL","postTest","Female",26,5,5,0.3,"REAL"
"p55","human","low","REAL","postTest","Male",27,4,4,0.4,"REAL"
"p550","bot","high","REAL","postTest","Male",59,5,5,0.45,"REAL"
"p551","bot","high","REAL","postTest","Male",42,3,4,0.5,"REAL"
"p552","bot","low","REAL","postTest","Female",45,5,4,0.5,"REAL"
"p553","bot","high","REAL","postTest","Male",30,1,3,0.2,"REAL"
"p554","bot","low","REAL","postTest","Female",26,4,4,0.45,"REAL"
"p555","bot","low","REAL","postTest","Female",24,4,3,0.4,"REAL"
"p556","bot","high","REAL","postTest","Female",29,3,4,0.25,"REAL"
"p557","bot","high","REAL","postTest","Female",32,3,4,0.55,"REAL"
"p558","bot","high","REAL","postTest","Female",28,4,5,0.55,"REAL"
"p559","bot","high","REAL","postTest","Male",25,3,3,0.55,"REAL"
"p56","human","low","REAL","postTest","Female",50,5,5,0.15,"REAL"
"p560","bot","high","REAL","postTest","Female",30,4,1,0.3,"REAL"
"p561","bot","low","REAL","postTest","Female",28,5,5,0.35,"REAL"
"p562","bot","high","REAL","postTest","Female",41,4,3,0.65,"REAL"
"p563","bot","low","REAL","postTest","Female",33,5,5,0.5,"REAL"
"p564","bot","high","REAL","postTest","Female",35,4,3,0.4,"REAL"
"p565","bot","high","REAL","postTest","Male",19,4,5,0.65,"REAL"
"p566","bot","high","REAL","postTest","Female",54,1,5,0.9,"REAL"
"p567","bot","low","REAL","postTest","Female",39,5,3,0.15,"REAL"
"p568","bot","low","REAL","postTest","Female",32,3,4,0.45,"REAL"
"p569","bot","low","REAL","postTest","Female",32,4,4,0.4,"REAL"
"p57","human","high","REAL","postTest","Female",44,4,4,0.15,"REAL"
"p570","bot","high","REAL","postTest","Male",62,2,3,0.45,"REAL"
"p571","bot","low","REAL","postTest","Male",26,4,2,0.45,"REAL"
"p572","bot","low","REAL","postTest","Male",34,5,5,0.35,"REAL"
"p573","bot","high","REAL","postTest","Female",32,4,4,0.3,"REAL"
"p574","bot","low","REAL","postTest","Female",53,3,5,0.2,"REAL"
"p575","bot","low","REAL","postTest","Male",37,4,4,0.4,"REAL"
"p576","bot","high","REAL","postTest","Male",68,4,4,0.4,"REAL"
"p577","bot","high","REAL","postTest","Female",37,5,5,0.45,"REAL"
"p578","bot","low","REAL","postTest","Female",21,5,3,0.35,"REAL"
"p579","bot","low","REAL","postTest","Male",33,2,3,0.4,"REAL"
"p58","human","high","REAL","postTest","Male",30,4,5,0.5,"REAL"
"p580","bot","low","REAL","postTest","Male",26,4,4,0.35,"REAL"
"p581","bot","high","REAL","postTest","Female",48,5,5,0.5,"REAL"
"p582","bot","high","REAL","postTest","Male",27,5,5,0.55,"REAL"
"p583","bot","high","REAL","postTest","Female",30,4,5,0.45,"REAL"
"p584","bot","low","REAL","postTest","Male",34,5,5,0.2,"REAL"
"p585","bot","high","REAL","postTest","Female",24,3,5,0.5,"REAL"
"p586","bot","low","REAL","postTest","Male",58,5,4,0.5,"REAL"
"p587","bot","high","REAL","postTest","Female",35,5,4,0.75,"REAL"
"p588","bot","low","REAL","postTest","Female",24,3,4,0.25,"REAL"
"p589","bot","low","REAL","postTest","Male",26,4,4,0.4,"REAL"
"p59","human","high","REAL","postTest","Female",45,4,4,0.4,"REAL"
"p590","bot","low","REAL","postTest","Female",29,4,3,0.4,"REAL"
"p591","bot","high","REAL","postTest","Female",24,5,3,0,"REAL"
"p592","bot","low","REAL","postTest","Female",56,4,4,0.45,"REAL"
"p593","bot","high","REAL","postTest","Male",42,2,4,0.45,"REAL"
"p594","bot","high","REAL","postTest","Male",38,3,5,0.45,"REAL"
"p595","bot","low","REAL","postTest","Male",28,3,3,0.35,"REAL"
"p596","bot","high","REAL","postTest","Female",30,2,5,0.55,"REAL"
"p597","bot","high","REAL","postTest","Female",76,4,5,0.6,"REAL"
"p598","bot","low","REAL","postTest","Male",33,4,5,0.15,"REAL"
"p599","bot","high","REAL","postTest","Male",43,5,4,0.4,"REAL"
"p6","human","high","REAL","postTest","Male",23,5,5,0.4,"REAL"
"p60","human","low","REAL","postTest","Female",31,4,5,0.5,"REAL"
"p600","bot","high","REAL","postTest","Female",33,4,4,0.6,"REAL"
"p601","bot","low","REAL","postTest","Male",30,5,3,0.4,"REAL"
"p602","bot","high","REAL","postTest","Male",30,5,4,0.55,"REAL"
"p603","bot","high","REAL","postTest","Male",28,3,4,0.55,"REAL"
"p604","bot","low","REAL","postTest","Male",31,2,4,0.35,"REAL"
"p605","bot","high","REAL","postTest","Female",29,4,4,0.25,"REAL"
"p606","bot","low","REAL","postTest","Male",23,5,5,0.4,"REAL"
"p607","bot","low","REAL","postTest","Female",67,4,4,0.2,"REAL"
"p608","bot","high","REAL","postTest","Male",23,5,4,0.45,"REAL"
"p609","bot","low","REAL","postTest","Female",31,4,5,0.4,"REAL"
"p61","human","low","REAL","postTest","Male",29,5,3,0.5,"REAL"
"p610","bot","low","REAL","postTest","Male",30,4,5,0.35,"REAL"
"p611","bot","high","REAL","postTest","Female",24,4,5,0.55,"REAL"
"p612","bot","low","REAL","postTest","Male",21,3,4,0.3,"REAL"
"p613","bot","high","REAL","postTest","Female",36,2,4,0.35,"REAL"
"p614","bot","low","REAL","postTest","Male",26,4,5,0.35,"REAL"
"p615","bot","low","REAL","postTest","Female",57,4,3,0.4,"REAL"
"p617","bot","high","REAL","postTest","Female",47,3,5,0.35,"REAL"
"p618","bot","high","REAL","postTest","Female",27,3,2,1,"REAL"
"p619","bot","high","REAL","postTest","Male",56,4,4,0.3,"REAL"
"p62","human","high","REAL","postTest","Male",28,3,4,0.9,"REAL"
"p620","bot","high","REAL","postTest","Male",30,3,4,0.45,"REAL"
"p621","bot","high","REAL","postTest","Female",33,3,5,0.5,"REAL"
"p622","bot","low","REAL","postTest","Male",26,4,5,0.2,"REAL"
"p623","bot","low","REAL","postTest","Female",23,4,5,0.3,"REAL"
"p624","bot","high","REAL","postTest","Female",37,5,4,0.35,"REAL"
"p625","bot","high","REAL","postTest","Female",42,3,5,0.5,"REAL"
"p626","bot","low","REAL","postTest","Male",34,4,5,0.4,"REAL"
"p627","bot","low","REAL","postTest","Male",24,4,4,0.1,"REAL"
"p628","bot","low","REAL","postTest","Female",46,5,5,0.25,"REAL"
"p629","bot","high","REAL","postTest","Female",47,3,5,0.45,"REAL"
"p63","human","low","REAL","postTest","Female",41,5,5,0.5,"REAL"
"p630","bot","low","REAL","postTest","Female",26,3,3,0.4,"REAL"
"p631","bot","high","REAL","postTest","Male",25,4,2,0.3,"REAL"
"p632","bot","high","REAL","postTest","Female",38,3,4,0.5,"REAL"
"p633","bot","high","REAL","postTest","Female",26,4,5,0.35,"REAL"
"p634","bot","high","REAL","postTest","Male",35,4,4,0.5,"REAL"
"p635","bot","low","REAL","postTest","Female",40,2,5,0.3,"REAL"
"p636","bot","low","REAL","postTest","Female",24,4,3,0.5,"REAL"
"p637","human","high","REAL","postTest","Female",71,4,5,0.5,"REAL"
"p638","human","low","REAL","postTest","Male",30,4,3,0.35,"REAL"
"p639","human","low","REAL","postTest","Female",37,3,4,0.55,"REAL"
"p64","human","high","REAL","postTest","Male",29,4,5,0.5,"REAL"
"p640","human","low","REAL","postTest","Male",20,3,3,0.2,"REAL"
"p641","human","low","REAL","postTest","Female",61,4,4,0.45,"REAL"
"p642","human","high","REAL","postTest","Female",27,3,5,0.2,"REAL"
"p643","human","high","REAL","postTest","Female",27,4,5,0.6,"REAL"
"p644","human","high","REAL","postTest","Male",30,5,4,0.35,"REAL"
"p645","human","high","REAL","postTest","Male",27,4,4,0.4,"REAL"
"p646","human","low","REAL","postTest","Female",36,4,4,0.3,"REAL"
"p647","human","low","REAL","postTest","Male",28,4,5,0.45,"REAL"
"p648","human","high","REAL","postTest","Female",19,5,5,0.45,"REAL"
"p649","human","low","REAL","postTest","Male",31,3,3,0.2,"REAL"
"p65","human","high","REAL","postTest","Male",31,4,4,0.3,"REAL"
"p650","human","low","REAL","postTest","Female",25,4,5,0.4,"REAL"
"p651","human","low","REAL","postTest","Female",38,2,4,0.35,"REAL"
"p652","human","high","REAL","postTest","Female",29,4,4,0.35,"REAL"
"p653","human","high","REAL","postTest","Female",34,5,4,0.55,"REAL"
"p654","human","low","REAL","postTest","Male",32,4,5,0.35,"REAL"
"p655","human","high","REAL","postTest","Female",63,4,4,0.75,"REAL"
"p656","human","high","REAL","postTest","Male",28,4,4,0.3,"REAL"
"p657","human","low","REAL","postTest","Male",39,5,2,0.35,"REAL"
"p658","human","high","REAL","postTest","Male",30,3,5,0.4,"REAL"
"p659","human","high","REAL","postTest","Male",30,4,5,0.2,"REAL"
"p66","human","low","REAL","postTest","Female",47,4,2,0.25,"REAL"
"p660","human","high","REAL","postTest","Male",47,4,4,0.45,"REAL"
"p661","human","low","REAL","postTest","Male",23,3,1,0.35,"REAL"
"p662","human","high","REAL","postTest","Female",55,5,5,0.3,"REAL"
"p663","human","low","REAL","postTest","Female",33,3,4,0.35,"REAL"
"p664","human","low","REAL","postTest","Male",32,4,4,0.25,"REAL"
"p665","human","low","REAL","postTest","Female",26,4,4,0.45,"REAL"
"p666","human","high","REAL","postTest","Male",22,4,5,0.15,"REAL"
"p667","human","high","REAL","postTest","Female",46,4,5,0.5,"REAL"
"p668","human","low","REAL","postTest","Male",34,4,5,0.3,"REAL"
"p669","human","low","REAL","postTest","Female",31,5,5,0.35,"REAL"
"p67","human","low","REAL","postTest","Female",25,5,4,0.5,"REAL"
"p670","human","high","REAL","postTest","Male",35,4,5,0.45,"REAL"
"p671","human","high","REAL","postTest","Female",40,4,5,0.3,"REAL"
"p672","human","high","REAL","postTest","Female",41,3,4,0.25,"REAL"
"p673","human","low","REAL","postTest","Male",33,4,3,0.3,"REAL"
"p674","human","high","REAL","postTest","Female",37,3,5,0.3,"REAL"
"p675","human","low","REAL","postTest","Male",44,3,3,0.35,"REAL"
"p676","human","low","REAL","postTest","Female",19,4,3,0.35,"REAL"
"p677","human","low","REAL","postTest","Male",23,4,4,0.3,"REAL"
"p678","human","low","REAL","postTest","Male",61,5,5,0.55,"REAL"
"p679","human","low","REAL","postTest","Female",20,5,3,0.45,"REAL"
"p68","human","low","REAL","postTest","Male",56,5,4,0.35,"REAL"
"p680","human","high","REAL","postTest","Female",25,4,5,0.4,"REAL"
"p681","human","high","REAL","postTest","Female",25,5,4,0.45,"REAL"
"p682","human","low","REAL","postTest","Male",59,3,4,0.45,"REAL"
"p683","human","high","REAL","postTest","Male",35,3,4,0.3,"REAL"
"p684","human","low","REAL","postTest","Male",27,5,3,0.4,"REAL"
"p685","human","high","REAL","postTest","Male",37,3,3,0.3,"REAL"
"p686","human","high","REAL","postTest","Female",34,5,4,0.5,"REAL"
"p687","human","low","REAL","postTest","Male",31,5,3,0.15,"REAL"
"p688","human","low","REAL","postTest","Female",25,4,5,0.15,"REAL"
"p689","human","high","REAL","postTest","Male",46,5,4,0.15,"REAL"
"p69","human","high","REAL","postTest","Female",34,4,4,0.45,"REAL"
"p690","human","low","REAL","postTest","Male",37,3,3,0.4,"REAL"
"p691","human","high","REAL","postTest","Female",49,4,4,0.35,"REAL"
"p692","human","low","REAL","postTest","Female",43,5,5,0.7,"REAL"
"p693","human","high","REAL","postTest","Male",55,4,4,0.35,"REAL"
"p694","human","high","REAL","postTest","Male",44,4,5,0.4,"REAL"
"p695","human","high","REAL","postTest","Female",29,3,1,0.55,"REAL"
"p696","human","low","REAL","postTest","Female",36,5,2,0.45,"REAL"
"p697","human","low","REAL","postTest","Female",20,4,3,0.2,"REAL"
"p698","human","high","REAL","postTest","Male",33,5,1,0.15,"REAL"
"p699","human","high","REAL","postTest","Male",33,4,5,0.35,"REAL"
"p7","human","low","REAL","postTest","Male",34,1,5,0.65,"REAL"
"p70","human","low","REAL","postTest","Male",29,4,4,0.3,"REAL"
"p700","human","low","REAL","postTest","Female",44,5,1,0.35,"REAL"
"p701","human","low","REAL","postTest","Male",34,5,3,0.2,"REAL"
"p702","human","high","REAL","postTest","Female",47,4,4,0.35,"REAL"
"p703","human","low","REAL","postTest","Male",31,5,4,1,"REAL"
"p704","human","low","REAL","postTest","Female",44,4,2,0.3,"REAL"
"p705","human","high","REAL","postTest","Male",22,1,3,0.5,"REAL"
"p706","human","high","REAL","postTest","Female",42,3,5,0.5,"REAL"
"p707","human","low","REAL","postTest","Female",49,4,4,0.4,"REAL"
"p708","human","high","REAL","postTest","Male",52,5,4,0.35,"REAL"
"p709","human","low","REAL","postTest","Male",32,4,4,0.45,"REAL"
"p71","human","low","REAL","postTest","Male",29,3,4,0.4,"REAL"
"p710","human","low","REAL","postTest","Female",36,3,5,0.35,"REAL"
"p711","human","high","REAL","postTest","Male",29,4,5,0.45,"REAL"
"p713","human","high","REAL","postTest","Male",34,3,4,0.4,"REAL"
"p715","human","low","REAL","postTest","Male",39,5,5,0.35,"REAL"
"p716","human","low","REAL","postTest","Male",28,4,2,0.3,"REAL"
"p717","human","high","REAL","postTest","Male",32,5,4,0.75,"REAL"
"p718","human","high","REAL","postTest","Female",26,5,4,0.25,"REAL"
"p719","human","low","REAL","postTest","Male",27,3,5,0.35,"REAL"
"p72","human","low","REAL","postTest","Male",29,5,5,0.4,"REAL"
"p720","human","low","REAL","postTest","Male",40,4,3,0.3,"REAL"
"p721","human","low","REAL","postTest","Male",32,4,5,0.3,"REAL"
"p722","human","high","REAL","postTest","Female",20,5,3,0.45,"REAL"
"p723","human","low","REAL","postTest","Female",35,4,5,0.55,"REAL"
"p725","human","low","REAL","postTest","Male",51,4,4,0.25,"REAL"
"p726","human","high","REAL","postTest","Male",42,4,4,0.4,"REAL"
"p727","human","low","REAL","postTest","Male",43,4,3,0.5,"REAL"
"p728","human","low","REAL","postTest","Female",31,5,3,0.4,"REAL"
"p729","human","high","REAL","postTest","Female",41,5,2,0.15,"REAL"
"p73","human","low","REAL","postTest","Female",37,4,5,0.35,"REAL"
"p730","human","low","REAL","postTest","Female",30,3,5,0.6,"REAL"
"p731","human","high","REAL","postTest","Male",51,4,4,0.5,"REAL"
"p732","human","low","REAL","postTest","Male",47,4,4,0.35,"REAL"
"p734","human","high","REAL","postTest","Male",20,4,4,0.45,"REAL"
"p735","human","low","REAL","postTest","Male",25,4,3,0.6,"REAL"
"p736","human","low","REAL","postTest","Female",55,4,5,0.25,"REAL"
"p737","human","high","REAL","postTest","Male",29,4,5,0.5,"REAL"
"p738","human","low","REAL","postTest","Male",33,4,4,0,"REAL"
"p739","human","high","REAL","postTest","Female",24,4,4,0.45,"REAL"
"p74","human","high","REAL","postTest","Female",23,5,5,0.35,"REAL"
"p740","human","low","REAL","postTest","Female",40,5,4,0.3,"REAL"
"p741","human","high","REAL","postTest","Male",26,5,3,0.4,"REAL"
"p742","human","low","REAL","postTest","Male",36,4,4,0.55,"REAL"
"p743","human","high","REAL","postTest","Female",27,3,5,0.15,"REAL"
"p744","human","high","REAL","postTest","Female",50,4,5,0.35,"REAL"
"p745","human","high","REAL","postTest","Male",24,4,4,0.25,"REAL"
"p746","human","low","REAL","postTest","Female",38,4,5,0.5,"REAL"
"p747","human","low","REAL","postTest","Female",25,3,5,0.5,"REAL"
"p748","human","high","REAL","postTest","Male",27,4,4,0.15,"REAL"
"p749","human","low","REAL","postTest","Male",24,4,3,0.25,"REAL"
"p75","human","low","REAL","postTest","Female",31,5,5,0.3,"REAL"
"p750","human","high","REAL","postTest","Female",33,4,3,0.4,"REAL"
"p751","human","high","REAL","postTest","Male",27,4,3,0.55,"REAL"
"p752","human","low","REAL","postTest","Male",39,3,5,0.05,"REAL"
"p753","human","low","REAL","postTest","Male",30,4,5,0.25,"REAL"
"p754","human","high","REAL","postTest","Female",50,3,5,0.55,"REAL"
"p755","human","high","REAL","postTest","Female",26,4,4,0.45,"REAL"
"p756","human","low","REAL","postTest","Female",25,4,4,0.4,"REAL"
"p758","human","high","REAL","postTest","Female",50,4,4,0.9,"REAL"
"p759","human","high","REAL","postTest","Female",58,4,4,0.55,"REAL"
"p76","human","low","REAL","postTest","Female",37,4,4,0.35,"REAL"
"p760","human","high","REAL","postTest","Female",30,5,5,0.35,"REAL"
"p761","human","low","REAL","postTest","Male",52,4,3,0.45,"REAL"
"p762","human","low","REAL","postTest","Female",49,3,5,0.3,"REAL"
"p763","human","low","REAL","postTest","Male",25,4,5,0.25,"REAL"
"p764","human","high","REAL","postTest","Male",45,4,2,0.4,"REAL"
"p765","human","low","REAL","postTest","Female",28,4,5,0.5,"REAL"
"p766","human","low","REAL","postTest","Male",41,4,4,0.35,"REAL"
"p767","human","high","REAL","postTest","Male",24,5,3,0.1,"REAL"
"p768","human","high","REAL","postTest","Female",32,5,4,0.45,"REAL"
"p769","human","low","REAL","postTest","Female",23,5,5,0.1,"REAL"
"p77","human","high","REAL","postTest","Male",20,4,4,0.25,"REAL"
"p770","human","low","REAL","postTest","Male",31,4,3,0.4,"REAL"
"p771","human","high","REAL","postTest","Male",33,5,4,0.4,"REAL"
"p772","human","high","REAL","postTest","Male",32,4,5,0.65,"REAL"
"p78","human","high","REAL","postTest","Male",21,3,4,0.25,"REAL"
"p79","human","high","REAL","postTest","Male",28,2,3,0.45,"REAL"
"p8","human","high","REAL","postTest","Female",40,5,4,0.25,"REAL"
"p80","human","low","REAL","postTest","Male",42,4,5,0.7,"REAL"
"p81","human","high","REAL","postTest","Male",41,4,3,0.4,"REAL"
"p82","human","high","REAL","postTest","Male",41,5,4,0.35,"REAL"
"p83","human","low","REAL","postTest","Male",22,4,2,0.3,"REAL"
"p84","human","low","REAL","postTest","Male",20,5,5,0.45,"REAL"
"p85","human","high","REAL","postTest","Female",39,5,5,0.5,"REAL"
"p86","human","low","REAL","postTest","Female",31,5,5,0.25,"REAL"
"p87","human","low","REAL","postTest","Female",30,4,4,0.3,"REAL"
"p88","human","low","REAL","postTest","Male",32,5,3,0.6,"REAL"
"p89","human","high","REAL","postTest","Male",33,4,4,0.55,"REAL"
"p9","human","high","REAL","postTest","Male",29,3,4,0.35,"REAL"
"p90","human","low","REAL","postTest","Male",36,5,3,0.7,"REAL"
"p91","human","high","REAL","postTest","Male",34,3,4,0.4,"REAL"
"p92","human","low","REAL","postTest","Male",22,4,4,0.45,"REAL"
"p93","human","low","REAL","postTest","Female",27,4,4,0.5,"REAL"
"p94","human","low","REAL","postTest","Female",19,3,5,0.3,"REAL"
"p95","human","high","REAL","postTest","Female",37,4,5,0.4,"REAL"
"p96","human","high","REAL","postTest","Male",27,3,3,0.2,"REAL"
"p97","human","high","REAL","postTest","Male",52,4,2,0.4,"REAL"
"p98","human","low","REAL","postTest","Female",25,5,4,0.45,"REAL"
"p99","human","low","REAL","postTest","Female",50,5,5,0.4,"REAL"
