"subject","trialNumber","condition","correct","inTraining","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","subject.gender","subject.age","phase"
"s944",36,"social",TRUE,FALSE,"tostas","male","chair_large","tos","chair_dimin","tostol","tostas","tostas","Male",34,"test"
"s944",37,"social",FALSE,FALSE,"wuktas","male_side","mushroom_large","wuk","mushroom_dimin","wuktol","wuktas","wuktol","Male",34,"test"
"s944",38,"social",TRUE,TRUE,"wuntol","female_side","bokchoy_large","wun","bokchoy_dimin","wuntol","wuntas","wuntol","Male",34,"test"
"s944",39,"social",TRUE,TRUE,"rultas","male_side","gate_large","rul","gate_dimin","rultol","rultas","rultas","Male",34,"test"
"s944",40,"social",FALSE,TRUE,"fistas","male","bear_large_male","fis","bear_dimin","fistol","fistas","fistol","Male",34,"test"
"s944",41,"social",FALSE,FALSE,"fektol","female_side","bokchoy_large","fek","bokchoy_dimin","fektol","fektas","fektas","Male",34,"test"
"s944",42,"social",FALSE,TRUE,"fentol","female_side","chair_large","fen","chair_dimin","fentol","fentas","fentas","Male",34,"test"
"s944",43,"social",FALSE,TRUE,"wuntol","female","bokchoy_large","wun","bokchoy_dimin","wuntol","wuntas","wuntas","Male",34,"test"
"s944",44,"social",TRUE,FALSE,"fektas","male","bokchoy_large","fek","bokchoy_dimin","fektol","fektas","fektas","Male",34,"test"
"s944",45,"social",FALSE,TRUE,"fentas","male","chair_large","fen","chair_dimin","fentol","fentas","fentol","Male",34,"test"
"s944",46,"social",FALSE,FALSE,"tostas","male_side","chair_large","tos","chair_dimin","tostol","tostas","tostol","Male",34,"test"
"s944",47,"social",TRUE,TRUE,"riktol","female","pitcher_large","rik","pitcher_dimin","riktol","riktas","riktol","Male",34,"test"
"s944",48,"social",FALSE,TRUE,"wuntas","male_side","bokchoy_large","wun","bokchoy_dimin","wuntol","wuntas","wuntol","Male",34,"test"
"s945",1,"social",TRUE,TRUE,"fenwun","female_side","chair_large","fen","chair_dimin","fenwun","fenwan","fenwun","Male",26,"test"
"s945",2,"social",FALSE,TRUE,"fenwan","male","chair_large","fen","chair_dimin","fenwun","fenwan","fenwun","Male",26,"test"
"s945",3,"social",FALSE,TRUE,"rikwun","female_side","chair_large","rik","chair_dimin","rikwun","rikwan","rikwan","Male",26,"test"
"s945",4,"social",FALSE,TRUE,"wukwun","female_side","fox_large_male","wuk","fox_dimin","wukwun","wukwan","wukwan","Male",26,"test"
"s945",5,"social",FALSE,FALSE,"falwun","female_side","gate_large","fal","gate_dimin","falwun","falwan","falwan","Male",26,"test"
"s945",6,"social",TRUE,FALSE,"rilwun","female_side","bear_large_male","ril","bear_dimin","rilwun","rilwan","rilwun","Male",26,"test"
"s945",7,"social",FALSE,TRUE,"tolwan","male","mushroom_large","tol","mushroom_dimin","tolwun","tolwan","tolwun","Male",26,"test"
"s945",8,"social",FALSE,FALSE,"rilwan","male_side","bear_large_male","ril","bear_dimin","rilwun","rilwan","rilwun","Male",26,"test"
"s945",9,"social",FALSE,TRUE,"taswun","female","pitcher_large","tas","pitcher_dimin","taswun","taswan","taswan","Male",26,"test"
"s945",10,"social",FALSE,FALSE,"toswun","female","fox_large_male","tos","fox_dimin","toswun","toswan","toswan","Male",26,"test"
"s945",11,"social",FALSE,FALSE,"pelwun","female","bear_large_male","pel","bear_dimin","pelwun","pelwan","pelwan","Male",26,"test"
"s945",12,"social",TRUE,FALSE,"falwan","male_side","gate_large","fal","gate_dimin","falwun","falwan","falwan","Male",26,"test"
"s945",13,"social",TRUE,FALSE,"rilwun","female","bear_large_male","ril","bear_dimin","rilwun","rilwan","rilwun","Male",26,"test"
"s945",14,"social",FALSE,FALSE,"toswan","male_side","fox_large_male","tos","fox_dimin","toswun","toswan","toswun","Male",26,"test"
"s945",15,"social",TRUE,FALSE,"rilwan","male","bear_large_male","ril","bear_dimin","rilwun","rilwan","rilwan","Male",26,"test"
"s945",16,"social",TRUE,TRUE,"tolwun","female","mushroom_large","tol","mushroom_dimin","tolwun","tolwan","tolwun","Male",26,"test"
"s945",17,"social",FALSE,FALSE,"toswan","male","fox_large_male","tos","fox_dimin","toswun","toswan","toswun","Male",26,"test"
"s945",18,"social",FALSE,TRUE,"taswan","male","pitcher_large","tas","pitcher_dimin","taswun","taswan","taswun","Male",26,"test"
"s945",19,"social",TRUE,TRUE,"rikwan","male_side","chair_large","rik","chair_dimin","rikwun","rikwan","rikwan","Male",26,"test"
"s945",20,"social",TRUE,FALSE,"toswun","female_side","fox_large_male","tos","fox_dimin","toswun","toswan","toswun","Male",26,"test"
"s945",21,"social",TRUE,FALSE,"rulwan","male_side","bokchoy_large","rul","bokchoy_dimin","rulwun","rulwan","rulwan","Male",26,"test"
"s945",22,"social",FALSE,TRUE,"fenwun","female","chair_large","fen","chair_dimin","fenwun","fenwan","fenwan","Male",26,"test"
"s945",23,"social",TRUE,FALSE,"falwan","male","gate_large","fal","gate_dimin","falwun","falwan","falwan","Male",26,"test"
"s945",24,"social",TRUE,FALSE,"pelwan","male_side","bear_large_male","pel","bear_dimin","pelwun","pelwan","pelwan","Male",26,"test"
"s945",25,"social",FALSE,FALSE,"rulwan","male","bokchoy_large","rul","bokchoy_dimin","rulwun","rulwan","rulwun","Male",26,"test"
"s945",26,"social",FALSE,FALSE,"fiswan","male","bokchoy_large","fis","bokchoy_dimin","fiswun","fiswan","fiswun","Male",26,"test"
"s945",27,"social",FALSE,TRUE,"fekwan","male_side","candleholder_large","fek","candleholder_dimin","fekwun","fekwan","fekwun","Male",26,"test"
"s945",28,"social",TRUE,TRUE,"wukwan","male_side","fox_large_male","wuk","fox_dimin","wukwun","wukwan","wukwan","Male",26,"test"
"s945",29,"social",TRUE,FALSE,"pelwun","female_side","bear_large_male","pel","bear_dimin","pelwun","pelwan","pelwun","Male",26,"test"
"s945",30,"social",TRUE,FALSE,"rulwun","female","bokchoy_large","rul","bokchoy_dimin","rulwun","rulwan","rulwun","Male",26,"test"
"s945",31,"social",FALSE,TRUE,"wukwun","female","fox_large_male","wuk","fox_dimin","wukwun","wukwan","wukwan","Male",26,"test"
"s945",32,"social",FALSE,TRUE,"rikwun","female","chair_large","rik","chair_dimin","rikwun","rikwan","rikwan","Male",26,"test"
"s945",33,"social",FALSE,FALSE,"fiswun","female","bokchoy_large","fis","bokchoy_dimin","fiswun","fiswan","fiswan","Male",26,"test"
"s945",34,"social",FALSE,TRUE,"fenwan","male_side","chair_large","fen","chair_dimin","fenwun","fenwan","fenwun","Male",26,"test"
"s945",35,"social",TRUE,FALSE,"pelwan","male","bear_large_male","pel","bear_dimin","pelwun","pelwan","pelwan","Male",26,"test"
"s945",36,"social",FALSE,TRUE,"tolwun","female_side","mushroom_large","tol","mushroom_dimin","tolwun","tolwan","tolwan","Male",26,"test"
"s945",37,"social",FALSE,TRUE,"wukwan","male","fox_large_male","wuk","fox_dimin","wukwun","wukwan","wukwun","Male",26,"test"
"s945",38,"social",TRUE,FALSE,"rulwun","female_side","bokchoy_large","rul","bokchoy_dimin","rulwun","rulwan","rulwun","Male",26,"test"
"s945",39,"social",FALSE,TRUE,"fekwan","male","candleholder_large","fek","candleholder_dimin","fekwun","fekwan","fekwun","Male",26,"test"
"s945",40,"social",FALSE,TRUE,"rikwan","male","chair_large","rik","chair_dimin","rikwun","rikwan","rikwun","Male",26,"test"
"s945",41,"social",TRUE,FALSE,"falwun","female","gate_large","fal","gate_dimin","falwun","falwan","falwun","Male",26,"test"
"s945",42,"social",FALSE,TRUE,"taswan","male_side","pitcher_large","tas","pitcher_dimin","taswun","taswan","taswun","Male",26,"test"
"s945",43,"social",FALSE,TRUE,"tolwan","male_side","mushroom_large","tol","mushroom_dimin","tolwun","tolwan","tolwun","Male",26,"test"
"s945",44,"social",TRUE,TRUE,"fekwun","female_side","candleholder_large","fek","candleholder_dimin","fekwun","fekwan","fekwun","Male",26,"test"
"s945",45,"social",FALSE,TRUE,"fekwun","female","candleholder_large","fek","candleholder_dimin","fekwun","fekwan","fekwan","Male",26,"test"
"s945",46,"social",TRUE,FALSE,"fiswan","male_side","bokchoy_large","fis","bokchoy_dimin","fiswun","fiswan","fiswan","Male",26,"test"
"s945",47,"social",FALSE,FALSE,"fiswun","female_side","bokchoy_large","fis","bokchoy_dimin","fiswun","fiswan","fiswan","Male",26,"test"
"s945",48,"social",TRUE,TRUE,"taswun","female_side","pitcher_large","tas","pitcher_dimin","taswun","taswan","taswun","Male",26,"test"
"s949",1,"social",TRUE,FALSE,"rilfis","female","bokchoy_large","ril","bokchoy_dimin","rilfis","rilfen","rilfis","Female",30,"test"
"s949",2,"social",TRUE,TRUE,"wanfen","male","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfen","Female",30,"test"
"s949",3,"social",TRUE,TRUE,"wanfis","female_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfis","Female",30,"test"
"s949",4,"social",TRUE,TRUE,"tosfis","female_side","gate_large","tos","gate_dimin","tosfis","tosfen","tosfis","Female",30,"test"
"s949",5,"social",TRUE,FALSE,"tolfen","male_side","fox_large_male","tol","fox_dimin","tolfis","tolfen","tolfen","Female",30,"test"
"s949",6,"social",TRUE,FALSE,"rikfis","female_side","candleholder_large","rik","candleholder_dimin","rikfis","rikfen","rikfis","Female",30,"test"
"s949",7,"social",TRUE,TRUE,"fekfis","female","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfis","Female",30,"test"
"s949",8,"social",TRUE,FALSE,"rulfen","male","pitcher_large","rul","pitcher_dimin","rulfis","rulfen","rulfen","Female",30,"test"
"s949",9,"social",TRUE,TRUE,"tosfen","male","gate_large","tos","gate_dimin","tosfis","tosfen","tosfen","Female",30,"test"
"s949",10,"social",TRUE,TRUE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunfen","wunfis","Female",30,"test"
"s949",11,"social",TRUE,TRUE,"wanfis","female","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfis","Female",30,"test"
"s949",12,"social",TRUE,TRUE,"pelfis","female_side","chair_large","pel","chair_dimin","pelfis","pelfen","pelfis","Female",30,"test"
"s949",13,"social",TRUE,TRUE,"pelfis","female","chair_large","pel","chair_dimin","pelfis","pelfen","pelfis","Female",30,"test"
"s949",14,"social",TRUE,TRUE,"pelfen","male","chair_large","pel","chair_dimin","pelfis","pelfen","pelfen","Female",30,"test"
"s949",15,"social",TRUE,TRUE,"fekfis","female_side","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfis","Female",30,"test"
"s949",16,"social",TRUE,FALSE,"wukfen","male_side","bear_large_male","wuk","bear_dimin","wukfis","wukfen","wukfen","Female",30,"test"
"s949",17,"social",TRUE,FALSE,"tasfen","male_side","fox_large_male","tas","fox_dimin","tasfis","tasfen","tasfen","Female",30,"test"
"s949",18,"social",TRUE,FALSE,"tasfen","male","fox_large_male","tas","fox_dimin","tasfis","tasfen","tasfen","Female",30,"test"
"s949",19,"social",TRUE,FALSE,"tasfis","female","fox_large_male","tas","fox_dimin","tasfis","tasfen","tasfis","Female",30,"test"
"s949",20,"social",TRUE,FALSE,"rilfen","male_side","bokchoy_large","ril","bokchoy_dimin","rilfis","rilfen","rilfen","Female",30,"test"
"s949",21,"social",TRUE,TRUE,"wanfen","male_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfen","Female",30,"test"
"s949",22,"social",TRUE,FALSE,"rilfis","female_side","bokchoy_large","ril","bokchoy_dimin","rilfis","rilfen","rilfis","Female",30,"test"
"s949",23,"social",TRUE,FALSE,"tolfis","female_side","fox_large_male","tol","fox_dimin","tolfis","tolfen","tolfis","Female",30,"test"
"s949",24,"social",TRUE,FALSE,"tasfis","female_side","fox_large_male","tas","fox_dimin","tasfis","tasfen","tasfis","Female",30,"test"
"s949",25,"social",TRUE,FALSE,"wukfis","female_side","bear_large_male","wuk","bear_dimin","wukfis","wukfen","wukfis","Female",30,"test"
"s949",26,"social",TRUE,FALSE,"wukfis","female","bear_large_male","wuk","bear_dimin","wukfis","wukfen","wukfis","Female",30,"test"
"s949",27,"social",TRUE,TRUE,"fekfen","male","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfen","Female",30,"test"
"s949",28,"social",TRUE,TRUE,"wunfen","male","chair_large","wun","chair_dimin","wunfis","wunfen","wunfen","Female",30,"test"
"s949",29,"social",TRUE,TRUE,"fekfen","male_side","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfen","Female",30,"test"
"s949",30,"social",TRUE,TRUE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfen","Female",30,"test"
"s949",31,"social",TRUE,TRUE,"falfen","male_side","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfen","Female",30,"test"
"s949",32,"social",TRUE,FALSE,"wukfen","male","bear_large_male","wuk","bear_dimin","wukfis","wukfen","wukfen","Female",30,"test"
"s949",33,"social",TRUE,FALSE,"rikfen","male_side","candleholder_large","rik","candleholder_dimin","rikfis","rikfen","rikfen","Female",30,"test"
"s949",34,"social",TRUE,FALSE,"rulfen","male_side","pitcher_large","rul","pitcher_dimin","rulfis","rulfen","rulfen","Female",30,"test"
"s949",35,"social",TRUE,FALSE,"rulfis","female_side","pitcher_large","rul","pitcher_dimin","rulfis","rulfen","rulfis","Female",30,"test"
"s949",36,"social",TRUE,TRUE,"pelfen","male_side","chair_large","pel","chair_dimin","pelfis","pelfen","pelfen","Female",30,"test"
"s949",37,"social",TRUE,TRUE,"tosfen","male_side","gate_large","tos","gate_dimin","tosfis","tosfen","tosfen","Female",30,"test"
"s949",38,"social",TRUE,FALSE,"rulfis","female","pitcher_large","rul","pitcher_dimin","rulfis","rulfen","rulfis","Female",30,"test"
"s949",39,"social",TRUE,FALSE,"tolfen","male","fox_large_male","tol","fox_dimin","tolfis","tolfen","tolfen","Female",30,"test"
"s949",40,"social",TRUE,TRUE,"tosfis","female","gate_large","tos","gate_dimin","tosfis","tosfen","tosfis","Female",30,"test"
"s949",41,"social",TRUE,FALSE,"rikfen","male","candleholder_large","rik","candleholder_dimin","rikfis","rikfen","rikfen","Female",30,"test"
"s949",42,"social",TRUE,TRUE,"falfis","female","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfis","Female",30,"test"
"s949",43,"social",TRUE,TRUE,"falfis","female_side","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfis","Female",30,"test"
"s949",44,"social",TRUE,TRUE,"wunfis","female_side","chair_large","wun","chair_dimin","wunfis","wunfen","wunfis","Female",30,"test"
"s949",45,"social",TRUE,FALSE,"rilfen","male","bokchoy_large","ril","bokchoy_dimin","rilfis","rilfen","rilfen","Female",30,"test"
"s949",46,"social",TRUE,FALSE,"tolfis","female","fox_large_male","tol","fox_dimin","tolfis","tolfen","tolfis","Female",30,"test"
"s949",47,"social",TRUE,FALSE,"rikfis","female","candleholder_large","rik","candleholder_dimin","rikfis","rikfen","rikfis","Female",30,"test"
"s949",48,"social",TRUE,TRUE,"wunfen","male_side","chair_large","wun","chair_dimin","wunfis","wunfen","wunfen","Female",30,"test"
"s950",1,"social",FALSE,FALSE,"peltol","female","bear_large_male","pel","bear_dimin","peltol","pelfen","pelfen","Female",44,"test"
"s950",2,"social",FALSE,TRUE,"fisfen","male_side","chair_large","fis","chair_dimin","fistol","fisfen","fistol","Female",44,"test"
"s950",3,"social",FALSE,FALSE,"rikfen","male","gate_large","rik","gate_dimin","riktol","rikfen","riktol","Female",44,"test"
"s950",4,"social",FALSE,TRUE,"wanfen","male","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wantol","Female",44,"test"
"s950",5,"social",FALSE,TRUE,"tasfen","male_side","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female",44,"test"
"s950",6,"social",FALSE,TRUE,"riltol","female_side","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female",44,"test"
"s950",7,"social",TRUE,FALSE,"pelfen","male","bear_large_male","pel","bear_dimin","peltol","pelfen","pelfen","Female",44,"test"
"s950",8,"social",FALSE,FALSE,"wuktol","female","fox_large_male","wuk","fox_dimin","wuktol","wukfen","wukfen","Female",44,"test"
"s950",9,"social",FALSE,FALSE,"wunfen","male","pitcher_large","wun","pitcher_dimin","wuntol","wunfen","wuntol","Female",44,"test"
"s950",10,"social",TRUE,FALSE,"wukfen","male","fox_large_male","wuk","fox_dimin","wuktol","wukfen","wukfen","Female",44,"test"
"s950",11,"social",TRUE,FALSE,"fekfen","male_side","fox_large_male","fek","fox_dimin","fektol","fekfen","fekfen","Female",44,"test"
"s950",12,"social",TRUE,TRUE,"faltol","female","chair_large","fal","chair_dimin","faltol","falfen","faltol","Female",44,"test"
"s950",13,"social",TRUE,TRUE,"falfen","male_side","chair_large","fal","chair_dimin","faltol","falfen","falfen","Female",44,"test"
"s950",14,"social",FALSE,TRUE,"tosfen","male","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female",44,"test"
"s950",15,"social",TRUE,FALSE,"fektol","female","fox_large_male","fek","fox_dimin","fektol","fekfen","fektol","Female",44,"test"
"s950",16,"social",TRUE,FALSE,"rultol","female_side","mushroom_large","rul","mushroom_dimin","rultol","rulfen","rultol","Female",44,"test"
"s950",17,"social",FALSE,TRUE,"wantol","female","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wanfen","Female",44,"test"
"s950",18,"social",FALSE,FALSE,"fektol","female_side","fox_large_male","fek","fox_dimin","fektol","fekfen","fekfen","Female",44,"test"
"s950",19,"social",TRUE,FALSE,"rikfen","male_side","gate_large","rik","gate_dimin","riktol","rikfen","rikfen","Female",44,"test"
"s950",20,"social",TRUE,TRUE,"faltol","female_side","chair_large","fal","chair_dimin","faltol","falfen","faltol","Female",44,"test"
"s950",21,"social",TRUE,TRUE,"tostol","female_side","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female",44,"test"
"s950",22,"social",TRUE,TRUE,"rilfen","male","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female",44,"test"
"s950",23,"social",FALSE,FALSE,"fekfen","male","fox_large_male","fek","fox_dimin","fektol","fekfen","fektol","Female",44,"test"
"s950",24,"social",TRUE,FALSE,"pelfen","male_side","bear_large_male","pel","bear_dimin","peltol","pelfen","pelfen","Female",44,"test"
"s950",25,"social",TRUE,TRUE,"tastol","female","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female",44,"test"
"s950",26,"social",TRUE,TRUE,"fisfen","male","chair_large","fis","chair_dimin","fistol","fisfen","fisfen","Female",44,"test"
"s950",27,"social",FALSE,TRUE,"tosfen","male_side","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female",44,"test"
"s950",28,"social",TRUE,TRUE,"riltol","female","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female",44,"test"
"s950",29,"social",FALSE,FALSE,"peltol","female_side","bear_large_male","pel","bear_dimin","peltol","pelfen","pelfen","Female",44,"test"
"s950",30,"social",FALSE,TRUE,"tasfen","male","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female",44,"test"
"s950",31,"social",FALSE,FALSE,"wuktol","female_side","fox_large_male","wuk","fox_dimin","wuktol","wukfen","wukfen","Female",44,"test"
"s950",32,"social",TRUE,TRUE,"falfen","male","chair_large","fal","chair_dimin","faltol","falfen","falfen","Female",44,"test"
"s950",33,"social",TRUE,TRUE,"fistol","female","chair_large","fis","chair_dimin","fistol","fisfen","fistol","Female",44,"test"
"s950",34,"social",FALSE,FALSE,"rultol","female","mushroom_large","rul","mushroom_dimin","rultol","rulfen","rulfen","Female",44,"test"
"s950",35,"social",FALSE,TRUE,"fistol","female_side","chair_large","fis","chair_dimin","fistol","fisfen","fisfen","Female",44,"test"
"s950",36,"social",FALSE,FALSE,"rulfen","male_side","mushroom_large","rul","mushroom_dimin","rultol","rulfen","rultol","Female",44,"test"
"s950",37,"social",FALSE,TRUE,"rilfen","male_side","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female",44,"test"
"s950",38,"social",TRUE,FALSE,"riktol","female","gate_large","rik","gate_dimin","riktol","rikfen","riktol","Female",44,"test"
"s950",39,"social",TRUE,FALSE,"wukfen","male_side","fox_large_male","wuk","fox_dimin","wuktol","wukfen","wukfen","Female",44,"test"
"s950",40,"social",FALSE,FALSE,"riktol","female_side","gate_large","rik","gate_dimin","riktol","rikfen","rikfen","Female",44,"test"
"s950",41,"social",FALSE,FALSE,"wuntol","female_side","pitcher_large","wun","pitcher_dimin","wuntol","wunfen","wunfen","Female",44,"test"
"s950",42,"social",TRUE,FALSE,"wunfen","male_side","pitcher_large","wun","pitcher_dimin","wuntol","wunfen","wunfen","Female",44,"test"
"s950",43,"social",FALSE,TRUE,"wanfen","male_side","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wantol","Female",44,"test"
"s950",44,"social",TRUE,TRUE,"wantol","female_side","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wantol","Female",44,"test"
"s950",45,"social",FALSE,FALSE,"wuntol","female","pitcher_large","wun","pitcher_dimin","wuntol","wunfen","wunfen","Female",44,"test"
"s950",46,"social",TRUE,TRUE,"tostol","female","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female",44,"test"
"s950",47,"social",FALSE,FALSE,"rulfen","male","mushroom_large","rul","mushroom_dimin","rultol","rulfen","rultol","Female",44,"test"
"s950",48,"social",TRUE,TRUE,"tastol","female_side","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female",44,"test"
"s951",1,"social",FALSE,FALSE,"fisfal","male_side","candleholder_large","fis","candleholder_dimin","fiswun","fisfal","fiswun","Male",26,"test"
"s951",2,"social",TRUE,TRUE,"tasfal","male_side","chair_large","tas","chair_dimin","taswun","tasfal","tasfal","Male",26,"test"
"s951",3,"social",TRUE,FALSE,"rikfal","male","chair_large","rik","chair_dimin","rikwun","rikfal","rikfal","Male",26,"test"
"s951",4,"social",TRUE,FALSE,"wukwun","female","gate_large","wuk","gate_dimin","wukwun","wukfal","wukwun","Male",26,"test"
"s951",5,"social",TRUE,TRUE,"pelwun","female_side","fox_large_male","pel","fox_dimin","pelwun","pelfal","pelwun","Male",26,"test"
"s951",6,"social",TRUE,TRUE,"wanwun","female_side","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanwun","Male",26,"test"
"s951",7,"social",TRUE,FALSE,"rikwun","female_side","chair_large","rik","chair_dimin","rikwun","rikfal","rikwun","Male",26,"test"
"s951",8,"social",TRUE,FALSE,"wukfal","male_side","gate_large","wuk","gate_dimin","wukwun","wukfal","wukfal","Male",26,"test"
"s951",9,"social",TRUE,FALSE,"tolwun","female","mushroom_large","tol","mushroom_dimin","tolwun","tolfal","tolwun","Male",26,"test"
"s951",10,"social",TRUE,TRUE,"pelfal","male","fox_large_male","pel","fox_dimin","pelwun","pelfal","pelfal","Male",26,"test"
"s951",11,"social",TRUE,TRUE,"wanfal","male_side","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanfal","Male",26,"test"
"s951",12,"social",TRUE,FALSE,"tolwun","female_side","mushroom_large","tol","mushroom_dimin","tolwun","tolfal","tolwun","Male",26,"test"
"s951",13,"social",FALSE,TRUE,"fekwun","female_side","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekfal","Male",26,"test"
"s951",14,"social",FALSE,FALSE,"rilwun","female","bokchoy_large","ril","bokchoy_dimin","rilwun","rilfal","rilfal","Male",26,"test"
"s951",15,"social",TRUE,TRUE,"taswun","female","chair_large","tas","chair_dimin","taswun","tasfal","taswun","Male",26,"test"
"s951",16,"social",TRUE,FALSE,"fiswun","female_side","candleholder_large","fis","candleholder_dimin","fiswun","fisfal","fiswun","Male",26,"test"
"s951",17,"social",TRUE,TRUE,"taswun","female_side","chair_large","tas","chair_dimin","taswun","tasfal","taswun","Male",26,"test"
"s951",18,"social",TRUE,TRUE,"rulwun","female","bokchoy_large","rul","bokchoy_dimin","rulwun","rulfal","rulwun","Male",26,"test"
"s951",19,"social",TRUE,FALSE,"tolfal","male_side","mushroom_large","tol","mushroom_dimin","tolwun","tolfal","tolfal","Male",26,"test"
"s951",20,"social",TRUE,TRUE,"fekfal","male","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekfal","Male",26,"test"
"s951",21,"social",TRUE,FALSE,"fiswun","female","candleholder_large","fis","candleholder_dimin","fiswun","fisfal","fiswun","Male",26,"test"
"s951",22,"social",TRUE,FALSE,"tolfal","male","mushroom_large","tol","mushroom_dimin","tolwun","tolfal","tolfal","Male",26,"test"
"s951",23,"social",TRUE,TRUE,"tasfal","male","chair_large","tas","chair_dimin","taswun","tasfal","tasfal","Male",26,"test"
"s951",24,"social",TRUE,FALSE,"fisfal","male","candleholder_large","fis","candleholder_dimin","fiswun","fisfal","fisfal","Male",26,"test"
"s951",25,"social",TRUE,FALSE,"rikwun","female","chair_large","rik","chair_dimin","rikwun","rikfal","rikwun","Male",26,"test"
"s951",26,"social",TRUE,TRUE,"fekfal","male_side","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekfal","Male",26,"test"
"s951",27,"social",TRUE,TRUE,"pelwun","female","fox_large_male","pel","fox_dimin","pelwun","pelfal","pelwun","Male",26,"test"
"s951",28,"social",TRUE,TRUE,"wanfal","male","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanfal","Male",26,"test"
"s951",29,"social",TRUE,TRUE,"fenfal","male_side","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenfal","Male",26,"test"
"s951",30,"social",TRUE,FALSE,"rilfal","male","bokchoy_large","ril","bokchoy_dimin","rilwun","rilfal","rilfal","Male",26,"test"
"s951",31,"social",TRUE,FALSE,"wukfal","male","gate_large","wuk","gate_dimin","wukwun","wukfal","wukfal","Male",26,"test"
"s951",32,"social",TRUE,FALSE,"tosfal","male","bear_large_male","tos","bear_dimin","toswun","tosfal","tosfal","Male",26,"test"
"s951",33,"social",TRUE,FALSE,"rikfal","male_side","chair_large","rik","chair_dimin","rikwun","rikfal","rikfal","Male",26,"test"
"s951",34,"social",TRUE,TRUE,"fenwun","female","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenwun","Male",26,"test"
"s951",35,"social",TRUE,FALSE,"rilwun","female_side","bokchoy_large","ril","bokchoy_dimin","rilwun","rilfal","rilwun","Male",26,"test"
"s951",36,"social",TRUE,TRUE,"rulfal","male_side","bokchoy_large","rul","bokchoy_dimin","rulwun","rulfal","rulfal","Male",26,"test"
"s951",37,"social",TRUE,TRUE,"wanwun","female","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanwun","Male",26,"test"
"s951",38,"social",TRUE,TRUE,"fenfal","male","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenfal","Male",26,"test"
"s951",39,"social",TRUE,FALSE,"rilfal","male_side","bokchoy_large","ril","bokchoy_dimin","rilwun","rilfal","rilfal","Male",26,"test"
"s951",40,"social",TRUE,TRUE,"fekwun","female","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekwun","Male",26,"test"
"s951",41,"social",TRUE,FALSE,"toswun","female_side","bear_large_male","tos","bear_dimin","toswun","tosfal","toswun","Male",26,"test"
"s951",42,"social",TRUE,FALSE,"tosfal","male_side","bear_large_male","tos","bear_dimin","toswun","tosfal","tosfal","Male",26,"test"
"s951",43,"social",TRUE,TRUE,"fenwun","female_side","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenwun","Male",26,"test"
"s951",44,"social",TRUE,FALSE,"toswun","female","bear_large_male","tos","bear_dimin","toswun","tosfal","toswun","Male",26,"test"
"s951",45,"social",TRUE,TRUE,"pelfal","male_side","fox_large_male","pel","fox_dimin","pelwun","pelfal","pelfal","Male",26,"test"
