"gender"	"yearOfBirth"	"phase"	"weak.past"	"strong.past"	"category"	"sensibility"	"partnerRegRate"	"partnerRegCondition"	"item.reg.mean"	"response"	"regular"	"participant"	"age"
"Male"	1975	"posttest"	"vinked"	"vank"	"sang"	"sensible"	0.365	"decrease"	0.624	"vank"	FALSE	"s6095"	39
"Male"	1975	"pretest"	"klited"	"klote"	"drove"	"sensible"	0.365	"decrease"	0.554	"klited"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"strimmed"	"stram"	"sang"	"sensible"	0.365	"decrease"	0.619	"strimmed"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"squeened"	"squent"	"kept"	"sensible"	0.365	"decrease"	0.629	"squeened"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"strited"	"strote"	"drove"	"sensible"	0.365	"decrease"	0.426	"strote"	FALSE	"s6095"	39
"Male"	1975	"pretest"	"sneemed"	"snemt"	"kept"	"sensible"	0.365	"decrease"	0.713	"sneemed"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"sleeled"	"slelt"	"kept"	"sensible"	0.365	"decrease"	0.55	"slelt"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"fimmed"	"fam"	"sang"	"sensible"	0.365	"decrease"	0.772	"fimmed"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"schmimmed"	"schmam"	"sang"	"sensible"	0.365	"decrease"	0.634	"schmimmed"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"chited"	"chote"	"drove"	"sensible"	0.365	"decrease"	0.579	"chited"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"skrilled"	"skrilt"	"burnt"	"sensible"	0.365	"decrease"	0.733	"skrilled"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"swurned"	"swurnt"	"burnt"	"sensible"	0.365	"decrease"	0.723	"swurned"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"prurned"	"prurnt"	"burnt"	"sensible"	0.365	"decrease"	0.688	"prurned"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"dwimmed"	"dwam"	"sang"	"sensible"	0.365	"decrease"	0.515	"dwimmed"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"slurned"	"slurnt"	"burnt"	"sensible"	0.365	"decrease"	0.698	"slurned"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"skurned"	"skurnt"	"burnt"	"sensible"	0.365	"decrease"	0.733	"skurned"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"spinged"	"spang"	"sang"	"sensible"	0.365	"decrease"	0.401	"spang"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"spreemed"	"spremt"	"kept"	"sensible"	0.365	"decrease"	0.639	"spreemed"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"zited"	"zote"	"drove"	"sensible"	0.365	"decrease"	0.54	"zote"	FALSE	"s6095"	39
"Male"	1975	"pretest"	"neemed"	"nemt"	"kept"	"sensible"	0.365	"decrease"	0.658	"neemed"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"snurned"	"snurnt"	"burnt"	"sensible"	0.365	"decrease"	0.757	"snurned"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"skinged"	"skang"	"sang"	"sensible"	0.365	"decrease"	0.52	"skang"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"swited"	"swote"	"drove"	"sensible"	0.365	"decrease"	0.46	"swote"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"zelled"	"zelt"	"burnt"	"sensible"	0.365	"decrease"	0.639	"zelled"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"pleeled"	"plelt"	"kept"	"sensible"	0.365	"decrease"	0.574	"plelt"	FALSE	"s6095"	39
"Male"	1975	"pretest"	"brived"	"brove"	"drove"	"sensible"	0.365	"decrease"	0.391	"brove"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"fleeled"	"flelt"	"kept"	"sensible"	0.365	"decrease"	0.525	"flelt"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"sprurned"	"sprurnt"	"burnt"	"sensible"	0.365	"decrease"	0.688	"sprurned"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"swided"	"swode"	"drove"	"sensible"	0.365	"decrease"	0.356	"swode"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"sminked"	"smank"	"sang"	"sensible"	0.365	"decrease"	0.579	"sminked"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"skelled"	"skelt"	"burnt"	"sensible"	0.365	"decrease"	0.584	"skelled"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"slilled"	"slilt"	"burnt"	"sensible"	0.365	"decrease"	0.693	"slilled"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"fided"	"fode"	"drove"	"sensible"	0.365	"decrease"	0.485	"fode"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"sprided"	"sprode"	"drove"	"sensible"	0.365	"decrease"	0.347	"sprode"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"murned"	"murnt"	"burnt"	"sensible"	0.365	"decrease"	0.723	"murned"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"trurned"	"trurnt"	"burnt"	"sensible"	0.365	"decrease"	0.718	"trurned"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"vrinked"	"vrank"	"sang"	"sensible"	0.365	"decrease"	0.515	"vrank"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"twinked"	"twank"	"sang"	"sensible"	0.365	"decrease"	0.594	"twinked"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"surned"	"surnt"	"burnt"	"sensible"	0.365	"decrease"	0.698	"surned"	TRUE	"s6095"	39
"Male"	1975	"posttest"	"kleeled"	"klelt"	"kept"	"sensible"	0.365	"decrease"	0.554	"kleeled"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"pringed"	"prang"	"sang"	"sensible"	0.365	"decrease"	0.465	"prang"	FALSE	"s6095"	39
"Male"	1975	"posttest"	"drelled"	"drelt"	"burnt"	"sensible"	0.365	"decrease"	0.653	"drelled"	TRUE	"s6095"	39
"Male"	1975	"pretest"	"chimmed"	"cham"	"sang"	"sensible"	0.365	"decrease"	0.743	"chimmed"	TRUE	"s6095"	39
"Female"	1954	"pretest"	"ninked"	"nank"	"sang"	"sensible"	0.212	"decrease"	0.647	"ninked"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"twelled"	"twelt"	"burnt"	"sensible"	0.212	"decrease"	0.559	"twelled"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"prurned"	"prurnt"	"burnt"	"sensible"	0.212	"decrease"	0.688	"prurned"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"shreeped"	"shrept"	"kept"	"sensible"	0.212	"decrease"	0.46	"shrept"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"breeped"	"brept"	"kept"	"sensible"	0.212	"decrease"	0.55	"brept"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"cheeled"	"chelt"	"kept"	"sensible"	0.212	"decrease"	0.545	"chelt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"squeened"	"squent"	"kept"	"sensible"	0.212	"decrease"	0.629	"squent"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"squeeped"	"squept"	"kept"	"sensible"	0.212	"decrease"	0.52	"squept"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"quided"	"quode"	"drove"	"sensible"	0.212	"decrease"	0.47	"quode"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"thurned"	"thurnt"	"burnt"	"sensible"	0.212	"decrease"	0.693	"thurned"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"twited"	"twote"	"drove"	"sensible"	0.212	"decrease"	0.446	"twote"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"strimmed"	"stram"	"sang"	"sensible"	0.212	"decrease"	0.619	"stram"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"sneened"	"snent"	"kept"	"sensible"	0.212	"decrease"	0.698	"snent"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"chimmed"	"cham"	"sang"	"sensible"	0.212	"decrease"	0.743	"chimmed"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"streeled"	"strelt"	"kept"	"sensible"	0.212	"decrease"	0.51	"strelt"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"sweeled"	"swelt"	"kept"	"sensible"	0.212	"decrease"	0.475	"sweeled"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"blided"	"blode"	"drove"	"sensible"	0.212	"decrease"	0.515	"blode"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"yided"	"yode"	"drove"	"sensible"	0.212	"decrease"	0.401	"yode"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"dreened"	"drent"	"kept"	"sensible"	0.212	"decrease"	0.634	"drent"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"brurned"	"brurnt"	"burnt"	"sensible"	0.212	"decrease"	0.554	"brurned"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"blurned"	"blurnt"	"burnt"	"sensible"	0.212	"decrease"	0.639	"blurned"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"stelled"	"stelt"	"burnt"	"sensible"	0.212	"decrease"	0.644	"stelt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"chited"	"chote"	"drove"	"sensible"	0.212	"decrease"	0.579	"chote"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"dwinked"	"dwank"	"sang"	"sensible"	0.212	"decrease"	0.431	"dwank"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"jurned"	"jurnt"	"burnt"	"sensible"	0.212	"decrease"	0.718	"jurnt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"trinked"	"trank"	"sang"	"sensible"	0.212	"decrease"	0.49	"trank"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"strined"	"strone"	"drove"	"sensible"	0.212	"decrease"	0.559	"strone"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"swided"	"swode"	"drove"	"sensible"	0.212	"decrease"	0.356	"swode"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"trined"	"trone"	"drove"	"sensible"	0.212	"decrease"	0.614	"trone"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"kleemed"	"klemt"	"kept"	"sensible"	0.212	"decrease"	0.653	"klemt"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"yilled"	"yilt"	"burnt"	"sensible"	0.212	"decrease"	0.718	"yilled"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"swurned"	"swurnt"	"burnt"	"sensible"	0.212	"decrease"	0.723	"swurnt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"spinged"	"spang"	"sang"	"sensible"	0.212	"decrease"	0.401	"spang"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"jeemed"	"jemt"	"kept"	"sensible"	0.212	"decrease"	0.723	"jeemed"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"zited"	"zote"	"drove"	"sensible"	0.212	"decrease"	0.54	"zote"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"vurned"	"vurnt"	"burnt"	"sensible"	0.212	"decrease"	0.668	"vurnt"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"sninged"	"snang"	"sang"	"sensible"	0.212	"decrease"	0.455	"snang"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"quinked"	"quank"	"sang"	"sensible"	0.212	"decrease"	0.569	"quank"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"trelled"	"trelt"	"burnt"	"sensible"	0.212	"decrease"	0.678	"trelt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"pringed"	"prang"	"sang"	"sensible"	0.212	"decrease"	0.465	"prang"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"greeled"	"grelt"	"kept"	"sensible"	0.212	"decrease"	0.562	"grelt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"theeped"	"thept"	"kept"	"sensible"	0.212	"decrease"	0.416	"thept"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"squited"	"squote"	"drove"	"sensible"	0.212	"decrease"	0.505	"squote"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"hurned"	"hurnt"	"burnt"	"sensible"	0.212	"decrease"	0.713	"hurned"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"gurned"	"gurnt"	"burnt"	"sensible"	0.212	"decrease"	0.708	"gurnt"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"slived"	"slove"	"drove"	"sensible"	0.212	"decrease"	0.49	"slived"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"plined"	"plone"	"drove"	"sensible"	0.212	"decrease"	0.713	"plined"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"shringed"	"shrang"	"sang"	"sensible"	0.212	"decrease"	0.46	"shrang"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"shinged"	"shang"	"sang"	"sensible"	0.212	"decrease"	0.45	"shang"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"klited"	"klote"	"drove"	"sensible"	0.212	"decrease"	0.554	"klited"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"skrilled"	"skrilt"	"burnt"	"sensible"	0.212	"decrease"	0.733	"skrilled"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"smilled"	"smilt"	"burnt"	"sensible"	0.212	"decrease"	0.668	"smilled"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"squided"	"squode"	"drove"	"sensible"	0.212	"decrease"	0.406	"squode"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"glilled"	"glilt"	"burnt"	"sensible"	0.212	"decrease"	0.673	"glilled"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"glinked"	"glank"	"sang"	"sensible"	0.212	"decrease"	0.609	"glank"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"geeved"	"gove"	"drove"	"sensible"	0.212	"decrease"	0.599	"geeved"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"skeened"	"skent"	"kept"	"sensible"	0.212	"decrease"	0.688	"skeened"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"cheened"	"chent"	"kept"	"sensible"	0.212	"decrease"	0.743	"chent"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"splided"	"splode"	"drove"	"sensible"	0.212	"decrease"	0.475	"splode"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"zeemed"	"zemt"	"kept"	"sensible"	0.212	"decrease"	0.663	"zeemed"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"pleeled"	"plelt"	"kept"	"sensible"	0.212	"decrease"	0.574	"plelt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"klilled"	"klilt"	"burnt"	"sensible"	0.212	"decrease"	0.693	"klilled"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"geemed"	"gemt"	"kept"	"sensible"	0.212	"decrease"	0.693	"gemt"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"lelled"	"lelt"	"burnt"	"sensible"	0.212	"decrease"	0.668	"lelt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"sninked"	"snank"	"sang"	"sensible"	0.212	"decrease"	0.421	"snank"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"sneeped"	"snept"	"kept"	"sensible"	0.212	"decrease"	0.431	"snept"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"zeeped"	"zept"	"kept"	"sensible"	0.212	"decrease"	0.441	"zept"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"splinked"	"splank"	"sang"	"sensible"	0.212	"decrease"	0.49	"splank"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"kreened"	"krent"	"kept"	"sensible"	0.212	"decrease"	0.683	"krent"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"strited"	"strote"	"drove"	"sensible"	0.212	"decrease"	0.426	"strote"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"schmined"	"schmone"	"drove"	"sensible"	0.212	"decrease"	0.703	"schmined"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"frimmed"	"fram"	"sang"	"sensible"	0.212	"decrease"	0.708	"frimmed"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"zimmed"	"zam"	"sang"	"sensible"	0.212	"decrease"	0.733	"zam"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"sneemed"	"snemt"	"kept"	"sensible"	0.212	"decrease"	0.713	"sneemed"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"minged"	"mang"	"sang"	"sensible"	0.212	"decrease"	0.639	"minged"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"twimmed"	"twam"	"sang"	"sensible"	0.212	"decrease"	0.54	"twam"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"rurned"	"rurnt"	"burnt"	"sensible"	0.212	"decrease"	0.731	"rurned"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"thrided"	"throde"	"drove"	"sensible"	0.212	"decrease"	0.376	"throde"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"sprelled"	"sprelt"	"burnt"	"sensible"	0.212	"decrease"	0.629	"sprelled"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"splived"	"splove"	"drove"	"sensible"	0.212	"decrease"	0.421	"splived"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"strilled"	"strilt"	"burnt"	"sensible"	0.212	"decrease"	0.772	"strilled"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"schmited"	"schmote"	"drove"	"sensible"	0.212	"decrease"	0.45	"schmote"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"brived"	"brove"	"drove"	"sensible"	0.212	"decrease"	0.391	"brove"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"drurned"	"drurnt"	"burnt"	"sensible"	0.212	"decrease"	0.748	"drurned"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"thringed"	"thrang"	"sang"	"sensible"	0.212	"decrease"	0.411	"thrang"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"vrited"	"vrote"	"drove"	"sensible"	0.212	"decrease"	0.366	"vrote"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"jined"	"jone"	"drove"	"sensible"	0.212	"decrease"	0.658	"jone"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"feemed"	"femt"	"kept"	"sensible"	0.212	"decrease"	0.673	"femt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"pited"	"pote"	"drove"	"sensible"	0.212	"decrease"	0.629	"pote"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"splurned"	"splurnt"	"burnt"	"sensible"	0.212	"decrease"	0.703	"splurned"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"threlled"	"threlt"	"burnt"	"sensible"	0.212	"decrease"	0.653	"threlled"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"gringed"	"grang"	"sang"	"sensible"	0.212	"decrease"	0.515	"grang"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"glinged"	"glang"	"sang"	"sensible"	0.212	"decrease"	0.584	"glang"	FALSE	"s6096"	60
"Female"	1954	"posttest"	"schmeemed"	"schmemt"	"kept"	"sensible"	0.212	"decrease"	0.649	"schmeemed"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"dwimmed"	"dwam"	"sang"	"sensible"	0.212	"decrease"	0.515	"dwam"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"vrilled"	"vrilt"	"burnt"	"sensible"	0.212	"decrease"	0.772	"vrilled"	TRUE	"s6096"	60
"Female"	1954	"posttest"	"jinked"	"jank"	"sang"	"sensible"	0.212	"decrease"	0.614	"jank"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"thrimmed"	"thram"	"sang"	"sensible"	0.212	"decrease"	0.683	"thram"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"slurned"	"slurnt"	"burnt"	"sensible"	0.212	"decrease"	0.698	"slurned"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"skinged"	"skang"	"sang"	"sensible"	0.212	"decrease"	0.52	"skinged"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"smimmed"	"smam"	"sang"	"sensible"	0.212	"decrease"	0.579	"smam"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"neemed"	"nemt"	"kept"	"sensible"	0.212	"decrease"	0.658	"neemed"	TRUE	"s6096"	60
"Female"	1954	"pretest"	"theeled"	"thelt"	"kept"	"sensible"	0.212	"decrease"	0.495	"thelt"	FALSE	"s6096"	60
"Female"	1954	"pretest"	"slined"	"slone"	"drove"	"sensible"	0.212	"decrease"	0.614	"slone"	FALSE	"s6096"	60
"Male"	1958	"posttest"	"vinked"	"vank"	"sang"	"sensible"	0.308	"decrease"	0.624	"vank"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"snined"	"snone"	"drove"	"sensible"	0.308	"decrease"	0.644	"snined"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"skelled"	"skelt"	"burnt"	"sensible"	0.308	"decrease"	0.584	"skelled"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"murned"	"murnt"	"burnt"	"sensible"	0.308	"decrease"	0.723	"murned"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"sprelled"	"sprelt"	"burnt"	"sensible"	0.308	"decrease"	0.629	"sprelt"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"trelled"	"trelt"	"burnt"	"sensible"	0.308	"decrease"	0.678	"trelled"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"greemed"	"gremt"	"kept"	"sensible"	0.308	"decrease"	0.629	"greemed"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"greeled"	"grelt"	"kept"	"sensible"	0.308	"decrease"	0.562	"grelt"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"frimmed"	"fram"	"sang"	"sensible"	0.308	"decrease"	0.708	"frimmed"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"splived"	"splove"	"drove"	"sensible"	0.308	"decrease"	0.421	"splove"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"dreened"	"drent"	"kept"	"sensible"	0.308	"decrease"	0.634	"drent"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"shreened"	"shrent"	"kept"	"sensible"	0.308	"decrease"	0.693	"shreened"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"beeved"	"bove"	"drove"	"sensible"	0.308	"decrease"	0.574	"bove"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"gringed"	"grang"	"sang"	"sensible"	0.308	"decrease"	0.515	"grang"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"cheemed"	"chemt"	"kept"	"sensible"	0.308	"decrease"	0.733	"chemt"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"prilled"	"prilt"	"burnt"	"sensible"	0.308	"decrease"	0.713	"prilled"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"strined"	"strone"	"drove"	"sensible"	0.308	"decrease"	0.559	"strined"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"vrited"	"vrote"	"drove"	"sensible"	0.308	"decrease"	0.366	"vrited"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"sminked"	"smank"	"sang"	"sensible"	0.308	"decrease"	0.579	"smank"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"rurned"	"rurnt"	"burnt"	"sensible"	0.308	"decrease"	0.731	"rurnt"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"thrided"	"throde"	"drove"	"sensible"	0.308	"decrease"	0.376	"throde"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"klided"	"klode"	"drove"	"sensible"	0.308	"decrease"	0.495	"klode"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"cheeled"	"chelt"	"kept"	"sensible"	0.308	"decrease"	0.545	"chelt"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"jinked"	"jank"	"sang"	"sensible"	0.308	"decrease"	0.614	"jinked"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"dwided"	"dwode"	"drove"	"sensible"	0.308	"decrease"	0.416	"dwode"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"fimmed"	"fam"	"sang"	"sensible"	0.308	"decrease"	0.772	"fimmed"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"drurned"	"drurnt"	"burnt"	"sensible"	0.308	"decrease"	0.748	"drurned"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"zimmed"	"zam"	"sang"	"sensible"	0.308	"decrease"	0.733	"zimmed"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"skrined"	"skrone"	"drove"	"sensible"	0.308	"decrease"	0.599	"skrined"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"geeved"	"gove"	"drove"	"sensible"	0.308	"decrease"	0.599	"gove"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"sneened"	"snent"	"kept"	"sensible"	0.308	"decrease"	0.698	"snent"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"fleeled"	"flelt"	"kept"	"sensible"	0.308	"decrease"	0.525	"fleeled"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"shringed"	"shrang"	"sang"	"sensible"	0.308	"decrease"	0.46	"shrang"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"glined"	"glone"	"drove"	"sensible"	0.308	"decrease"	0.619	"glined"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"splinged"	"splang"	"sang"	"sensible"	0.308	"decrease"	0.401	"splang"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"yilled"	"yilt"	"burnt"	"sensible"	0.308	"decrease"	0.718	"yilled"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"slived"	"slove"	"drove"	"sensible"	0.308	"decrease"	0.49	"slove"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"thided"	"thode"	"drove"	"sensible"	0.308	"decrease"	0.436	"thode"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"glinged"	"glang"	"sang"	"sensible"	0.308	"decrease"	0.584	"glang"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"grinked"	"grank"	"sang"	"sensible"	0.308	"decrease"	0.47	"grank"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"sweeled"	"swelt"	"kept"	"sensible"	0.308	"decrease"	0.475	"swelt"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"twinked"	"twank"	"sang"	"sensible"	0.308	"decrease"	0.594	"twank"	FALSE	"s6097"	56
"Male"	1958	"pretest"	"zeemed"	"zemt"	"kept"	"sensible"	0.308	"decrease"	0.663	"zeemed"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"smilled"	"smilt"	"burnt"	"sensible"	0.308	"decrease"	0.668	"smilled"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"splurned"	"splurnt"	"burnt"	"sensible"	0.308	"decrease"	0.703	"splurned"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"quided"	"quode"	"drove"	"sensible"	0.308	"decrease"	0.47	"quided"	TRUE	"s6097"	56
"Male"	1958	"posttest"	"neened"	"nent"	"kept"	"sensible"	0.308	"decrease"	0.663	"nent"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"dwinged"	"dwang"	"sang"	"sensible"	0.308	"decrease"	0.485	"dwang"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"vrinked"	"vrank"	"sang"	"sensible"	0.308	"decrease"	0.515	"vrank"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"sprurned"	"sprurnt"	"burnt"	"sensible"	0.308	"decrease"	0.688	"sprurned"	TRUE	"s6097"	56
"Male"	1958	"pretest"	"dwinked"	"dwank"	"sang"	"sensible"	0.308	"decrease"	0.431	"dwank"	FALSE	"s6097"	56
"Male"	1958	"posttest"	"kleeled"	"klelt"	"kept"	"sensible"	0.308	"decrease"	0.554	"kleeled"	TRUE	"s6097"	56
