"gender"	"yearOfBirth"	"phase"	"weak.past"	"strong.past"	"category"	"sensibility"	"partnerRegRate"	"partnerRegCondition"	"item.reg.mean"	"response"	"regular"	"participant"	"age"
"Male"	1984	"pretest"	"jeemed"	"jemt"	"kept"	"random"	0.212	"decrease"	0.723	"jeemed"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"strilled"	"strilt"	"burnt"	"random"	0.212	"decrease"	0.772	"strilled"	TRUE	"s6266"	30
"Male"	1984	"pretest"	"blurned"	"blurnt"	"burnt"	"random"	0.212	"decrease"	0.639	"blurned"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"dreened"	"drent"	"kept"	"random"	0.212	"decrease"	0.634	"dreened"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"zimmed"	"zam"	"sang"	"random"	0.212	"decrease"	0.733	"zimmed"	TRUE	"s6266"	30
"Male"	1984	"pretest"	"pleeled"	"plelt"	"kept"	"random"	0.212	"decrease"	0.574	"plelt"	FALSE	"s6266"	30
"Male"	1984	"pretest"	"breeped"	"brept"	"kept"	"random"	0.212	"decrease"	0.55	"brept"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"thurned"	"thurnt"	"burnt"	"random"	0.212	"decrease"	0.693	"thurned"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"yilled"	"yilt"	"burnt"	"random"	0.212	"decrease"	0.718	"yilt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"slived"	"slove"	"drove"	"random"	0.212	"decrease"	0.49	"slove"	FALSE	"s6266"	30
"Male"	1984	"pretest"	"thrimmed"	"thram"	"sang"	"random"	0.212	"decrease"	0.683	"thram"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"sneened"	"snent"	"kept"	"random"	0.212	"decrease"	0.698	"snent"	FALSE	"s6266"	30
"Male"	1984	"pretest"	"dwimmed"	"dwam"	"sang"	"random"	0.212	"decrease"	0.515	"dwam"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"stelled"	"stelt"	"burnt"	"random"	0.212	"decrease"	0.644	"stelt"	FALSE	"s6266"	30
"Male"	1984	"pretest"	"squited"	"squote"	"drove"	"random"	0.212	"decrease"	0.505	"squote"	FALSE	"s6266"	30
"Male"	1984	"pretest"	"trinked"	"trank"	"sang"	"random"	0.212	"decrease"	0.49	"trank"	FALSE	"s6266"	30
"Male"	1984	"pretest"	"prurned"	"prurnt"	"burnt"	"random"	0.212	"decrease"	0.688	"prurned"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"strined"	"strone"	"drove"	"random"	0.212	"decrease"	0.559	"strone"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"splived"	"splove"	"drove"	"random"	0.212	"decrease"	0.421	"splived"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"shringed"	"shrang"	"sang"	"random"	0.212	"decrease"	0.46	"shrang"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"feemed"	"femt"	"kept"	"random"	0.212	"decrease"	0.673	"femt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"zeemed"	"zemt"	"kept"	"random"	0.212	"decrease"	0.663	"zeemed"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"geeved"	"gove"	"drove"	"random"	0.212	"decrease"	0.599	"gove"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"splurned"	"splurnt"	"burnt"	"random"	0.212	"decrease"	0.703	"splurnt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"sweeled"	"swelt"	"kept"	"random"	0.212	"decrease"	0.475	"swelt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"jinked"	"jank"	"sang"	"random"	0.212	"decrease"	0.614	"jinked"	TRUE	"s6266"	30
"Male"	1984	"pretest"	"glilled"	"glilt"	"burnt"	"random"	0.212	"decrease"	0.673	"glilled"	TRUE	"s6266"	30
"Male"	1984	"pretest"	"squeened"	"squent"	"kept"	"random"	0.212	"decrease"	0.629	"squent"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"schmeemed"	"schmemt"	"kept"	"random"	0.212	"decrease"	0.649	"schmemt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"dwinked"	"dwank"	"sang"	"random"	0.212	"decrease"	0.431	"dwank"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"streeled"	"strelt"	"kept"	"random"	0.212	"decrease"	0.51	"strelt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"cheeled"	"chelt"	"kept"	"random"	0.212	"decrease"	0.545	"chelt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"cheened"	"chent"	"kept"	"random"	0.212	"decrease"	0.743	"cheened"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"splinked"	"splank"	"sang"	"random"	0.212	"decrease"	0.49	"splank"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"vrited"	"vrote"	"drove"	"random"	0.212	"decrease"	0.366	"vrote"	FALSE	"s6266"	30
"Male"	1984	"pretest"	"shreeped"	"shrept"	"kept"	"random"	0.212	"decrease"	0.46	"shrept"	FALSE	"s6266"	30
"Male"	1984	"pretest"	"squided"	"squode"	"drove"	"random"	0.212	"decrease"	0.406	"squode"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"trined"	"trone"	"drove"	"random"	0.212	"decrease"	0.614	"trined"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"sprelled"	"sprelt"	"burnt"	"random"	0.212	"decrease"	0.629	"sprelt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"hurned"	"hurnt"	"burnt"	"random"	0.212	"decrease"	0.713	"hurned"	TRUE	"s6266"	30
"Male"	1984	"posttest"	"lelled"	"lelt"	"burnt"	"random"	0.212	"decrease"	0.668	"lelt"	FALSE	"s6266"	30
"Male"	1984	"posttest"	"minged"	"mang"	"sang"	"random"	0.212	"decrease"	0.639	"minged"	TRUE	"s6266"	30
"Male"	1984	"pretest"	"klited"	"klote"	"drove"	"random"	0.212	"decrease"	0.554	"klote"	FALSE	"s6266"	30
"Male"	1952	"posttest"	"shrided"	"shrode"	"drove"	"random"	0.231	"decrease"	0.376	"shrode"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"geeved"	"gove"	"drove"	"random"	0.231	"decrease"	0.599	"gove"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"zimmed"	"zam"	"sang"	"random"	0.231	"decrease"	0.733	"zimmed"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"hurned"	"hurnt"	"burnt"	"random"	0.231	"decrease"	0.713	"hurned"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"dwided"	"dwode"	"drove"	"random"	0.231	"decrease"	0.416	"dwode"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"squined"	"squone"	"drove"	"random"	0.231	"decrease"	0.678	"squone"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"fleeled"	"flelt"	"kept"	"random"	0.231	"decrease"	0.525	"flelt"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"shreened"	"shrent"	"kept"	"random"	0.231	"decrease"	0.693	"shrent"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"sleeled"	"slelt"	"kept"	"random"	0.231	"decrease"	0.55	"slelt"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"shringed"	"shrang"	"sang"	"random"	0.231	"decrease"	0.46	"shrang"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"sninged"	"snang"	"sang"	"random"	0.231	"decrease"	0.455	"snang"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"schmited"	"schmote"	"drove"	"random"	0.231	"decrease"	0.45	"schmote"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"plined"	"plone"	"drove"	"random"	0.231	"decrease"	0.713	"plined"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"jined"	"jone"	"drove"	"random"	0.231	"decrease"	0.658	"jone"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"slived"	"slove"	"drove"	"random"	0.231	"decrease"	0.49	"slove"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"thringed"	"thrang"	"sang"	"random"	0.231	"decrease"	0.411	"thrang"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"stelled"	"stelt"	"burnt"	"random"	0.231	"decrease"	0.644	"stelt"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"rurned"	"rurnt"	"burnt"	"random"	0.231	"decrease"	0.731	"rurned"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"sneeped"	"snept"	"kept"	"random"	0.231	"decrease"	0.431	"snept"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"thurned"	"thurnt"	"burnt"	"random"	0.231	"decrease"	0.693	"thurned"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"gringed"	"grang"	"sang"	"random"	0.231	"decrease"	0.515	"grang"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"splurned"	"splurnt"	"burnt"	"random"	0.231	"decrease"	0.703	"splurnt"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"frimmed"	"fram"	"sang"	"random"	0.231	"decrease"	0.708	"fram"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"twimmed"	"twam"	"sang"	"random"	0.231	"decrease"	0.54	"twam"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"skelled"	"skelt"	"burnt"	"random"	0.231	"decrease"	0.584	"skelled"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"quided"	"quode"	"drove"	"random"	0.231	"decrease"	0.47	"quode"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"yided"	"yode"	"drove"	"random"	0.231	"decrease"	0.401	"yode"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"dwinged"	"dwang"	"sang"	"random"	0.231	"decrease"	0.485	"dwang"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"surned"	"surnt"	"burnt"	"random"	0.231	"decrease"	0.698	"surned"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"skurned"	"skurnt"	"burnt"	"random"	0.231	"decrease"	0.733	"skurned"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"skeeped"	"skept"	"kept"	"random"	0.231	"decrease"	0.485	"skept"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"streened"	"strent"	"kept"	"random"	0.231	"decrease"	0.718	"streened"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"dreened"	"drent"	"kept"	"random"	0.231	"decrease"	0.634	"dreened"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"geemed"	"gemt"	"kept"	"random"	0.231	"decrease"	0.693	"gemt"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"snined"	"snone"	"drove"	"random"	0.231	"decrease"	0.644	"snone"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"klided"	"klode"	"drove"	"random"	0.231	"decrease"	0.495	"klode"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"strilled"	"strilt"	"burnt"	"random"	0.231	"decrease"	0.772	"strilled"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"swited"	"swote"	"drove"	"random"	0.231	"decrease"	0.46	"swote"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"snurned"	"snurnt"	"burnt"	"random"	0.231	"decrease"	0.757	"snurned"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"twelled"	"twelt"	"burnt"	"random"	0.231	"decrease"	0.559	"twelled"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"zeeped"	"zept"	"kept"	"random"	0.231	"decrease"	0.441	"zept"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"trined"	"trone"	"drove"	"random"	0.231	"decrease"	0.614	"trined"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"murned"	"murnt"	"burnt"	"random"	0.231	"decrease"	0.723	"murned"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"quinked"	"quank"	"sang"	"random"	0.231	"decrease"	0.569	"quank"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"dwinked"	"dwank"	"sang"	"random"	0.231	"decrease"	0.431	"dwank"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"jinked"	"jank"	"sang"	"random"	0.231	"decrease"	0.614	"jank"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"greemed"	"gremt"	"kept"	"random"	0.231	"decrease"	0.629	"gremt"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"kleeled"	"klelt"	"kept"	"random"	0.231	"decrease"	0.554	"klelt"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"sneened"	"snent"	"kept"	"random"	0.231	"decrease"	0.698	"sneened"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"greeled"	"grelt"	"kept"	"random"	0.231	"decrease"	0.562	"greeled"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"sprelled"	"sprelt"	"burnt"	"random"	0.231	"decrease"	0.629	"sprelled"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"neened"	"nent"	"kept"	"random"	0.231	"decrease"	0.663	"nent"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"yilled"	"yilt"	"burnt"	"random"	0.231	"decrease"	0.718	"yilled"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"zeemed"	"zemt"	"kept"	"random"	0.231	"decrease"	0.663	"zemt"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"schmimmed"	"schmam"	"sang"	"random"	0.231	"decrease"	0.634	"schmimmed"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"beeved"	"bove"	"drove"	"random"	0.231	"decrease"	0.574	"bove"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"vrited"	"vrote"	"drove"	"random"	0.231	"decrease"	0.366	"vrote"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"sminked"	"smank"	"sang"	"random"	0.231	"decrease"	0.579	"smank"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"dreeped"	"drept"	"kept"	"random"	0.231	"decrease"	0.441	"drept"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"blided"	"blode"	"drove"	"random"	0.231	"decrease"	0.515	"blode"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"streeled"	"strelt"	"kept"	"random"	0.231	"decrease"	0.51	"strelt"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"grinked"	"grank"	"sang"	"random"	0.231	"decrease"	0.47	"grank"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"glinged"	"glang"	"sang"	"random"	0.231	"decrease"	0.584	"glang"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"skrinked"	"skrank"	"sang"	"random"	0.231	"decrease"	0.45	"skrank"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"strinked"	"strank"	"sang"	"random"	0.231	"decrease"	0.416	"strank"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"vrinked"	"vrank"	"sang"	"random"	0.231	"decrease"	0.515	"vrank"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"slilled"	"slilt"	"burnt"	"random"	0.231	"decrease"	0.693	"slilled"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"cheened"	"chent"	"kept"	"random"	0.231	"decrease"	0.743	"cheened"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"twinked"	"twank"	"sang"	"random"	0.231	"decrease"	0.594	"twank"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"dweeped"	"dwept"	"kept"	"random"	0.231	"decrease"	0.426	"dwept"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"sprurned"	"sprurnt"	"burnt"	"random"	0.231	"decrease"	0.688	"sprurned"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"zelled"	"zelt"	"burnt"	"random"	0.231	"decrease"	0.639	"zelled"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"skrurned"	"skrurnt"	"burnt"	"random"	0.231	"decrease"	0.668	"skrurned"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"cheeled"	"chelt"	"kept"	"random"	0.231	"decrease"	0.545	"chelt"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"sweeled"	"swelt"	"kept"	"random"	0.231	"decrease"	0.475	"sweeled"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"spreemed"	"spremt"	"kept"	"random"	0.231	"decrease"	0.639	"spreemed"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"preemed"	"premt"	"kept"	"random"	0.231	"decrease"	0.678	"preemed"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"fided"	"fode"	"drove"	"random"	0.231	"decrease"	0.485	"fode"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"smilled"	"smilt"	"burnt"	"random"	0.231	"decrease"	0.668	"smilled"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"gimmed"	"gam"	"sang"	"random"	0.231	"decrease"	0.728	"gam"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"strined"	"strone"	"drove"	"random"	0.231	"decrease"	0.559	"strone"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"thrided"	"throde"	"drove"	"random"	0.231	"decrease"	0.376	"throde"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"trelled"	"trelt"	"burnt"	"random"	0.231	"decrease"	0.678	"trelled"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"splinked"	"splank"	"sang"	"random"	0.231	"decrease"	0.49	"splank"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"trurned"	"trurnt"	"burnt"	"random"	0.231	"decrease"	0.718	"trurned"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"minged"	"mang"	"sang"	"random"	0.231	"decrease"	0.639	"mang"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"fimmed"	"fam"	"sang"	"random"	0.231	"decrease"	0.772	"fam"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"drurned"	"drurnt"	"burnt"	"random"	0.231	"decrease"	0.748	"drurned"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"quinged"	"quang"	"sang"	"random"	0.231	"decrease"	0.53	"quang"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"schmeemed"	"schmemt"	"kept"	"random"	0.231	"decrease"	0.649	"schmemt"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"vinked"	"vank"	"sang"	"random"	0.231	"decrease"	0.624	"vank"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"thided"	"thode"	"drove"	"random"	0.231	"decrease"	0.436	"thode"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"sprided"	"sprode"	"drove"	"random"	0.231	"decrease"	0.347	"sprode"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"lelled"	"lelt"	"burnt"	"random"	0.231	"decrease"	0.668	"lelled"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"cheemed"	"chemt"	"kept"	"random"	0.231	"decrease"	0.733	"chemt"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"glined"	"glone"	"drove"	"random"	0.231	"decrease"	0.619	"glone"	FALSE	"s6267"	62
"Male"	1952	"pretest"	"splived"	"splove"	"drove"	"random"	0.231	"decrease"	0.421	"splove"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"snited"	"snote"	"drove"	"random"	0.231	"decrease"	0.53	"snote"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"dwilled"	"dwilt"	"burnt"	"random"	0.231	"decrease"	0.673	"dwilled"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"skrined"	"skrone"	"drove"	"random"	0.231	"decrease"	0.599	"skrone"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"drelled"	"drelt"	"burnt"	"random"	0.231	"decrease"	0.653	"drelt"	FALSE	"s6267"	62
"Male"	1952	"posttest"	"prilled"	"prilt"	"burnt"	"random"	0.231	"decrease"	0.713	"prilled"	TRUE	"s6267"	62
"Male"	1952	"pretest"	"feemed"	"femt"	"kept"	"random"	0.231	"decrease"	0.673	"feemed"	TRUE	"s6267"	62
"Male"	1952	"posttest"	"splinged"	"splang"	"sang"	"random"	0.231	"decrease"	0.401	"splang"	FALSE	"s6267"	62
"Male"	1974	"posttest"	"squeeped"	"squept"	"kept"	"random"	0.25	"decrease"	0.52	"squept"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"drurned"	"drurnt"	"burnt"	"random"	0.25	"decrease"	0.748	"drurnt"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"twited"	"twote"	"drove"	"random"	0.25	"decrease"	0.446	"twote"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"greeled"	"grelt"	"kept"	"random"	0.25	"decrease"	0.562	"greeled"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"plined"	"plone"	"drove"	"random"	0.25	"decrease"	0.713	"plone"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"stelled"	"stelt"	"burnt"	"random"	0.25	"decrease"	0.644	"stelt"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"smilled"	"smilt"	"burnt"	"random"	0.25	"decrease"	0.668	"smilt"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"yilled"	"yilt"	"burnt"	"random"	0.25	"decrease"	0.718	"yilled"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"blided"	"blode"	"drove"	"random"	0.25	"decrease"	0.515	"blode"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"twelled"	"twelt"	"burnt"	"random"	0.25	"decrease"	0.559	"twelt"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"slived"	"slove"	"drove"	"random"	0.25	"decrease"	0.49	"slove"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"dreened"	"drent"	"kept"	"random"	0.25	"decrease"	0.634	"drent"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"trelled"	"trelt"	"burnt"	"random"	0.25	"decrease"	0.678	"trelt"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"chited"	"chote"	"drove"	"random"	0.25	"decrease"	0.579	"chote"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"trined"	"trone"	"drove"	"random"	0.25	"decrease"	0.614	"trone"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"yided"	"yode"	"drove"	"random"	0.25	"decrease"	0.401	"yode"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"chimmed"	"cham"	"sang"	"random"	0.25	"decrease"	0.743	"chimmed"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"thurned"	"thurnt"	"burnt"	"random"	0.25	"decrease"	0.693	"thurned"	TRUE	"s6268"	40
"Male"	1974	"posttest"	"zited"	"zote"	"drove"	"random"	0.25	"decrease"	0.54	"zote"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"zeemed"	"zemt"	"kept"	"random"	0.25	"decrease"	0.663	"zeemed"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"sninged"	"snang"	"sang"	"random"	0.25	"decrease"	0.455	"snang"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"smimmed"	"smam"	"sang"	"random"	0.25	"decrease"	0.579	"smam"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"splived"	"splove"	"drove"	"random"	0.25	"decrease"	0.421	"splove"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"cheeled"	"chelt"	"kept"	"random"	0.25	"decrease"	0.545	"cheeled"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"sprelled"	"sprelt"	"burnt"	"random"	0.25	"decrease"	0.629	"sprelt"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"quinked"	"quank"	"sang"	"random"	0.25	"decrease"	0.569	"quinked"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"shringed"	"shrang"	"sang"	"random"	0.25	"decrease"	0.46	"shrang"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"klilled"	"klilt"	"burnt"	"random"	0.25	"decrease"	0.693	"klilt"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"schmined"	"schmone"	"drove"	"random"	0.25	"decrease"	0.703	"schmone"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"ninked"	"nank"	"sang"	"random"	0.25	"decrease"	0.647	"nank"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"sneened"	"snent"	"kept"	"random"	0.25	"decrease"	0.698	"sneened"	TRUE	"s6268"	40
"Male"	1974	"posttest"	"swided"	"swode"	"drove"	"random"	0.25	"decrease"	0.356	"swode"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"frimmed"	"fram"	"sang"	"random"	0.25	"decrease"	0.708	"frimmed"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"splurned"	"splurnt"	"burnt"	"random"	0.25	"decrease"	0.703	"splurned"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"minged"	"mang"	"sang"	"random"	0.25	"decrease"	0.639	"minged"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"strined"	"strone"	"drove"	"random"	0.25	"decrease"	0.559	"strined"	TRUE	"s6268"	40
"Male"	1974	"posttest"	"kleemed"	"klemt"	"kept"	"random"	0.25	"decrease"	0.653	"klemt"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"gurned"	"gurnt"	"burnt"	"random"	0.25	"decrease"	0.708	"gurnt"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"schmited"	"schmote"	"drove"	"random"	0.25	"decrease"	0.45	"schmote"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"dwimmed"	"dwam"	"sang"	"random"	0.25	"decrease"	0.515	"dwam"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"swurned"	"swurnt"	"burnt"	"random"	0.25	"decrease"	0.723	"swurnt"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"thrimmed"	"thram"	"sang"	"random"	0.25	"decrease"	0.683	"thrimmed"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"vrited"	"vrote"	"drove"	"random"	0.25	"decrease"	0.366	"vrote"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"theeled"	"thelt"	"kept"	"random"	0.25	"decrease"	0.495	"thelt"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"glinged"	"glang"	"sang"	"random"	0.25	"decrease"	0.584	"glinged"	TRUE	"s6268"	40
"Male"	1974	"pretest"	"geeved"	"gove"	"drove"	"random"	0.25	"decrease"	0.599	"gove"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"pited"	"pote"	"drove"	"random"	0.25	"decrease"	0.629	"pote"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"squeened"	"squent"	"kept"	"random"	0.25	"decrease"	0.629	"squent"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"gringed"	"grang"	"sang"	"random"	0.25	"decrease"	0.515	"gringed"	TRUE	"s6268"	40
"Male"	1974	"posttest"	"blurned"	"blurnt"	"burnt"	"random"	0.25	"decrease"	0.639	"blurnt"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"kreened"	"krent"	"kept"	"random"	0.25	"decrease"	0.683	"kreened"	TRUE	"s6268"	40
"Male"	1974	"posttest"	"trinked"	"trank"	"sang"	"random"	0.25	"decrease"	0.49	"trank"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"cheened"	"chent"	"kept"	"random"	0.25	"decrease"	0.743	"chent"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"sweeled"	"swelt"	"kept"	"random"	0.25	"decrease"	0.475	"swelt"	FALSE	"s6268"	40
"Male"	1974	"posttest"	"theeped"	"thept"	"kept"	"random"	0.25	"decrease"	0.416	"thept"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"zeeped"	"zept"	"kept"	"random"	0.25	"decrease"	0.441	"zept"	FALSE	"s6268"	40
"Male"	1974	"pretest"	"jinked"	"jank"	"sang"	"random"	0.25	"decrease"	0.614	"jinked"	TRUE	"s6268"	40
"Male"	1974	"posttest"	"squited"	"squote"	"drove"	"random"	0.25	"decrease"	0.505	"squote"	FALSE	"s6268"	40
