"participant","peerCondition","regLevel","verbStatus","phase","gender","age","attentionRating","otherPlayerReasonable","postReg.mean","verbStatus2"
"p400","bot","high","NONCE","postTest","Male",26,4,4,0.807692307692308,"PSEUDO"
"p401","bot","high","NONCE","postTest","Male",33,4,4,0.730769230769231,"PSEUDO"
"p402","bot","low","NONCE","postTest","Male",24,4,5,0.480769230769231,"PSEUDO"
"p403","bot","high","NONCE","postTest","Male",29,4,4,0.75,"PSEUDO"
"p404","bot","high","NONCE","postTest","Female",58,3,4,0.846153846153846,"PSEUDO"
"p405","bot","high","NONCE","postTest","Female",42,2,4,0.788461538461538,"PSEUDO"
"p406","bot","low","NONCE","postTest","Male",26,4,5,0.288461538461538,"PSEUDO"
"p407","bot","high","NONCE","postTest","Female",36,5,5,0.538461538461538,"PSEUDO"
"p408","bot","low","NONCE","postTest","Male",29,4,4,0.576923076923077,"PSEUDO"
"p409","bot","low","NONCE","postTest","Female",59,5,5,0.596153846153846,"PSEUDO"
"p41","human","high","NONCE","postTest","Male",28,4,3,0.903846153846154,"PSEUDO"
"p410","bot","high","NONCE","postTest","Female",25,4,4,0.923076923076923,"PSEUDO"
"p411","bot","low","NONCE","postTest","Male",22,4,3,0.288461538461538,"PSEUDO"
"p412","bot","low","NONCE","postTest","Male",35,4,4,0.5,"PSEUDO"
"p413","bot","high","NONCE","postTest","Male",24,4,4,0.596153846153846,"PSEUDO"
"p414","bot","low","NONCE","postTest","Female",21,3,4,0.269230769230769,"PSEUDO"
"p416","bot","low","NONCE","postTest","Male",33,4,3,0.461538461538462,"PSEUDO"
"p418","bot","high","NONCE","postTest","Male",47,4,2,0.615384615384615,"PSEUDO"
"p419","bot","high","NONCE","postTest","Male",30,3,5,0.692307692307692,"PSEUDO"
"p42","human","high","NONCE","postTest","Male",30,5,5,0.711538461538462,"PSEUDO"
"p420","bot","low","NONCE","postTest","Female",35,4,5,0.326923076923077,"PSEUDO"
"p421","bot","low","NONCE","postTest","Male",28,5,4,0,"PSEUDO"
"p422","bot","low","NONCE","postTest","Female",39,4,4,0.538461538461538,"PSEUDO"
"p423","bot","high","NONCE","postTest","Female",51,4,4,0.673076923076923,"PSEUDO"
"p424","bot","low","NONCE","postTest","Male",28,5,4,0.384615384615385,"PSEUDO"
"p425","bot","low","NONCE","postTest","Male",30,4,5,0.365384615384615,"PSEUDO"
"p426","bot","high","NONCE","postTest","Female",30,5,5,0.923076923076923,"PSEUDO"
"p427","bot","high","NONCE","postTest","Female",43,4,4,0.884615384615385,"PSEUDO"
"p428","bot","low","NONCE","postTest","Male",35,3,3,0.480769230769231,"PSEUDO"
"p429","bot","low","NONCE","postTest","Male",26,4,4,0.0961538461538462,"PSEUDO"
"p43","human","high","NONCE","postTest","Male",44,4,5,0.961538461538462,"PSEUDO"
"p430","bot","high","NONCE","postTest","Female",24,4,5,0.788461538461538,"PSEUDO"
"p431","bot","high","NONCE","postTest","Female",31,3,5,0.615384615384615,"PSEUDO"
"p432","bot","high","NONCE","postTest","Male",33,4,4,0.884615384615385,"PSEUDO"
"p433","bot","low","NONCE","postTest","Male",23,4,4,0.576923076923077,"PSEUDO"
"p435","bot","high","NONCE","postTest","Male",30,4,3,0.519230769230769,"PSEUDO"
"p436","bot","high","NONCE","postTest","Female",40,4,4,0.5,"PSEUDO"
"p437","bot","high","NONCE","postTest","Male",31,5,4,0.711538461538462,"PSEUDO"
"p438","bot","low","NONCE","postTest","Male",27,5,3,0.403846153846154,"PSEUDO"
"p439","bot","high","NONCE","postTest","Female",53,4,4,0.326923076923077,"PSEUDO"
"p44","human","high","NONCE","postTest","Male",58,4,4,0.403846153846154,"PSEUDO"
"p440","bot","high","NONCE","postTest","Male",28,4,4,0.480769230769231,"PSEUDO"
"p441","bot","low","NONCE","postTest","Male",49,1,3,0.730769230769231,"PSEUDO"
"p442","bot","low","NONCE","postTest","Male",24,4,4,0.461538461538462,"PSEUDO"
"p444","bot","low","NONCE","postTest","Female",32,3,3,0.461538461538462,"PSEUDO"
"p445","bot","low","NONCE","postTest","Male",25,4,4,0.115384615384615,"PSEUDO"
"p446","bot","high","NONCE","postTest","Male",39,5,2,0.538461538461538,"PSEUDO"
"p447","bot","high","NONCE","postTest","Male",28,4,4,0.269230769230769,"PSEUDO"
"p448","bot","low","NONCE","postTest","Male",49,1,4,0.576923076923077,"PSEUDO"
"p449","bot","low","NONCE","postTest","Male",30,2,4,0.788461538461538,"PSEUDO"
"p45","human","high","NONCE","postTest","Female",62,3,5,0.807692307692308,"PSEUDO"
"p450","bot","high","NONCE","postTest","Male",24,4,3,0.730769230769231,"PSEUDO"
"p451","bot","low","NONCE","postTest","Female",33,4,4,0.173076923076923,"PSEUDO"
"p452","bot","low","NONCE","postTest","Male",37,4,4,0.538461538461538,"PSEUDO"
"p454","bot","high","NONCE","postTest","Male",36,4,3,0.326923076923077,"PSEUDO"
"p455","bot","high","NONCE","postTest","Male",74,3,4,0.769230769230769,"PSEUDO"
"p456","bot","low","NONCE","postTest","Female",32,4,5,0.365384615384615,"PSEUDO"
"p457","bot","high","NONCE","postTest","Female",32,4,5,0.903846153846154,"PSEUDO"
"p458","bot","high","NONCE","postTest","Male",37,3,4,0.826923076923077,"PSEUDO"
"p459","bot","low","NONCE","postTest","Female",33,4,5,0.576923076923077,"PSEUDO"
"p46","human","high","NONCE","postTest","Female",54,4,5,0.788461538461538,"PSEUDO"
"p460","bot","low","NONCE","postTest","Female",67,4,3,0.403846153846154,"PSEUDO"
"p461","bot","low","NONCE","postTest","Female",30,4,4,0.519230769230769,"PSEUDO"
"p462","bot","high","NONCE","postTest","Female",62,5,4,1,"PSEUDO"
"p463","bot","low","NONCE","postTest","Female",32,4,5,0.25,"PSEUDO"
"p464","bot","high","NONCE","postTest","Female",21,2,3,0.730769230769231,"PSEUDO"
"p465","bot","high","NONCE","postTest","Male",27,4,4,0.826923076923077,"PSEUDO"
"p466","bot","low","NONCE","postTest","Female",39,4,1,0.75,"PSEUDO"
"p467","bot","low","NONCE","postTest","Female",44,4,2,0.903846153846154,"PSEUDO"
"p468","bot","low","NONCE","postTest","Male",28,4,3,0.480769230769231,"PSEUDO"
"p469","bot","low","NONCE","postTest","Female",37,5,5,0.365384615384615,"PSEUDO"
"p47","human","high","NONCE","postTest","Female",28,4,4,0.826923076923077,"PSEUDO"
"p470","bot","high","NONCE","postTest","Male",28,4,5,0.884615384615385,"PSEUDO"
"p471","bot","high","NONCE","postTest","Male",45,3,5,0.653846153846154,"PSEUDO"
"p472","bot","high","NONCE","postTest","Male",29,5,5,0.826923076923077,"PSEUDO"
"p473","bot","high","NONCE","postTest","Male",19,1,5,1,"PSEUDO"
"p474","bot","low","NONCE","postTest","Male",19,5,5,0.288461538461538,"PSEUDO"
"p475","bot","low","NONCE","postTest","Female",24,3,4,0.480769230769231,"PSEUDO"
"p477","bot","high","NONCE","postTest","Female",64,4,4,0.673076923076923,"PSEUDO"
"p478","bot","low","NONCE","postTest","Female",34,3,4,0.461538461538462,"PSEUDO"
"p479","bot","high","NONCE","postTest","Female",47,4,4,0.5,"PSEUDO"
"p48","human","low","NONCE","postTest","Male",37,5,4,0.153846153846154,"PSEUDO"
"p480","bot","high","NONCE","postTest","Female",45,4,5,0.769230769230769,"PSEUDO"
"p481","bot","low","NONCE","postTest","Male",27,5,5,0.230769230769231,"PSEUDO"
"p482","bot","low","NONCE","postTest","Male",40,1,5,0.576923076923077,"PSEUDO"
"p483","bot","low","NONCE","postTest","Female",33,4,4,0.461538461538462,"PSEUDO"
"p484","bot","low","NONCE","postTest","Male",26,5,5,0.423076923076923,"PSEUDO"
"p485","bot","high","NONCE","postTest","Male",30,4,4,0.365384615384615,"PSEUDO"
"p486","bot","high","NONCE","postTest","Male",51,5,5,0.615384615384615,"PSEUDO"
"p487","bot","high","NONCE","postTest","Male",26,5,4,0.384615384615385,"PSEUDO"
"p488","bot","low","NONCE","postTest","Male",37,4,3,0.192307692307692,"PSEUDO"
"p489","bot","low","NONCE","postTest","Male",27,4,4,0.788461538461538,"PSEUDO"
"p49","human","low","NONCE","postTest","Male",29,4,3,0.365384615384615,"PSEUDO"
"p490","bot","low","NONCE","postTest","Male",37,4,5,0.173076923076923,"PSEUDO"
"p491","bot","high","NONCE","postTest","Male",29,4,3,0.634615384615385,"PSEUDO"
"p492","bot","low","NONCE","postTest","Male",27,1,5,0.230769230769231,"PSEUDO"
"p493","bot","high","NONCE","postTest","Female",30,4,5,0.653846153846154,"PSEUDO"
"p494","bot","high","NONCE","postTest","Male",68,4,5,0.884615384615385,"PSEUDO"
"p495","bot","low","NONCE","postTest","Male",30,4,3,0.865384615384615,"PSEUDO"
"p496","bot","high","NONCE","postTest","Male",66,5,5,0.596153846153846,"PSEUDO"
"p499","bot","high","NONCE","postTest","Male",35,5,4,0.788461538461538,"PSEUDO"
"p5","human","high","NONCE","postTest","Female",26,5,5,0.807692307692308,"PSEUDO"
"p50","human","high","NONCE","postTest","Female",21,3,5,0.307692307692308,"PSEUDO"
"p500","bot","low","NONCE","postTest","Male",32,4,4,0.5,"PSEUDO"
"p501","bot","low","NONCE","postTest","Female",47,5,4,0.384615384615385,"PSEUDO"
"p502","bot","low","NONCE","postTest","Male",35,4,4,0.519230769230769,"PSEUDO"
"p503","bot","high","NONCE","postTest","Female",30,4,3,0.846153846153846,"PSEUDO"
"p504","bot","high","NONCE","postTest","Male",38,4,5,0.519230769230769,"PSEUDO"
"p505","bot","high","NONCE","postTest","Female",41,5,5,0.653846153846154,"PSEUDO"
"p506","bot","low","NONCE","postTest","Female",31,4,3,0.442307692307692,"PSEUDO"
"p507","bot","low","NONCE","postTest","Male",37,4,2,0.403846153846154,"PSEUDO"
"p51","human","high","NONCE","postTest","Male",35,4,4,0.942307692307692,"PSEUDO"
"p510","bot","low","NONCE","postTest","Male",22,4,4,0.538461538461538,"PSEUDO"
"p511","bot","low","NONCE","postTest","Female",41,4,3,0.326923076923077,"PSEUDO"
"p512","bot","low","NONCE","postTest","Female",44,4,3,0.653846153846154,"PSEUDO"
"p513","bot","high","NONCE","postTest","Female",38,4,3,0.730769230769231,"PSEUDO"
"p514","bot","high","NONCE","postTest","Male",41,4,4,0.865384615384615,"PSEUDO"
"p515","bot","high","NONCE","postTest","Female",56,4,4,0.865384615384615,"PSEUDO"
"p516","bot","low","NONCE","postTest","Male",26,4,5,0.230769230769231,"PSEUDO"
"p517","bot","high","NONCE","postTest","Female",24,4,4,0.596153846153846,"PSEUDO"
"p518","bot","high","NONCE","postTest","Female",55,5,4,0.615384615384615,"PSEUDO"
"p519","bot","low","NONCE","postTest","Male",61,1,3,0.442307692307692,"PSEUDO"
"p52","human","low","NONCE","postTest","Male",55,4,4,0.307692307692308,"PSEUDO"
"p520","bot","low","NONCE","postTest","Female",46,3,3,0.423076923076923,"PSEUDO"
"p521","bot","low","NONCE","postTest","Female",34,4,5,0.288461538461538,"PSEUDO"
"p522","bot","low","NONCE","postTest","Male",41,5,5,0.346153846153846,"PSEUDO"
"p524","bot","high","NONCE","postTest","Female",31,4,4,1,"PSEUDO"
"p525","bot","high","NONCE","postTest","Female",48,3,5,0.711538461538462,"PSEUDO"
"p526","bot","high","NONCE","postTest","Male",24,4,4,0.538461538461538,"PSEUDO"
"p527","bot","high","NONCE","postTest","Female",38,3,5,0.846153846153846,"PSEUDO"
"p528","bot","low","NONCE","postTest","Male",35,4,4,1,"PSEUDO"
"p529","bot","low","NONCE","postTest","Female",24,5,1,0.615384615384615,"PSEUDO"
"p53","human","high","NONCE","postTest","Female",29,5,5,1,"PSEUDO"
"p530","bot","high","NONCE","postTest","Female",28,5,5,0.75,"PSEUDO"
"p531","bot","high","NONCE","postTest","Male",27,3,4,0.519230769230769,"PSEUDO"
"p532","bot","high","NONCE","postTest","Male",27,4,2,0.288461538461538,"PSEUDO"
"p533","bot","low","NONCE","postTest","Male",36,4,4,0.288461538461538,"PSEUDO"
"p534","bot","high","NONCE","postTest","Male",36,5,4,0.75,"PSEUDO"
"p535","bot","high","NONCE","postTest","Female",31,4,4,0.788461538461538,"PSEUDO"
"p536","bot","low","NONCE","postTest","Female",46,4,4,0.423076923076923,"PSEUDO"
"p537","bot","low","NONCE","postTest","Male",34,3,4,0.326923076923077,"PSEUDO"
"p538","bot","high","NONCE","postTest","Male",29,4,5,0.75,"PSEUDO"
"p539","bot","high","NONCE","postTest","Female",28,3,4,0.673076923076923,"PSEUDO"
"p54","human","high","NONCE","postTest","Male",28,5,5,0.711538461538462,"PSEUDO"
"p540","bot","high","NONCE","postTest","Female",47,4,3,0.653846153846154,"PSEUDO"
"p541","bot","low","NONCE","postTest","Female",26,5,4,0.538461538461538,"PSEUDO"
"p542","bot","high","NONCE","postTest","Female",38,4,5,0.653846153846154,"PSEUDO"
"p543","bot","high","NONCE","postTest","Male",39,4,4,0.769230769230769,"PSEUDO"
"p544","bot","low","NONCE","postTest","Male",45,4,4,0.480769230769231,"PSEUDO"
"p545","bot","low","NONCE","postTest","Female",36,4,4,0.25,"PSEUDO"
"p546","bot","low","NONCE","postTest","Female",38,5,4,0.230769230769231,"PSEUDO"
"p547","bot","high","NONCE","postTest","Male",29,4,5,0.865384615384615,"PSEUDO"
"p548","bot","high","NONCE","postTest","Female",39,4,4,0.0576923076923077,"PSEUDO"
"p549","bot","high","NONCE","postTest","Female",26,5,5,0.538461538461538,"PSEUDO"
"p55","human","low","NONCE","postTest","Male",27,4,4,0.557692307692308,"PSEUDO"
"p550","bot","high","NONCE","postTest","Male",59,5,5,0.923076923076923,"PSEUDO"
"p551","bot","high","NONCE","postTest","Male",42,3,4,0.461538461538462,"PSEUDO"
"p552","bot","low","NONCE","postTest","Female",45,5,4,0.557692307692308,"PSEUDO"
"p553","bot","high","NONCE","postTest","Male",30,1,3,0.730769230769231,"PSEUDO"
"p554","bot","low","NONCE","postTest","Female",26,4,4,0.442307692307692,"PSEUDO"
"p555","bot","low","NONCE","postTest","Female",24,4,3,0.557692307692308,"PSEUDO"
"p556","bot","high","NONCE","postTest","Female",29,3,4,0.596153846153846,"PSEUDO"
"p557","bot","high","NONCE","postTest","Female",32,3,4,0.461538461538462,"PSEUDO"
"p558","bot","high","NONCE","postTest","Female",28,4,5,0.903846153846154,"PSEUDO"
"p559","bot","high","NONCE","postTest","Male",25,3,3,0.557692307692308,"PSEUDO"
"p56","human","low","NONCE","postTest","Female",50,5,5,0.192307692307692,"PSEUDO"
"p560","bot","high","NONCE","postTest","Female",30,4,1,0.615384615384615,"PSEUDO"
"p561","bot","low","NONCE","postTest","Female",28,5,5,0,"PSEUDO"
"p562","bot","high","NONCE","postTest","Female",41,4,3,0.903846153846154,"PSEUDO"
"p563","bot","low","NONCE","postTest","Female",33,5,5,0.326923076923077,"PSEUDO"
"p564","bot","high","NONCE","postTest","Female",35,4,3,0.730769230769231,"PSEUDO"
"p565","bot","high","NONCE","postTest","Male",19,4,5,0.846153846153846,"PSEUDO"
"p566","bot","high","NONCE","postTest","Female",54,1,5,0.923076923076923,"PSEUDO"
"p567","bot","low","NONCE","postTest","Female",39,5,3,0.153846153846154,"PSEUDO"
"p568","bot","low","NONCE","postTest","Female",32,3,4,0.403846153846154,"PSEUDO"
"p569","bot","low","NONCE","postTest","Female",32,4,4,0.403846153846154,"PSEUDO"
"p57","human","high","NONCE","postTest","Female",44,4,4,0.0576923076923077,"PSEUDO"
"p570","bot","high","NONCE","postTest","Male",62,2,3,1,"PSEUDO"
"p571","bot","low","NONCE","postTest","Male",26,4,2,0.346153846153846,"PSEUDO"
"p572","bot","low","NONCE","postTest","Male",34,5,5,0.346153846153846,"PSEUDO"
"p573","bot","high","NONCE","postTest","Female",32,4,4,0.576923076923077,"PSEUDO"
"p574","bot","low","NONCE","postTest","Female",53,3,5,0.442307692307692,"PSEUDO"
"p575","bot","low","NONCE","postTest","Male",37,4,4,0.5,"PSEUDO"
"p576","bot","high","NONCE","postTest","Male",68,4,4,0.653846153846154,"PSEUDO"
"p577","bot","high","NONCE","postTest","Female",37,5,5,0.653846153846154,"PSEUDO"
"p578","bot","low","NONCE","postTest","Female",21,5,3,0.346153846153846,"PSEUDO"
"p579","bot","low","NONCE","postTest","Male",33,2,3,0.346153846153846,"PSEUDO"
"p58","human","high","NONCE","postTest","Male",30,4,5,0.75,"PSEUDO"
"p580","bot","low","NONCE","postTest","Male",26,4,4,0.673076923076923,"PSEUDO"
"p581","bot","high","NONCE","postTest","Female",48,5,5,0.826923076923077,"PSEUDO"
"p582","bot","high","NONCE","postTest","Male",27,5,5,0.807692307692308,"PSEUDO"
"p583","bot","high","NONCE","postTest","Female",30,4,5,0.596153846153846,"PSEUDO"
"p584","bot","low","NONCE","postTest","Male",34,5,5,0.442307692307692,"PSEUDO"
"p585","bot","high","NONCE","postTest","Female",24,3,5,0.884615384615385,"PSEUDO"
"p586","bot","low","NONCE","postTest","Male",58,5,4,0.423076923076923,"PSEUDO"
"p587","bot","high","NONCE","postTest","Female",35,5,4,0.769230769230769,"PSEUDO"
"p588","bot","low","NONCE","postTest","Female",24,3,4,0.461538461538462,"PSEUDO"
"p589","bot","low","NONCE","postTest","Male",26,4,4,0.480769230769231,"PSEUDO"
"p59","human","high","NONCE","postTest","Female",45,4,4,0.653846153846154,"PSEUDO"
"p590","bot","low","NONCE","postTest","Female",29,4,3,0.403846153846154,"PSEUDO"
"p591","bot","high","NONCE","postTest","Female",24,5,3,0.192307692307692,"PSEUDO"
"p592","bot","low","NONCE","postTest","Female",56,4,4,0.557692307692308,"PSEUDO"
"p593","bot","high","NONCE","postTest","Male",42,2,4,0.923076923076923,"PSEUDO"
"p594","bot","high","NONCE","postTest","Male",38,3,5,0.653846153846154,"PSEUDO"
"p595","bot","low","NONCE","postTest","Male",28,3,3,0.5,"PSEUDO"
"p596","bot","high","NONCE","postTest","Female",30,2,5,0.653846153846154,"PSEUDO"
"p597","bot","high","NONCE","postTest","Female",76,4,5,0.826923076923077,"PSEUDO"
"p598","bot","low","NONCE","postTest","Male",33,4,5,0.288461538461538,"PSEUDO"
"p599","bot","high","NONCE","postTest","Male",43,5,4,0.730769230769231,"PSEUDO"
"p6","human","high","NONCE","postTest","Male",23,5,5,0.519230769230769,"PSEUDO"
"p60","human","low","NONCE","postTest","Female",31,4,5,0.653846153846154,"PSEUDO"
"p600","bot","high","NONCE","postTest","Female",33,4,4,0.557692307692308,"PSEUDO"
"p601","bot","low","NONCE","postTest","Male",30,5,3,0.538461538461538,"PSEUDO"
"p602","bot","high","NONCE","postTest","Male",30,5,4,0.711538461538462,"PSEUDO"
"p603","bot","high","NONCE","postTest","Male",28,3,4,0.557692307692308,"PSEUDO"
"p604","bot","low","NONCE","postTest","Male",31,2,4,0.480769230769231,"PSEUDO"
"p605","bot","high","NONCE","postTest","Female",29,4,4,0.730769230769231,"PSEUDO"
"p606","bot","low","NONCE","postTest","Male",23,5,5,0.461538461538462,"PSEUDO"
"p607","bot","low","NONCE","postTest","Female",67,4,4,0.25,"PSEUDO"
"p608","bot","high","NONCE","postTest","Male",23,5,4,0.673076923076923,"PSEUDO"
"p609","bot","low","NONCE","postTest","Female",31,4,5,0.403846153846154,"PSEUDO"
"p61","human","low","NONCE","postTest","Male",29,5,3,0.384615384615385,"PSEUDO"
"p610","bot","low","NONCE","postTest","Male",30,4,5,0.442307692307692,"PSEUDO"
"p611","bot","high","NONCE","postTest","Female",24,4,5,0.961538461538462,"PSEUDO"
"p612","bot","low","NONCE","postTest","Male",21,3,4,0.576923076923077,"PSEUDO"
"p613","bot","high","NONCE","postTest","Female",36,2,4,0.980769230769231,"PSEUDO"
"p614","bot","low","NONCE","postTest","Male",26,4,5,0.923076923076923,"PSEUDO"
"p615","bot","low","NONCE","postTest","Female",57,4,3,0.173076923076923,"PSEUDO"
"p617","bot","high","NONCE","postTest","Female",47,3,5,0.442307692307692,"PSEUDO"
"p618","bot","high","NONCE","postTest","Female",27,3,2,1,"PSEUDO"
"p619","bot","high","NONCE","postTest","Male",56,4,4,0.75,"PSEUDO"
"p62","human","high","NONCE","postTest","Male",28,3,4,0.865384615384615,"PSEUDO"
"p620","bot","high","NONCE","postTest","Male",30,3,4,0.634615384615385,"PSEUDO"
"p621","bot","high","NONCE","postTest","Female",33,3,5,0.75,"PSEUDO"
"p622","bot","low","NONCE","postTest","Male",26,4,5,0.307692307692308,"PSEUDO"
"p623","bot","low","NONCE","postTest","Female",23,4,5,0.326923076923077,"PSEUDO"
"p624","bot","high","NONCE","postTest","Female",37,5,4,0.557692307692308,"PSEUDO"
"p625","bot","high","NONCE","postTest","Female",42,3,5,0.826923076923077,"PSEUDO"
"p626","bot","low","NONCE","postTest","Male",34,4,5,0.326923076923077,"PSEUDO"
"p627","bot","low","NONCE","postTest","Male",24,4,4,0.0576923076923077,"PSEUDO"
"p628","bot","low","NONCE","postTest","Female",46,5,5,0,"PSEUDO"
"p629","bot","high","NONCE","postTest","Female",47,3,5,0.75,"PSEUDO"
"p63","human","low","NONCE","postTest","Female",41,5,5,0.269230769230769,"PSEUDO"
"p630","bot","low","NONCE","postTest","Female",26,3,3,0.403846153846154,"PSEUDO"
"p631","bot","high","NONCE","postTest","Male",25,4,2,0.269230769230769,"PSEUDO"
"p632","bot","high","NONCE","postTest","Female",38,3,4,0.442307692307692,"PSEUDO"
"p633","bot","high","NONCE","postTest","Female",26,4,5,0.557692307692308,"PSEUDO"
"p634","bot","high","NONCE","postTest","Male",35,4,4,0.673076923076923,"PSEUDO"
"p635","bot","low","NONCE","postTest","Female",40,2,5,0.384615384615385,"PSEUDO"
"p636","bot","low","NONCE","postTest","Female",24,4,3,0.480769230769231,"PSEUDO"
"p637","human","high","NONCE","postTest","Female",71,4,5,0.692307692307692,"PSEUDO"
"p638","human","low","NONCE","postTest","Male",30,4,3,0,"PSEUDO"
"p639","human","low","NONCE","postTest","Female",37,3,4,0.788461538461538,"PSEUDO"
"p64","human","high","NONCE","postTest","Male",29,4,5,0.576923076923077,"PSEUDO"
"p640","human","low","NONCE","postTest","Male",20,3,3,0.0192307692307692,"PSEUDO"
"p641","human","low","NONCE","postTest","Female",61,4,4,0.211538461538462,"PSEUDO"
"p642","human","high","NONCE","postTest","Female",27,3,5,0.673076923076923,"PSEUDO"
"p643","human","high","NONCE","postTest","Female",27,4,5,0.711538461538462,"PSEUDO"
"p644","human","high","NONCE","postTest","Male",30,5,4,0.730769230769231,"PSEUDO"
"p645","human","high","NONCE","postTest","Male",27,4,4,0.865384615384615,"PSEUDO"
"p646","human","low","NONCE","postTest","Female",36,4,4,0.480769230769231,"PSEUDO"
"p647","human","low","NONCE","postTest","Male",28,4,5,0.5,"PSEUDO"
"p648","human","high","NONCE","postTest","Female",19,5,5,0.519230769230769,"PSEUDO"
"p649","human","low","NONCE","postTest","Male",31,3,3,0.211538461538462,"PSEUDO"
"p65","human","high","NONCE","postTest","Male",31,4,4,0.5,"PSEUDO"
"p650","human","low","NONCE","postTest","Female",25,4,5,0.365384615384615,"PSEUDO"
"p651","human","low","NONCE","postTest","Female",38,2,4,0.557692307692308,"PSEUDO"
"p652","human","high","NONCE","postTest","Female",29,4,4,0.634615384615385,"PSEUDO"
"p653","human","high","NONCE","postTest","Female",34,5,4,0.846153846153846,"PSEUDO"
"p654","human","low","NONCE","postTest","Male",32,4,5,0.25,"PSEUDO"
"p655","human","high","NONCE","postTest","Female",63,4,4,0.75,"PSEUDO"
"p656","human","high","NONCE","postTest","Male",28,4,4,0.557692307692308,"PSEUDO"
"p657","human","low","NONCE","postTest","Male",39,5,2,0.519230769230769,"PSEUDO"
"p658","human","high","NONCE","postTest","Male",30,3,5,0.538461538461538,"PSEUDO"
"p659","human","high","NONCE","postTest","Male",30,4,5,0.230769230769231,"PSEUDO"
"p66","human","low","NONCE","postTest","Female",47,4,2,0.192307692307692,"PSEUDO"
"p660","human","high","NONCE","postTest","Male",47,4,4,0.576923076923077,"PSEUDO"
"p661","human","low","NONCE","postTest","Male",23,3,1,0.384615384615385,"PSEUDO"
"p662","human","high","NONCE","postTest","Female",55,5,5,0.846153846153846,"PSEUDO"
"p663","human","low","NONCE","postTest","Female",33,3,4,0.403846153846154,"PSEUDO"
"p664","human","low","NONCE","postTest","Male",32,4,4,0.5,"PSEUDO"
"p665","human","low","NONCE","postTest","Female",26,4,4,0.346153846153846,"PSEUDO"
"p666","human","high","NONCE","postTest","Male",22,4,5,0.634615384615385,"PSEUDO"
"p667","human","high","NONCE","postTest","Female",46,4,5,0.615384615384615,"PSEUDO"
"p668","human","low","NONCE","postTest","Male",34,4,5,0.653846153846154,"PSEUDO"
"p669","human","low","NONCE","postTest","Female",31,5,5,0.711538461538462,"PSEUDO"
"p67","human","low","NONCE","postTest","Female",25,5,4,0.942307692307692,"PSEUDO"
"p670","human","high","NONCE","postTest","Male",35,4,5,0.846153846153846,"PSEUDO"
"p671","human","high","NONCE","postTest","Female",40,4,5,0.807692307692308,"PSEUDO"
"p672","human","high","NONCE","postTest","Female",41,3,4,0.5,"PSEUDO"
"p673","human","low","NONCE","postTest","Male",33,4,3,0.461538461538462,"PSEUDO"
"p674","human","high","NONCE","postTest","Female",37,3,5,0.75,"PSEUDO"
"p675","human","low","NONCE","postTest","Male",44,3,3,0.384615384615385,"PSEUDO"
"p676","human","low","NONCE","postTest","Female",19,4,3,0.365384615384615,"PSEUDO"
"p677","human","low","NONCE","postTest","Male",23,4,4,0.403846153846154,"PSEUDO"
"p678","human","low","NONCE","postTest","Male",61,5,5,0.442307692307692,"PSEUDO"
"p679","human","low","NONCE","postTest","Female",20,5,3,0.461538461538462,"PSEUDO"
"p68","human","low","NONCE","postTest","Male",56,5,4,0.538461538461538,"PSEUDO"
"p680","human","high","NONCE","postTest","Female",25,4,5,0.615384615384615,"PSEUDO"
"p681","human","high","NONCE","postTest","Female",25,5,4,0.673076923076923,"PSEUDO"
"p682","human","low","NONCE","postTest","Male",59,3,4,0.557692307692308,"PSEUDO"
"p683","human","high","NONCE","postTest","Male",35,3,4,0.423076923076923,"PSEUDO"
"p684","human","low","NONCE","postTest","Male",27,5,3,0.538461538461538,"PSEUDO"
"p685","human","high","NONCE","postTest","Male",37,3,3,0.480769230769231,"PSEUDO"
"p686","human","high","NONCE","postTest","Female",34,5,4,0.576923076923077,"PSEUDO"
"p687","human","low","NONCE","postTest","Male",31,5,3,0.692307692307692,"PSEUDO"
"p688","human","low","NONCE","postTest","Female",25,4,5,0.0961538461538462,"PSEUDO"
"p689","human","high","NONCE","postTest","Male",46,5,4,0.615384615384615,"PSEUDO"
"p69","human","high","NONCE","postTest","Female",34,4,4,0.442307692307692,"PSEUDO"
"p690","human","low","NONCE","postTest","Male",37,3,3,0.192307692307692,"PSEUDO"
"p691","human","high","NONCE","postTest","Female",49,4,4,0.480769230769231,"PSEUDO"
"p692","human","low","NONCE","postTest","Female",43,5,5,1,"PSEUDO"
"p693","human","high","NONCE","postTest","Male",55,4,4,0.673076923076923,"PSEUDO"
"p694","human","high","NONCE","postTest","Male",44,4,5,0.519230769230769,"PSEUDO"
"p695","human","high","NONCE","postTest","Female",29,3,1,0.884615384615385,"PSEUDO"
"p696","human","low","NONCE","postTest","Female",36,5,2,0.615384615384615,"PSEUDO"
"p697","human","low","NONCE","postTest","Female",20,4,3,0.346153846153846,"PSEUDO"
"p698","human","high","NONCE","postTest","Male",33,5,1,0.576923076923077,"PSEUDO"
"p699","human","high","NONCE","postTest","Male",33,4,5,0.576923076923077,"PSEUDO"
"p7","human","low","NONCE","postTest","Male",34,1,5,0.461538461538462,"PSEUDO"
"p70","human","low","NONCE","postTest","Male",29,4,4,0.403846153846154,"PSEUDO"
"p700","human","low","NONCE","postTest","Female",44,5,1,0.230769230769231,"PSEUDO"
