"participant","trialNumber","cue","correct","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","partic.gender","phase","partic.age"
"s1016",44,"social",TRUE,"pelrul","male","chair_large","pel","chair_dimin","pelfek","pelrul","pelrul","Male","training",29
"s1016",45,"social",TRUE,"wukrul","male_side","mushroom_large","wuk","mushroom_dimin","wukfek","wukrul","wukrul","Male","training",29
"s1016",46,"social",FALSE,"wukfek","female","mushroom_large","wuk","mushroom_dimin","wukfek","wukrul","wukrul","Male","training",29
"s1016",47,"social",TRUE,"wukrul","male_side","mushroom_large","wuk","mushroom_dimin","wukfek","wukrul","wukrul","Male","training",29
"s1016",48,"social",FALSE,"wukfek","female","mushroom_large","wuk","mushroom_dimin","wukfek","wukrul","wukrul","Male","training",29
"s1016",49,"social",TRUE,"wukrul","male_side","mushroom_large","wuk","mushroom_dimin","wukfek","wukrul","wukrul","Male","training",29
"s1016",50,"social",TRUE,"wukfek","female","mushroom_large","wuk","mushroom_dimin","wukfek","wukrul","wukfek","Male","training",29
"s1017",1,"social",TRUE,"wanwun","female_side","fox_large_male","wan","fox_dimin","wanwun","wantas","wanwun","Female","training",29
"s1017",2,"social",TRUE,"pelwun","female","bokchoy_large","pel","bokchoy_dimin","pelwun","peltas","pelwun","Female","training",29
"s1017",3,"social",FALSE,"wantas","male","fox_large_male","wan","fox_dimin","wanwun","wantas","wanwun","Female","training",29
"s1017",4,"social",TRUE,"pelwun","female","bokchoy_large","pel","bokchoy_dimin","pelwun","peltas","pelwun","Female","training",29
"s1017",5,"social",TRUE,"wantas","male","fox_large_male","wan","fox_dimin","wanwun","wantas","wantas","Female","training",29
"s1017",6,"social",FALSE,"toswun","female_side","gate_large","tos","gate_dimin","toswun","tostas","tostas","Female","training",29
"s1017",7,"social",TRUE,"wantas","male","fox_large_male","wan","fox_dimin","wanwun","wantas","wantas","Female","training",29
"s1017",8,"social",TRUE,"toswun","female_side","gate_large","tos","gate_dimin","toswun","tostas","toswun","Female","training",29
"s1017",9,"social",FALSE,"tostas","male_side","gate_large","tos","gate_dimin","toswun","tostas","toswun","Female","training",29
"s1017",10,"social",TRUE,"toswun","female_side","gate_large","tos","gate_dimin","toswun","tostas","toswun","Female","training",29
"s1017",11,"social",TRUE,"tostas","male_side","gate_large","tos","gate_dimin","toswun","tostas","tostas","Female","training",29
"s1017",12,"social",TRUE,"wukwun","female","candleholder_large","wuk","candleholder_dimin","wukwun","wuktas","wukwun","Female","training",29
"s1017",13,"social",FALSE,"fenwun","female_side","mushroom_large","fen","mushroom_dimin","fenwun","fentas","fentas","Female","training",29
"s1017",14,"social",TRUE,"wukwun","female","candleholder_large","wuk","candleholder_dimin","wukwun","wuktas","wukwun","Female","training",29
"s1017",15,"social",TRUE,"fenwun","female_side","mushroom_large","fen","mushroom_dimin","fenwun","fentas","fenwun","Female","training",29
"s1017",16,"social",FALSE,"peltas","male_side","bokchoy_large","pel","bokchoy_dimin","pelwun","peltas","pelwun","Female","training",29
"s1017",17,"social",TRUE,"fenwun","female_side","mushroom_large","fen","mushroom_dimin","fenwun","fentas","fenwun","Female","training",29
"s1017",18,"social",TRUE,"peltas","male_side","bokchoy_large","pel","bokchoy_dimin","pelwun","peltas","peltas","Female","training",29
"s1017",19,"social",TRUE,"wanwun","female","fox_large_male","wan","fox_dimin","wanwun","wantas","wanwun","Female","training",29
"s1017",20,"social",TRUE,"peltas","male","bokchoy_large","pel","bokchoy_dimin","pelwun","peltas","peltas","Female","training",29
"s1017",21,"social",FALSE,"wuktas","male_side","candleholder_large","wuk","candleholder_dimin","wukwun","wuktas","wukwun","Female","training",29
"s1017",22,"social",TRUE,"peltas","male","bokchoy_large","pel","bokchoy_dimin","pelwun","peltas","peltas","Female","training",29
"s1017",23,"social",TRUE,"wuktas","male_side","candleholder_large","wuk","candleholder_dimin","wukwun","wuktas","wuktas","Female","training",29
"s1017",24,"social",TRUE,"fiswun","female_side","chair_large","fis","chair_dimin","fiswun","fistas","fiswun","Female","training",29
"s1017",25,"social",FALSE,"fentas","male_side","mushroom_large","fen","mushroom_dimin","fenwun","fentas","fenwun","Female","training",29
"s1017",26,"social",TRUE,"fiswun","female_side","chair_large","fis","chair_dimin","fiswun","fistas","fiswun","Female","training",29
"s1017",27,"social",TRUE,"fentas","male_side","mushroom_large","fen","mushroom_dimin","fenwun","fentas","fentas","Female","training",29
"s1017",28,"social",FALSE,"pelwun","female_side","bokchoy_large","pel","bokchoy_dimin","pelwun","peltas","peltas","Female","training",29
"s1017",29,"social",TRUE,"fentas","male_side","mushroom_large","fen","mushroom_dimin","fenwun","fentas","fentas","Female","training",29
"s1017",30,"social",TRUE,"pelwun","female_side","bokchoy_large","pel","bokchoy_dimin","pelwun","peltas","pelwun","Female","training",29
"s1017",31,"social",TRUE,"wukwun","female_side","candleholder_large","wuk","candleholder_dimin","wukwun","wuktas","wukwun","Female","training",29
"s1017",32,"social",FALSE,"wuktas","male","candleholder_large","wuk","candleholder_dimin","wukwun","wuktas","wukwun","Female","training",29
"s1017",33,"social",TRUE,"wukwun","female_side","candleholder_large","wuk","candleholder_dimin","wukwun","wuktas","wukwun","Female","training",29
"s1017",34,"social",TRUE,"wuktas","male","candleholder_large","wuk","candleholder_dimin","wukwun","wuktas","wuktas","Female","training",29
"s1017",35,"social",TRUE,"fistas","male","chair_large","fis","chair_dimin","fiswun","fistas","fistas","Female","training",29
"s1017",36,"social",TRUE,"fiswun","female","chair_large","fis","chair_dimin","fiswun","fistas","fiswun","Female","training",29
"s1017",37,"social",TRUE,"tostas","male","gate_large","tos","gate_dimin","toswun","tostas","tostas","Female","training",29
"s1017",38,"social",TRUE,"fentas","male","mushroom_large","fen","mushroom_dimin","fenwun","fentas","fentas","Female","training",29
"s1017",39,"social",TRUE,"toswun","female","gate_large","tos","gate_dimin","toswun","tostas","toswun","Female","training",29
"s1017",40,"social",TRUE,"fistas","male_side","chair_large","fis","chair_dimin","fiswun","fistas","fistas","Female","training",29
"s1017",41,"social",TRUE,"wantas","male_side","fox_large_male","wan","fox_dimin","wanwun","wantas","wantas","Female","training",29
"s1017",42,"social",TRUE,"fenwun","female","mushroom_large","fen","mushroom_dimin","fenwun","fentas","fenwun","Female","training",29
"s1018",1,"spatial",TRUE,"wunpel","female_side","chair_large","wun","chair_dimin","wunfis","wunpel","wunpel","Male","training",30
"s1018",2,"spatial",TRUE,"wunpel","male_side","chair_large","wun","chair_dimin","wunfis","wunpel","wunpel","Male","training",30
"s1018",3,"spatial",FALSE,"wukfis","male","gate_large","wuk","gate_dimin","wukfis","wukpel","wukpel","Male","training",30
"s1018",4,"spatial",TRUE,"wunpel","male_side","chair_large","wun","chair_dimin","wunfis","wunpel","wunpel","Male","training",30
"s1018",5,"spatial",TRUE,"wukfis","male","gate_large","wuk","gate_dimin","wukfis","wukpel","wukfis","Male","training",30
"s1018",6,"spatial",FALSE,"tasfis","female","bear_large_male","tas","bear_dimin","tasfis","taspel","taspel","Male","training",30
"s1018",7,"spatial",TRUE,"wukfis","male","gate_large","wuk","gate_dimin","wukfis","wukpel","wukfis","Male","training",30
"s1018",8,"spatial",TRUE,"tasfis","female","bear_large_male","tas","bear_dimin","tasfis","taspel","tasfis","Male","training",30
"s1018",9,"spatial",FALSE,"wunfis","male","chair_large","wun","chair_dimin","wunfis","wunpel","wunpel","Male","training",30
"s1018",10,"spatial",TRUE,"tasfis","female","bear_large_male","tas","bear_dimin","tasfis","taspel","tasfis","Male","training",30
"s1018",11,"spatial",FALSE,"wunfis","male","chair_large","wun","chair_dimin","wunfis","wunpel","wunpel","Male","training",30
"s1018",12,"spatial",TRUE,"tasfis","female","bear_large_male","tas","bear_dimin","tasfis","taspel","tasfis","Male","training",30
"s1018",13,"spatial",TRUE,"wunfis","male","chair_large","wun","chair_dimin","wunfis","wunpel","wunfis","Male","training",30
"s1018",14,"spatial",FALSE,"rulpel","female_side","pitcher_large","rul","pitcher_dimin","rulfis","rulpel","rulfis","Male","training",30
"s1018",15,"spatial",TRUE,"wunfis","male","chair_large","wun","chair_dimin","wunfis","wunpel","wunfis","Male","training",30
"s1018",16,"spatial",TRUE,"rulpel","female_side","pitcher_large","rul","pitcher_dimin","rulfis","rulpel","rulpel","Male","training",30
"s1018",17,"spatial",TRUE,"rulpel","male_side","pitcher_large","rul","pitcher_dimin","rulfis","rulpel","rulpel","Male","training",30
"s1018",18,"spatial",TRUE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunpel","wunfis","Male","training",30
"s1018",19,"spatial",FALSE,"rulfis","male","pitcher_large","rul","pitcher_dimin","rulfis","rulpel","rulpel","Male","training",30
"s1018",20,"spatial",TRUE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunpel","wunfis","Male","training",30
"s1018",21,"spatial",TRUE,"rulfis","male","pitcher_large","rul","pitcher_dimin","rulfis","rulpel","rulfis","Male","training",30
"s1018",22,"spatial",TRUE,"tasfis","male","bear_large_male","tas","bear_dimin","tasfis","taspel","tasfis","Male","training",30
"s1018",23,"spatial",FALSE,"taspel","male_side","bear_large_male","tas","bear_dimin","tasfis","taspel","tasfis","Male","training",30
"s1018",24,"spatial",TRUE,"tasfis","male","bear_large_male","tas","bear_dimin","tasfis","taspel","tasfis","Male","training",30
"s1018",25,"spatial",TRUE,"taspel","male_side","bear_large_male","tas","bear_dimin","tasfis","taspel","taspel","Male","training",30
"s1018",26,"spatial",FALSE,"rikpel","male_side","chair_large","rik","chair_dimin","rikfis","rikpel","rikfis","Male","training",30
"s1018",27,"spatial",FALSE,"taspel","male_side","bear_large_male","tas","bear_dimin","tasfis","taspel","tasfis","Male","training",30
"s1018",28,"spatial",TRUE,"tasfis","male","bear_large_male","tas","bear_dimin","tasfis","taspel","tasfis","Male","training",30
"s1018",29,"spatial",TRUE,"taspel","male_side","bear_large_male","tas","bear_dimin","tasfis","taspel","taspel","Male","training",30
"s1018",30,"spatial",TRUE,"rikpel","male_side","chair_large","rik","chair_dimin","rikfis","rikpel","rikpel","Male","training",30
"s1018",31,"spatial",FALSE,"tolpel","male_side","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolfis","Male","training",30
"s1018",32,"spatial",TRUE,"rikpel","male_side","chair_large","rik","chair_dimin","rikfis","rikpel","rikpel","Male","training",30
"s1018",33,"spatial",TRUE,"tolpel","male_side","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolpel","Male","training",30
"s1018",34,"spatial",FALSE,"rulfis","female","pitcher_large","rul","pitcher_dimin","rulfis","rulpel","rulpel","Male","training",30
"s1018",35,"spatial",TRUE,"tolpel","male_side","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolpel","Male","training",30
"s1018",36,"spatial",TRUE,"rulfis","female","pitcher_large","rul","pitcher_dimin","rulfis","rulpel","rulfis","Male","training",30
"s1018",37,"spatial",TRUE,"rikfis","female","chair_large","rik","chair_dimin","rikfis","rikpel","rikfis","Male","training",30
"s1018",38,"spatial",FALSE,"tolfis","female","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolpel","Male","training",30
"s1018",39,"spatial",TRUE,"rikfis","female","chair_large","rik","chair_dimin","rikfis","rikpel","rikfis","Male","training",30
"s1018",40,"spatial",TRUE,"tolfis","female","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolfis","Male","training",30
"s1018",41,"spatial",TRUE,"rikfis","male","chair_large","rik","chair_dimin","rikfis","rikpel","rikfis","Male","training",30
"s1018",42,"spatial",FALSE,"rikpel","female_side","chair_large","rik","chair_dimin","rikfis","rikpel","rikfis","Male","training",30
"s1018",43,"spatial",TRUE,"rikfis","male","chair_large","rik","chair_dimin","rikfis","rikpel","rikfis","Male","training",30
"s1018",44,"spatial",TRUE,"rikpel","female_side","chair_large","rik","chair_dimin","rikfis","rikpel","rikpel","Male","training",30
"s1018",45,"spatial",FALSE,"wukpel","female_side","gate_large","wuk","gate_dimin","wukfis","wukpel","wukfis","Male","training",30
"s1018",46,"spatial",TRUE,"rikpel","female_side","chair_large","rik","chair_dimin","rikfis","rikpel","rikpel","Male","training",30
"s1018",47,"spatial",TRUE,"wukpel","female_side","gate_large","wuk","gate_dimin","wukfis","wukpel","wukpel","Male","training",30
"s1018",48,"spatial",TRUE,"tolfis","male","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolfis","Male","training",30
"s1018",49,"spatial",FALSE,"wukpel","male_side","gate_large","wuk","gate_dimin","wukfis","wukpel","wukfis","Male","training",30
"s1018",50,"spatial",FALSE,"tolfis","male","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolpel","Male","training",30
"s1018",51,"spatial",FALSE,"wukpel","female_side","gate_large","wuk","gate_dimin","wukfis","wukpel","wukfis","Male","training",30
"s1018",52,"spatial",TRUE,"rikpel","female_side","chair_large","rik","chair_dimin","rikfis","rikpel","rikpel","Male","training",30
"s1018",53,"spatial",TRUE,"wukpel","female_side","gate_large","wuk","gate_dimin","wukfis","wukpel","wukpel","Male","training",30
"s1018",54,"spatial",TRUE,"tolfis","male","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolfis","Male","training",30
"s1018",55,"spatial",FALSE,"wukpel","male_side","gate_large","wuk","gate_dimin","wukfis","wukpel","wukfis","Male","training",30
"s1018",56,"spatial",TRUE,"tolfis","male","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolfis","Male","training",30
"s1018",57,"spatial",TRUE,"wukpel","male_side","gate_large","wuk","gate_dimin","wukfis","wukpel","wukpel","Male","training",30
"s1018",58,"spatial",FALSE,"tolpel","female_side","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolfis","Male","training",30
"s1018",59,"spatial",TRUE,"wukpel","male_side","gate_large","wuk","gate_dimin","wukfis","wukpel","wukpel","Male","training",30
"s1018",60,"spatial",TRUE,"tolpel","female_side","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolpel","Male","training",30
"s1018",61,"spatial",FALSE,"wukfis","female","gate_large","wuk","gate_dimin","wukfis","wukpel","wukpel","Male","training",30
"s1018",62,"spatial",TRUE,"tolpel","female_side","candleholder_large","tol","candleholder_dimin","tolfis","tolpel","tolpel","Male","training",30
"s1018",63,"spatial",TRUE,"wukfis","female","gate_large","wuk","gate_dimin","wukfis","wukpel","wukfis","Male","training",30
"s1018",64,"spatial",TRUE,"taspel","female_side","bear_large_male","tas","bear_dimin","tasfis","taspel","taspel","Male","training",30
"s1019",1,"spatial",FALSE,"fekril","male_side","bear_large_male","fek","bear_dimin","fekrik","fekril","fekrik","Male","training",27
"s1019",2,"spatial",TRUE,"fekril","male_side","bear_large_male","fek","bear_dimin","fekrik","fekril","fekril","Male","training",27
"s1019",3,"spatial",TRUE,"tosril","female_side","bokchoy_large","tos","bokchoy_dimin","tosrik","tosril","tosril","Male","training",27
"s1019",4,"spatial",TRUE,"wanril","female_side","fox_large_male","wan","fox_dimin","wanrik","wanril","wanril","Male","training",27
"s1019",5,"spatial",FALSE,"fenrik","female","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenril","Male","training",27
"s1019",6,"spatial",TRUE,"wanril","female_side","fox_large_male","wan","fox_dimin","wanrik","wanril","wanril","Male","training",27
"s1019",7,"spatial",TRUE,"fenrik","female","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenrik","Male","training",27
"s1019",8,"spatial",TRUE,"tolril","male_side","gate_large","tol","gate_dimin","tolrik","tolril","tolril","Male","training",27
"s1019",9,"spatial",FALSE,"tosrik","female","bokchoy_large","tos","bokchoy_dimin","tosrik","tosril","tosril","Male","training",27
"s1019",10,"spatial",TRUE,"tolril","male_side","gate_large","tol","gate_dimin","tolrik","tolril","tolril","Male","training",27
"s1019",11,"spatial",TRUE,"tosrik","female","bokchoy_large","tos","bokchoy_dimin","tosrik","tosril","tosrik","Male","training",27
"s1019",12,"spatial",TRUE,"fekril","female_side","bear_large_male","fek","bear_dimin","fekrik","fekril","fekril","Male","training",27
"s1019",13,"spatial",FALSE,"tolrik","female","gate_large","tol","gate_dimin","tolrik","tolril","tolril","Male","training",27
"s1019",14,"spatial",TRUE,"fekril","female_side","bear_large_male","fek","bear_dimin","fekrik","fekril","fekril","Male","training",27
"s1019",15,"spatial",TRUE,"tolrik","female","gate_large","tol","gate_dimin","tolrik","tolril","tolrik","Male","training",27
"s1019",16,"spatial",TRUE,"tosrik","male","bokchoy_large","tos","bokchoy_dimin","tosrik","tosril","tosrik","Male","training",27
"s1019",17,"spatial",FALSE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenril","Male","training",27
"s1019",18,"spatial",TRUE,"tosrik","male","bokchoy_large","tos","bokchoy_dimin","tosrik","tosril","tosrik","Male","training",27
"s1019",19,"spatial",TRUE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenrik","Male","training",27
"s1019",20,"spatial",FALSE,"fenril","female_side","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenrik","Male","training",27
"s1019",21,"spatial",TRUE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenrik","Male","training",27
"s1019",22,"spatial",TRUE,"fenril","female_side","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenril","Male","training",27
"s1019",23,"spatial",FALSE,"fekrik","female","bear_large_male","fek","bear_dimin","fekrik","fekril","fekril","Male","training",27
"s1019",24,"spatial",FALSE,"fenril","female_side","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenrik","Male","training",27
"s1019",25,"spatial",TRUE,"fenrik","male","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenrik","Male","training",27
"s1019",26,"spatial",TRUE,"fenril","female_side","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenril","Male","training",27
"s1019",27,"spatial",TRUE,"fekrik","female","bear_large_male","fek","bear_dimin","fekrik","fekril","fekrik","Male","training",27
"s1019",28,"spatial",FALSE,"wanrik","female","fox_large_male","wan","fox_dimin","wanrik","wanril","wanril","Male","training",27
"s1019",29,"spatial",FALSE,"fekrik","female","bear_large_male","fek","bear_dimin","fekrik","fekril","fekril","Male","training",27
"s1019",30,"spatial",TRUE,"fenril","female_side","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenril","Male","training",27
"s1019",31,"spatial",TRUE,"fekrik","female","bear_large_male","fek","bear_dimin","fekrik","fekril","fekrik","Male","training",27
"s1019",32,"spatial",TRUE,"wanrik","female","fox_large_male","wan","fox_dimin","wanrik","wanril","wanrik","Male","training",27
"s1019",33,"spatial",FALSE,"fenril","male_side","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenrik","Male","training",27
"s1019",34,"spatial",TRUE,"wanrik","female","fox_large_male","wan","fox_dimin","wanrik","wanril","wanrik","Male","training",27
"s1019",35,"spatial",TRUE,"fenril","male_side","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenril","Male","training",27
"s1019",36,"spatial",FALSE,"falrik","female","chair_large","fal","chair_dimin","falrik","falril","falril","Male","training",27
"s1019",37,"spatial",TRUE,"fenril","male_side","bokchoy_large","fen","bokchoy_dimin","fenrik","fenril","fenril","Male","training",27
"s1019",38,"spatial",TRUE,"falrik","female","chair_large","fal","chair_dimin","falrik","falril","falrik","Male","training",27
"s1019",39,"spatial",FALSE,"falril","male_side","chair_large","fal","chair_dimin","falrik","falril","falrik","Male","training",27
"s1019",40,"spatial",TRUE,"falrik","female","chair_large","fal","chair_dimin","falrik","falril","falrik","Male","training",27
"s1019",41,"spatial",FALSE,"falril","male_side","chair_large","fal","chair_dimin","falrik","falril","falrik","Male","training",27
"s1019",42,"spatial",TRUE,"falrik","female","chair_large","fal","chair_dimin","falrik","falril","falrik","Male","training",27
"s1019",43,"spatial",TRUE,"falril","male_side","chair_large","fal","chair_dimin","falrik","falril","falril","Male","training",27
"s1019",44,"spatial",TRUE,"tolril","female_side","gate_large","tol","gate_dimin","tolrik","tolril","tolril","Male","training",27
"s1019",45,"spatial",TRUE,"fekrik","male","bear_large_male","fek","bear_dimin","fekrik","fekril","fekrik","Male","training",27
"s1019",46,"spatial",FALSE,"falrik","male","chair_large","fal","chair_dimin","falrik","falril","falril","Male","training",27
"s1019",47,"spatial",TRUE,"fekrik","male","bear_large_male","fek","bear_dimin","fekrik","fekril","fekrik","Male","training",27
"s1019",48,"spatial",TRUE,"falrik","male","chair_large","fal","chair_dimin","falrik","falril","falrik","Male","training",27
"s1019",49,"spatial",FALSE,"falril","female_side","chair_large","fal","chair_dimin","falrik","falril","falrik","Male","training",27
"s1019",50,"spatial",TRUE,"falrik","male","chair_large","fal","chair_dimin","falrik","falril","falrik","Male","training",27
"s1019",51,"spatial",TRUE,"falril","female_side","chair_large","fal","chair_dimin","falrik","falril","falril","Male","training",27
"s1019",52,"spatial",TRUE,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","tosrik","tosril","tosril","Male","training",27
"s1019",53,"spatial",TRUE,"tolrik","male","gate_large","tol","gate_dimin","tolrik","tolril","tolrik","Male","training",27
"s1019",54,"spatial",TRUE,"wanril","male_side","fox_large_male","wan","fox_dimin","wanrik","wanril","wanril","Male","training",27
"s1019",55,"spatial",TRUE,"wanrik","male","fox_large_male","wan","fox_dimin","wanrik","wanril","wanrik","Male","training",27
"s1020",1,"spatial",FALSE,"fisril","female","chair_large","fis","chair_dimin","fisril","fisfek","fisfek","Female","training",46
"s1020",2,"spatial",TRUE,"fisril","female","chair_large","fis","chair_dimin","fisril","fisfek","fisril","Female","training",46
"s1020",3,"spatial",FALSE,"wunfek","female_side","mushroom_large","wun","mushroom_dimin","wunril","wunfek","wunril","Female","training",46
"s1020",4,"spatial",TRUE,"fisril","female","chair_large","fis","chair_dimin","fisril","fisfek","fisril","Female","training",46
"s1020",5,"spatial",TRUE,"wunfek","female_side","mushroom_large","wun","mushroom_dimin","wunril","wunfek","wunfek","Female","training",46
"s1020",6,"spatial",TRUE,"tosril","female","bear_large_male","tos","bear_dimin","tosril","tosfek","tosril","Female","training",46
"s1020",7,"spatial",TRUE,"falril","female","gate_large","fal","gate_dimin","falril","falfek","falril","Female","training",46
"s1020",8,"spatial",TRUE,"tosfek","female_side","bear_large_male","tos","bear_dimin","tosril","tosfek","tosfek","Female","training",46
"s1020",9,"spatial",FALSE,"falfek","male_side","gate_large","fal","gate_dimin","falril","falfek","falril","Female","training",46
"s1020",10,"spatial",TRUE,"tosfek","female_side","bear_large_male","tos","bear_dimin","tosril","tosfek","tosfek","Female","training",46
"s1020",11,"spatial",TRUE,"falfek","male_side","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",12,"spatial",TRUE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenfek","Female","training",46
"s1020",13,"spatial",TRUE,"falril","male","gate_large","fal","gate_dimin","falril","falfek","falril","Female","training",46
"s1020",14,"spatial",TRUE,"rulril","female","chair_large","rul","chair_dimin","rulril","rulfek","rulril","Female","training",46
"s1020",15,"spatial",TRUE,"rulril","male","chair_large","rul","chair_dimin","rulril","rulfek","rulril","Female","training",46
"s1020",16,"spatial",FALSE,"fenfek","female_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenril","Female","training",46
"s1020",17,"spatial",TRUE,"rulril","male","chair_large","rul","chair_dimin","rulril","rulfek","rulril","Female","training",46
"s1020",18,"spatial",TRUE,"fenfek","female_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenfek","Female","training",46
"s1020",19,"spatial",FALSE,"fisfek","male_side","chair_large","fis","chair_dimin","fisril","fisfek","fisril","Female","training",46
"s1020",20,"spatial",TRUE,"fenfek","female_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenfek","Female","training",46
"s1020",21,"spatial",TRUE,"fisfek","male_side","chair_large","fis","chair_dimin","fisril","fisfek","fisfek","Female","training",46
"s1020",22,"spatial",FALSE,"wunril","male","mushroom_large","wun","mushroom_dimin","wunril","wunfek","wunfek","Female","training",46
"s1020",23,"spatial",FALSE,"fisfek","male_side","chair_large","fis","chair_dimin","fisril","fisfek","fisril","Female","training",46
"s1020",24,"spatial",FALSE,"fenfek","female_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenril","Female","training",46
"s1020",25,"spatial",TRUE,"rulril","male","chair_large","rul","chair_dimin","rulril","rulfek","rulril","Female","training",46
"s1020",26,"spatial",TRUE,"fenfek","female_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenfek","Female","training",46
"s1020",27,"spatial",FALSE,"fisfek","male_side","chair_large","fis","chair_dimin","fisril","fisfek","fisril","Female","training",46
"s1020",28,"spatial",FALSE,"fenfek","female_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenril","Female","training",46
"s1020",29,"spatial",FALSE,"rulril","male","chair_large","rul","chair_dimin","rulril","rulfek","rulfek","Female","training",46
"s1020",30,"spatial",FALSE,"rulril","female","chair_large","rul","chair_dimin","rulril","rulfek","rulfek","Female","training",46
"s1020",31,"spatial",FALSE,"falril","male","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",32,"spatial",TRUE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenfek","Female","training",46
"s1020",33,"spatial",TRUE,"falril","male","gate_large","fal","gate_dimin","falril","falfek","falril","Female","training",46
"s1020",34,"spatial",FALSE,"rulril","female","chair_large","rul","chair_dimin","rulril","rulfek","rulfek","Female","training",46
"s1020",35,"spatial",FALSE,"falril","male","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",36,"spatial",FALSE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenril","Female","training",46
"s1020",37,"spatial",TRUE,"falfek","male_side","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",38,"spatial",TRUE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenfek","Female","training",46
"s1020",39,"spatial",TRUE,"falril","male","gate_large","fal","gate_dimin","falril","falfek","falril","Female","training",46
"s1020",40,"spatial",FALSE,"rulril","female","chair_large","rul","chair_dimin","rulril","rulfek","rulfek","Female","training",46
"s1020",41,"spatial",FALSE,"falril","male","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",42,"spatial",FALSE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenril","Female","training",46
"s1020",43,"spatial",TRUE,"falfek","male_side","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",44,"spatial",TRUE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenfek","Female","training",46
"s1020",45,"spatial",FALSE,"falril","male","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",46,"spatial",FALSE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenril","Female","training",46
"s1020",47,"spatial",TRUE,"falfek","male_side","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",48,"spatial",FALSE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenril","Female","training",46
"s1020",49,"spatial",FALSE,"falfek","male_side","gate_large","fal","gate_dimin","falril","falfek","falril","Female","training",46
"s1020",50,"spatial",TRUE,"tosfek","female_side","bear_large_male","tos","bear_dimin","tosril","tosfek","tosfek","Female","training",46
"s1020",51,"spatial",TRUE,"falfek","male_side","gate_large","fal","gate_dimin","falril","falfek","falfek","Female","training",46
"s1020",52,"spatial",TRUE,"fenfek","male_side","fox_large_male","fen","fox_dimin","fenril","fenfek","fenfek","Female","training",46
"s1020",53,"spatial",TRUE,"falril","male","gate_large","fal","gate_dimin","falril","falfek","falril","Female","training",46
