"participant","trialNumber","cue","correct","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","partic.gender","phase","partic.age"
"s947",25,"spatial",FALSE,"wunrik","male","mushroom_large","wun","mushroom_dimin","wunrik","wunwan","wunwan","Female","training",43
"s947",26,"spatial",FALSE,"rilrik","female","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilwan","Female","training",43
"s947",27,"spatial",TRUE,"rulrik","male","bokchoy_large","rul","bokchoy_dimin","rulrik","rulwan","rulrik","Female","training",43
"s947",28,"spatial",FALSE,"rilrik","female","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilwan","Female","training",43
"s947",29,"spatial",TRUE,"rulrik","male","bokchoy_large","rul","bokchoy_dimin","rulrik","rulwan","rulrik","Female","training",43
"s947",30,"spatial",TRUE,"rilrik","female","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilrik","Female","training",43
"s947",31,"spatial",TRUE,"wunrik","male","mushroom_large","wun","mushroom_dimin","wunrik","wunwan","wunrik","Female","training",43
"s947",32,"spatial",TRUE,"fekwan","female_side","bear_large_male","fek","bear_dimin","fekrik","fekwan","fekwan","Female","training",43
"s947",33,"spatial",TRUE,"falrik","male","gate_large","fal","gate_dimin","falrik","falwan","falrik","Female","training",43
"s947",34,"spatial",FALSE,"falwan","male_side","gate_large","fal","gate_dimin","falrik","falwan","falrik","Female","training",43
"s947",35,"spatial",TRUE,"falrik","male","gate_large","fal","gate_dimin","falrik","falwan","falrik","Female","training",43
"s947",36,"spatial",FALSE,"falwan","male_side","gate_large","fal","gate_dimin","falrik","falwan","falrik","Female","training",43
"s947",37,"spatial",TRUE,"falrik","male","gate_large","fal","gate_dimin","falrik","falwan","falrik","Female","training",43
"s947",38,"spatial",TRUE,"falwan","male_side","gate_large","fal","gate_dimin","falrik","falwan","falwan","Female","training",43
"s947",39,"spatial",FALSE,"fekwan","male_side","bear_large_male","fek","bear_dimin","fekrik","fekwan","fekrik","Female","training",43
"s947",40,"spatial",TRUE,"falwan","male_side","gate_large","fal","gate_dimin","falrik","falwan","falwan","Female","training",43
"s947",41,"spatial",FALSE,"fekwan","male_side","bear_large_male","fek","bear_dimin","fekrik","fekwan","fekrik","Female","training",43
"s947",42,"spatial",TRUE,"falwan","male_side","gate_large","fal","gate_dimin","falrik","falwan","falwan","Female","training",43
"s947",43,"spatial",FALSE,"fekwan","male_side","bear_large_male","fek","bear_dimin","fekrik","fekwan","fekrik","Female","training",43
"s947",44,"spatial",TRUE,"falwan","male_side","gate_large","fal","gate_dimin","falrik","falwan","falwan","Female","training",43
"s947",45,"spatial",TRUE,"fekwan","male_side","bear_large_male","fek","bear_dimin","fekrik","fekwan","fekwan","Female","training",43
"s947",46,"spatial",TRUE,"rilrik","male","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilrik","Female","training",43
"s947",47,"spatial",FALSE,"rilwan","female_side","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilrik","Female","training",43
"s947",48,"spatial",TRUE,"rilrik","male","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilrik","Female","training",43
"s947",49,"spatial",TRUE,"rilwan","female_side","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilwan","Female","training",43
"s947",50,"spatial",TRUE,"rulwan","female_side","bokchoy_large","rul","bokchoy_dimin","rulrik","rulwan","rulwan","Female","training",43
"s947",51,"spatial",FALSE,"falrik","female","gate_large","fal","gate_dimin","falrik","falwan","falwan","Female","training",43
"s947",52,"spatial",TRUE,"rulwan","female_side","bokchoy_large","rul","bokchoy_dimin","rulrik","rulwan","rulwan","Female","training",43
"s947",53,"spatial",TRUE,"falrik","female","gate_large","fal","gate_dimin","falrik","falwan","falrik","Female","training",43
"s947",54,"spatial",TRUE,"rulwan","male_side","bokchoy_large","rul","bokchoy_dimin","rulrik","rulwan","rulwan","Female","training",43
"s947",55,"spatial",TRUE,"tolwan","female_side","bear_large_male","tol","bear_dimin","tolrik","tolwan","tolwan","Female","training",43
"s947",56,"spatial",TRUE,"wunwan","female_side","mushroom_large","wun","mushroom_dimin","wunrik","wunwan","wunwan","Female","training",43
"s947",57,"spatial",FALSE,"tolrik","male","bear_large_male","tol","bear_dimin","tolrik","tolwan","tolwan","Female","training",43
"s947",58,"spatial",TRUE,"wunwan","female_side","mushroom_large","wun","mushroom_dimin","wunrik","wunwan","wunwan","Female","training",43
"s947",59,"spatial",TRUE,"tolrik","male","bear_large_male","tol","bear_dimin","tolrik","tolwan","tolrik","Female","training",43
"s947",60,"spatial",FALSE,"wunrik","female","mushroom_large","wun","mushroom_dimin","wunrik","wunwan","wunwan","Female","training",43
"s947",61,"spatial",TRUE,"tolrik","male","bear_large_male","tol","bear_dimin","tolrik","tolwan","tolrik","Female","training",43
"s947",62,"spatial",TRUE,"wunrik","female","mushroom_large","wun","mushroom_dimin","wunrik","wunwan","wunrik","Female","training",43
"s947",63,"spatial",FALSE,"falwan","female_side","gate_large","fal","gate_dimin","falrik","falwan","falrik","Female","training",43
"s947",64,"spatial",TRUE,"wunrik","female","mushroom_large","wun","mushroom_dimin","wunrik","wunwan","wunrik","Female","training",43
"s947",65,"spatial",TRUE,"falwan","female_side","gate_large","fal","gate_dimin","falrik","falwan","falwan","Female","training",43
"s947",66,"spatial",TRUE,"fekrik","female","bear_large_male","fek","bear_dimin","fekrik","fekwan","fekrik","Female","training",43
"s947",67,"spatial",FALSE,"rilwan","male_side","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilrik","Female","training",43
"s947",68,"spatial",TRUE,"fekrik","female","bear_large_male","fek","bear_dimin","fekrik","fekwan","fekrik","Female","training",43
"s947",69,"spatial",TRUE,"rilwan","male_side","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilwan","Female","training",43
"s947",70,"spatial",FALSE,"tolwan","male_side","bear_large_male","tol","bear_dimin","tolrik","tolwan","tolrik","Female","training",43
"s947",71,"spatial",TRUE,"rilwan","male_side","candleholder_large","ril","candleholder_dimin","rilrik","rilwan","rilwan","Female","training",43
"s947",72,"spatial",TRUE,"tolwan","male_side","bear_large_male","tol","bear_dimin","tolrik","tolwan","tolwan","Female","training",43
"s949",1,"social",TRUE,"wanfen","male_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfen","Female","training",30
"s949",2,"social",TRUE,"falfis","female","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfis","Female","training",30
"s949",3,"social",FALSE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfis","Female","training",30
"s949",4,"social",TRUE,"falfis","female","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfis","Female","training",30
"s949",5,"social",FALSE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfis","Female","training",30
"s949",6,"social",TRUE,"falfis","female","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfis","Female","training",30
"s949",7,"social",TRUE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfen","Female","training",30
"s949",8,"social",TRUE,"pelfis","female_side","chair_large","pel","chair_dimin","pelfis","pelfen","pelfis","Female","training",30
"s949",9,"social",FALSE,"tosfen","male","gate_large","tos","gate_dimin","tosfis","tosfen","tosfis","Female","training",30
"s949",10,"social",FALSE,"pelfis","female_side","chair_large","pel","chair_dimin","pelfis","pelfen","pelfen","Female","training",30
"s949",11,"social",TRUE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfen","Female","training",30
"s949",12,"social",FALSE,"pelfis","female_side","chair_large","pel","chair_dimin","pelfis","pelfen","pelfen","Female","training",30
"s949",13,"social",TRUE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfen","Female","training",30
"s949",14,"social",TRUE,"pelfis","female_side","chair_large","pel","chair_dimin","pelfis","pelfen","pelfis","Female","training",30
"s949",15,"social",FALSE,"tosfen","male","gate_large","tos","gate_dimin","tosfis","tosfen","tosfis","Female","training",30
"s949",16,"social",TRUE,"pelfis","female_side","chair_large","pel","chair_dimin","pelfis","pelfen","pelfis","Female","training",30
"s949",17,"social",TRUE,"tosfen","male","gate_large","tos","gate_dimin","tosfis","tosfen","tosfen","Female","training",30
"s949",18,"social",FALSE,"fekfen","male_side","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfis","Female","training",30
"s949",19,"social",TRUE,"tosfen","male","gate_large","tos","gate_dimin","tosfis","tosfen","tosfen","Female","training",30
"s949",20,"social",FALSE,"fekfen","male_side","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfis","Female","training",30
"s949",21,"social",TRUE,"tosfen","male","gate_large","tos","gate_dimin","tosfis","tosfen","tosfen","Female","training",30
"s949",22,"social",TRUE,"fekfen","male_side","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfen","Female","training",30
"s949",23,"social",TRUE,"tosfen","male_side","gate_large","tos","gate_dimin","tosfis","tosfen","tosfen","Female","training",30
"s949",24,"social",FALSE,"wanfis","female_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfen","Female","training",30
"s949",25,"social",TRUE,"tosfen","male_side","gate_large","tos","gate_dimin","tosfis","tosfen","tosfen","Female","training",30
"s949",26,"social",TRUE,"wanfis","female_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfis","Female","training",30
"s949",27,"social",FALSE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunfen","wunfen","Female","training",30
"s949",28,"social",FALSE,"wanfis","female_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfen","Female","training",30
"s949",29,"social",TRUE,"tosfen","male_side","gate_large","tos","gate_dimin","tosfis","tosfen","tosfen","Female","training",30
"s949",30,"social",TRUE,"wanfis","female_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfis","Female","training",30
"s949",31,"social",FALSE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunfen","wunfen","Female","training",30
"s949",32,"social",TRUE,"wanfis","female_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfis","Female","training",30
"s949",33,"social",FALSE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunfen","wunfen","Female","training",30
"s949",34,"social",TRUE,"wanfis","female_side","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfis","Female","training",30
"s949",35,"social",TRUE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunfen","wunfis","Female","training",30
"s949",36,"social",TRUE,"fekfen","male","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfen","Female","training",30
"s949",37,"social",TRUE,"falfis","female_side","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfis","Female","training",30
"s949",38,"social",TRUE,"falfen","male_side","bokchoy_large","fal","bokchoy_dimin","falfis","falfen","falfen","Female","training",30
"s949",39,"social",TRUE,"fekfis","female_side","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfis","Female","training",30
"s949",40,"social",TRUE,"tosfis","female_side","gate_large","tos","gate_dimin","tosfis","tosfen","tosfis","Female","training",30
"s949",41,"social",TRUE,"pelfis","female","chair_large","pel","chair_dimin","pelfis","pelfen","pelfis","Female","training",30
"s949",42,"social",TRUE,"pelfen","male","chair_large","pel","chair_dimin","pelfis","pelfen","pelfen","Female","training",30
"s949",43,"social",TRUE,"wunfen","male","chair_large","wun","chair_dimin","wunfis","wunfen","wunfen","Female","training",30
"s949",44,"social",TRUE,"fekfis","female","mushroom_large","fek","mushroom_dimin","fekfis","fekfen","fekfis","Female","training",30
"s949",45,"social",TRUE,"tosfis","female","gate_large","tos","gate_dimin","tosfis","tosfen","tosfis","Female","training",30
"s949",46,"social",TRUE,"wanfen","male","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfen","Female","training",30
"s949",47,"social",TRUE,"pelfen","male_side","chair_large","pel","chair_dimin","pelfis","pelfen","pelfen","Female","training",30
"s949",48,"social",TRUE,"wunfis","female_side","chair_large","wun","chair_dimin","wunfis","wunfen","wunfis","Female","training",30
"s949",49,"social",TRUE,"wunfen","male_side","chair_large","wun","chair_dimin","wunfis","wunfen","wunfen","Female","training",30
"s949",50,"social",TRUE,"wanfis","female","bear_large_male","wan","bear_dimin","wanfis","wanfen","wanfis","Female","training",30
"s950",1,"social",FALSE,"tosfen","male","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female","training",45
"s950",2,"social",TRUE,"tosfen","male","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tosfen","Female","training",45
"s950",3,"social",TRUE,"tasfen","male_side","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tasfen","Female","training",45
"s950",4,"social",FALSE,"rilfen","male","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female","training",45
"s950",5,"social",TRUE,"tasfen","male_side","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tasfen","Female","training",45
"s950",6,"social",TRUE,"rilfen","male","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female","training",45
"s950",7,"social",FALSE,"wantol","female_side","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wanfen","Female","training",45
"s950",8,"social",TRUE,"rilfen","male","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female","training",45
"s950",9,"social",TRUE,"wantol","female_side","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wantol","Female","training",45
"s950",10,"social",TRUE,"wantol","female","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wantol","Female","training",45
"s950",11,"social",TRUE,"tosfen","male_side","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tosfen","Female","training",45
"s950",12,"social",FALSE,"fistol","female","chair_large","fis","chair_dimin","fistol","fisfen","fisfen","Female","training",45
"s950",13,"social",TRUE,"tosfen","male_side","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tosfen","Female","training",45
"s950",14,"social",TRUE,"fistol","female","chair_large","fis","chair_dimin","fistol","fisfen","fistol","Female","training",45
"s950",15,"social",TRUE,"tastol","female_side","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female","training",45
"s950",16,"social",TRUE,"faltol","female_side","chair_large","fal","chair_dimin","faltol","falfen","faltol","Female","training",45
"s950",17,"social",FALSE,"falfen","male_side","chair_large","fal","chair_dimin","faltol","falfen","faltol","Female","training",45
"s950",18,"social",TRUE,"faltol","female_side","chair_large","fal","chair_dimin","faltol","falfen","faltol","Female","training",45
"s950",19,"social",TRUE,"falfen","male_side","chair_large","fal","chair_dimin","faltol","falfen","falfen","Female","training",45
"s950",20,"social",TRUE,"riltol","female_side","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female","training",45
"s950",21,"social",FALSE,"wanfen","male","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wantol","Female","training",45
"s950",22,"social",FALSE,"riltol","female_side","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female","training",45
"s950",23,"social",TRUE,"falfen","male_side","chair_large","fal","chair_dimin","faltol","falfen","falfen","Female","training",45
"s950",24,"social",FALSE,"riltol","female_side","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female","training",45
"s950",25,"social",TRUE,"falfen","male_side","chair_large","fal","chair_dimin","faltol","falfen","falfen","Female","training",45
"s950",26,"social",TRUE,"riltol","female_side","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female","training",45
"s950",27,"social",FALSE,"wanfen","male","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wantol","Female","training",45
"s950",28,"social",TRUE,"riltol","female_side","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female","training",45
"s950",29,"social",TRUE,"wanfen","male","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wanfen","Female","training",45
"s950",30,"social",TRUE,"tostol","female_side","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female","training",45
"s950",31,"social",FALSE,"fistol","female_side","chair_large","fis","chair_dimin","fistol","fisfen","fisfen","Female","training",45
"s950",32,"social",TRUE,"tostol","female_side","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female","training",45
"s950",33,"social",TRUE,"fistol","female_side","chair_large","fis","chair_dimin","fistol","fisfen","fistol","Female","training",45
"s950",34,"social",TRUE,"tostol","female","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female","training",45
"s950",35,"social",FALSE,"riltol","female","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female","training",45
"s950",36,"social",TRUE,"tostol","female","bokchoy_large","tos","bokchoy_dimin","tostol","tosfen","tostol","Female","training",45
"s950",37,"social",TRUE,"riltol","female","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female","training",45
"s950",38,"social",FALSE,"falfen","male","chair_large","fal","chair_dimin","faltol","falfen","faltol","Female","training",45
"s950",39,"social",TRUE,"riltol","female","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female","training",45
"s950",40,"social",TRUE,"falfen","male","chair_large","fal","chair_dimin","faltol","falfen","falfen","Female","training",45
"s950",41,"social",TRUE,"tastol","female","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female","training",45
"s950",42,"social",FALSE,"fisfen","male_side","chair_large","fis","chair_dimin","fistol","fisfen","fistol","Female","training",45
"s950",43,"social",TRUE,"tastol","female","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female","training",45
"s950",44,"social",FALSE,"fisfen","male_side","chair_large","fis","chair_dimin","fistol","fisfen","fistol","Female","training",45
"s950",45,"social",TRUE,"tastol","female","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female","training",45
"s950",46,"social",TRUE,"fisfen","male_side","chair_large","fis","chair_dimin","fistol","fisfen","fisfen","Female","training",45
"s950",47,"social",FALSE,"rilfen","male_side","bear_large_male","ril","bear_dimin","riltol","rilfen","riltol","Female","training",45
"s950",48,"social",TRUE,"fisfen","male_side","chair_large","fis","chair_dimin","fistol","fisfen","fisfen","Female","training",45
"s950",49,"social",TRUE,"rilfen","male_side","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female","training",45
"s950",50,"social",FALSE,"faltol","female","chair_large","fal","chair_dimin","faltol","falfen","falfen","Female","training",45
"s950",51,"social",TRUE,"rilfen","male_side","bear_large_male","ril","bear_dimin","riltol","rilfen","rilfen","Female","training",45
"s950",52,"social",TRUE,"faltol","female","chair_large","fal","chair_dimin","faltol","falfen","faltol","Female","training",45
"s950",53,"social",FALSE,"wanfen","male_side","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wantol","Female","training",45
"s950",54,"social",TRUE,"faltol","female","chair_large","fal","chair_dimin","faltol","falfen","faltol","Female","training",45
"s950",55,"social",TRUE,"wanfen","male_side","candleholder_large","wan","candleholder_dimin","wantol","wanfen","wanfen","Female","training",45
"s950",56,"social",TRUE,"fisfen","male","chair_large","fis","chair_dimin","fistol","fisfen","fisfen","Female","training",45
"s950",57,"social",FALSE,"tasfen","male","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tastol","Female","training",45
"s950",58,"social",TRUE,"fisfen","male","chair_large","fis","chair_dimin","fistol","fisfen","fisfen","Female","training",45
"s950",59,"social",TRUE,"tasfen","male","bokchoy_large","tas","bokchoy_dimin","tastol","tasfen","tasfen","Female","training",45
"s951",1,"social",TRUE,"rulfal","male","bokchoy_large","rul","bokchoy_dimin","rulwun","rulfal","rulfal","Male","training",26
"s951",2,"social",FALSE,"fekwun","female","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekfal","Male","training",26
"s951",3,"social",TRUE,"rulfal","male","bokchoy_large","rul","bokchoy_dimin","rulwun","rulfal","rulfal","Male","training",26
"s951",4,"social",TRUE,"fekwun","female","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekwun","Male","training",26
"s951",5,"social",TRUE,"rulwun","female","bokchoy_large","rul","bokchoy_dimin","rulwun","rulfal","rulwun","Male","training",26
"s951",6,"social",TRUE,"wanwun","female","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanwun","Male","training",26
"s951",7,"social",TRUE,"fekwun","female_side","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekwun","Male","training",26
"s951",8,"social",FALSE,"wanfal","male","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanwun","Male","training",26
"s951",9,"social",TRUE,"fekwun","female_side","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekwun","Male","training",26
"s951",10,"social",TRUE,"wanfal","male","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanfal","Male","training",26
"s951",11,"social",FALSE,"taswun","female_side","chair_large","tas","chair_dimin","taswun","tasfal","tasfal","Male","training",26
"s951",12,"social",TRUE,"wanfal","male","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanfal","Male","training",26
"s951",13,"social",TRUE,"taswun","female_side","chair_large","tas","chair_dimin","taswun","tasfal","taswun","Male","training",26
"s951",14,"social",TRUE,"tasfal","male","chair_large","tas","chair_dimin","taswun","tasfal","tasfal","Male","training",26
"s951",15,"social",TRUE,"fekfal","male","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekfal","Male","training",26
"s951",16,"social",FALSE,"fenfal","male","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenwun","Male","training",26
"s951",17,"social",TRUE,"fekfal","male","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekfal","Male","training",26
"s951",18,"social",FALSE,"fenfal","male","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenwun","Male","training",26
"s951",19,"social",TRUE,"fekfal","male","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekfal","Male","training",26
"s951",20,"social",TRUE,"fenfal","male","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenfal","Male","training",26
"s951",21,"social",TRUE,"pelfal","male_side","fox_large_male","pel","fox_dimin","pelwun","pelfal","pelfal","Male","training",26
"s951",22,"social",TRUE,"fenwun","female","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenwun","Male","training",26
"s951",23,"social",TRUE,"pelwun","female_side","fox_large_male","pel","fox_dimin","pelwun","pelfal","pelwun","Male","training",26
"s951",24,"social",TRUE,"wanfal","male_side","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanfal","Male","training",26
"s951",25,"social",TRUE,"rulwun","female_side","bokchoy_large","rul","bokchoy_dimin","rulwun","rulfal","rulwun","Male","training",26
"s951",26,"social",TRUE,"taswun","female","chair_large","tas","chair_dimin","taswun","tasfal","taswun","Male","training",26
"s951",27,"social",TRUE,"wanwun","female_side","fox_large_male","wan","fox_dimin","wanwun","wanfal","wanwun","Male","training",26
"s951",28,"social",TRUE,"fekfal","male_side","bear_large_male","fek","bear_dimin","fekwun","fekfal","fekfal","Male","training",26
"s951",29,"social",TRUE,"rulfal","male_side","bokchoy_large","rul","bokchoy_dimin","rulwun","rulfal","rulfal","Male","training",26
"s951",30,"social",FALSE,"fenwun","female_side","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenfal","Male","training",26
"s951",31,"social",TRUE,"rulfal","male_side","bokchoy_large","rul","bokchoy_dimin","rulwun","rulfal","rulfal","Male","training",26
"s951",32,"social",TRUE,"fenwun","female_side","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenwun","Male","training",26
"s951",33,"social",TRUE,"pelwun","female","fox_large_male","pel","fox_dimin","pelwun","pelfal","pelwun","Male","training",26
"s951",34,"social",TRUE,"fenfal","male_side","pitcher_large","fen","pitcher_dimin","fenwun","fenfal","fenfal","Male","training",26
"s951",35,"social",TRUE,"tasfal","male_side","chair_large","tas","chair_dimin","taswun","tasfal","tasfal","Male","training",26
"s951",36,"social",TRUE,"pelfal","male","fox_large_male","pel","fox_dimin","pelwun","pelfal","pelfal","Male","training",26
"s952",1,"social",TRUE,"wunwan","male","chair_large","wun","chair_dimin","wunfis","wunwan","wunwan","Male","training",22
"s952",2,"social",FALSE,"taswan","male","bear_large_male","tas","bear_dimin","tasfis","taswan","tasfis","Male","training",22
"s952",3,"social",FALSE,"wunwan","male","chair_large","wun","chair_dimin","wunfis","wunwan","wunfis","Male","training",22
"s952",4,"social",TRUE,"wunwan","male","chair_large","wun","chair_dimin","wunfis","wunwan","wunwan","Male","training",22
"s952",5,"social",TRUE,"taswan","male","bear_large_male","tas","bear_dimin","tasfis","taswan","taswan","Male","training",22
"s952",6,"social",TRUE,"falfis","female","candleholder_large","fal","candleholder_dimin","falfis","falwan","falfis","Male","training",22
"s952",7,"social",FALSE,"pelwan","male","bear_large_male","pel","bear_dimin","pelfis","pelwan","pelfis","Male","training",22
"s952",8,"social",TRUE,"falfis","female","candleholder_large","fal","candleholder_dimin","falfis","falwan","falfis","Male","training",22
"s952",9,"social",TRUE,"pelwan","male","bear_large_male","pel","bear_dimin","pelfis","pelwan","pelwan","Male","training",22
"s952",10,"social",FALSE,"wunfis","female_side","chair_large","wun","chair_dimin","wunfis","wunwan","wunwan","Male","training",22
"s952",11,"social",TRUE,"pelwan","male","bear_large_male","pel","bear_dimin","pelfis","pelwan","pelwan","Male","training",22
"s952",12,"social",TRUE,"wunfis","female_side","chair_large","wun","chair_dimin","wunfis","wunwan","wunfis","Male","training",22
"s952",13,"social",TRUE,"wukwan","male_side","mushroom_large","wuk","mushroom_dimin","wukfis","wukwan","wukwan","Male","training",22
"s952",14,"social",FALSE,"wunwan","male_side","chair_large","wun","chair_dimin","wunfis","wunwan","wunfis","Male","training",22
"s952",15,"social",TRUE,"wukwan","male_side","mushroom_large","wuk","mushroom_dimin","wukfis","wukwan","wukwan","Male","training",22
"s952",16,"social",TRUE,"wunwan","male_side","chair_large","wun","chair_dimin","wunfis","wunwan","wunwan","Male","training",22
"s952",17,"social",FALSE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunwan","wunwan","Male","training",22
"s952",18,"social",TRUE,"wunwan","male_side","chair_large","wun","chair_dimin","wunfis","wunwan","wunwan","Male","training",22
"s952",19,"social",TRUE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunwan","wunfis","Male","training",22
"s952",20,"social",FALSE,"fenwan","male","bokchoy_large","fen","bokchoy_dimin","fenfis","fenwan","fenfis","Male","training",22
"s952",21,"social",FALSE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunwan","wunwan","Male","training",22
"s952",22,"social",TRUE,"wunwan","male_side","chair_large","wun","chair_dimin","wunfis","wunwan","wunwan","Male","training",22
"s952",23,"social",TRUE,"wunfis","female","chair_large","wun","chair_dimin","wunfis","wunwan","wunfis","Male","training",22
"s952",24,"social",TRUE,"fenwan","male","bokchoy_large","fen","bokchoy_dimin","fenfis","fenwan","fenwan","Male","training",22
"s952",25,"social",FALSE,"taswan","male_side","bear_large_male","tas","bear_dimin","tasfis","taswan","tasfis","Male","training",22
"s952",26,"social",TRUE,"fenwan","male","bokchoy_large","fen","bokchoy_dimin","fenfis","fenwan","fenwan","Male","training",22
"s952",27,"social",TRUE,"taswan","male_side","bear_large_male","tas","bear_dimin","tasfis","taswan","taswan","Male","training",22
"s952",28,"social",TRUE,"fenwan","male_side","bokchoy_large","fen","bokchoy_dimin","fenfis","fenwan","fenwan","Male","training",22
"s952",29,"social",TRUE,"falfis","female_side","candleholder_large","fal","candleholder_dimin","falfis","falwan","falfis","Male","training",22
"s952",30,"social",FALSE,"wukfis","female","mushroom_large","wuk","mushroom_dimin","wukfis","wukwan","wukwan","Male","training",22
"s952",31,"social",FALSE,"falfis","female_side","candleholder_large","fal","candleholder_dimin","falfis","falwan","falwan","Male","training",22
"s952",32,"social",TRUE,"fenwan","male_side","bokchoy_large","fen","bokchoy_dimin","fenfis","fenwan","fenwan","Male","training",22
