"gender","yearOfBirth","phase","weak.past","strong.past","category","sensibility","partnerRegRate","partnerRegCondition","item.reg.mean","response","regular","participant"
"Female",1994,"posttest","stelled","stelt","burnt","silly",0.327,"decrease",0.644,"stelt",FALSE,"s6504"
"Female",1994,"posttest","shringed","shrang","sang","silly",0.327,"decrease",0.46,"shrang",FALSE,"s6504"
"Female",1994,"posttest","sneeped","snept","kept","silly",0.327,"decrease",0.431,"snept",FALSE,"s6504"
"Female",1994,"posttest","sweeled","swelt","kept","silly",0.327,"decrease",0.475,"swelt",FALSE,"s6504"
"Female",1994,"posttest","strined","strone","drove","silly",0.327,"decrease",0.559,"strined",TRUE,"s6504"
"Female",1994,"posttest","greeled","grelt","kept","silly",0.327,"decrease",0.562,"grelt",FALSE,"s6504"
"Female",1994,"posttest","minged","mang","sang","silly",0.327,"decrease",0.639,"minged",TRUE,"s6504"
"Female",1994,"posttest","frimmed","fram","sang","silly",0.327,"decrease",0.708,"frimmed",TRUE,"s6504"
"Female",1994,"posttest","thringed","thrang","sang","silly",0.327,"decrease",0.411,"thringed",TRUE,"s6504"
"Female",1994,"posttest","vrited","vrote","drove","silly",0.327,"decrease",0.366,"vrited",TRUE,"s6504"
"Female",1994,"posttest","thurned","thurnt","burnt","silly",0.327,"decrease",0.693,"thurnt",FALSE,"s6504"
"Female",1994,"posttest","drurned","drurnt","burnt","silly",0.327,"decrease",0.748,"drurned",TRUE,"s6504"
"Female",1994,"posttest","twimmed","twam","sang","silly",0.327,"decrease",0.54,"twimmed",TRUE,"s6504"
"Female",1994,"posttest","geeved","gove","drove","silly",0.327,"decrease",0.599,"geeved",TRUE,"s6504"
"Female",1994,"posttest","sprelled","sprelt","burnt","silly",0.327,"decrease",0.629,"sprelt",FALSE,"s6504"
"Female",1994,"posttest","jined","jone","drove","silly",0.327,"decrease",0.658,"jined",TRUE,"s6504"
"Female",1994,"posttest","zeeped","zept","kept","silly",0.327,"decrease",0.441,"zept",FALSE,"s6504"
"Female",1994,"posttest","cheened","chent","kept","silly",0.327,"decrease",0.743,"chent",FALSE,"s6504"
"Female",1990,"pretest","pringed","prang","sang","silly",0.673,"increase",0.465,"prang",FALSE,"s6544"
"Female",1990,"pretest","threlled","threlt","burnt","silly",0.673,"increase",0.653,"threlled",TRUE,"s6544"
"Female",1990,"pretest","gurned","gurnt","burnt","silly",0.673,"increase",0.708,"gurned",TRUE,"s6544"
"Female",1990,"pretest","trinked","trank","sang","silly",0.673,"increase",0.49,"trank",FALSE,"s6544"
"Female",1990,"pretest","skeened","skent","kept","silly",0.673,"increase",0.688,"skent",FALSE,"s6544"
"Female",1990,"pretest","skinged","skang","sang","silly",0.673,"increase",0.52,"skang",FALSE,"s6544"
"Female",1990,"pretest","strited","strote","drove","silly",0.673,"increase",0.426,"strote",FALSE,"s6544"
"Female",1990,"pretest","squeeped","squept","kept","silly",0.673,"increase",0.52,"squeeped",TRUE,"s6544"
"Female",1990,"pretest","jeemed","jemt","kept","silly",0.673,"increase",0.723,"jemt",FALSE,"s6544"
"Female",1990,"pretest","glilled","glilt","burnt","silly",0.673,"increase",0.673,"glilt",FALSE,"s6544"
"Female",1990,"pretest","smimmed","smam","sang","silly",0.673,"increase",0.579,"smam",FALSE,"s6544"
"Female",1990,"pretest","squited","squote","drove","silly",0.673,"increase",0.505,"squited",TRUE,"s6544"
"Female",1990,"pretest","shinged","shang","sang","silly",0.673,"increase",0.45,"shang",FALSE,"s6544"
"Female",1990,"pretest","pited","pote","drove","silly",0.673,"increase",0.629,"pote",FALSE,"s6544"
"Female",1990,"pretest","strimmed","stram","sang","silly",0.673,"increase",0.619,"stram",FALSE,"s6544"
"Female",1990,"pretest","shreeped","shrept","kept","silly",0.673,"increase",0.46,"shreeped",TRUE,"s6544"
"Female",1990,"pretest","splided","splode","drove","silly",0.673,"increase",0.475,"splided",TRUE,"s6544"
"Female",1990,"pretest","chited","chote","drove","silly",0.673,"increase",0.579,"chote",FALSE,"s6544"
"Female",1990,"pretest","breeped","brept","kept","silly",0.673,"increase",0.55,"breeped",TRUE,"s6544"
"Female",1990,"pretest","pleeled","plelt","kept","silly",0.673,"increase",0.574,"pleeled",TRUE,"s6544"
"Female",1990,"pretest","skrilled","skrilt","burnt","silly",0.673,"increase",0.733,"skrilled",TRUE,"s6544"
"Female",1990,"pretest","vrilled","vrilt","burnt","silly",0.673,"increase",0.772,"vrilled",TRUE,"s6544"
"Female",1990,"pretest","klilled","klilt","burnt","silly",0.673,"increase",0.693,"klilled",TRUE,"s6544"
"Female",1990,"pretest","klited","klote","drove","silly",0.673,"increase",0.554,"klited",TRUE,"s6544"
"Female",1990,"pretest","theeled","thelt","kept","silly",0.673,"increase",0.495,"theeled",TRUE,"s6544"
"Female",1990,"pretest","thrimmed","thram","sang","silly",0.673,"increase",0.683,"thram",FALSE,"s6544"
"Female",1990,"pretest","kreened","krent","kept","silly",0.673,"increase",0.683,"kreened",TRUE,"s6544"
"Female",1990,"pretest","prurned","prurnt","burnt","silly",0.673,"increase",0.688,"prurnt",FALSE,"s6544"
"Female",1990,"pretest","ninked","nank","sang","silly",0.673,"increase",0.647,"nank",FALSE,"s6544"
"Female",1990,"pretest","brurned","brurnt","burnt","silly",0.673,"increase",0.554,"brurnt",FALSE,"s6544"
"Female",1990,"pretest","squided","squode","drove","silly",0.673,"increase",0.406,"squided",TRUE,"s6544"
"Female",1990,"pretest","brived","brove","drove","silly",0.673,"increase",0.391,"brove",FALSE,"s6544"
"Female",1990,"pretest","twited","twote","drove","silly",0.673,"increase",0.446,"twote",FALSE,"s6544"
"Female",1990,"pretest","zited","zote","drove","silly",0.673,"increase",0.54,"zote",FALSE,"s6544"
"Female",1990,"pretest","vurned","vurnt","burnt","silly",0.673,"increase",0.668,"vurned",TRUE,"s6544"
"Female",1990,"pretest","swided","swode","drove","silly",0.673,"increase",0.356,"swode",FALSE,"s6544"
"Female",1990,"pretest","glinked","glank","sang","silly",0.673,"increase",0.609,"glank",FALSE,"s6544"
"Female",1990,"pretest","chimmed","cham","sang","silly",0.673,"increase",0.743,"cham",FALSE,"s6544"
"Female",1990,"pretest","blurned","blurnt","burnt","silly",0.673,"increase",0.639,"blurned",TRUE,"s6544"
"Female",1990,"pretest","slined","slone","drove","silly",0.673,"increase",0.614,"slined",TRUE,"s6544"
"Female",1990,"pretest","spinged","spang","sang","silly",0.673,"increase",0.401,"spang",FALSE,"s6544"
"Female",1990,"pretest","jurned","jurnt","burnt","silly",0.673,"increase",0.718,"jurned",TRUE,"s6544"
"Female",1990,"pretest","swurned","swurnt","burnt","silly",0.673,"increase",0.723,"swurned",TRUE,"s6544"
"Female",1990,"pretest","kleemed","klemt","kept","silly",0.673,"increase",0.653,"kleemed",TRUE,"s6544"
"Female",1990,"pretest","slurned","slurnt","burnt","silly",0.673,"increase",0.698,"slurned",TRUE,"s6544"
"Female",1990,"pretest","theeped","thept","kept","silly",0.673,"increase",0.416,"thept",FALSE,"s6544"
"Female",1990,"pretest","neemed","nemt","kept","silly",0.673,"increase",0.658,"nemt",FALSE,"s6544"
"Female",1990,"pretest","squeened","squent","kept","silly",0.673,"increase",0.629,"squeened",TRUE,"s6544"
"Female",1990,"pretest","schmined","schmone","drove","silly",0.673,"increase",0.703,"schmined",TRUE,"s6544"
"Female",1990,"pretest","sninked","snank","sang","silly",0.673,"increase",0.421,"snank",FALSE,"s6544"
"Female",1990,"pretest","dwimmed","dwam","sang","silly",0.673,"increase",0.515,"dwam",FALSE,"s6544"
"Female",1990,"pretest","sneemed","snemt","kept","silly",0.673,"increase",0.713,"sneemed",TRUE,"s6544"
"Female",1990,"posttest","streened","strent","kept","silly",0.673,"increase",0.718,"strent",FALSE,"s6544"
"Female",1990,"posttest","surned","surnt","burnt","silly",0.673,"increase",0.698,"surnt",FALSE,"s6544"
"Female",1990,"posttest","klided","klode","drove","silly",0.673,"increase",0.495,"klode",FALSE,"s6544"
"Female",1990,"posttest","grinked","grank","sang","silly",0.673,"increase",0.47,"grank",FALSE,"s6544"
"Female",1990,"posttest","sprurned","sprurnt","burnt","silly",0.673,"increase",0.688,"sprurnt",FALSE,"s6544"
"Female",1990,"posttest","dwided","dwode","drove","silly",0.673,"increase",0.416,"dwode",FALSE,"s6544"
"Female",1990,"posttest","glined","glone","drove","silly",0.673,"increase",0.619,"glined",TRUE,"s6544"
"Female",1990,"posttest","fleeled","flelt","kept","silly",0.673,"increase",0.525,"fleeled",TRUE,"s6544"
"Female",1990,"posttest","shreened","shrent","kept","silly",0.673,"increase",0.693,"shreened",TRUE,"s6544"
"Female",1990,"posttest","swited","swote","drove","silly",0.673,"increase",0.46,"swited",TRUE,"s6544"
"Female",1990,"posttest","squined","squone","drove","silly",0.673,"increase",0.678,"squined",TRUE,"s6544"
"Female",1990,"posttest","skeeped","skept","kept","silly",0.673,"increase",0.485,"skept",FALSE,"s6544"
"Female",1990,"posttest","splinged","splang","sang","silly",0.673,"increase",0.401,"splang",FALSE,"s6544"
"Female",1990,"posttest","neened","nent","kept","silly",0.673,"increase",0.663,"neened",TRUE,"s6544"
"Female",1990,"posttest","cheemed","chemt","kept","silly",0.673,"increase",0.733,"cheemed",TRUE,"s6544"
"Female",1990,"posttest","drelled","drelt","burnt","silly",0.673,"increase",0.653,"drelled",TRUE,"s6544"
"Female",1990,"posttest","sminked","smank","sang","silly",0.673,"increase",0.579,"sminked",TRUE,"s6544"
"Female",1990,"posttest","prilled","prilt","burnt","silly",0.673,"increase",0.713,"prilled",TRUE,"s6544"
"Female",1990,"posttest","beeved","bove","drove","silly",0.673,"increase",0.574,"beeved",TRUE,"s6544"
"Female",1990,"posttest","twinked","twank","sang","silly",0.673,"increase",0.594,"twinked",TRUE,"s6544"
"Female",1990,"posttest","spreemed","spremt","kept","silly",0.673,"increase",0.639,"spreemed",TRUE,"s6544"
"Female",1990,"posttest","strinked","strank","sang","silly",0.673,"increase",0.416,"strinked",TRUE,"s6544"
"Female",1990,"posttest","skrinked","skrank","sang","silly",0.673,"increase",0.45,"skrinked",TRUE,"s6544"
"Female",1990,"posttest","greemed","gremt","kept","silly",0.673,"increase",0.629,"greemed",TRUE,"s6544"
"Female",1990,"posttest","fided","fode","drove","silly",0.673,"increase",0.485,"fided",TRUE,"s6544"
"Female",1990,"posttest","snited","snote","drove","silly",0.673,"increase",0.53,"snote",FALSE,"s6544"
"Female",1990,"posttest","gimmed","gam","sang","silly",0.673,"increase",0.728,"gimmed",TRUE,"s6544"
"Female",1990,"posttest","sleeled","slelt","kept","silly",0.673,"increase",0.55,"sleeled",TRUE,"s6544"
"Female",1990,"posttest","vinked","vank","sang","silly",0.673,"increase",0.624,"vinked",TRUE,"s6544"
"Female",1990,"posttest","vrinked","vrank","sang","silly",0.673,"increase",0.515,"vrank",FALSE,"s6544"
"Female",1990,"posttest","shrided","shrode","drove","silly",0.673,"increase",0.376,"shrode",FALSE,"s6544"
"Female",1990,"posttest","snined","snone","drove","silly",0.673,"increase",0.644,"snined",TRUE,"s6544"
"Female",1990,"posttest","zelled","zelt","burnt","silly",0.673,"increase",0.639,"zelled",TRUE,"s6544"
"Female",1990,"posttest","dwilled","dwilt","burnt","silly",0.673,"increase",0.673,"dwilt",FALSE,"s6544"
"Female",1990,"posttest","schmimmed","schmam","sang","silly",0.673,"increase",0.634,"schmam",FALSE,"s6544"
"Female",1990,"posttest","thided","thode","drove","silly",0.673,"increase",0.436,"thode",FALSE,"s6544"
"Female",1990,"posttest","trurned","trurnt","burnt","silly",0.673,"increase",0.718,"trurned",TRUE,"s6544"
"Female",1990,"posttest","dweeped","dwept","kept","silly",0.673,"increase",0.426,"dweeped",TRUE,"s6544"
"Female",1990,"posttest","fimmed","fam","sang","silly",0.673,"increase",0.772,"fam",FALSE,"s6544"
"Female",1990,"posttest","snurned","snurnt","burnt","silly",0.673,"increase",0.757,"snurned",TRUE,"s6544"
"Female",1990,"posttest","kleeled","klelt","kept","silly",0.673,"increase",0.554,"klelt",FALSE,"s6544"
"Female",1990,"posttest","preemed","premt","kept","silly",0.673,"increase",0.678,"preemed",TRUE,"s6544"
"Female",1990,"posttest","skrurned","skrurnt","burnt","silly",0.673,"increase",0.668,"skrurned",TRUE,"s6544"
"Female",1990,"posttest","murned","murnt","burnt","silly",0.673,"increase",0.723,"murned",TRUE,"s6544"
"Female",1990,"posttest","dwinged","dwang","sang","silly",0.673,"increase",0.485,"dwang",FALSE,"s6544"
"Female",1990,"posttest","skurned","skurnt","burnt","silly",0.673,"increase",0.733,"skurned",TRUE,"s6544"
"Female",1990,"posttest","dreeped","drept","kept","silly",0.673,"increase",0.441,"dreeped",TRUE,"s6544"
"Female",1990,"posttest","quinged","quang","sang","silly",0.673,"increase",0.53,"quang",FALSE,"s6544"
"Female",1990,"posttest","skelled","skelt","burnt","silly",0.673,"increase",0.584,"skelled",TRUE,"s6544"
"Female",1990,"posttest","skrined","skrone","drove","silly",0.673,"increase",0.599,"skrone",FALSE,"s6544"
"Female",1990,"posttest","sprided","sprode","drove","silly",0.673,"increase",0.347,"sprode",FALSE,"s6544"
"Female",1990,"posttest","slilled","slilt","burnt","silly",0.673,"increase",0.693,"slilled",TRUE,"s6544"
