"gender","yearOfBirth","phase","weak.past","strong.past","category","sensibility","partnerRegRate","partnerRegCondition","item.reg.mean","response","regular","participant"
"Male",1975,"pretest","vinked","vank","sang","random",0.731,"increase",0.624,"vank",FALSE,"s6165"
"Male",1975,"pretest","fided","fode","drove","random",0.731,"increase",0.485,"fode",FALSE,"s6165"
"Male",1975,"pretest","skelled","skelt","burnt","random",0.731,"increase",0.584,"skelled",TRUE,"s6165"
"Male",1975,"pretest","sprided","sprode","drove","random",0.731,"increase",0.347,"sprode",FALSE,"s6165"
"Male",1975,"pretest","dreeped","drept","kept","random",0.731,"increase",0.441,"drept",FALSE,"s6165"
"Male",1975,"pretest","vrinked","vrank","sang","random",0.731,"increase",0.515,"vrinked",TRUE,"s6165"
"Male",1975,"pretest","sprurned","sprurnt","burnt","random",0.731,"increase",0.688,"sprurned",TRUE,"s6165"
"Male",1975,"pretest","dweeped","dwept","kept","random",0.731,"increase",0.426,"dweeped",TRUE,"s6165"
"Male",1975,"pretest","dwilled","dwilt","burnt","random",0.731,"increase",0.673,"dwilled",TRUE,"s6165"
"Male",1975,"pretest","quinged","quang","sang","random",0.731,"increase",0.53,"quang",FALSE,"s6165"
"Male",1975,"pretest","greemed","gremt","kept","random",0.731,"increase",0.629,"greemed",TRUE,"s6165"
"Male",1975,"pretest","beeved","bove","drove","random",0.731,"increase",0.574,"beeved",TRUE,"s6165"
"Male",1975,"pretest","fimmed","fam","sang","random",0.731,"increase",0.772,"fimmed",TRUE,"s6165"
"Male",1975,"pretest","streened","strent","kept","random",0.731,"increase",0.718,"streened",TRUE,"s6165"
"Male",1975,"posttest","squided","squode","drove","random",0.731,"increase",0.406,"squode",FALSE,"s6165"
"Male",1975,"posttest","spinged","spang","sang","random",0.731,"increase",0.401,"spang",FALSE,"s6165"
"Male",1975,"posttest","jeemed","jemt","kept","random",0.731,"increase",0.723,"jeemed",TRUE,"s6165"
"Male",1975,"posttest","twited","twote","drove","random",0.731,"increase",0.446,"twited",TRUE,"s6165"
"Male",1975,"posttest","skeened","skent","kept","random",0.731,"increase",0.688,"skeened",TRUE,"s6165"
"Male",1975,"posttest","blurned","blurnt","burnt","random",0.731,"increase",0.639,"blurned",TRUE,"s6165"
"Male",1975,"posttest","slined","slone","drove","random",0.731,"increase",0.614,"slone",FALSE,"s6165"
"Male",1975,"posttest","swided","swode","drove","random",0.731,"increase",0.356,"swode",FALSE,"s6165"
"Male",1975,"posttest","strimmed","stram","sang","random",0.731,"increase",0.619,"strimmed",TRUE,"s6165"
"Male",1975,"posttest","slurned","slurnt","burnt","random",0.731,"increase",0.698,"slurned",TRUE,"s6165"
"Male",1975,"posttest","sneemed","snemt","kept","random",0.731,"increase",0.713,"sneemed",TRUE,"s6165"
"Male",1975,"posttest","klited","klote","drove","random",0.731,"increase",0.554,"klote",FALSE,"s6165"
"Male",1975,"posttest","trinked","trank","sang","random",0.731,"increase",0.49,"trinked",TRUE,"s6165"
"Male",1975,"posttest","dwimmed","dwam","sang","random",0.731,"increase",0.515,"dwam",FALSE,"s6165"
"Male",1975,"posttest","theeped","thept","kept","random",0.731,"increase",0.416,"thept",FALSE,"s6165"
"Male",1975,"posttest","shreeped","shrept","kept","random",0.731,"increase",0.46,"shrept",FALSE,"s6165"
"Male",1975,"posttest","brived","brove","drove","random",0.731,"increase",0.391,"brove",FALSE,"s6165"
"Male",1975,"posttest","prurned","prurnt","burnt","random",0.731,"increase",0.688,"prurned",TRUE,"s6165"
"Male",1975,"posttest","vurned","vurnt","burnt","random",0.731,"increase",0.668,"vurned",TRUE,"s6165"
"Male",1975,"posttest","squeened","squent","kept","random",0.731,"increase",0.629,"squent",FALSE,"s6165"
"Male",1975,"posttest","pringed","prang","sang","random",0.731,"increase",0.465,"prang",FALSE,"s6165"
"Male",1975,"posttest","chited","chote","drove","random",0.731,"increase",0.579,"chote",FALSE,"s6165"
"Male",1975,"posttest","skrilled","skrilt","burnt","random",0.731,"increase",0.733,"skrilled",TRUE,"s6165"
"Male",1975,"posttest","ninked","nank","sang","random",0.731,"increase",0.647,"nank",FALSE,"s6165"
"Male",1975,"posttest","brurned","brurnt","burnt","random",0.731,"increase",0.554,"brurned",TRUE,"s6165"
"Male",1975,"posttest","pleeled","plelt","kept","random",0.731,"increase",0.574,"pleeled",TRUE,"s6165"
"Male",1975,"posttest","thrimmed","thram","sang","random",0.731,"increase",0.683,"thrimmed",TRUE,"s6165"
"Male",1975,"posttest","schmined","schmone","drove","random",0.731,"increase",0.703,"schmined",TRUE,"s6165"
"Male",1975,"posttest","jurned","jurnt","burnt","random",0.731,"increase",0.718,"jurned",TRUE,"s6165"
"Male",1975,"posttest","strited","strote","drove","random",0.731,"increase",0.426,"strote",FALSE,"s6165"
"Male",1975,"posttest","squited","squote","drove","random",0.731,"increase",0.505,"squote",FALSE,"s6165"
"Male",1975,"posttest","kreened","krent","kept","random",0.731,"increase",0.683,"krent",FALSE,"s6165"
"Male",1975,"posttest","klilled","klilt","burnt","random",0.731,"increase",0.693,"klilt",FALSE,"s6165"
"Male",1975,"posttest","theeled","thelt","kept","random",0.731,"increase",0.495,"theeled",TRUE,"s6165"
"Male",1975,"posttest","threlled","threlt","burnt","random",0.731,"increase",0.653,"threlled",TRUE,"s6165"
"Male",1975,"posttest","neemed","nemt","kept","random",0.731,"increase",0.658,"neemed",TRUE,"s6165"
"Male",1975,"posttest","shinged","shang","sang","random",0.731,"increase",0.45,"shang",FALSE,"s6165"
"Male",1975,"posttest","smimmed","smam","sang","random",0.731,"increase",0.579,"smimmed",TRUE,"s6165"
"Male",1975,"posttest","glilled","glilt","burnt","random",0.731,"increase",0.673,"glilled",TRUE,"s6165"
"Male",1975,"posttest","swurned","swurnt","burnt","random",0.731,"increase",0.723,"swurned",TRUE,"s6165"
"Male",1975,"posttest","gurned","gurnt","burnt","random",0.731,"increase",0.708,"gurned",TRUE,"s6165"
"Male",1975,"posttest","breeped","brept","kept","random",0.731,"increase",0.55,"breeped",TRUE,"s6165"
"Male",1975,"posttest","kleemed","klemt","kept","random",0.731,"increase",0.653,"kleemed",TRUE,"s6165"
"Male",1975,"posttest","splided","splode","drove","random",0.731,"increase",0.475,"splode",FALSE,"s6165"
"Male",1975,"posttest","glinked","glank","sang","random",0.731,"increase",0.609,"glank",FALSE,"s6165"
"Male",1975,"posttest","squeeped","squept","kept","random",0.731,"increase",0.52,"squept",FALSE,"s6165"
"Male",1975,"posttest","pited","pote","drove","random",0.731,"increase",0.629,"pited",TRUE,"s6165"
"Male",1975,"posttest","skinged","skang","sang","random",0.731,"increase",0.52,"skang",FALSE,"s6165"
"Male",1975,"posttest","zited","zote","drove","random",0.731,"increase",0.54,"zote",FALSE,"s6165"
"Male",1975,"posttest","sninked","snank","sang","random",0.731,"increase",0.421,"snank",FALSE,"s6165"
"Male",1975,"posttest","chimmed","cham","sang","random",0.731,"increase",0.743,"chimmed",TRUE,"s6165"
"Male",1975,"posttest","vrilled","vrilt","burnt","random",0.731,"increase",0.772,"vrilled",TRUE,"s6165"
"Female",1988,"pretest","sweeled","swelt","kept","silly",0.385,"decrease",0.475,"swelt",FALSE,"s6204"
"Female",1988,"pretest","smilled","smilt","burnt","silly",0.385,"decrease",0.668,"smilled",TRUE,"s6204"
"Female",1988,"pretest","hurned","hurnt","burnt","silly",0.385,"decrease",0.713,"hurned",TRUE,"s6204"
"Female",1988,"pretest","dwinked","dwank","sang","silly",0.385,"decrease",0.431,"dwank",FALSE,"s6204"
"Female",1988,"pretest","glinged","glang","sang","silly",0.385,"decrease",0.584,"glinged",TRUE,"s6204"
"Female",1988,"pretest","vrited","vrote","drove","silly",0.385,"decrease",0.366,"vrote",FALSE,"s6204"
"Female",1988,"pretest","feemed","femt","kept","silly",0.385,"decrease",0.673,"feemed",TRUE,"s6204"
"Female",1988,"pretest","minged","mang","sang","silly",0.385,"decrease",0.639,"minged",TRUE,"s6204"
"Female",1988,"pretest","twelled","twelt","burnt","silly",0.385,"decrease",0.559,"twelled",TRUE,"s6204"
"Female",1988,"pretest","zimmed","zam","sang","silly",0.385,"decrease",0.733,"zimmed",TRUE,"s6204"
"Female",1988,"pretest","quided","quode","drove","silly",0.385,"decrease",0.47,"quode",FALSE,"s6204"
"Female",1988,"pretest","cheened","chent","kept","silly",0.385,"decrease",0.743,"cheened",TRUE,"s6204"
"Female",1988,"pretest","sneened","snent","kept","silly",0.385,"decrease",0.698,"sneened",TRUE,"s6204"
"Female",1988,"pretest","yided","yode","drove","silly",0.385,"decrease",0.401,"yode",FALSE,"s6204"
"Female",1988,"pretest","thringed","thrang","sang","silly",0.385,"decrease",0.411,"thrang",FALSE,"s6204"
"Female",1988,"pretest","gringed","grang","sang","silly",0.385,"decrease",0.515,"grang",FALSE,"s6204"
"Female",1988,"pretest","sninged","snang","sang","silly",0.385,"decrease",0.455,"snang",FALSE,"s6204"
"Female",1988,"pretest","thrided","throde","drove","silly",0.385,"decrease",0.376,"throde",FALSE,"s6204"
"Female",1988,"pretest","splurned","splurnt","burnt","silly",0.385,"decrease",0.703,"splurned",TRUE,"s6204"
"Female",1988,"pretest","strined","strone","drove","silly",0.385,"decrease",0.559,"strined",TRUE,"s6204"
"Female",1988,"pretest","greeled","grelt","kept","silly",0.385,"decrease",0.562,"greeled",TRUE,"s6204"
"Female",1988,"pretest","strilled","strilt","burnt","silly",0.385,"decrease",0.772,"strilled",TRUE,"s6204"
"Female",1988,"pretest","streeled","strelt","kept","silly",0.385,"decrease",0.51,"streeled",TRUE,"s6204"
"Female",1988,"pretest","schmited","schmote","drove","silly",0.385,"decrease",0.45,"schmote",FALSE,"s6204"
"Female",1988,"pretest","rurned","rurnt","burnt","silly",0.385,"decrease",0.731,"rurned",TRUE,"s6204"
"Female",1988,"pretest","trelled","trelt","burnt","silly",0.385,"decrease",0.678,"trelled",TRUE,"s6204"
"Female",1988,"pretest","geeved","gove","drove","silly",0.385,"decrease",0.599,"geeved",TRUE,"s6204"
"Female",1988,"pretest","geemed","gemt","kept","silly",0.385,"decrease",0.693,"geemed",TRUE,"s6204"
"Female",1988,"pretest","jined","jone","drove","silly",0.385,"decrease",0.658,"jined",TRUE,"s6204"
"Female",1988,"pretest","lelled","lelt","burnt","silly",0.385,"decrease",0.668,"lelled",TRUE,"s6204"
"Female",1988,"pretest","splived","splove","drove","silly",0.385,"decrease",0.421,"splove",FALSE,"s6204"
"Female",1988,"pretest","sprelled","sprelt","burnt","silly",0.385,"decrease",0.629,"sprelled",TRUE,"s6204"
"Female",1988,"pretest","shringed","shrang","sang","silly",0.385,"decrease",0.46,"shrang",FALSE,"s6204"
"Female",1988,"pretest","slived","slove","drove","silly",0.385,"decrease",0.49,"slived",TRUE,"s6204"
"Female",1988,"pretest","blided","blode","drove","silly",0.385,"decrease",0.515,"blode",FALSE,"s6204"
"Female",1988,"pretest","zeeped","zept","kept","silly",0.385,"decrease",0.441,"zeeped",TRUE,"s6204"
"Female",1988,"pretest","quinked","quank","sang","silly",0.385,"decrease",0.569,"quinked",TRUE,"s6204"
"Female",1988,"pretest","splinked","splank","sang","silly",0.385,"decrease",0.49,"splank",FALSE,"s6204"
"Female",1988,"pretest","schmeemed","schmemt","kept","silly",0.385,"decrease",0.649,"schmeemed",TRUE,"s6204"
"Female",1988,"pretest","thurned","thurnt","burnt","silly",0.385,"decrease",0.693,"thurned",TRUE,"s6204"
"Female",1988,"pretest","twimmed","twam","sang","silly",0.385,"decrease",0.54,"twam",FALSE,"s6204"
"Female",1988,"pretest","cheeled","chelt","kept","silly",0.385,"decrease",0.545,"cheeled",TRUE,"s6204"
"Female",1988,"pretest","sneeped","snept","kept","silly",0.385,"decrease",0.431,"snept",FALSE,"s6204"
"Female",1988,"pretest","zeemed","zemt","kept","silly",0.385,"decrease",0.663,"zeemed",TRUE,"s6204"
"Female",1988,"pretest","frimmed","fram","sang","silly",0.385,"decrease",0.708,"frimmed",TRUE,"s6204"
"Female",1988,"pretest","stelled","stelt","burnt","silly",0.385,"decrease",0.644,"stelled",TRUE,"s6204"
"Female",1988,"pretest","plined","plone","drove","silly",0.385,"decrease",0.713,"plined",TRUE,"s6204"
"Female",1988,"pretest","yilled","yilt","burnt","silly",0.385,"decrease",0.718,"yilt",FALSE,"s6204"
"Female",1988,"pretest","drurned","drurnt","burnt","silly",0.385,"decrease",0.748,"drurnt",FALSE,"s6204"
"Female",1988,"pretest","trined","trone","drove","silly",0.385,"decrease",0.614,"trined",TRUE,"s6204"
"Female",1988,"pretest","dreened","drent","kept","silly",0.385,"decrease",0.634,"dreened",TRUE,"s6204"
"Female",1988,"pretest","jinked","jank","sang","silly",0.385,"decrease",0.614,"jinked",TRUE,"s6204"
"Female",1988,"posttest","vrilled","vrilt","burnt","silly",0.385,"decrease",0.772,"vrilt",FALSE,"s6204"
"Female",1988,"posttest","kleemed","klemt","kept","silly",0.385,"decrease",0.653,"kleemed",TRUE,"s6204"
"Female",1988,"posttest","skrilled","skrilt","burnt","silly",0.385,"decrease",0.733,"skrilled",TRUE,"s6204"
"Female",1988,"posttest","strited","strote","drove","silly",0.385,"decrease",0.426,"strote",FALSE,"s6204"
"Female",1988,"posttest","chimmed","cham","sang","silly",0.385,"decrease",0.743,"cham",FALSE,"s6204"
"Female",1988,"posttest","threlled","threlt","burnt","silly",0.385,"decrease",0.653,"threlled",TRUE,"s6204"
"Female",1988,"posttest","klited","klote","drove","silly",0.385,"decrease",0.554,"klote",FALSE,"s6204"
"Female",1988,"posttest","neemed","nemt","kept","silly",0.385,"decrease",0.658,"neemed",TRUE,"s6204"
"Female",1988,"posttest","shinged","shang","sang","silly",0.385,"decrease",0.45,"shang",FALSE,"s6204"
"Female",1988,"posttest","theeled","thelt","kept","silly",0.385,"decrease",0.495,"thelt",FALSE,"s6204"
"Female",1988,"posttest","sneemed","snemt","kept","silly",0.385,"decrease",0.713,"sneemed",TRUE,"s6204"
"Female",1988,"posttest","chited","chote","drove","silly",0.385,"decrease",0.579,"chote",FALSE,"s6204"
"Female",1988,"posttest","ninked","nank","sang","silly",0.385,"decrease",0.647,"ninked",TRUE,"s6204"
"Female",1988,"posttest","prurned","prurnt","burnt","silly",0.385,"decrease",0.688,"prurnt",FALSE,"s6204"
"Female",1988,"posttest","slined","slone","drove","silly",0.385,"decrease",0.614,"slone",FALSE,"s6204"
"Female",1988,"posttest","kreened","krent","kept","silly",0.385,"decrease",0.683,"kreened",TRUE,"s6204"
"Female",1988,"posttest","schmined","schmone","drove","silly",0.385,"decrease",0.703,"schmined",TRUE,"s6204"
"Female",1988,"posttest","slurned","slurnt","burnt","silly",0.385,"decrease",0.698,"slurned",TRUE,"s6204"
"Female",1988,"posttest","pleeled","plelt","kept","silly",0.385,"decrease",0.574,"pleeled",TRUE,"s6204"
"Female",1988,"posttest","blurned","blurnt","burnt","silly",0.385,"decrease",0.639,"blurnt",FALSE,"s6204"
"Female",1988,"posttest","swurned","swurnt","burnt","silly",0.385,"decrease",0.723,"swurned",TRUE,"s6204"
"Female",1988,"posttest","brurned","brurnt","burnt","silly",0.385,"decrease",0.554,"brurnt",FALSE,"s6204"
"Female",1988,"posttest","trinked","trank","sang","silly",0.385,"decrease",0.49,"trank",FALSE,"s6204"
"Female",1988,"posttest","spinged","spang","sang","silly",0.385,"decrease",0.401,"spang",FALSE,"s6204"
"Female",1988,"posttest","squeeped","squept","kept","silly",0.385,"decrease",0.52,"squept",FALSE,"s6204"
"Female",1988,"posttest","gurned","gurnt","burnt","silly",0.385,"decrease",0.708,"gurnt",FALSE,"s6204"
"Female",1988,"posttest","klilled","klilt","burnt","silly",0.385,"decrease",0.693,"klilled",TRUE,"s6204"
"Female",1988,"posttest","theeped","thept","kept","silly",0.385,"decrease",0.416,"thept",FALSE,"s6204"
"Female",1988,"posttest","twited","twote","drove","silly",0.385,"decrease",0.446,"twited",TRUE,"s6204"
"Female",1988,"posttest","smimmed","smam","sang","silly",0.385,"decrease",0.579,"smam",FALSE,"s6204"
"Female",1988,"posttest","breeped","brept","kept","silly",0.385,"decrease",0.55,"brept",FALSE,"s6204"
"Female",1988,"posttest","glilled","glilt","burnt","silly",0.385,"decrease",0.673,"glilt",FALSE,"s6204"
"Female",1988,"posttest","pringed","prang","sang","silly",0.385,"decrease",0.465,"prang",FALSE,"s6204"
"Female",1988,"posttest","splided","splode","drove","silly",0.385,"decrease",0.475,"splode",FALSE,"s6204"
"Female",1988,"posttest","swided","swode","drove","silly",0.385,"decrease",0.356,"swode",FALSE,"s6204"
"Female",1988,"posttest","glinked","glank","sang","silly",0.385,"decrease",0.609,"glank",FALSE,"s6204"
"Female",1988,"posttest","skinged","skang","sang","silly",0.385,"decrease",0.52,"skang",FALSE,"s6204"
"Female",1988,"posttest","squided","squode","drove","silly",0.385,"decrease",0.406,"squode",FALSE,"s6204"
"Female",1988,"posttest","skeened","skent","kept","silly",0.385,"decrease",0.688,"skeened",TRUE,"s6204"
"Female",1988,"posttest","jeemed","jemt","kept","silly",0.385,"decrease",0.723,"jeemed",TRUE,"s6204"
"Female",1988,"posttest","dwimmed","dwam","sang","silly",0.385,"decrease",0.515,"dwimmed",TRUE,"s6204"
"Female",1988,"posttest","zited","zote","drove","silly",0.385,"decrease",0.54,"zited",TRUE,"s6204"
"Female",1988,"posttest","vurned","vurnt","burnt","silly",0.385,"decrease",0.668,"vurnt",FALSE,"s6204"
"Female",1988,"posttest","squited","squote","drove","silly",0.385,"decrease",0.505,"squited",TRUE,"s6204"
"Female",1988,"posttest","thrimmed","thram","sang","silly",0.385,"decrease",0.683,"thrimmed",TRUE,"s6204"
"Female",1988,"posttest","squeened","squent","kept","silly",0.385,"decrease",0.629,"squeened",TRUE,"s6204"
"Female",1988,"posttest","pited","pote","drove","silly",0.385,"decrease",0.629,"pited",TRUE,"s6204"
"Female",1988,"posttest","shreeped","shrept","kept","silly",0.385,"decrease",0.46,"shrept",FALSE,"s6204"
"Female",1988,"posttest","sninked","snank","sang","silly",0.385,"decrease",0.421,"snank",FALSE,"s6204"
"Female",1988,"posttest","jurned","jurnt","burnt","silly",0.385,"decrease",0.718,"jurnt",FALSE,"s6204"
"Female",1988,"posttest","brived","brove","drove","silly",0.385,"decrease",0.391,"brived",TRUE,"s6204"
"Female",1988,"posttest","strimmed","stram","sang","silly",0.385,"decrease",0.619,"strimmed",TRUE,"s6204"
"Female",1994,"pretest","skrined","skrone","drove","silly",0.327,"decrease",0.599,"skrone",FALSE,"s6504"
"Female",1994,"pretest","sprided","sprode","drove","silly",0.327,"decrease",0.347,"sprode",FALSE,"s6504"
"Female",1994,"pretest","dwilled","dwilt","burnt","silly",0.327,"decrease",0.673,"dwilt",FALSE,"s6504"
"Female",1994,"pretest","snited","snote","drove","silly",0.327,"decrease",0.53,"snited",TRUE,"s6504"
"Female",1994,"pretest","snined","snone","drove","silly",0.327,"decrease",0.644,"snined",TRUE,"s6504"
"Female",1994,"pretest","dweeped","dwept","kept","silly",0.327,"decrease",0.426,"dwept",FALSE,"s6504"
"Female",1994,"pretest","schmimmed","schmam","sang","silly",0.327,"decrease",0.634,"schmimmed",TRUE,"s6504"
"Female",1994,"pretest","cheemed","chemt","kept","silly",0.327,"decrease",0.733,"chemt",FALSE,"s6504"
"Female",1994,"pretest","thided","thode","drove","silly",0.327,"decrease",0.436,"thode",FALSE,"s6504"
"Female",1994,"pretest","murned","murnt","burnt","silly",0.327,"decrease",0.723,"murnt",FALSE,"s6504"
"Female",1994,"pretest","prilled","prilt","burnt","silly",0.327,"decrease",0.713,"prilt",FALSE,"s6504"
"Female",1994,"pretest","zelled","zelt","burnt","silly",0.327,"decrease",0.639,"zelled",TRUE,"s6504"
"Female",1994,"pretest","snurned","snurnt","burnt","silly",0.327,"decrease",0.757,"snurned",TRUE,"s6504"
"Female",1994,"pretest","sminked","smank","sang","silly",0.327,"decrease",0.579,"sminked",TRUE,"s6504"
"Female",1994,"pretest","dwided","dwode","drove","silly",0.327,"decrease",0.416,"dwided",TRUE,"s6504"
"Female",1994,"pretest","fimmed","fam","sang","silly",0.327,"decrease",0.772,"fimmed",TRUE,"s6504"
"Female",1994,"pretest","trurned","trurnt","burnt","silly",0.327,"decrease",0.718,"trurned",TRUE,"s6504"
"Female",1994,"pretest","beeved","bove","drove","silly",0.327,"decrease",0.574,"beeved",TRUE,"s6504"
"Female",1994,"pretest","vinked","vank","sang","silly",0.327,"decrease",0.624,"vinked",TRUE,"s6504"
"Female",1994,"pretest","skeeped","skept","kept","silly",0.327,"decrease",0.485,"skeeped",TRUE,"s6504"
"Female",1994,"pretest","strinked","strank","sang","silly",0.327,"decrease",0.416,"strank",FALSE,"s6504"
"Female",1994,"pretest","slilled","slilt","burnt","silly",0.327,"decrease",0.693,"slilt",FALSE,"s6504"
"Female",1994,"pretest","swited","swote","drove","silly",0.327,"decrease",0.46,"swote",FALSE,"s6504"
"Female",1994,"pretest","splinged","splang","sang","silly",0.327,"decrease",0.401,"splang",FALSE,"s6504"
"Female",1994,"pretest","sprurned","sprurnt","burnt","silly",0.327,"decrease",0.688,"sprurned",TRUE,"s6504"
"Female",1994,"pretest","shreened","shrent","kept","silly",0.327,"decrease",0.693,"shrent",FALSE,"s6504"
"Female",1994,"pretest","kleeled","klelt","kept","silly",0.327,"decrease",0.554,"kleeled",TRUE,"s6504"
"Female",1994,"pretest","grinked","grank","sang","silly",0.327,"decrease",0.47,"grinked",TRUE,"s6504"
"Female",1994,"pretest","twinked","twank","sang","silly",0.327,"decrease",0.594,"twank",FALSE,"s6504"
"Female",1994,"pretest","preemed","premt","kept","silly",0.327,"decrease",0.678,"premt",FALSE,"s6504"
"Female",1994,"pretest","klided","klode","drove","silly",0.327,"decrease",0.495,"klided",TRUE,"s6504"
"Female",1994,"pretest","squined","squone","drove","silly",0.327,"decrease",0.678,"squone",FALSE,"s6504"
"Female",1994,"pretest","streened","strent","kept","silly",0.327,"decrease",0.718,"streened",TRUE,"s6504"
"Female",1994,"pretest","dwinged","dwang","sang","silly",0.327,"decrease",0.485,"dwinged",TRUE,"s6504"
"Female",1994,"pretest","neened","nent","kept","silly",0.327,"decrease",0.663,"neened",TRUE,"s6504"
"Female",1994,"pretest","gimmed","gam","sang","silly",0.327,"decrease",0.728,"gimmed",TRUE,"s6504"
"Female",1994,"pretest","fleeled","flelt","kept","silly",0.327,"decrease",0.525,"fleeled",TRUE,"s6504"
"Female",1994,"pretest","skelled","skelt","burnt","silly",0.327,"decrease",0.584,"skelt",FALSE,"s6504"
"Female",1994,"pretest","drelled","drelt","burnt","silly",0.327,"decrease",0.653,"drelt",FALSE,"s6504"
"Female",1994,"pretest","skrinked","skrank","sang","silly",0.327,"decrease",0.45,"skrinked",TRUE,"s6504"
"Female",1994,"pretest","skurned","skurnt","burnt","silly",0.327,"decrease",0.733,"skurnt",FALSE,"s6504"
"Female",1994,"pretest","fided","fode","drove","silly",0.327,"decrease",0.485,"fided",TRUE,"s6504"
"Female",1994,"pretest","quinged","quang","sang","silly",0.327,"decrease",0.53,"quinged",TRUE,"s6504"
"Female",1994,"pretest","greemed","gremt","kept","silly",0.327,"decrease",0.629,"gremt",FALSE,"s6504"
"Female",1994,"pretest","skrurned","skrurnt","burnt","silly",0.327,"decrease",0.668,"skrurned",TRUE,"s6504"
"Female",1994,"pretest","spreemed","spremt","kept","silly",0.327,"decrease",0.639,"spreemed",TRUE,"s6504"
"Female",1994,"pretest","surned","surnt","burnt","silly",0.327,"decrease",0.698,"surnt",FALSE,"s6504"
"Female",1994,"pretest","sleeled","slelt","kept","silly",0.327,"decrease",0.55,"slelt",FALSE,"s6504"
"Female",1994,"pretest","dreeped","drept","kept","silly",0.327,"decrease",0.441,"dreeped",TRUE,"s6504"
"Female",1994,"pretest","vrinked","vrank","sang","silly",0.327,"decrease",0.515,"vrank",FALSE,"s6504"
"Female",1994,"pretest","shrided","shrode","drove","silly",0.327,"decrease",0.376,"shrided",TRUE,"s6504"
"Female",1994,"pretest","glined","glone","drove","silly",0.327,"decrease",0.619,"glined",TRUE,"s6504"
"Female",1994,"posttest","thrided","throde","drove","silly",0.327,"decrease",0.376,"thrided",TRUE,"s6504"
"Female",1994,"posttest","yilled","yilt","burnt","silly",0.327,"decrease",0.718,"yilt",FALSE,"s6504"
"Female",1994,"posttest","feemed","femt","kept","silly",0.327,"decrease",0.673,"femt",FALSE,"s6504"
"Female",1994,"posttest","trined","trone","drove","silly",0.327,"decrease",0.614,"trone",FALSE,"s6504"
"Female",1994,"posttest","gringed","grang","sang","silly",0.327,"decrease",0.515,"grang",FALSE,"s6504"
"Female",1994,"posttest","hurned","hurnt","burnt","silly",0.327,"decrease",0.713,"hurned",TRUE,"s6504"
"Female",1994,"posttest","zeemed","zemt","kept","silly",0.327,"decrease",0.663,"zemt",FALSE,"s6504"
"Female",1994,"posttest","twelled","twelt","burnt","silly",0.327,"decrease",0.559,"twelt",FALSE,"s6504"
"Female",1994,"posttest","dreened","drent","kept","silly",0.327,"decrease",0.634,"drent",FALSE,"s6504"
"Female",1994,"posttest","quinked","quank","sang","silly",0.327,"decrease",0.569,"quinked",TRUE,"s6504"
"Female",1994,"posttest","zimmed","zam","sang","silly",0.327,"decrease",0.733,"zimmed",TRUE,"s6504"
"Female",1994,"posttest","lelled","lelt","burnt","silly",0.327,"decrease",0.668,"lelt",FALSE,"s6504"
"Female",1994,"posttest","splived","splove","drove","silly",0.327,"decrease",0.421,"splived",TRUE,"s6504"
"Female",1994,"posttest","streeled","strelt","kept","silly",0.327,"decrease",0.51,"streeled",TRUE,"s6504"
"Female",1994,"posttest","strilled","strilt","burnt","silly",0.327,"decrease",0.772,"strilled",TRUE,"s6504"
"Female",1994,"posttest","blided","blode","drove","silly",0.327,"decrease",0.515,"blided",TRUE,"s6504"
"Female",1994,"posttest","splinked","splank","sang","silly",0.327,"decrease",0.49,"splinked",TRUE,"s6504"
"Female",1994,"posttest","plined","plone","drove","silly",0.327,"decrease",0.713,"plined",TRUE,"s6504"
"Female",1994,"posttest","schmited","schmote","drove","silly",0.327,"decrease",0.45,"schmote",FALSE,"s6504"
"Female",1994,"posttest","splurned","splurnt","burnt","silly",0.327,"decrease",0.703,"splurnt",FALSE,"s6504"
"Female",1994,"posttest","cheeled","chelt","kept","silly",0.327,"decrease",0.545,"cheeled",TRUE,"s6504"
"Female",1994,"posttest","geemed","gemt","kept","silly",0.327,"decrease",0.693,"geemed",TRUE,"s6504"
"Female",1994,"posttest","slived","slove","drove","silly",0.327,"decrease",0.49,"slove",FALSE,"s6504"
"Female",1994,"posttest","quided","quode","drove","silly",0.327,"decrease",0.47,"quided",TRUE,"s6504"
"Female",1994,"posttest","rurned","rurnt","burnt","silly",0.327,"decrease",0.731,"rurnt",FALSE,"s6504"
"Female",1994,"posttest","jinked","jank","sang","silly",0.327,"decrease",0.614,"jinked",TRUE,"s6504"
"Female",1994,"posttest","sneened","snent","kept","silly",0.327,"decrease",0.698,"sneened",TRUE,"s6504"
"Female",1994,"posttest","glinged","glang","sang","silly",0.327,"decrease",0.584,"glinged",TRUE,"s6504"
"Female",1994,"posttest","yided","yode","drove","silly",0.327,"decrease",0.401,"yided",TRUE,"s6504"
"Female",1994,"posttest","trelled","trelt","burnt","silly",0.327,"decrease",0.678,"trelt",FALSE,"s6504"
"Female",1994,"posttest","dwinked","dwank","sang","silly",0.327,"decrease",0.431,"dwinked",TRUE,"s6504"
"Female",1994,"posttest","smilled","smilt","burnt","silly",0.327,"decrease",0.668,"smilt",FALSE,"s6504"
"Female",1994,"posttest","schmeemed","schmemt","kept","silly",0.327,"decrease",0.649,"schmemt",FALSE,"s6504"
"Female",1994,"posttest","sninged","snang","sang","silly",0.327,"decrease",0.455,"snang",FALSE,"s6504"
