"subject"	"condition"	"correct"	"correctAnswer"	"subj.gender"	"interlocutor"	"phase"	"promptImage"	"promptName"	"selection"	"targetImage"	"targetWord1"	"targetWord2"	"subj.yob"	"subject.age"	"trialNumber"
"s959"	"nonsocial"	TRUE	"rikwun"	"Female"	"male"	"test"	"fox_large_male"	"rik"	"rikwun"	"fox_dimin"	"rikwun"	"rikfal"	1984	30	6
"s959"	"nonsocial"	FALSE	"taswun"	"Female"	"female"	"test"	"pitcher_large"	"tas"	"tasfal"	"pitcher_dimin"	"taswun"	"tasfal"	1984	30	7
"s959"	"nonsocial"	TRUE	"wanfal"	"Female"	"male_side"	"test"	"candleholder_large"	"wan"	"wanfal"	"candleholder_dimin"	"wanwun"	"wanfal"	1984	30	8
"s959"	"nonsocial"	FALSE	"rikwun"	"Female"	"female"	"test"	"fox_large_male"	"rik"	"rikfal"	"fox_dimin"	"rikwun"	"rikfal"	1984	30	9
"s959"	"nonsocial"	FALSE	"tosfal"	"Female"	"male_side"	"test"	"bear_large_male"	"tos"	"toswun"	"bear_dimin"	"toswun"	"tosfal"	1984	30	10
"s959"	"nonsocial"	TRUE	"tolwun"	"Female"	"female"	"test"	"mushroom_large"	"tol"	"tolwun"	"mushroom_dimin"	"tolwun"	"tolfal"	1984	30	11
"s959"	"nonsocial"	FALSE	"rilwun"	"Female"	"male"	"test"	"bokchoy_large"	"ril"	"rilfal"	"bokchoy_dimin"	"rilwun"	"rilfal"	1984	30	12
"s959"	"nonsocial"	TRUE	"fekfal"	"Female"	"female_side"	"test"	"bokchoy_large"	"fek"	"fekfal"	"bokchoy_dimin"	"fekwun"	"fekfal"	1984	30	13
"s959"	"nonsocial"	FALSE	"fenfal"	"Female"	"male_side"	"test"	"bear_large_male"	"fen"	"fenwun"	"bear_dimin"	"fenwun"	"fenfal"	1984	30	14
"s959"	"nonsocial"	TRUE	"fenwun"	"Female"	"female"	"test"	"bear_large_male"	"fen"	"fenwun"	"bear_dimin"	"fenwun"	"fenfal"	1984	30	15
"s959"	"nonsocial"	FALSE	"wukwun"	"Female"	"female"	"test"	"chair_large"	"wuk"	"wukfal"	"chair_dimin"	"wukwun"	"wukfal"	1984	30	16
"s959"	"nonsocial"	TRUE	"pelwun"	"Female"	"female"	"test"	"fox_large_male"	"pel"	"pelwun"	"fox_dimin"	"pelwun"	"pelfal"	1984	30	17
"s959"	"nonsocial"	TRUE	"tasfal"	"Female"	"female_side"	"test"	"pitcher_large"	"tas"	"tasfal"	"pitcher_dimin"	"taswun"	"tasfal"	1984	30	18
"s959"	"nonsocial"	TRUE	"tolfal"	"Female"	"female_side"	"test"	"mushroom_large"	"tol"	"tolfal"	"mushroom_dimin"	"tolwun"	"tolfal"	1984	30	19
"s959"	"nonsocial"	FALSE	"fenwun"	"Female"	"male"	"test"	"bear_large_male"	"fen"	"fenfal"	"bear_dimin"	"fenwun"	"fenfal"	1984	30	20
"s959"	"nonsocial"	TRUE	"tolfal"	"Female"	"male_side"	"test"	"mushroom_large"	"tol"	"tolfal"	"mushroom_dimin"	"tolwun"	"tolfal"	1984	30	21
"s959"	"nonsocial"	TRUE	"tolwun"	"Female"	"male"	"test"	"mushroom_large"	"tol"	"tolwun"	"mushroom_dimin"	"tolwun"	"tolfal"	1984	30	22
"s959"	"nonsocial"	FALSE	"rulwun"	"Female"	"female"	"test"	"gate_large"	"rul"	"rulfal"	"gate_dimin"	"rulwun"	"rulfal"	1984	30	23
"s959"	"nonsocial"	TRUE	"rikfal"	"Female"	"male_side"	"test"	"fox_large_male"	"rik"	"rikfal"	"fox_dimin"	"rikwun"	"rikfal"	1984	30	24
"s959"	"nonsocial"	FALSE	"fekwun"	"Female"	"female"	"test"	"bokchoy_large"	"fek"	"fekfal"	"bokchoy_dimin"	"fekwun"	"fekfal"	1984	30	25
"s959"	"nonsocial"	TRUE	"fekfal"	"Female"	"male_side"	"test"	"bokchoy_large"	"fek"	"fekfal"	"bokchoy_dimin"	"fekwun"	"fekfal"	1984	30	26
"s959"	"nonsocial"	TRUE	"rilfal"	"Female"	"female_side"	"test"	"bokchoy_large"	"ril"	"rilfal"	"bokchoy_dimin"	"rilwun"	"rilfal"	1984	30	27
"s959"	"nonsocial"	TRUE	"rulfal"	"Female"	"female_side"	"test"	"gate_large"	"rul"	"rulfal"	"gate_dimin"	"rulwun"	"rulfal"	1984	30	28
"s959"	"nonsocial"	FALSE	"wanwun"	"Female"	"female"	"test"	"candleholder_large"	"wan"	"wanfal"	"candleholder_dimin"	"wanwun"	"wanfal"	1984	30	29
"s959"	"nonsocial"	FALSE	"fekwun"	"Female"	"male"	"test"	"bokchoy_large"	"fek"	"fekfal"	"bokchoy_dimin"	"fekwun"	"fekfal"	1984	30	30
"s959"	"nonsocial"	TRUE	"fisfal"	"Female"	"male_side"	"test"	"chair_large"	"fis"	"fisfal"	"chair_dimin"	"fiswun"	"fisfal"	1984	30	31
"s959"	"nonsocial"	FALSE	"rilwun"	"Female"	"female"	"test"	"bokchoy_large"	"ril"	"rilfal"	"bokchoy_dimin"	"rilwun"	"rilfal"	1984	30	32
"s959"	"nonsocial"	FALSE	"pelfal"	"Female"	"female_side"	"test"	"fox_large_male"	"pel"	"pelwun"	"fox_dimin"	"pelwun"	"pelfal"	1984	30	33
"s959"	"nonsocial"	TRUE	"fisfal"	"Female"	"female_side"	"test"	"chair_large"	"fis"	"fisfal"	"chair_dimin"	"fiswun"	"fisfal"	1984	30	34
"s959"	"nonsocial"	TRUE	"wanwun"	"Female"	"male"	"test"	"candleholder_large"	"wan"	"wanwun"	"candleholder_dimin"	"wanwun"	"wanfal"	1984	30	35
"s959"	"nonsocial"	TRUE	"rulwun"	"Female"	"male"	"test"	"gate_large"	"rul"	"rulwun"	"gate_dimin"	"rulwun"	"rulfal"	1984	30	36
"s959"	"nonsocial"	FALSE	"wukfal"	"Female"	"female_side"	"test"	"chair_large"	"wuk"	"wukwun"	"chair_dimin"	"wukwun"	"wukfal"	1984	30	37
"s959"	"nonsocial"	FALSE	"wukwun"	"Female"	"male"	"test"	"chair_large"	"wuk"	"wukfal"	"chair_dimin"	"wukwun"	"wukfal"	1984	30	38
"s959"	"nonsocial"	FALSE	"rikfal"	"Female"	"female_side"	"test"	"fox_large_male"	"rik"	"rikwun"	"fox_dimin"	"rikwun"	"rikfal"	1984	30	39
"s959"	"nonsocial"	TRUE	"tosfal"	"Female"	"female_side"	"test"	"bear_large_male"	"tos"	"tosfal"	"bear_dimin"	"toswun"	"tosfal"	1984	30	40
"s959"	"nonsocial"	FALSE	"fiswun"	"Female"	"female"	"test"	"chair_large"	"fis"	"fisfal"	"chair_dimin"	"fiswun"	"fisfal"	1984	30	41
"s959"	"nonsocial"	TRUE	"wanfal"	"Female"	"female_side"	"test"	"candleholder_large"	"wan"	"wanfal"	"candleholder_dimin"	"wanwun"	"wanfal"	1984	30	42
"s959"	"nonsocial"	FALSE	"wukfal"	"Female"	"male_side"	"test"	"chair_large"	"wuk"	"wukwun"	"chair_dimin"	"wukwun"	"wukfal"	1984	30	43
"s959"	"nonsocial"	FALSE	"rilfal"	"Female"	"male_side"	"test"	"bokchoy_large"	"ril"	"rilwun"	"bokchoy_dimin"	"rilwun"	"rilfal"	1984	30	44
"s959"	"nonsocial"	FALSE	"pelwun"	"Female"	"male"	"test"	"fox_large_male"	"pel"	"pelfal"	"fox_dimin"	"pelwun"	"pelfal"	1984	30	45
"s959"	"nonsocial"	TRUE	"rulfal"	"Female"	"male_side"	"test"	"gate_large"	"rul"	"rulfal"	"gate_dimin"	"rulwun"	"rulfal"	1984	30	46
"s959"	"nonsocial"	TRUE	"fiswun"	"Female"	"male"	"test"	"chair_large"	"fis"	"fiswun"	"chair_dimin"	"fiswun"	"fisfal"	1984	30	47
"s959"	"nonsocial"	TRUE	"pelfal"	"Female"	"male_side"	"test"	"fox_large_male"	"pel"	"pelfal"	"fox_dimin"	"pelwun"	"pelfal"	1984	30	48
"s963"	"nonsocial"	FALSE	"taswun"	"Male"	"male_side"	"test"	"pitcher_large"	"tas"	"tasrul"	"pitcher_dimin"	"tasrul"	"taswun"	1988	26	1
"s963"	"nonsocial"	TRUE	"tasrul"	"Male"	"male"	"test"	"pitcher_large"	"tas"	"tasrul"	"pitcher_dimin"	"tasrul"	"taswun"	1988	26	2
"s963"	"nonsocial"	FALSE	"pelrul"	"Male"	"male"	"test"	"candleholder_large"	"pel"	"pelwun"	"candleholder_dimin"	"pelrul"	"pelwun"	1988	26	3
"s963"	"nonsocial"	FALSE	"rilwun"	"Male"	"male_side"	"test"	"mushroom_large"	"ril"	"rilrul"	"mushroom_dimin"	"rilrul"	"rilwun"	1988	26	4
"s963"	"nonsocial"	TRUE	"wanwun"	"Male"	"female_side"	"test"	"fox_large_male"	"wan"	"wanwun"	"fox_dimin"	"wanrul"	"wanwun"	1988	26	5
"s963"	"nonsocial"	TRUE	"fekwun"	"Male"	"female_side"	"test"	"gate_large"	"fek"	"fekwun"	"gate_dimin"	"fekrul"	"fekwun"	1988	26	6
"s963"	"nonsocial"	TRUE	"pelwun"	"Male"	"female_side"	"test"	"candleholder_large"	"pel"	"pelwun"	"candleholder_dimin"	"pelrul"	"pelwun"	1988	26	7
"s963"	"nonsocial"	FALSE	"rikrul"	"Male"	"female"	"test"	"bokchoy_large"	"rik"	"rikwun"	"bokchoy_dimin"	"rikrul"	"rikwun"	1988	26	8
"s963"	"nonsocial"	TRUE	"rikwun"	"Male"	"female_side"	"test"	"bokchoy_large"	"rik"	"rikwun"	"bokchoy_dimin"	"rikrul"	"rikwun"	1988	26	9
"s963"	"nonsocial"	FALSE	"tosrul"	"Male"	"female"	"test"	"bear_large_male"	"tos"	"toswun"	"bear_dimin"	"tosrul"	"toswun"	1988	26	10
"s963"	"nonsocial"	TRUE	"rikwun"	"Male"	"male_side"	"test"	"bokchoy_large"	"rik"	"rikwun"	"bokchoy_dimin"	"rikrul"	"rikwun"	1988	26	11
"s963"	"nonsocial"	FALSE	"taswun"	"Male"	"female_side"	"test"	"pitcher_large"	"tas"	"tasrul"	"pitcher_dimin"	"tasrul"	"taswun"	1988	26	12
"s963"	"nonsocial"	FALSE	"fekrul"	"Male"	"male"	"test"	"gate_large"	"fek"	"fekwun"	"gate_dimin"	"fekrul"	"fekwun"	1988	26	13
"s963"	"nonsocial"	TRUE	"pelwun"	"Male"	"male_side"	"test"	"candleholder_large"	"pel"	"pelwun"	"candleholder_dimin"	"pelrul"	"pelwun"	1988	26	14
"s963"	"nonsocial"	TRUE	"falwun"	"Male"	"male_side"	"test"	"fox_large_male"	"fal"	"falwun"	"fox_dimin"	"falrul"	"falwun"	1988	26	15
"s963"	"nonsocial"	FALSE	"falrul"	"Male"	"female"	"test"	"fox_large_male"	"fal"	"falwun"	"fox_dimin"	"falrul"	"falwun"	1988	26	16
"s963"	"nonsocial"	FALSE	"fisrul"	"Male"	"female"	"test"	"bear_large_male"	"fis"	"fiswun"	"bear_dimin"	"fisrul"	"fiswun"	1988	26	17
"s963"	"nonsocial"	FALSE	"wukrul"	"Male"	"male"	"test"	"chair_large"	"wuk"	"wukwun"	"chair_dimin"	"wukrul"	"wukwun"	1988	26	18
"s963"	"nonsocial"	TRUE	"fenwun"	"Male"	"male_side"	"test"	"chair_large"	"fen"	"fenwun"	"chair_dimin"	"fenrul"	"fenwun"	1988	26	19
"s963"	"nonsocial"	TRUE	"pelrul"	"Male"	"female"	"test"	"candleholder_large"	"pel"	"pelrul"	"candleholder_dimin"	"pelrul"	"pelwun"	1988	26	20
"s963"	"nonsocial"	TRUE	"wanwun"	"Male"	"male_side"	"test"	"fox_large_male"	"wan"	"wanwun"	"fox_dimin"	"wanrul"	"wanwun"	1988	26	21
"s963"	"nonsocial"	TRUE	"fekwun"	"Male"	"male_side"	"test"	"gate_large"	"fek"	"fekwun"	"gate_dimin"	"fekrul"	"fekwun"	1988	26	22
"s963"	"nonsocial"	FALSE	"wanrul"	"Male"	"female"	"test"	"fox_large_male"	"wan"	"wanwun"	"fox_dimin"	"wanrul"	"wanwun"	1988	26	23
"s963"	"nonsocial"	FALSE	"fenwun"	"Male"	"female_side"	"test"	"chair_large"	"fen"	"fenrul"	"chair_dimin"	"fenrul"	"fenwun"	1988	26	24
"s963"	"nonsocial"	TRUE	"wukwun"	"Male"	"male_side"	"test"	"chair_large"	"wuk"	"wukwun"	"chair_dimin"	"wukrul"	"wukwun"	1988	26	25
"s963"	"nonsocial"	TRUE	"rilrul"	"Male"	"male"	"test"	"mushroom_large"	"ril"	"rilrul"	"mushroom_dimin"	"rilrul"	"rilwun"	1988	26	26
"s963"	"nonsocial"	TRUE	"toswun"	"Male"	"female_side"	"test"	"bear_large_male"	"tos"	"toswun"	"bear_dimin"	"tosrul"	"toswun"	1988	26	27
"s963"	"nonsocial"	FALSE	"fisrul"	"Male"	"male"	"test"	"bear_large_male"	"fis"	"fiswun"	"bear_dimin"	"fisrul"	"fiswun"	1988	26	28
"s963"	"nonsocial"	TRUE	"tolwun"	"Male"	"female_side"	"test"	"bokchoy_large"	"tol"	"tolwun"	"bokchoy_dimin"	"tolrul"	"tolwun"	1988	26	29
"s963"	"nonsocial"	FALSE	"wukrul"	"Male"	"female"	"test"	"chair_large"	"wuk"	"wukwun"	"chair_dimin"	"wukrul"	"wukwun"	1988	26	30
"s963"	"nonsocial"	FALSE	"falwun"	"Male"	"female_side"	"test"	"fox_large_male"	"fal"	"falrul"	"fox_dimin"	"falrul"	"falwun"	1988	26	31
"s963"	"nonsocial"	TRUE	"tosrul"	"Male"	"male"	"test"	"bear_large_male"	"tos"	"tosrul"	"bear_dimin"	"tosrul"	"toswun"	1988	26	32
"s963"	"nonsocial"	TRUE	"toswun"	"Male"	"male_side"	"test"	"bear_large_male"	"tos"	"toswun"	"bear_dimin"	"tosrul"	"toswun"	1988	26	33
"s963"	"nonsocial"	FALSE	"fekrul"	"Male"	"female"	"test"	"gate_large"	"fek"	"fekwun"	"gate_dimin"	"fekrul"	"fekwun"	1988	26	34
"s963"	"nonsocial"	TRUE	"fenrul"	"Male"	"female"	"test"	"chair_large"	"fen"	"fenrul"	"chair_dimin"	"fenrul"	"fenwun"	1988	26	35
"s963"	"nonsocial"	TRUE	"wukwun"	"Male"	"female_side"	"test"	"chair_large"	"wuk"	"wukwun"	"chair_dimin"	"wukrul"	"wukwun"	1988	26	36
"s963"	"nonsocial"	TRUE	"wanrul"	"Male"	"male"	"test"	"fox_large_male"	"wan"	"wanrul"	"fox_dimin"	"wanrul"	"wanwun"	1988	26	37
"s963"	"nonsocial"	TRUE	"rilwun"	"Male"	"female_side"	"test"	"mushroom_large"	"ril"	"rilwun"	"mushroom_dimin"	"rilrul"	"rilwun"	1988	26	38
"s963"	"nonsocial"	FALSE	"falrul"	"Male"	"male"	"test"	"fox_large_male"	"fal"	"falwun"	"fox_dimin"	"falrul"	"falwun"	1988	26	39
"s963"	"nonsocial"	TRUE	"tasrul"	"Male"	"female"	"test"	"pitcher_large"	"tas"	"tasrul"	"pitcher_dimin"	"tasrul"	"taswun"	1988	26	40
"s963"	"nonsocial"	TRUE	"rikrul"	"Male"	"male"	"test"	"bokchoy_large"	"rik"	"rikrul"	"bokchoy_dimin"	"rikrul"	"rikwun"	1988	26	41
"s963"	"nonsocial"	FALSE	"fiswun"	"Male"	"female_side"	"test"	"bear_large_male"	"fis"	"fisrul"	"bear_dimin"	"fisrul"	"fiswun"	1988	26	42
"s963"	"nonsocial"	TRUE	"tolwun"	"Male"	"male_side"	"test"	"bokchoy_large"	"tol"	"tolwun"	"bokchoy_dimin"	"tolrul"	"tolwun"	1988	26	43
"s963"	"nonsocial"	FALSE	"tolrul"	"Male"	"female"	"test"	"bokchoy_large"	"tol"	"tolwun"	"bokchoy_dimin"	"tolrul"	"tolwun"	1988	26	44
"s963"	"nonsocial"	TRUE	"fenrul"	"Male"	"male"	"test"	"chair_large"	"fen"	"fenrul"	"chair_dimin"	"fenrul"	"fenwun"	1988	26	45
"s963"	"nonsocial"	FALSE	"tolrul"	"Male"	"male"	"test"	"bokchoy_large"	"tol"	"tolwun"	"bokchoy_dimin"	"tolrul"	"tolwun"	1988	26	46
"s963"	"nonsocial"	TRUE	"rilrul"	"Male"	"female"	"test"	"mushroom_large"	"ril"	"rilrul"	"mushroom_dimin"	"rilrul"	"rilwun"	1988	26	47
"s963"	"nonsocial"	FALSE	"fiswun"	"Male"	"male_side"	"test"	"bear_large_male"	"fis"	"fisrul"	"bear_dimin"	"fisrul"	"fiswun"	1988	26	48
"s964"	"nonsocial"	TRUE	"wunpel"	"Male"	"female"	"test"	"bokchoy_large"	"wun"	"wunpel"	"bokchoy_dimin"	"wunpel"	"wuntol"	1986	28	1
"s964"	"nonsocial"	FALSE	"faltol"	"Male"	"male_side"	"test"	"mushroom_large"	"fal"	"falpel"	"mushroom_dimin"	"falpel"	"faltol"	1986	28	2
"s964"	"nonsocial"	FALSE	"rultol"	"Male"	"female_side"	"test"	"chair_large"	"rul"	"rulpel"	"chair_dimin"	"rulpel"	"rultol"	1986	28	3
"s964"	"nonsocial"	FALSE	"faltol"	"Male"	"female_side"	"test"	"mushroom_large"	"fal"	"falpel"	"mushroom_dimin"	"falpel"	"faltol"	1986	28	4
"s964"	"nonsocial"	FALSE	"fistol"	"Male"	"male_side"	"test"	"chair_large"	"fis"	"fispel"	"chair_dimin"	"fispel"	"fistol"	1986	28	5
"s964"	"nonsocial"	FALSE	"fenpel"	"Male"	"male"	"test"	"bear_large_male"	"fen"	"fentol"	"bear_dimin"	"fenpel"	"fentol"	1986	28	6
"s964"	"nonsocial"	TRUE	"wunpel"	"Male"	"male"	"test"	"bokchoy_large"	"wun"	"wunpel"	"bokchoy_dimin"	"wunpel"	"wuntol"	1986	28	7
"s964"	"nonsocial"	FALSE	"taspel"	"Male"	"female"	"test"	"fox_large_male"	"tas"	"tastol"	"fox_dimin"	"taspel"	"tastol"	1986	28	8
"s964"	"nonsocial"	FALSE	"fekpel"	"Male"	"male"	"test"	"pitcher_large"	"fek"	"fektol"	"pitcher_dimin"	"fekpel"	"fektol"	1986	28	9
"s964"	"nonsocial"	FALSE	"tostol"	"Male"	"male_side"	"test"	"candleholder_large"	"tos"	"tospel"	"candleholder_dimin"	"tospel"	"tostol"	1986	28	10
"s964"	"nonsocial"	FALSE	"wantol"	"Male"	"female_side"	"test"	"gate_large"	"wan"	"wanpel"	"gate_dimin"	"wanpel"	"wantol"	1986	28	11
"s964"	"nonsocial"	FALSE	"taspel"	"Male"	"male"	"test"	"fox_large_male"	"tas"	"tastol"	"fox_dimin"	"taspel"	"tastol"	1986	28	12
"s964"	"nonsocial"	TRUE	"fispel"	"Male"	"male"	"test"	"chair_large"	"fis"	"fispel"	"chair_dimin"	"fispel"	"fistol"	1986	28	13
"s964"	"nonsocial"	TRUE	"rilpel"	"Male"	"male"	"test"	"fox_large_male"	"ril"	"rilpel"	"fox_dimin"	"rilpel"	"riltol"	1986	28	14
"s964"	"nonsocial"	TRUE	"wuntol"	"Male"	"female_side"	"test"	"bokchoy_large"	"wun"	"wuntol"	"bokchoy_dimin"	"wunpel"	"wuntol"	1986	28	15
"s964"	"nonsocial"	FALSE	"fektol"	"Male"	"female_side"	"test"	"pitcher_large"	"fek"	"fekpel"	"pitcher_dimin"	"fekpel"	"fektol"	1986	28	16
"s964"	"nonsocial"	FALSE	"wantol"	"Male"	"male_side"	"test"	"gate_large"	"wan"	"wanpel"	"gate_dimin"	"wanpel"	"wantol"	1986	28	17
"s964"	"nonsocial"	TRUE	"wukpel"	"Male"	"female"	"test"	"bokchoy_large"	"wuk"	"wukpel"	"bokchoy_dimin"	"wukpel"	"wuktol"	1986	28	18
"s964"	"nonsocial"	TRUE	"rikpel"	"Male"	"male"	"test"	"bear_large_male"	"rik"	"rikpel"	"bear_dimin"	"rikpel"	"riktol"	1986	28	19
"s964"	"nonsocial"	TRUE	"wanpel"	"Male"	"female"	"test"	"gate_large"	"wan"	"wanpel"	"gate_dimin"	"wanpel"	"wantol"	1986	28	20
"s964"	"nonsocial"	FALSE	"tostol"	"Male"	"female_side"	"test"	"candleholder_large"	"tos"	"tospel"	"candleholder_dimin"	"tospel"	"tostol"	1986	28	21
"s964"	"nonsocial"	TRUE	"fistol"	"Male"	"female_side"	"test"	"chair_large"	"fis"	"fistol"	"chair_dimin"	"fispel"	"fistol"	1986	28	22
"s964"	"nonsocial"	TRUE	"riktol"	"Male"	"female_side"	"test"	"bear_large_male"	"rik"	"riktol"	"bear_dimin"	"rikpel"	"riktol"	1986	28	23
"s964"	"nonsocial"	FALSE	"fektol"	"Male"	"male_side"	"test"	"pitcher_large"	"fek"	"fekpel"	"pitcher_dimin"	"fekpel"	"fektol"	1986	28	24
"s964"	"nonsocial"	TRUE	"falpel"	"Male"	"female"	"test"	"mushroom_large"	"fal"	"falpel"	"mushroom_dimin"	"falpel"	"faltol"	1986	28	25
"s964"	"nonsocial"	FALSE	"riktol"	"Male"	"male_side"	"test"	"bear_large_male"	"rik"	"rikpel"	"bear_dimin"	"rikpel"	"riktol"	1986	28	26
"s964"	"nonsocial"	FALSE	"riltol"	"Male"	"male_side"	"test"	"fox_large_male"	"ril"	"rilpel"	"fox_dimin"	"rilpel"	"riltol"	1986	28	27
"s964"	"nonsocial"	TRUE	"falpel"	"Male"	"male"	"test"	"mushroom_large"	"fal"	"falpel"	"mushroom_dimin"	"falpel"	"faltol"	1986	28	28
"s964"	"nonsocial"	TRUE	"fispel"	"Male"	"female"	"test"	"chair_large"	"fis"	"fispel"	"chair_dimin"	"fispel"	"fistol"	1986	28	29
"s964"	"nonsocial"	TRUE	"wuktol"	"Male"	"female_side"	"test"	"bokchoy_large"	"wuk"	"wuktol"	"bokchoy_dimin"	"wukpel"	"wuktol"	1986	28	30
"s964"	"nonsocial"	FALSE	"riltol"	"Male"	"female_side"	"test"	"fox_large_male"	"ril"	"rilpel"	"fox_dimin"	"rilpel"	"riltol"	1986	28	31
"s964"	"nonsocial"	FALSE	"fentol"	"Male"	"male_side"	"test"	"bear_large_male"	"fen"	"fenpel"	"bear_dimin"	"fenpel"	"fentol"	1986	28	32
"s964"	"nonsocial"	TRUE	"tospel"	"Male"	"male"	"test"	"candleholder_large"	"tos"	"tospel"	"candleholder_dimin"	"tospel"	"tostol"	1986	28	33
"s964"	"nonsocial"	TRUE	"fenpel"	"Male"	"female"	"test"	"bear_large_male"	"fen"	"fenpel"	"bear_dimin"	"fenpel"	"fentol"	1986	28	34
"s964"	"nonsocial"	FALSE	"wuktol"	"Male"	"male_side"	"test"	"bokchoy_large"	"wuk"	"wukpel"	"bokchoy_dimin"	"wukpel"	"wuktol"	1986	28	35
"s964"	"nonsocial"	FALSE	"rultol"	"Male"	"male_side"	"test"	"chair_large"	"rul"	"rulpel"	"chair_dimin"	"rulpel"	"rultol"	1986	28	36
"s964"	"nonsocial"	FALSE	"wuntol"	"Male"	"male_side"	"test"	"bokchoy_large"	"wun"	"wunpel"	"bokchoy_dimin"	"wunpel"	"wuntol"	1986	28	37
"s964"	"nonsocial"	FALSE	"fentol"	"Male"	"female_side"	"test"	"bear_large_male"	"fen"	"fenpel"	"bear_dimin"	"fenpel"	"fentol"	1986	28	38
"s964"	"nonsocial"	TRUE	"tospel"	"Male"	"female"	"test"	"candleholder_large"	"tos"	"tospel"	"candleholder_dimin"	"tospel"	"tostol"	1986	28	39
"s964"	"nonsocial"	TRUE	"fekpel"	"Male"	"female"	"test"	"pitcher_large"	"fek"	"fekpel"	"pitcher_dimin"	"fekpel"	"fektol"	1986	28	40
"s964"	"nonsocial"	TRUE	"wukpel"	"Male"	"male"	"test"	"bokchoy_large"	"wuk"	"wukpel"	"bokchoy_dimin"	"wukpel"	"wuktol"	1986	28	41
"s964"	"nonsocial"	TRUE	"wanpel"	"Male"	"male"	"test"	"gate_large"	"wan"	"wanpel"	"gate_dimin"	"wanpel"	"wantol"	1986	28	42
"s964"	"nonsocial"	FALSE	"rikpel"	"Male"	"female"	"test"	"bear_large_male"	"rik"	"riktol"	"bear_dimin"	"rikpel"	"riktol"	1986	28	43
"s964"	"nonsocial"	TRUE	"rilpel"	"Male"	"female"	"test"	"fox_large_male"	"ril"	"rilpel"	"fox_dimin"	"rilpel"	"riltol"	1986	28	44
"s964"	"nonsocial"	FALSE	"tastol"	"Male"	"female_side"	"test"	"fox_large_male"	"tas"	"taspel"	"fox_dimin"	"taspel"	"tastol"	1986	28	45
"s964"	"nonsocial"	TRUE	"rulpel"	"Male"	"female"	"test"	"chair_large"	"rul"	"rulpel"	"chair_dimin"	"rulpel"	"rultol"	1986	28	46
"s964"	"nonsocial"	TRUE	"tastol"	"Male"	"male_side"	"test"	"fox_large_male"	"tas"	"tastol"	"fox_dimin"	"taspel"	"tastol"	1986	28	47
"s964"	"nonsocial"	TRUE	"rulpel"	"Male"	"male"	"test"	"chair_large"	"rul"	"rulpel"	"chair_dimin"	"rulpel"	"rultol"	1986	28	48
"s965"	"nonsocial"	FALSE	"riltas"	"Female"	"male"	"test"	"pitcher_large"	"ril"	"riltos"	"pitcher_dimin"	"riltas"	"riltos"	1988	26	1
"s965"	"nonsocial"	TRUE	"toltas"	"Female"	"male"	"test"	"bear_large_male"	"tol"	"toltas"	"bear_dimin"	"toltas"	"toltos"	1988	26	2
"s965"	"nonsocial"	TRUE	"fistos"	"Female"	"male_side"	"test"	"gate_large"	"fis"	"fistos"	"gate_dimin"	"fistas"	"fistos"	1988	26	3
"s965"	"nonsocial"	TRUE	"fektos"	"Female"	"female_side"	"test"	"candleholder_large"	"fek"	"fektos"	"candleholder_dimin"	"fektas"	"fektos"	1988	26	4
"s965"	"nonsocial"	TRUE	"fentas"	"Female"	"female"	"test"	"chair_large"	"fen"	"fentas"	"chair_dimin"	"fentas"	"fentos"	1988	26	5
"s965"	"nonsocial"	FALSE	"faltas"	"Female"	"female"	"test"	"mushroom_large"	"fal"	"faltos"	"mushroom_dimin"	"faltas"	"faltos"	1988	26	6
"s965"	"nonsocial"	FALSE	"wuntos"	"Female"	"female_side"	"test"	"bear_large_male"	"wun"	"wuntas"	"bear_dimin"	"wuntas"	"wuntos"	1988	26	7
"s965"	"nonsocial"	TRUE	"riktos"	"Female"	"male_side"	"test"	"chair_large"	"rik"	"riktos"	"chair_dimin"	"riktas"	"riktos"	1988	26	8
"s965"	"nonsocial"	TRUE	"toltas"	"Female"	"female"	"test"	"bear_large_male"	"tol"	"toltas"	"bear_dimin"	"toltas"	"toltos"	1988	26	9
"s965"	"nonsocial"	FALSE	"fentos"	"Female"	"female_side"	"test"	"chair_large"	"fen"	"fentas"	"chair_dimin"	"fentas"	"fentos"	1988	26	10
"s965"	"nonsocial"	TRUE	"riltos"	"Female"	"female_side"	"test"	"pitcher_large"	"ril"	"riltos"	"pitcher_dimin"	"riltas"	"riltos"	1988	26	11
"s965"	"nonsocial"	TRUE	"wantos"	"Female"	"male_side"	"test"	"fox_large_male"	"wan"	"wantos"	"fox_dimin"	"wantas"	"wantos"	1988	26	12
"s965"	"nonsocial"	TRUE	"wuntas"	"Female"	"female"	"test"	"bear_large_male"	"wun"	"wuntas"	"bear_dimin"	"wuntas"	"wuntos"	1988	26	13
"s965"	"nonsocial"	TRUE	"fektas"	"Female"	"male"	"test"	"candleholder_large"	"fek"	"fektas"	"candleholder_dimin"	"fektas"	"fektos"	1988	26	14
"s965"	"nonsocial"	TRUE	"faltos"	"Female"	"male_side"	"test"	"mushroom_large"	"fal"	"faltos"	"mushroom_dimin"	"faltas"	"faltos"	1988	26	15
"s965"	"nonsocial"	TRUE	"fistos"	"Female"	"female_side"	"test"	"gate_large"	"fis"	"fistos"	"gate_dimin"	"fistas"	"fistos"	1988	26	16
