"participant"	"peerCondition"	"item"	"preValenceRating"	"postValenceRating"	"preWord"	"postWord"	"peerWord"	"alignedVocab"	"peerWordValence"	"valRatingChange"	"gender"	"age"	"agreeableness"	"openness"	"conscientiousness"	"extraversion"	"emotionStabil"
"p819229"	"robot.trust"	"church"	0	0	"church"	"church"	"cathedral"	FALSE	0.857142857	0	"female"	19	4.5	5	4.5	4	4.5
"p819229"	"robot.trust"	"king"	0	-1	"king"	"electric chair"	"electric chair"	TRUE	-1.892857143	-1	"female"	19	4.5	5	4.5	4	4.5
"p887007"	"robot.trust"	"city"	1	2	"city"	"town"	"town"	TRUE	1.178571429	1	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"baby"	2	2	"baby"	"baby"	"kid"	FALSE	1.071428571	0	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"socket"	1	-1	"OTHER"	"face"	"face"	TRUE	1.035714286	-2	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"microbes"	1	1	"bacteria"	"bacteria"	"germs"	FALSE	-0.75	0	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"boot"	1	1	"boot"	"boot"	"shoe"	FALSE	0.607142857	0	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"factory"	-1	1	"factory"	"factory"	"pollution"	FALSE	-1.821428571	2	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"dog"	2	1	"dog"	"dog"	"wolf"	FALSE	0.535714286	-1	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"mouse"	1	1	"rat"	"mouse"	"mouse"	TRUE	0.464285714	0	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"wedge"	1	0	"OTHER"	"OTHER"	"concrete"	FALSE	-0.107142857	-1	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"drugs"	0	1	"pills"	"pills"	"drugs"	FALSE	-0.714285714	1	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"house"	2	1	"house"	"house"	"home"	FALSE	1.928571429	-1	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"king"	-1	-1	"OTHER"	"electric chair"	"electric chair"	TRUE	-1.892857143	0	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"soldier"	-1	-1	"OTHER"	"soldier"	"soldier"	TRUE	-0.642857143	0	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"road"	0	-1	"ladder"	"ladder"	"avenue"	FALSE	1.178571429	-1	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"recycling"	1	1	"rubbish bin"	"rubbish bin"	"recycling bin"	FALSE	0.785714286	0	"female"	18	4.5	5.5	5	5	4.5
"p887007"	"robot.trust"	"dirt"	0	0	"dirt"	"dirt"	"gravel"	FALSE	-0.25	0	"female"	18	4.5	5.5	5	5	4.5
"p907596"	"robot.trust"	"baby"	1	1	"baby"	"child"	"kid"	FALSE	1.071428571	0	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"socket"	1	1	"OTHER"	"socket"	"socket"	TRUE	0.142857143	0	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"house"	2	3	"house"	"house"	"home"	FALSE	1.928571429	1	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"drugs"	1	1	"pills"	"drugs"	"drugs"	TRUE	-0.714285714	0	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"factory"	-2	-4	"factory"	"pollution"	"pollution"	TRUE	-1.821428571	-2	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"church"	1	1	"church"	"church"	"cathedral"	FALSE	0.857142857	0	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"city"	1	2	"buildings"	"town"	"town"	TRUE	1.178571429	1	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"dirt"	-2	1	"OTHER"	"sand"	"sand"	TRUE	1.035714286	3	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"boot"	1	2	"boot"	"boot"	"shoe"	FALSE	0.607142857	1	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"king"	1	1	"OTHER"	"king"	"king"	TRUE	0.464285714	0	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"wedge"	2	1	"OTHER"	"cement"	"concrete"	FALSE	-0.107142857	-1	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"people"	1	1	"OTHER"	"people"	"people"	TRUE	1.178571429	0	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"soldier"	-4	-4	"OTHER"	"gunman"	"gunman"	TRUE	-1.857142857	0	"female"	19	4.5	5.5	6	4	5.5
"p907596"	"robot.trust"	"road"	1	1	"road"	"avenue"	"avenue"	TRUE	1.178571429	0	"female"	19	4.5	5.5	6	4	5.5
"p980973"	"robot.trust"	"city"	-4	-2	"city"	"city"	"buildings"	FALSE	0.214285714	2	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"dog"	3	2	"dog"	"dog"	"wolf"	FALSE	0.535714286	-1	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"baby"	0	1	"OTHER"	"baby"	"sprog"	FALSE	0.107142857	1	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"people"	0	-1	"OTHER"	"crowd"	"crowd"	TRUE	-0.142857143	-1	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"socket"	-1	0	"OTHER"	"OTHER"	"socket"	FALSE	0.142857143	1	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"king"	-1	-1	"OTHER"	"king"	"king"	TRUE	0.464285714	0	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"wedge"	0	1	"OTHER"	"pizza"	"pizza slice"	FALSE	1.571428571	1	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"boot"	0	0	"boot"	"boot"	"shoe"	FALSE	0.607142857	0	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"drugs"	0	0	"medicine"	"medicine"	"drugs"	FALSE	-0.714285714	0	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"factory"	-4	-4	"factory"	"factory"	"pollution"	FALSE	-1.821428571	0	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"marijuana"	-4	-4	"OTHER"	"leaf"	"leaf"	TRUE	1.071428571	0	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"recycling"	-1	2	"wheely bin"	"recycling bin"	"recycling bin"	TRUE	0.785714286	3	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"dirt"	0	-1	"OTHER"	"sand"	"sand"	TRUE	1.035714286	-1	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"road"	0	-2	"train tracks"	"road"	"highway"	FALSE	0.0714285710000002	-2	"female"	21	5	4	6	2.5	4
"p980973"	"robot.trust"	"soldier"	-4	-4	"OTHER"	"soldier"	"soldier"	TRUE	-0.642857143	0	"female"	21	5	4	6	2.5	4
