"subject","trialNumber","condition","correct","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","subject.gender","subject.age","phase"
"s987",15,"nonsocial",TRUE,"fekril","male_side","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",16,"nonsocial",FALSE,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",17,"nonsocial",TRUE,"fekril","male_side","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",18,"nonsocial",FALSE,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",19,"nonsocial",TRUE,"fekril","male_side","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",20,"nonsocial",FALSE,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",21,"nonsocial",TRUE,"fekril","male_side","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",22,"nonsocial",FALSE,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",23,"nonsocial",TRUE,"fekril","male_side","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",24,"nonsocial",TRUE,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosril","Male",30,"training"
"s987",25,"nonsocial",FALSE,"tasril","female_side","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",26,"nonsocial",TRUE,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosril","Male",30,"training"
"s987",27,"nonsocial",FALSE,"tasril","female_side","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",28,"nonsocial",TRUE,"tosril","male_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosril","Male",30,"training"
"s987",29,"nonsocial",TRUE,"tasril","female_side","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasril","Male",30,"training"
"s987",30,"nonsocial",TRUE,"rulril","male_side","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulril","Male",30,"training"
"s987",31,"nonsocial",TRUE,"rulril","female_side","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulril","Male",30,"training"
"s987",32,"nonsocial",TRUE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",33,"nonsocial",FALSE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",34,"nonsocial",FALSE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s987",35,"nonsocial",TRUE,"rulril","female_side","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulril","Male",30,"training"
"s987",36,"nonsocial",FALSE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s987",37,"nonsocial",TRUE,"rulril","female_side","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulril","Male",30,"training"
"s987",38,"nonsocial",TRUE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",39,"nonsocial",FALSE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",40,"nonsocial",FALSE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s987",41,"nonsocial",TRUE,"rulril","female_side","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulril","Male",30,"training"
"s987",42,"nonsocial",TRUE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",43,"nonsocial",FALSE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",44,"nonsocial",TRUE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",45,"nonsocial",TRUE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s987",46,"nonsocial",FALSE,"fekfen","female","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",47,"nonsocial",TRUE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s987",48,"nonsocial",FALSE,"fekfen","female","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",49,"nonsocial",TRUE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s987",50,"nonsocial",FALSE,"fekfen","female","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",51,"nonsocial",FALSE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",52,"nonsocial",TRUE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",53,"nonsocial",FALSE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",54,"nonsocial",TRUE,"falril","male_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",55,"nonsocial",TRUE,"falfen","male","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s987",56,"nonsocial",TRUE,"fekfen","female","bear_large_male","fek","bear_dimin","fekfen","fekril","fekfen","Male",30,"training"
"s987",57,"nonsocial",FALSE,"falril","female_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s987",58,"nonsocial",TRUE,"fekfen","female","bear_large_male","fek","bear_dimin","fekfen","fekril","fekfen","Male",30,"training"
"s987",59,"nonsocial",TRUE,"falril","female_side","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falril","Male",30,"training"
"s987",60,"nonsocial",TRUE,"tasfen","male","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",61,"nonsocial",FALSE,"wunril","male_side","fox_large_male","wun","fox_dimin","wunfen","wunril","wunfen","Male",30,"training"
"s987",62,"nonsocial",TRUE,"tasfen","male","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",63,"nonsocial",TRUE,"wunril","male_side","fox_large_male","wun","fox_dimin","wunfen","wunril","wunril","Male",30,"training"
"s987",64,"nonsocial",FALSE,"fekril","female_side","bear_large_male","fek","bear_dimin","fekfen","fekril","fekfen","Male",30,"training"
"s987",65,"nonsocial",FALSE,"wunril","male_side","fox_large_male","wun","fox_dimin","wunfen","wunril","wunfen","Male",30,"training"
"s987",66,"nonsocial",TRUE,"tasfen","male","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",67,"nonsocial",FALSE,"wunril","male_side","fox_large_male","wun","fox_dimin","wunfen","wunril","wunfen","Male",30,"training"
"s987",68,"nonsocial",TRUE,"tasfen","male","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",69,"nonsocial",TRUE,"wunril","male_side","fox_large_male","wun","fox_dimin","wunfen","wunril","wunril","Male",30,"training"
"s987",70,"nonsocial",TRUE,"fekril","female_side","bear_large_male","fek","bear_dimin","fekfen","fekril","fekril","Male",30,"training"
"s987",71,"nonsocial",TRUE,"fekfen","male","bear_large_male","fek","bear_dimin","fekfen","fekril","fekfen","Male",30,"training"
"s987",72,"nonsocial",TRUE,"wunfen","female","fox_large_male","wun","fox_dimin","wunfen","wunril","wunfen","Male",30,"training"
"s987",73,"nonsocial",TRUE,"rulfen","female","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulfen","Male",30,"training"
"s987",74,"nonsocial",FALSE,"tosril","female_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",75,"nonsocial",TRUE,"rulfen","female","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulfen","Male",30,"training"
"s987",76,"nonsocial",FALSE,"tosril","female_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",77,"nonsocial",TRUE,"rulfen","female","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulfen","Male",30,"training"
"s987",78,"nonsocial",TRUE,"tosril","female_side","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosril","Male",30,"training"
"s987",79,"nonsocial",TRUE,"rulfen","male","candleholder_large","rul","candleholder_dimin","rulfen","rulril","rulfen","Male",30,"training"
"s987",80,"nonsocial",TRUE,"tasfen","female","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",81,"nonsocial",FALSE,"tosfen","female","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosril","Male",30,"training"
"s987",82,"nonsocial",TRUE,"tasfen","female","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",83,"nonsocial",FALSE,"tosfen","female","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosril","Male",30,"training"
"s987",84,"nonsocial",TRUE,"tasfen","female","pitcher_large","tas","pitcher_dimin","tasfen","tasril","tasfen","Male",30,"training"
"s987",85,"nonsocial",TRUE,"tosfen","female","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",86,"nonsocial",TRUE,"tosfen","male","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",87,"nonsocial",FALSE,"wunril","female_side","fox_large_male","wun","fox_dimin","wunfen","wunril","wunfen","Male",30,"training"
"s987",88,"nonsocial",TRUE,"tosfen","male","bokchoy_large","tos","bokchoy_dimin","tosfen","tosril","tosfen","Male",30,"training"
"s987",89,"nonsocial",TRUE,"wunril","female_side","fox_large_male","wun","fox_dimin","wunfen","wunril","wunril","Male",30,"training"
"s987",90,"nonsocial",FALSE,"wunfen","male","fox_large_male","wun","fox_dimin","wunfen","wunril","wunril","Male",30,"training"
"s987",91,"nonsocial",TRUE,"wunril","female_side","fox_large_male","wun","fox_dimin","wunfen","wunril","wunril","Male",30,"training"
"s987",92,"nonsocial",TRUE,"wunfen","male","fox_large_male","wun","fox_dimin","wunfen","wunril","wunfen","Male",30,"training"
"s987",93,"nonsocial",TRUE,"falfen","female","bokchoy_large","fal","bokchoy_dimin","falfen","falril","falfen","Male",30,"training"
"s990",1,"nonsocial",FALSE,"rikwuk","female","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikrul","Male",29,"training"
"s990",2,"nonsocial",FALSE,"rikwuk","female","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikrul","Male",29,"training"
"s990",3,"nonsocial",TRUE,"rikwuk","female","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikwuk","Male",29,"training"
"s990",4,"nonsocial",TRUE,"rilrul","female_side","chair_large","ril","chair_dimin","rilwuk","rilrul","rilrul","Male",29,"training"
"s990",5,"nonsocial",FALSE,"rikrul","male_side","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikwuk","Male",29,"training"
"s990",6,"nonsocial",TRUE,"rilrul","female_side","chair_large","ril","chair_dimin","rilwuk","rilrul","rilrul","Male",29,"training"
"s990",7,"nonsocial",TRUE,"rikrul","male_side","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikrul","Male",29,"training"
"s990",8,"nonsocial",FALSE,"falwuk","male","bear_large_male","fal","bear_dimin","falwuk","falrul","falrul","Male",29,"training"
"s990",9,"nonsocial",TRUE,"rikrul","male_side","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikrul","Male",29,"training"
"s990",10,"nonsocial",TRUE,"falwuk","male","bear_large_male","fal","bear_dimin","falwuk","falrul","falwuk","Male",29,"training"
"s990",11,"nonsocial",FALSE,"wunwuk","male","gate_large","wun","gate_dimin","wunwuk","wunrul","wunrul","Male",29,"training"
"s990",12,"nonsocial",TRUE,"falwuk","male","bear_large_male","fal","bear_dimin","falwuk","falrul","falwuk","Male",29,"training"
"s990",13,"nonsocial",FALSE,"wunwuk","male","gate_large","wun","gate_dimin","wunwuk","wunrul","wunrul","Male",29,"training"
"s990",14,"nonsocial",TRUE,"falwuk","male","bear_large_male","fal","bear_dimin","falwuk","falrul","falwuk","Male",29,"training"
"s990",15,"nonsocial",TRUE,"wunwuk","male","gate_large","wun","gate_dimin","wunwuk","wunrul","wunwuk","Male",29,"training"
"s990",16,"nonsocial",FALSE,"fenwuk","male","bear_large_male","fen","bear_dimin","fenwuk","fenrul","fenrul","Male",29,"training"
"s990",17,"nonsocial",TRUE,"wunwuk","male","gate_large","wun","gate_dimin","wunwuk","wunrul","wunwuk","Male",29,"training"
"s990",18,"nonsocial",TRUE,"fenwuk","male","bear_large_male","fen","bear_dimin","fenwuk","fenrul","fenwuk","Male",29,"training"
"s990",19,"nonsocial",TRUE,"falrul","male_side","bear_large_male","fal","bear_dimin","falwuk","falrul","falrul","Male",29,"training"
"s990",20,"nonsocial",TRUE,"wunwuk","female","gate_large","wun","gate_dimin","wunwuk","wunrul","wunwuk","Male",29,"training"
"s990",21,"nonsocial",TRUE,"falrul","female_side","bear_large_male","fal","bear_dimin","falwuk","falrul","falrul","Male",29,"training"
"s990",22,"nonsocial",TRUE,"rilwuk","female","chair_large","ril","chair_dimin","rilwuk","rilrul","rilwuk","Male",29,"training"
"s990",23,"nonsocial",TRUE,"wunrul","female_side","gate_large","wun","gate_dimin","wunwuk","wunrul","wunrul","Male",29,"training"
"s990",24,"nonsocial",TRUE,"tosrul","male_side","mushroom_large","tos","mushroom_dimin","toswuk","tosrul","tosrul","Male",29,"training"
"s990",25,"nonsocial",TRUE,"toswuk","male","mushroom_large","tos","mushroom_dimin","toswuk","tosrul","toswuk","Male",29,"training"
"s990",26,"nonsocial",TRUE,"rikwuk","male","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikwuk","Male",29,"training"
"s990",27,"nonsocial",TRUE,"fenrul","female_side","bear_large_male","fen","bear_dimin","fenwuk","fenrul","fenrul","Male",29,"training"
"s990",28,"nonsocial",TRUE,"rilrul","male_side","chair_large","ril","chair_dimin","rilwuk","rilrul","rilrul","Male",29,"training"
"s990",29,"nonsocial",FALSE,"rikrul","female_side","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikwuk","Male",29,"training"
"s990",30,"nonsocial",TRUE,"rilrul","male_side","chair_large","ril","chair_dimin","rilwuk","rilrul","rilrul","Male",29,"training"
"s990",31,"nonsocial",TRUE,"rikrul","female_side","fox_large_male","rik","fox_dimin","rikwuk","rikrul","rikrul","Male",29,"training"
"s990",32,"nonsocial",TRUE,"falwuk","female","bear_large_male","fal","bear_dimin","falwuk","falrul","falwuk","Male",29,"training"
"s990",33,"nonsocial",TRUE,"fenrul","male_side","bear_large_male","fen","bear_dimin","fenwuk","fenrul","fenrul","Male",29,"training"
"s990",34,"nonsocial",TRUE,"tosrul","female_side","mushroom_large","tos","mushroom_dimin","toswuk","tosrul","tosrul","Male",29,"training"
"s990",35,"nonsocial",FALSE,"toswuk","female","mushroom_large","tos","mushroom_dimin","toswuk","tosrul","tosrul","Male",29,"training"
"s990",36,"nonsocial",TRUE,"tosrul","female_side","mushroom_large","tos","mushroom_dimin","toswuk","tosrul","tosrul","Male",29,"training"
"s990",37,"nonsocial",TRUE,"toswuk","female","mushroom_large","tos","mushroom_dimin","toswuk","tosrul","toswuk","Male",29,"training"
"s990",38,"nonsocial",TRUE,"wunrul","male_side","gate_large","wun","gate_dimin","wunwuk","wunrul","wunrul","Male",29,"training"
"s990",39,"nonsocial",FALSE,"rilwuk","male","chair_large","ril","chair_dimin","rilwuk","rilrul","rilrul","Male",29,"training"
"s990",40,"nonsocial",TRUE,"wunrul","male_side","gate_large","wun","gate_dimin","wunwuk","wunrul","wunrul","Male",29,"training"
"s990",41,"nonsocial",TRUE,"rilwuk","male","chair_large","ril","chair_dimin","rilwuk","rilrul","rilwuk","Male",29,"training"
"s990",42,"nonsocial",TRUE,"fenwuk","female","bear_large_male","fen","bear_dimin","fenwuk","fenrul","fenwuk","Male",29,"training"
"s991",1,"nonsocial",TRUE,"wukfek","female","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",2,"nonsocial",TRUE,"rikfek","male","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",3,"nonsocial",FALSE,"wantas","male_side","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wanfek","Male",65,"training"
"s991",4,"nonsocial",TRUE,"rikfek","male","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",5,"nonsocial",FALSE,"wantas","male_side","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wanfek","Male",65,"training"
"s991",6,"nonsocial",TRUE,"rikfek","male","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",7,"nonsocial",TRUE,"wantas","male_side","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",8,"nonsocial",TRUE,"rultas","female_side","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",9,"nonsocial",FALSE,"falfek","male","candleholder_large","fal","candleholder_dimin","falfek","faltas","faltas","Male",65,"training"
"s991",10,"nonsocial",TRUE,"rultas","female_side","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",11,"nonsocial",TRUE,"falfek","male","candleholder_large","fal","candleholder_dimin","falfek","faltas","falfek","Male",65,"training"
"s991",12,"nonsocial",TRUE,"rikfek","female","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",13,"nonsocial",FALSE,"wuktas","female_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",14,"nonsocial",TRUE,"rikfek","female","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",15,"nonsocial",FALSE,"wuktas","female_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",16,"nonsocial",TRUE,"rikfek","female","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",17,"nonsocial",FALSE,"wuktas","female_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",18,"nonsocial",TRUE,"rikfek","female","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",19,"nonsocial",TRUE,"wuktas","female_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wuktas","Male",65,"training"
"s991",20,"nonsocial",TRUE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",21,"nonsocial",FALSE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",22,"nonsocial",FALSE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fistas","Male",65,"training"
"s991",23,"nonsocial",FALSE,"wuktas","female_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",24,"nonsocial",TRUE,"rikfek","female","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",25,"nonsocial",FALSE,"wuktas","female_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",26,"nonsocial",TRUE,"rikfek","female","bear_large_male","rik","bear_dimin","rikfek","riktas","rikfek","Male",65,"training"
"s991",27,"nonsocial",TRUE,"wuktas","female_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wuktas","Male",65,"training"
"s991",28,"nonsocial",TRUE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",29,"nonsocial",TRUE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rulfek","Male",65,"training"
"s991",30,"nonsocial",FALSE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",31,"nonsocial",FALSE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",32,"nonsocial",TRUE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",33,"nonsocial",FALSE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",34,"nonsocial",TRUE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",35,"nonsocial",TRUE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rulfek","Male",65,"training"
"s991",36,"nonsocial",TRUE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wanfek","Male",65,"training"
"s991",37,"nonsocial",TRUE,"wukfek","male","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",38,"nonsocial",FALSE,"wanfek","male","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",39,"nonsocial",FALSE,"wukfek","male","chair_large","wuk","chair_dimin","wukfek","wuktas","wuktas","Male",65,"training"
"s991",40,"nonsocial",FALSE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",41,"nonsocial",FALSE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",42,"nonsocial",TRUE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",43,"nonsocial",FALSE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",44,"nonsocial",TRUE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",45,"nonsocial",TRUE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rulfek","Male",65,"training"
"s991",46,"nonsocial",FALSE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",47,"nonsocial",TRUE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rulfek","Male",65,"training"
"s991",48,"nonsocial",FALSE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",49,"nonsocial",FALSE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",50,"nonsocial",FALSE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fistas","Male",65,"training"
"s991",51,"nonsocial",TRUE,"wuktas","female_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wuktas","Male",65,"training"
"s991",52,"nonsocial",TRUE,"fisfek","male","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",53,"nonsocial",TRUE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rulfek","Male",65,"training"
"s991",54,"nonsocial",FALSE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",55,"nonsocial",TRUE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rulfek","Male",65,"training"
"s991",56,"nonsocial",FALSE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",57,"nonsocial",TRUE,"rulfek","male","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rulfek","Male",65,"training"
"s991",58,"nonsocial",TRUE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wanfek","Male",65,"training"
"s991",59,"nonsocial",FALSE,"wukfek","male","chair_large","wuk","chair_dimin","wukfek","wuktas","wuktas","Male",65,"training"
"s991",60,"nonsocial",TRUE,"wanfek","female","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wanfek","Male",65,"training"
"s991",61,"nonsocial",TRUE,"wukfek","male","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",62,"nonsocial",FALSE,"wanfek","male","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",63,"nonsocial",TRUE,"wukfek","male","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",64,"nonsocial",FALSE,"wanfek","male","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",65,"nonsocial",TRUE,"wukfek","male","chair_large","wuk","chair_dimin","wukfek","wuktas","wukfek","Male",65,"training"
"s991",66,"nonsocial",TRUE,"wanfek","male","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wanfek","Male",65,"training"
"s991",67,"nonsocial",FALSE,"rulfek","female","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",68,"nonsocial",TRUE,"wanfek","male","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wanfek","Male",65,"training"
"s991",69,"nonsocial",FALSE,"rulfek","female","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",70,"nonsocial",TRUE,"wanfek","male","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wanfek","Male",65,"training"
"s991",71,"nonsocial",TRUE,"rulfek","female","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rulfek","Male",65,"training"
"s991",72,"nonsocial",TRUE,"faltas","female_side","candleholder_large","fal","candleholder_dimin","falfek","faltas","faltas","Male",65,"training"
"s991",73,"nonsocial",FALSE,"fistas","male_side","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",74,"nonsocial",TRUE,"faltas","female_side","candleholder_large","fal","candleholder_dimin","falfek","faltas","faltas","Male",65,"training"
"s991",75,"nonsocial",TRUE,"fistas","male_side","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fistas","Male",65,"training"
"s991",76,"nonsocial",TRUE,"rultas","male_side","pitcher_large","rul","pitcher_dimin","rulfek","rultas","rultas","Male",65,"training"
"s991",77,"nonsocial",TRUE,"falfek","female","candleholder_large","fal","candleholder_dimin","falfek","faltas","falfek","Male",65,"training"
"s991",78,"nonsocial",TRUE,"fistas","female_side","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fistas","Male",65,"training"
"s991",79,"nonsocial",TRUE,"riktas","male_side","bear_large_male","rik","bear_dimin","rikfek","riktas","riktas","Male",65,"training"
"s991",80,"nonsocial",TRUE,"wantas","female_side","bokchoy_large","wan","bokchoy_dimin","wanfek","wantas","wantas","Male",65,"training"
"s991",81,"nonsocial",TRUE,"faltas","male_side","candleholder_large","fal","candleholder_dimin","falfek","faltas","faltas","Male",65,"training"
"s991",82,"nonsocial",TRUE,"fisfek","female","bokchoy_large","fis","bokchoy_dimin","fisfek","fistas","fisfek","Male",65,"training"
"s991",83,"nonsocial",TRUE,"riktas","female_side","bear_large_male","rik","bear_dimin","rikfek","riktas","riktas","Male",65,"training"
"s991",84,"nonsocial",TRUE,"wuktas","male_side","chair_large","wuk","chair_dimin","wukfek","wuktas","wuktas","Male",65,"training"
