"subject","trialNumber","condition","correct","correctAnswer","interlocutor","promptImage","promptName","targetImage","targetWord1","targetWord2","selection","subject.gender","subject.age","phase"
"s1470",17,"linguistic",TRUE,"pelpek","male_side","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpek","Male",32,"training"
"s1470",18,"linguistic",FALSE,"ralpak","male","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Male",32,"training"
"s1470",19,"linguistic",TRUE,"pelpek","male_side","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpek","Male",32,"training"
"s1470",20,"linguistic",TRUE,"ralpak","male","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpak","Male",32,"training"
"s1470",21,"linguistic",FALSE,"rakpak","female_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpek","Male",32,"training"
"s1470",22,"linguistic",FALSE,"ralpak","male","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpek","Male",32,"training"
"s1470",23,"linguistic",TRUE,"pelpek","male_side","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpek","Male",32,"training"
"s1470",24,"linguistic",TRUE,"ralpak","male","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpak","Male",32,"training"
"s1470",25,"linguistic",TRUE,"rakpak","female_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Male",32,"training"
"s1470",26,"linguistic",TRUE,"fanpak","female_side","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1470",27,"linguistic",FALSE,"fanpak","male","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpek","Male",32,"training"
"s1470",28,"linguistic",TRUE,"fanpak","female_side","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1470",29,"linguistic",TRUE,"fanpak","male","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1470",30,"linguistic",FALSE,"wenpek","male_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1470",31,"linguistic",TRUE,"fanpak","male","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1470",32,"linguistic",FALSE,"wenpek","male_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1470",33,"linguistic",TRUE,"fanpak","male","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1470",34,"linguistic",FALSE,"wenpek","male_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1470",35,"linguistic",TRUE,"fanpak","male","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1470",36,"linguistic",TRUE,"wenpek","male_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1470",37,"linguistic",TRUE,"pelpek","female_side","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpek","Male",32,"training"
"s1470",38,"linguistic",FALSE,"pelpek","male","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpak","Male",32,"training"
"s1470",39,"linguistic",TRUE,"pelpek","female_side","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpek","Male",32,"training"
"s1470",40,"linguistic",FALSE,"pelpek","male","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpak","Male",32,"training"
"s1470",41,"linguistic",TRUE,"pelpek","female_side","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpek","Male",32,"training"
"s1470",42,"linguistic",TRUE,"pelpek","male","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpek","Male",32,"training"
"s1470",43,"linguistic",TRUE,"rakpak","female","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Male",32,"training"
"s1470",44,"linguistic",TRUE,"wenpek","female_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1470",45,"linguistic",TRUE,"fanpak","male_side","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1470",46,"linguistic",TRUE,"ralpak","female","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpak","Male",32,"training"
"s1470",47,"linguistic",FALSE,"pelpek","female","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpak","Male",32,"training"
"s1470",48,"linguistic",TRUE,"ralpak","female","bear_large_male","ral","bear_dimin","ralpek","ralpak","ralpak","Male",32,"training"
"s1470",49,"linguistic",TRUE,"pelpek","female","pitcher_large","pel","pitcher_dimin","pelpek","pelpak","pelpek","Male",32,"training"
"s1470",50,"linguistic",TRUE,"wekpek","male_side","chair_large","wek","chair_dimin","wekpek","wekpak","wekpek","Male",32,"training"
"s1470",51,"linguistic",FALSE,"wenpek","female","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1470",52,"linguistic",TRUE,"wekpek","male_side","chair_large","wek","chair_dimin","wekpek","wekpak","wekpek","Male",32,"training"
"s1470",53,"linguistic",FALSE,"wenpek","female","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1470",54,"linguistic",TRUE,"wekpek","male_side","chair_large","wek","chair_dimin","wekpek","wekpak","wekpek","Male",32,"training"
"s1470",55,"linguistic",TRUE,"wenpek","female","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1470",56,"linguistic",TRUE,"rakpak","male","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Male",32,"training"
"s1470",57,"linguistic",FALSE,"wekpek","female_side","chair_large","wek","chair_dimin","wekpek","wekpak","wekpak","Male",32,"training"
"s1470",58,"linguistic",FALSE,"rakpak","male","chair_large","rak","chair_dimin","rakpek","rakpak","rakpek","Male",32,"training"
"s1470",59,"linguistic",FALSE,"wenpek","female","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1470",60,"linguistic",TRUE,"wekpek","male_side","chair_large","wek","chair_dimin","wekpek","wekpak","wekpek","Male",32,"training"
"s1470",61,"linguistic",TRUE,"wenpek","female","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1470",62,"linguistic",TRUE,"rakpak","male","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Male",32,"training"
"s1470",63,"linguistic",TRUE,"wekpek","female_side","chair_large","wek","chair_dimin","wekpek","wekpak","wekpek","Male",32,"training"
"s1470",64,"linguistic",TRUE,"rakpak","male_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Male",32,"training"
"s1471",1,"linguistic",TRUE,"pelpek","female_side","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",24,"training"
"s1471",2,"linguistic",TRUE,"wenpek","male","fox_large_male","wen","fox_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1471",3,"linguistic",TRUE,"wenpek","female_side","fox_large_male","wen","fox_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1471",4,"linguistic",TRUE,"rakpak","male","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1471",5,"linguistic",TRUE,"pelpek","male_side","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",24,"training"
"s1471",6,"linguistic",TRUE,"ranpak","male","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Female",24,"training"
"s1471",7,"linguistic",TRUE,"pelpek","female","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",24,"training"
"s1471",8,"linguistic",TRUE,"wenpek","female_side","pitcher_large","wen","pitcher_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1471",9,"linguistic",TRUE,"fekpek","male","gate_large","fek","gate_dimin","fekpek","fekpak","fekpek","Female",24,"training"
"s1471",10,"linguistic",TRUE,"rakpak","female_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1471",11,"linguistic",TRUE,"pelpek","male","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",24,"training"
"s1471",12,"linguistic",TRUE,"fekpek","female_side","gate_large","fek","gate_dimin","fekpek","fekpak","fekpek","Female",24,"training"
"s1471",13,"linguistic",TRUE,"rakpak","male_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1471",14,"linguistic",TRUE,"wenpek","male_side","fox_large_male","wen","fox_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1471",15,"linguistic",TRUE,"rakpak","female","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1471",16,"linguistic",TRUE,"ranpak","male_side","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Female",24,"training"
"s1471",17,"linguistic",TRUE,"wenpek","female","pitcher_large","wen","pitcher_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1471",18,"linguistic",TRUE,"ranpak","female_side","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Female",24,"training"
"s1471",19,"linguistic",TRUE,"fekpek","female","gate_large","fek","gate_dimin","fekpek","fekpak","fekpek","Female",24,"training"
"s1471",20,"linguistic",TRUE,"ranpak","female","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Female",24,"training"
"s1471",21,"linguistic",TRUE,"wenpek","male","pitcher_large","wen","pitcher_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1471",22,"linguistic",TRUE,"wenpek","male_side","pitcher_large","wen","pitcher_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1471",23,"linguistic",TRUE,"wenpek","female","fox_large_male","wen","fox_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1471",24,"linguistic",TRUE,"fekpek","male_side","gate_large","fek","gate_dimin","fekpek","fekpak","fekpek","Female",24,"training"
"s1477",1,"linguistic",TRUE,"ranpak","female_side","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Male",32,"training"
"s1477",2,"linguistic",TRUE,"fanpak","female","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1477",3,"linguistic",FALSE,"wenpek","male","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1477",4,"linguistic",TRUE,"fanpak","female","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1477",5,"linguistic",FALSE,"wenpek","male","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1477",6,"linguistic",TRUE,"fanpak","female","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1477",7,"linguistic",FALSE,"wenpek","male","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1477",8,"linguistic",TRUE,"fanpak","female","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1477",9,"linguistic",FALSE,"wenpek","male","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpak","Male",32,"training"
"s1477",10,"linguistic",TRUE,"fanpak","female","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1477",11,"linguistic",TRUE,"wenpek","male","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",12,"linguistic",FALSE,"fekpek","male_side","bear_large_male","fek","bear_dimin","fekpek","fekpak","fekpak","Male",32,"training"
"s1477",13,"linguistic",TRUE,"wenpek","male","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",14,"linguistic",TRUE,"fekpek","male_side","bear_large_male","fek","bear_dimin","fekpek","fekpak","fekpek","Male",32,"training"
"s1477",15,"linguistic",FALSE,"ralpak","male","gate_large","ral","gate_dimin","ralpek","ralpak","ralpek","Male",32,"training"
"s1477",16,"linguistic",TRUE,"fekpek","male_side","bear_large_male","fek","bear_dimin","fekpek","fekpak","fekpek","Male",32,"training"
"s1477",17,"linguistic",TRUE,"ralpak","male","gate_large","ral","gate_dimin","ralpek","ralpak","ralpak","Male",32,"training"
"s1477",18,"linguistic",TRUE,"wenpek","female","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",19,"linguistic",TRUE,"fanpak","male_side","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1477",20,"linguistic",TRUE,"fekpek","female","bear_large_male","fek","bear_dimin","fekpek","fekpak","fekpek","Male",32,"training"
"s1477",21,"linguistic",TRUE,"ranpak","male","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Male",32,"training"
"s1477",22,"linguistic",FALSE,"fekpek","female_side","bear_large_male","fek","bear_dimin","fekpek","fekpak","fekpak","Male",32,"training"
"s1477",23,"linguistic",TRUE,"ranpak","male","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Male",32,"training"
"s1477",24,"linguistic",TRUE,"fekpek","female_side","bear_large_male","fek","bear_dimin","fekpek","fekpak","fekpek","Male",32,"training"
"s1477",25,"linguistic",TRUE,"fanpak","male","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1477",26,"linguistic",TRUE,"wenpek","female_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",27,"linguistic",TRUE,"wenpek","female","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",28,"linguistic",TRUE,"wenpek","female_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",29,"linguistic",TRUE,"wenpek","male_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",30,"linguistic",FALSE,"ralpak","female_side","gate_large","ral","gate_dimin","ralpek","ralpak","ralpek","Male",32,"training"
"s1477",31,"linguistic",TRUE,"wenpek","male_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",32,"linguistic",FALSE,"ralpak","female_side","gate_large","ral","gate_dimin","ralpek","ralpak","ralpek","Male",32,"training"
"s1477",33,"linguistic",TRUE,"wenpek","male_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",34,"linguistic",FALSE,"ralpak","female_side","gate_large","ral","gate_dimin","ralpek","ralpak","ralpek","Male",32,"training"
"s1477",35,"linguistic",TRUE,"wenpek","male_side","bokchoy_large","wen","bokchoy_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",36,"linguistic",TRUE,"ralpak","female_side","gate_large","ral","gate_dimin","ralpek","ralpak","ralpak","Male",32,"training"
"s1477",37,"linguistic",TRUE,"ranpak","male_side","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Male",32,"training"
"s1477",38,"linguistic",FALSE,"ralpak","female","gate_large","ral","gate_dimin","ralpek","ralpak","ralpek","Male",32,"training"
"s1477",39,"linguistic",TRUE,"ranpak","male_side","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Male",32,"training"
"s1477",40,"linguistic",TRUE,"ralpak","female","gate_large","ral","gate_dimin","ralpek","ralpak","ralpak","Male",32,"training"
"s1477",41,"linguistic",TRUE,"ralpak","male_side","gate_large","ral","gate_dimin","ralpek","ralpak","ralpak","Male",32,"training"
"s1477",42,"linguistic",TRUE,"wenpek","male_side","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",43,"linguistic",TRUE,"fekpek","male","bear_large_male","fek","bear_dimin","fekpek","fekpak","fekpek","Male",32,"training"
"s1477",44,"linguistic",TRUE,"ranpak","female","fox_large_male","ran","fox_dimin","ranpek","ranpak","ranpak","Male",32,"training"
"s1477",45,"linguistic",TRUE,"wenpek","male","mushroom_large","wen","mushroom_dimin","wenpek","wenpak","wenpek","Male",32,"training"
"s1477",46,"linguistic",TRUE,"fanpak","female_side","bear_large_male","fan","bear_dimin","fanpek","fanpak","fanpak","Male",32,"training"
"s1478",1,"linguistic",TRUE,"wekpek","female","bokchoy_large","wek","bokchoy_dimin","wekpek","wekpak","wekpek","Female",30,"training"
"s1478",2,"linguistic",TRUE,"falpak","male_side","chair_large","fal","chair_dimin","falpek","falpak","falpak","Female",30,"training"
"s1478",3,"linguistic",TRUE,"ranpak","male","pitcher_large","ran","pitcher_dimin","ranpek","ranpak","ranpak","Female",30,"training"
"s1478",4,"linguistic",FALSE,"wenpek","female","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpak","Female",30,"training"
"s1478",5,"linguistic",FALSE,"ranpak","male","pitcher_large","ran","pitcher_dimin","ranpek","ranpak","ranpek","Female",30,"training"
"s1478",6,"linguistic",TRUE,"falpak","male_side","chair_large","fal","chair_dimin","falpek","falpak","falpak","Female",30,"training"
"s1478",7,"linguistic",TRUE,"ranpak","male","pitcher_large","ran","pitcher_dimin","ranpek","ranpak","ranpak","Female",30,"training"
"s1478",8,"linguistic",FALSE,"wenpek","female","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpak","Female",30,"training"
"s1478",9,"linguistic",TRUE,"ranpak","male","pitcher_large","ran","pitcher_dimin","ranpek","ranpak","ranpak","Female",30,"training"
"s1478",10,"linguistic",TRUE,"wenpek","female","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",30,"training"
"s1478",11,"linguistic",TRUE,"wekpek","female_side","bokchoy_large","wek","bokchoy_dimin","wekpek","wekpak","wekpek","Female",30,"training"
"s1478",12,"linguistic",TRUE,"wenpek","male","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",30,"training"
"s1478",13,"linguistic",FALSE,"fekpek","male_side","mushroom_large","fek","mushroom_dimin","fekpek","fekpak","fekpak","Female",30,"training"
"s1478",14,"linguistic",TRUE,"wenpek","male","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",30,"training"
"s1478",15,"linguistic",TRUE,"fekpek","male_side","mushroom_large","fek","mushroom_dimin","fekpek","fekpak","fekpek","Female",30,"training"
"s1478",16,"linguistic",TRUE,"falpak","female_side","chair_large","fal","chair_dimin","falpek","falpak","falpak","Female",30,"training"
"s1478",17,"linguistic",TRUE,"pelpek","female_side","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",30,"training"
"s1478",18,"linguistic",TRUE,"ranpak","female","pitcher_large","ran","pitcher_dimin","ranpek","ranpak","ranpak","Female",30,"training"
"s1478",19,"linguistic",TRUE,"ranpak","male_side","pitcher_large","ran","pitcher_dimin","ranpek","ranpak","ranpak","Female",30,"training"
"s1478",20,"linguistic",TRUE,"wenpek","female_side","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",30,"training"
"s1478",21,"linguistic",TRUE,"wekpek","male_side","bokchoy_large","wek","bokchoy_dimin","wekpek","wekpak","wekpek","Female",30,"training"
"s1478",22,"linguistic",TRUE,"fekpek","female_side","mushroom_large","fek","mushroom_dimin","fekpek","fekpak","fekpek","Female",30,"training"
"s1478",23,"linguistic",TRUE,"pelpek","female","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",30,"training"
"s1478",24,"linguistic",FALSE,"ranpak","female_side","pitcher_large","ran","pitcher_dimin","ranpek","ranpak","ranpek","Female",30,"training"
"s1478",25,"linguistic",TRUE,"pelpek","female","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",30,"training"
"s1478",26,"linguistic",TRUE,"ranpak","female_side","pitcher_large","ran","pitcher_dimin","ranpek","ranpak","ranpak","Female",30,"training"
"s1478",27,"linguistic",TRUE,"fekpek","male","mushroom_large","fek","mushroom_dimin","fekpek","fekpak","fekpek","Female",30,"training"
"s1478",28,"linguistic",TRUE,"fekpek","female","mushroom_large","fek","mushroom_dimin","fekpek","fekpak","fekpek","Female",30,"training"
"s1478",29,"linguistic",TRUE,"falpak","female","chair_large","fal","chair_dimin","falpek","falpak","falpak","Female",30,"training"
"s1478",30,"linguistic",TRUE,"falpak","male","chair_large","fal","chair_dimin","falpek","falpak","falpak","Female",30,"training"
"s1478",31,"linguistic",TRUE,"wenpek","male_side","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",30,"training"
"s1478",32,"linguistic",TRUE,"wekpek","male","bokchoy_large","wek","bokchoy_dimin","wekpek","wekpak","wekpek","Female",30,"training"
"s1478",33,"linguistic",TRUE,"pelpek","male_side","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",30,"training"
"s1478",34,"linguistic",TRUE,"pelpek","male","bear_large_male","pel","bear_dimin","pelpek","pelpak","pelpek","Female",30,"training"
"s1484",1,"linguistic",TRUE,"wekpek","male","mushroom_large","wek","mushroom_dimin","wekpek","wekpak","wekpek","Female",33,"training"
"s1484",2,"linguistic",FALSE,"falpak","female","fox_large_male","fal","fox_dimin","falpek","falpak","falpek","Female",33,"training"
"s1484",3,"linguistic",TRUE,"wekpek","male","mushroom_large","wek","mushroom_dimin","wekpek","wekpak","wekpek","Female",33,"training"
"s1484",4,"linguistic",TRUE,"falpak","female","fox_large_male","fal","fox_dimin","falpek","falpak","falpak","Female",33,"training"
"s1484",5,"linguistic",TRUE,"tekpek","male","gate_large","tek","gate_dimin","tekpek","tekpak","tekpek","Female",33,"training"
"s1484",6,"linguistic",TRUE,"wekpek","female","mushroom_large","wek","mushroom_dimin","wekpek","wekpak","wekpek","Female",33,"training"
"s1484",7,"linguistic",TRUE,"falpak","female_side","fox_large_male","fal","fox_dimin","falpek","falpak","falpak","Female",33,"training"
"s1484",8,"linguistic",TRUE,"falpak","male_side","fox_large_male","fal","fox_dimin","falpek","falpak","falpak","Female",33,"training"
"s1484",9,"linguistic",TRUE,"ralpak","male","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Female",33,"training"
"s1484",10,"linguistic",TRUE,"tekpek","male_side","gate_large","tek","gate_dimin","tekpek","tekpak","tekpek","Female",33,"training"
"s1484",11,"linguistic",TRUE,"ralpak","female_side","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Female",33,"training"
"s1484",12,"linguistic",TRUE,"wenpek","male_side","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Female",33,"training"
"s1484",13,"linguistic",TRUE,"ralpak","male_side","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Female",33,"training"
"s1484",14,"linguistic",TRUE,"wenpek","female_side","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",33,"training"
"s1484",15,"linguistic",TRUE,"wenpek","female","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Female",33,"training"
"s1484",16,"linguistic",TRUE,"tekpek","female_side","gate_large","tek","gate_dimin","tekpek","tekpak","tekpek","Female",33,"training"
"s1484",17,"linguistic",TRUE,"wenpek","female_side","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Female",33,"training"
"s1484",18,"linguistic",TRUE,"tekpek","female","gate_large","tek","gate_dimin","tekpek","tekpak","tekpek","Female",33,"training"
"s1484",19,"linguistic",TRUE,"wenpek","male","bear_large_male","wen","bear_dimin","wenpek","wenpak","wenpek","Female",33,"training"
"s1484",20,"linguistic",TRUE,"wekpek","female_side","mushroom_large","wek","mushroom_dimin","wekpek","wekpak","wekpek","Female",33,"training"
"s1484",21,"linguistic",TRUE,"falpak","male","fox_large_male","fal","fox_dimin","falpek","falpak","falpak","Female",33,"training"
"s1484",22,"linguistic",TRUE,"ralpak","female","chair_large","ral","chair_dimin","ralpek","ralpak","ralpak","Female",33,"training"
"s1484",23,"linguistic",TRUE,"wenpek","male","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",33,"training"
"s1484",24,"linguistic",TRUE,"wenpek","male_side","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",33,"training"
"s1484",25,"linguistic",TRUE,"wenpek","female","candleholder_large","wen","candleholder_dimin","wenpek","wenpak","wenpek","Female",33,"training"
"s1484",26,"linguistic",TRUE,"wekpek","male_side","mushroom_large","wek","mushroom_dimin","wekpek","wekpak","wekpek","Female",33,"training"
"s1485",1,"linguistic",TRUE,"wenpek","male","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1485",2,"linguistic",TRUE,"wenpek","female","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1485",3,"linguistic",FALSE,"rakpak","male_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpek","Female",24,"training"
"s1485",4,"linguistic",TRUE,"wenpek","female","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1485",5,"linguistic",TRUE,"rakpak","male_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1485",6,"linguistic",TRUE,"wekpek","female_side","fox_large_male","wek","fox_dimin","wekpek","wekpak","wekpek","Female",24,"training"
"s1485",7,"linguistic",TRUE,"wekpek","male_side","fox_large_male","wek","fox_dimin","wekpek","wekpak","wekpek","Female",24,"training"
"s1485",8,"linguistic",FALSE,"rakpak","female","chair_large","rak","chair_dimin","rakpek","rakpak","rakpek","Female",24,"training"
"s1485",9,"linguistic",TRUE,"wekpek","male_side","fox_large_male","wek","fox_dimin","wekpek","wekpak","wekpek","Female",24,"training"
"s1485",10,"linguistic",TRUE,"rakpak","female","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1485",11,"linguistic",TRUE,"rakpak","female_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1485",12,"linguistic",FALSE,"fanpak","female","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpek","Female",24,"training"
"s1485",13,"linguistic",TRUE,"rakpak","female_side","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1485",14,"linguistic",TRUE,"fanpak","female","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpak","Female",24,"training"
"s1485",15,"linguistic",TRUE,"fanpak","male_side","fox_large_male","fan","fox_dimin","fanpek","fanpak","fanpak","Female",24,"training"
"s1485",16,"linguistic",TRUE,"fekpek","male","gate_large","fek","gate_dimin","fekpek","fekpak","fekpek","Female",24,"training"
"s1485",17,"linguistic",FALSE,"ralpak","female_side","mushroom_large","ral","mushroom_dimin","ralpek","ralpak","ralpek","Female",24,"training"
"s1485",18,"linguistic",TRUE,"fekpek","male","gate_large","fek","gate_dimin","fekpek","fekpak","fekpek","Female",24,"training"
"s1485",19,"linguistic",FALSE,"ralpak","female_side","mushroom_large","ral","mushroom_dimin","ralpek","ralpak","ralpek","Female",24,"training"
"s1485",20,"linguistic",TRUE,"fekpek","male","gate_large","fek","gate_dimin","fekpek","fekpak","fekpek","Female",24,"training"
"s1485",21,"linguistic",TRUE,"ralpak","female_side","mushroom_large","ral","mushroom_dimin","ralpek","ralpak","ralpak","Female",24,"training"
"s1485",22,"linguistic",TRUE,"ralpak","male","mushroom_large","ral","mushroom_dimin","ralpek","ralpak","ralpak","Female",24,"training"
"s1485",23,"linguistic",TRUE,"ralpak","female","mushroom_large","ral","mushroom_dimin","ralpek","ralpak","ralpak","Female",24,"training"
"s1485",24,"linguistic",TRUE,"wenpek","female_side","chair_large","wen","chair_dimin","wenpek","wenpak","wenpek","Female",24,"training"
"s1485",25,"linguistic",TRUE,"rakpak","male","chair_large","rak","chair_dimin","rakpek","rakpak","rakpak","Female",24,"training"
"s1485",26,"linguistic",TRUE,"ralpak","male_side","mushroom_large","ral","mushroom_dimin","ralpek","ralpak","ralpak","Female",24,"training"
