"participant","regular","partnerRegCondition","partnerSensibility","phase","gender","yearOfBirth","age","verb.baseline.reg","irregForm","regForm"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.624,"vank","vinked"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.644,"snone","snined"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.584,"skelt","skelled"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.53,"quang","quinged"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.347,"sprode","sprided"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.475,"splode","splided"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.426,"dwept","dweeped"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.653,"drelt","drelled"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.713,"prilt","prilled"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.416,"thept","theeped"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.693,"slilt","slilled"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.728,"gam","gimmed"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.421,"snank","sninked"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.663,"nent","neened"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.53,"snote","snited"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.495,"thelt","theeled"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.446,"twote","twited"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.391,"brove","brived"
"s6039",TRUE,"decrease","sensible","posttest","Female",1981,34,0.688,"skent","skeened"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.505,"squote","squited"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.718,"strent","streened"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.574,"bove","beeved"
"s6039",TRUE,"decrease","sensible","posttest","Female",1981,34,0.683,"krent","kreened"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.579,"smam","smimmed"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.55,"brept","breeped"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.515,"dwam","dwimmed"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.733,"skrilt","skrilled"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.668,"skrurnt","skrurned"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.356,"swode","swided"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.594,"twank","twinked"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.772,"vrilt","vrilled"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.708,"gurnt","gurned"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.723,"murnt","murned"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.46,"shrept","shreeped"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.757,"snurnt","snurned"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.485,"dwang","dwinged"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.406,"squode","squided"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.634,"schmam","schmimmed"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.723,"swurnt","swurned"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.639,"blurnt","blurned"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.743,"cham","chimmed"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.698,"slurnt","slurned"
"s6039",TRUE,"decrease","sensible","posttest","Female",1981,34,0.673,"glilt","glilled"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.629,"squent","squeened"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.47,"grank","grinked"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.678,"premt","preemed"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.698,"surnt","surned"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.45,"shang","shinged"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.733,"skurnt","skurned"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.619,"stram","strimmed"
"s6039",TRUE,"decrease","sensible","pretest","Female",1981,34,0.619,"glone","glined"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.54,"zote","zited"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.647,"nank","ninked"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.723,"jemt","jeemed"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.416,"dwode","dwided"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.713,"snemt","sneemed"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.554,"klelt","kleeled"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.639,"zelt","zelled"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.579,"smank","sminked"
"s6039",FALSE,"decrease","sensible","pretest","Female",1981,34,0.416,"strank","strinked"
"s6039",TRUE,"decrease","sensible","posttest","Female",1981,34,0.688,"prurnt","prurned"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.554,"klote","klited"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.718,"jurnt","jurned"
"s6039",FALSE,"decrease","sensible","posttest","Female",1981,34,0.703,"schmone","schmined"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.406,"squode","squided"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.465,"prang","pringed"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.629,"pote","pited"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.475,"splode","splided"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.416,"thept","theeped"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.55,"brept","breeped"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.515,"dwam","dwimmed"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.723,"swurnt","swurned"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.708,"gurnt","gurned"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.619,"stram","strimmed"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.356,"swode","swided"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.554,"brurnt","brurned"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.733,"skrilt","skrilled"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.683,"krent","kreened"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.421,"snank","sninked"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.713,"snemt","sneemed"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.698,"slurnt","slurned"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.668,"vurnt","vurned"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.658,"nemt","neemed"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.401,"spang","spinged"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.391,"brove","brived"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.609,"glank","glinked"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.574,"plelt","pleeled"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.629,"squent","squeened"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.673,"glilt","glilled"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.554,"klote","klited"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.54,"zote","zited"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.49,"trank","trinked"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.718,"jurnt","jurned"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.653,"klemt","kleemed"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.688,"prurnt","prurned"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.52,"squept","squeeped"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.495,"thelt","theeled"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.426,"strote","strited"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.723,"jemt","jeemed"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.688,"skent","skeened"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.693,"klilt","klilled"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.46,"shrept","shreeped"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.703,"schmone","schmined"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.579,"smam","smimmed"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.772,"vrilt","vrilled"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.45,"shang","shinged"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.653,"threlt","threlled"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.639,"blurnt","blurned"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.647,"nank","ninked"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.505,"squote","squited"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.683,"thram","thrimmed"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.743,"cham","chimmed"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.579,"chote","chited"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.446,"twote","twited"
"s6040",FALSE,"increase","sensible","pretest","Female",1980,35,0.52,"skang","skinged"
"s6040",TRUE,"increase","sensible","pretest","Female",1980,35,0.614,"slone","slined"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.668,"skrurnt","skrurned"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.525,"flelt","fleeled"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.376,"shrode","shrided"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.693,"shrent","shreened"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.401,"splang","splinged"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.485,"dwang","dwinged"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.441,"drept","dreeped"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.554,"klelt","kleeled"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.47,"grank","grinked"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.733,"chemt","cheemed"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.416,"strank","strinked"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.634,"schmam","schmimmed"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.718,"strent","streened"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.436,"thode","thided"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.515,"vrank","vrinked"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.55,"slelt","sleeled"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.678,"premt","preemed"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.579,"smank","sminked"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.485,"fode","fided"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.639,"spremt","spreemed"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.416,"dwode","dwided"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.53,"quang","quinged"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.772,"fam","fimmed"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.673,"dwilt","dwilled"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.713,"prilt","prilled"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.644,"snone","snined"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.718,"trurnt","trurned"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.45,"skrank","skrinked"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.698,"surnt","surned"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.728,"gam","gimmed"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.624,"vank","vinked"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.733,"skurnt","skurned"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.46,"swote","swited"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.599,"skrone","skrined"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.723,"murnt","murned"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.495,"klode","klided"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.629,"gremt","greemed"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.639,"zelt","zelled"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.426,"dwept","dweeped"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.594,"twank","twinked"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.584,"skelt","skelled"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.53,"snote","snited"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.688,"sprurnt","sprurned"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.574,"bove","beeved"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.347,"sprode","sprided"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.678,"squone","squined"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.653,"drelt","drelled"
"s6040",FALSE,"increase","sensible","posttest","Female",1980,35,0.485,"skept","skeeped"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.619,"glone","glined"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.693,"slilt","slilled"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.757,"snurnt","snurned"
"s6040",TRUE,"increase","sensible","posttest","Female",1980,35,0.663,"nent","neened"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.634,"schmam","schmimmed"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.485,"dwang","dwinged"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.733,"zam","zimmed"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.718,"yilt","yilled"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.46,"shrang","shringed"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.644,"snone","snined"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.366,"vrote","vrited"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.693,"thurnt","thurned"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.634,"drent","dreened"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.376,"throde","thrided"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.515,"blode","blided"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.658,"jone","jined"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.416,"strank","strinked"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.559,"strone","strined"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.51,"strelt","streeled"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.562,"grelt","greeled"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.411,"thrang","thringed"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.436,"thode","thided"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.718,"trurnt","trurned"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.629,"gremt","greemed"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.668,"smilt","smilled"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.559,"twelt","twelled"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.441,"zept","zeeped"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.733,"skurnt","skurned"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.703,"splurnt","splurned"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.663,"zemt","zeemed"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.401,"splang","splinged"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.639,"zelt","zelled"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.713,"plone","plined"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.441,"drept","dreeped"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.772,"fam","fimmed"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.731,"rurnt","rurned"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.713,"hurnt","hurned"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.698,"surnt","surned"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.525,"flelt","fleeled"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.421,"splove","splived"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.649,"schmemt","schmeemed"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.708,"fram","frimmed"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.614,"jank","jinked"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.45,"schmote","schmited"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.55,"slelt","sleeled"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.619,"glone","glined"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.644,"stelt","stelled"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.718,"strent","streened"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.401,"yode","yided"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.693,"gemt","geemed"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.673,"femt","feemed"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.693,"slilt","slilled"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.639,"spremt","spreemed"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.599,"skrone","skrined"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.495,"klode","klided"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.728,"gam","gimmed"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.49,"slove","slived"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.47,"grank","grinked"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.614,"trone","trined"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.678,"trelt","trelled"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.713,"prilt","prilled"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.515,"grang","gringed"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.574,"bove","beeved"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.47,"quode","quided"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.426,"dwept","dweeped"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.347,"sprode","sprided"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.49,"splank","splinked"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.515,"vrank","vrinked"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.678,"premt","preemed"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.743,"chent","cheened"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.53,"snote","snited"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.545,"chelt","cheeled"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.416,"dwode","dwided"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.594,"twank","twinked"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.772,"strilt","strilled"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.733,"chemt","cheemed"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.653,"drelt","drelled"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.748,"drurnt","drurned"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.554,"klelt","kleeled"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.757,"snurnt","snurned"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.723,"murnt","murned"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.54,"twam","twimmed"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.53,"quang","quinged"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.693,"shrent","shreened"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.569,"quank","quinked"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.599,"gove","geeved"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.431,"snept","sneeped"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.668,"skrurnt","skrurned"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.663,"nent","neened"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.584,"glang","glinged"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.688,"sprurnt","sprurned"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.376,"shrode","shrided"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.639,"mang","minged"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.455,"snang","sninged"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.629,"sprelt","sprelled"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.668,"lelt","lelled"
"s6051",TRUE,"increase","sensible","pretest","Female",1977,38,0.698,"snent","sneened"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.431,"dwank","dwinked"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.579,"smank","sminked"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.673,"dwilt","dwilled"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.485,"skept","skeeped"
"s6051",FALSE,"increase","sensible","pretest","Female",1977,38,0.475,"swelt","sweeled"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.46,"swote","swited"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.584,"skelt","skelled"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.485,"fode","fided"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.678,"squone","squined"
"s6051",FALSE,"increase","sensible","posttest","Female",1977,38,0.624,"vank","vinked"
"s6051",TRUE,"increase","sensible","posttest","Female",1977,38,0.45,"skrank","skrinked"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.401,"splang","splinged"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.53,"snote","snited"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.668,"skrurnt","skrurned"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.554,"klelt","kleeled"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.416,"strank","strinked"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.718,"trurnt","trurned"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.718,"strent","streened"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.416,"dwode","dwided"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.733,"chemt","cheemed"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.594,"twank","twinked"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.634,"schmam","schmimmed"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.441,"drept","dreeped"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.495,"klode","klided"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.485,"dwang","dwinged"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.663,"nent","neened"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.45,"skrank","skrinked"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.713,"prilt","prilled"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.426,"dwept","dweeped"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.678,"squone","squined"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.584,"skelt","skelled"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.46,"swote","swited"
"s6053",TRUE,"increase","sensible","posttest","Male",1994,21,0.559,"strone","strined"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.653,"drelt","drelled"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.55,"slelt","sleeled"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.485,"fode","fided"
"s6053",FALSE,"increase","sensible","posttest","Male",1994,21,0.54,"twam","twimmed"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.639,"spremt","spreemed"
"s6053",TRUE,"increase","sensible","posttest","Male",1994,21,0.614,"trone","trined"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.525,"flelt","fleeled"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.376,"shrode","shrided"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.772,"fam","fimmed"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.733,"skurnt","skurned"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.515,"vrank","vrinked"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.485,"skept","skeeped"
"s6053",TRUE,"increase","sensible","posttest","Male",1994,21,0.421,"splove","splived"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.728,"gam","gimmed"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.673,"dwilt","dwilled"
"s6053",TRUE,"increase","sensible","posttest","Male",1994,21,0.731,"rurnt","rurned"
"s6053",TRUE,"increase","sensible","posttest","Male",1994,21,0.431,"snept","sneeped"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.574,"bove","beeved"
"s6053",TRUE,"increase","sensible","pretest","Male",1994,21,0.757,"snurnt","snurned"
"s6053",FALSE,"increase","sensible","posttest","Male",1994,21,0.614,"jank","jinked"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.347,"sprode","sprided"
"s6053",TRUE,"increase","sensible","posttest","Male",1994,21,0.49,"splank","splinked"
"s6053",FALSE,"increase","sensible","pretest","Male",1994,21,0.698,"surnt","surned"
