"participant","regular","partnerRegCondition","partnerSensibility","phase","gender","yearOfBirth","age","verb.baseline.reg","irregForm","regForm"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.723,"jemt","jeemed"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.52,"skang","skinged"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.495,"thelt","theeled"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.52,"squept","squeeped"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.475,"splode","splided"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.693,"klilt","klilled"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.426,"strote","strited"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.55,"brept","breeped"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.554,"klote","klited"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.356,"swode","swided"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.743,"cham","chimmed"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.609,"glank","glinked"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.406,"squode","squided"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.574,"plelt","pleeled"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.446,"twote","twited"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.505,"squote","squited"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.416,"thept","theeped"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.683,"thram","thrimmed"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.658,"jone","jined"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.653,"klemt","kleemed"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.743,"chent","cheened"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.688,"skent","skeened"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.733,"zam","zimmed"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.579,"smam","smimmed"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.703,"schmone","schmined"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.45,"schmote","schmited"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.733,"skrilt","skrilled"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.713,"snemt","sneemed"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.559,"twelt","twelled"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.465,"prang","pringed"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.772,"vrilt","vrilled"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.629,"squent","squeened"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.683,"krent","kreened"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.54,"zote","zited"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.668,"lelt","lelled"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.49,"slove","slived"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.475,"swelt","sweeled"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.708,"gurnt","gurned"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.649,"schmemt","schmeemed"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.49,"trank","trinked"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.629,"sprelt","sprelled"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.569,"quank","quinked"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.647,"nank","ninked"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.401,"spang","spinged"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.545,"chelt","cheeled"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.663,"zemt","zeemed"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.731,"rurnt","rurned"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.668,"vurnt","vurned"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.401,"yode","yided"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.554,"brurnt","brurned"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.584,"glang","glinged"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.639,"mang","minged"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.644,"stelt","stelled"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.723,"swurnt","swurned"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.718,"yilt","yilled"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.653,"threlt","threlled"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.411,"thrang","thringed"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.391,"brove","brived"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.614,"jank","jinked"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.614,"slone","slined"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.51,"strelt","streeled"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.693,"gemt","geemed"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.421,"splove","splived"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.658,"nemt","neemed"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.708,"fram","frimmed"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.366,"vrote","vrited"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.639,"blurnt","blurned"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.619,"stram","strimmed"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.772,"strilt","strilled"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.455,"snang","sninged"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.688,"prurnt","prurned"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.421,"snank","sninked"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.579,"chote","chited"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.46,"shrang","shringed"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.515,"grang","gringed"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.515,"dwam","dwimmed"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.718,"jurnt","jurned"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.515,"blode","blided"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.698,"snent","sneened"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.668,"smilt","smilled"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.599,"gove","geeved"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.693,"thurnt","thurned"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.614,"trone","trined"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.46,"shrept","shreeped"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.431,"snept","sneeped"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.54,"twam","twimmed"
"s6191",FALSE,"increase","silly","pretest","Female",1988,27,0.673,"glilt","glilled"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.713,"plone","plined"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.376,"throde","thrided"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.698,"slurnt","slurned"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.634,"drent","dreened"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.703,"splurnt","splurned"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.629,"pote","pited"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.562,"grelt","greeled"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.431,"dwank","dwinked"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.49,"splank","splinked"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.713,"hurnt","hurned"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.441,"zept","zeeped"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.673,"femt","feemed"
"s6191",TRUE,"increase","silly","pretest","Female",1988,27,0.45,"shang","shinged"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.678,"trelt","trelled"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.47,"quode","quided"
"s6191",TRUE,"increase","silly","posttest","Female",1988,27,0.559,"strone","strined"
"s6191",FALSE,"increase","silly","posttest","Female",1988,27,0.748,"drurnt","drurned"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.713,"hurnt","hurned"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.678,"trelt","trelled"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.505,"squote","squited"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.649,"schmemt","schmeemed"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.366,"vrote","vrited"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.455,"snang","sninged"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.49,"slove","slived"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.54,"twam","twimmed"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.698,"slurnt","slurned"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.441,"zept","zeeped"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.668,"smilt","smilled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.743,"chent","cheened"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.614,"jank","jinked"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.733,"zam","zimmed"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.693,"thurnt","thurned"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.634,"drent","dreened"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.688,"prurnt","prurned"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.54,"zote","zited"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.356,"swode","swided"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.475,"swelt","sweeled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.559,"strone","strined"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.668,"vurnt","vurned"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.723,"swurnt","swurned"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.45,"schmote","schmited"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.693,"gemt","geemed"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.731,"rurnt","rurned"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.515,"blode","blided"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.495,"thelt","theeled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.562,"grelt","greeled"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.713,"snemt","sneemed"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.406,"squode","squided"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.52,"squept","squeeped"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.46,"shrang","shringed"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.515,"dwam","dwimmed"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.723,"jemt","jeemed"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.411,"thrang","thringed"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.421,"splove","splived"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.668,"lelt","lelled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.658,"jone","jined"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.614,"trone","trined"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.401,"spang","spinged"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.421,"snank","sninked"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.51,"strelt","streeled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.673,"femt","feemed"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.401,"yode","yided"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.49,"trank","trinked"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.639,"mang","minged"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.46,"shrept","shreeped"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.614,"slone","slined"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.465,"prang","pringed"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.584,"glang","glinged"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.693,"klilt","klilled"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.579,"smam","smimmed"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.574,"plelt","pleeled"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.45,"shang","shinged"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.545,"chelt","cheeled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.431,"dwank","dwinked"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.416,"thept","theeped"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.55,"brept","breeped"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.431,"snept","sneeped"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.683,"thram","thrimmed"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.743,"cham","chimmed"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.673,"glilt","glilled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.713,"plone","plined"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.569,"quank","quinked"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.772,"vrilt","vrilled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.629,"sprelt","sprelled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.718,"yilt","yilled"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.688,"skent","skeened"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.708,"fram","frimmed"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.599,"gove","geeved"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.644,"stelt","stelled"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.629,"squent","squeened"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.47,"quode","quided"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.619,"stram","strimmed"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.515,"grang","gringed"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.718,"jurnt","jurned"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.698,"snent","sneened"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.703,"splurnt","splurned"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.554,"klote","klited"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.748,"drurnt","drurned"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.559,"twelt","twelled"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.609,"glank","glinked"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.703,"schmone","schmined"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.663,"zemt","zeemed"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.49,"splank","splinked"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.683,"krent","kreened"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.475,"splode","splided"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.579,"chote","chited"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.658,"nemt","neemed"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.426,"strote","strited"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.647,"nank","ninked"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.653,"klemt","kleemed"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.733,"skrilt","skrilled"
"s6192",TRUE,"increase","silly","pretest","Male",1987,28,0.772,"strilt","strilled"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.708,"gurnt","gurned"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.554,"brurnt","brurned"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.52,"skang","skinged"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.639,"blurnt","blurned"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.391,"brove","brived"
"s6192",TRUE,"increase","silly","posttest","Male",1987,28,0.653,"threlt","threlled"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.629,"pote","pited"
"s6192",FALSE,"increase","silly","pretest","Male",1987,28,0.376,"throde","thrided"
"s6192",FALSE,"increase","silly","posttest","Male",1987,28,0.446,"twote","twited"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.406,"squode","squided"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.624,"vank","vinked"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.45,"shang","shinged"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.688,"sprurnt","sprurned"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.465,"prang","pringed"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.416,"dwode","dwided"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.376,"shrode","shrided"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.45,"skrank","skrinked"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.599,"skrone","skrined"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.639,"spremt","spreemed"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.54,"zote","zited"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.46,"shrept","shreeped"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.441,"drept","dreeped"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.683,"krent","kreened"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.723,"jemt","jeemed"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.356,"swode","swided"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.653,"drelt","drelled"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.579,"chote","chited"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.718,"trurnt","trurned"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.554,"klelt","kleeled"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.525,"flelt","fleeled"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.416,"thept","theeped"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.55,"brept","breeped"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.619,"glone","glined"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.644,"snone","snined"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.708,"gurnt","gurned"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.53,"quang","quinged"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.733,"skurnt","skurned"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.713,"prilt","prilled"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.554,"brurnt","brurned"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.421,"snank","sninked"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.614,"slone","slined"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.653,"threlt","threlled"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.772,"fam","fimmed"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.515,"dwam","dwimmed"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.426,"strote","strited"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.47,"grank","grinked"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.579,"smank","sminked"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.772,"vrilt","vrilled"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.584,"skelt","skelled"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.629,"squent","squeened"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.347,"sprode","sprided"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.574,"plelt","pleeled"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.663,"nent","neened"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.416,"strank","strinked"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.668,"skrurnt","skrurned"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.46,"swote","swited"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.505,"squote","squited"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.639,"zelt","zelled"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.629,"pote","pited"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.53,"snote","snited"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.713,"snemt","sneemed"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.574,"bove","beeved"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.401,"spang","spinged"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.668,"vurnt","vurned"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.728,"gam","gimmed"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.733,"skrilt","skrilled"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.629,"gremt","greemed"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.693,"slilt","slilled"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.658,"nemt","neemed"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.639,"blurnt","blurned"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.495,"klode","klided"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.609,"glank","glinked"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.718,"strent","streened"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.698,"slurnt","slurned"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.688,"prurnt","prurned"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.55,"slelt","sleeled"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.743,"cham","chimmed"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.401,"splang","splinged"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.446,"twote","twited"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.757,"snurnt","snurned"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.703,"schmone","schmined"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.688,"skent","skeened"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.653,"klemt","kleemed"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.693,"klilt","klilled"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.426,"dwept","dweeped"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.594,"twank","twinked"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.49,"trank","trinked"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.485,"fode","fided"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.673,"glilt","glilled"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.52,"skang","skinged"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.52,"squept","squeeped"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.678,"squone","squined"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.718,"jurnt","jurned"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.436,"thode","thided"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.693,"shrent","shreened"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.475,"splode","splided"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.619,"stram","strimmed"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.391,"brove","brived"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.485,"dwang","dwinged"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.673,"dwilt","dwilled"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.723,"swurnt","swurned"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.647,"nank","ninked"
"s6194",FALSE,"increase","silly","posttest","Female",1981,34,0.554,"klote","klited"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.485,"skept","skeeped"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.723,"murnt","murned"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.733,"chemt","cheemed"
"s6194",FALSE,"increase","silly","pretest","Female",1981,34,0.515,"vrank","vrinked"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.495,"thelt","theeled"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.678,"premt","preemed"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.579,"smam","smimmed"
"s6194",TRUE,"increase","silly","posttest","Female",1981,34,0.683,"thram","thrimmed"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.698,"surnt","surned"
"s6194",TRUE,"increase","silly","pretest","Female",1981,34,0.634,"schmam","schmimmed"
"s6200",FALSE,"increase","silly","pretest","Male",1986,29,0.406,"squode","squided"
"s6200",FALSE,"increase","silly","pretest","Male",1986,29,0.554,"klote","klited"
"s6200",TRUE,"increase","silly","pretest","Male",1986,29,0.673,"glilt","glilled"
"s6200",FALSE,"increase","silly","pretest","Male",1986,29,0.54,"zote","zited"
"s6200",TRUE,"increase","silly","pretest","Male",1986,29,0.718,"jurnt","jurned"
"s6200",TRUE,"increase","silly","pretest","Male",1986,29,0.658,"nemt","neemed"
"s6200",FALSE,"increase","silly","pretest","Male",1986,29,0.421,"snank","sninked"
"s6200",FALSE,"increase","silly","pretest","Male",1986,29,0.356,"swode","swided"
"s6200",TRUE,"increase","silly","pretest","Male",1986,29,0.55,"brept","breeped"
"s6200",TRUE,"increase","silly","pretest","Male",1986,29,0.653,"klemt","kleemed"
"s6200",TRUE,"increase","silly","pretest","Male",1986,29,0.708,"gurnt","gurned"
"s6200",FALSE,"increase","silly","pretest","Male",1986,29,0.579,"chote","chited"
"s6200",TRUE,"increase","silly","pretest","Male",1986,29,0.688,"skent","skeened"
"s6200",FALSE,"increase","silly","pretest","Male",1986,29,0.52,"squept","squeeped"
