participant,gender,yearOfBirth,phase,weak.past,strong.past,category,partner.prefs,partnerRegRate,partnerRegCondition,item.baseline.reg,response,regular,pretest.mean,age
s6084,Female,1974,pretest,skrined,skrone,drove,match.baseline,0.596,no.change,0.599,skrined,TRUE,0.596153846,41
s6084,Female,1974,pretest,sprurned,sprurnt,burnt,match.baseline,0.596,no.change,0.688,sprurned,TRUE,0.596153846,41
s6084,Female,1974,pretest,greemed,gremt,kept,match.baseline,0.596,no.change,0.629,gremt,FALSE,0.596153846,41
s6084,Female,1974,pretest,squined,squone,drove,match.baseline,0.596,no.change,0.678,squined,TRUE,0.596153846,41
s6084,Female,1974,posttest,strimmed,stram,sang,match.baseline,0.596,no.change,0.619,strimmed,TRUE,0.596153846,41
s6084,Female,1974,posttest,glilled,glilt,burnt,match.baseline,0.596,no.change,0.673,glilled,TRUE,0.596153846,41
s6084,Female,1974,pretest,swited,swote,drove,match.baseline,0.596,no.change,0.46,swote,FALSE,0.596153846,41
s6084,Female,1974,pretest,thided,thode,drove,match.baseline,0.596,no.change,0.436,thode,FALSE,0.596153846,41
s6084,Female,1974,pretest,surned,surnt,burnt,match.baseline,0.596,no.change,0.698,surned,TRUE,0.596153846,41
s6084,Female,1974,posttest,trinked,trank,sang,match.baseline,0.596,no.change,0.49,trank,FALSE,0.596153846,41
s6084,Female,1974,posttest,skrilled,skrilt,burnt,match.baseline,0.596,no.change,0.733,skrilled,TRUE,0.596153846,41
s6084,Female,1974,pretest,klided,klode,drove,match.baseline,0.596,no.change,0.495,klided,TRUE,0.596153846,41
s6084,Female,1974,pretest,splinged,splang,sang,match.baseline,0.596,no.change,0.401,splang,FALSE,0.596153846,41
s6084,Female,1974,posttest,chimmed,cham,sang,match.baseline,0.596,no.change,0.743,chimmed,TRUE,0.596153846,41
s6084,Female,1974,posttest,kleemed,klemt,kept,match.baseline,0.596,no.change,0.653,kleemed,TRUE,0.596153846,41
s6084,Female,1974,pretest,dwilled,dwilt,burnt,match.baseline,0.596,no.change,0.673,dwilt,FALSE,0.596153846,41
s6084,Female,1974,posttest,swided,swode,drove,match.baseline,0.596,no.change,0.356,swode,FALSE,0.596153846,41
s6084,Female,1974,pretest,grinked,grank,sang,match.baseline,0.596,no.change,0.47,grank,FALSE,0.596153846,41
s6084,Female,1974,pretest,fimmed,fam,sang,match.baseline,0.596,no.change,0.772,fimmed,TRUE,0.596153846,41
s6084,Female,1974,posttest,squided,squode,drove,match.baseline,0.596,no.change,0.406,squided,TRUE,0.596153846,41
s6084,Female,1974,pretest,sprided,sprode,drove,match.baseline,0.596,no.change,0.347,sprided,TRUE,0.596153846,41
s6084,Female,1974,posttest,thrimmed,thram,sang,match.baseline,0.596,no.change,0.683,thrimmed,TRUE,0.596153846,41
s6084,Female,1974,pretest,shreened,shrent,kept,match.baseline,0.596,no.change,0.693,shreened,TRUE,0.596153846,41
s6084,Female,1974,posttest,theeped,thept,kept,match.baseline,0.596,no.change,0.416,thept,FALSE,0.596153846,41
s6084,Female,1974,pretest,skrurned,skrurnt,burnt,match.baseline,0.596,no.change,0.668,skrurned,TRUE,0.596153846,41
s6084,Female,1974,pretest,zelled,zelt,burnt,match.baseline,0.596,no.change,0.639,zelt,FALSE,0.596153846,41
s6084,Female,1974,posttest,twited,twote,drove,match.baseline,0.596,no.change,0.446,twited,TRUE,0.596153846,41
s6084,Female,1974,pretest,prilled,prilt,burnt,match.baseline,0.596,no.change,0.713,prilt,FALSE,0.596153846,41
s6084,Female,1974,posttest,spinged,spang,sang,match.baseline,0.596,no.change,0.401,spang,FALSE,0.596153846,41
s6084,Female,1974,pretest,fided,fode,drove,match.baseline,0.596,no.change,0.485,fided,TRUE,0.596153846,41
s6084,Female,1974,pretest,strinked,strank,sang,match.baseline,0.596,no.change,0.416,strank,FALSE,0.596153846,41
s6084,Female,1974,pretest,gimmed,gam,sang,match.baseline,0.596,no.change,0.728,gimmed,TRUE,0.596153846,41
s6084,Female,1974,pretest,glined,glone,drove,match.baseline,0.596,no.change,0.619,glined,TRUE,0.596153846,41
s6084,Female,1974,posttest,klilled,klilt,burnt,match.baseline,0.596,no.change,0.693,klilled,TRUE,0.596153846,41
s6084,Female,1974,posttest,slurned,slurnt,burnt,match.baseline,0.596,no.change,0.698,slurned,TRUE,0.596153846,41
s6084,Female,1974,pretest,neened,nent,kept,match.baseline,0.596,no.change,0.663,neened,TRUE,0.596153846,41
s6084,Female,1974,pretest,kleeled,klelt,kept,match.baseline,0.596,no.change,0.554,klelt,FALSE,0.596153846,41
s6084,Female,1974,pretest,twinked,twank,sang,match.baseline,0.596,no.change,0.594,twinked,TRUE,0.596153846,41
s6084,Female,1974,pretest,sminked,smank,sang,match.baseline,0.596,no.change,0.579,smank,FALSE,0.596153846,41
s6084,Female,1974,pretest,dweeped,dwept,kept,match.baseline,0.596,no.change,0.426,dwept,FALSE,0.596153846,41
s6084,Female,1974,posttest,skeened,skent,kept,match.baseline,0.596,no.change,0.688,skeened,TRUE,0.596153846,41
s6084,Female,1974,pretest,shrided,shrode,drove,match.baseline,0.596,no.change,0.376,shrided,TRUE,0.596153846,41
s6084,Female,1974,pretest,snined,snone,drove,match.baseline,0.596,no.change,0.644,snined,TRUE,0.596153846,41
s6084,Female,1974,posttest,swurned,swurnt,burnt,match.baseline,0.596,no.change,0.723,swurned,TRUE,0.596153846,41
s6084,Female,1974,posttest,shreeped,shrept,kept,match.baseline,0.596,no.change,0.46,shreeped,TRUE,0.596153846,41
s6084,Female,1974,pretest,vinked,vank,sang,match.baseline,0.596,no.change,0.624,vinked,TRUE,0.596153846,41
s6084,Female,1974,posttest,squeened,squent,kept,match.baseline,0.596,no.change,0.629,squeened,TRUE,0.596153846,41
s6084,Female,1974,pretest,drelled,drelt,burnt,match.baseline,0.596,no.change,0.653,drelt,FALSE,0.596153846,41
s6084,Female,1974,posttest,zited,zote,drove,match.baseline,0.596,no.change,0.54,zote,FALSE,0.596153846,41
s6084,Female,1974,pretest,trurned,trurnt,burnt,match.baseline,0.596,no.change,0.718,trurned,TRUE,0.596153846,41
s6084,Female,1974,pretest,murned,murnt,burnt,match.baseline,0.596,no.change,0.723,murned,TRUE,0.596153846,41
s6084,Female,1974,pretest,quinged,quang,sang,match.baseline,0.596,no.change,0.53,quinged,TRUE,0.596153846,41
s6084,Female,1974,posttest,glinked,glank,sang,match.baseline,0.596,no.change,0.609,glank,FALSE,0.596153846,41
s6084,Female,1974,posttest,brived,brove,drove,match.baseline,0.596,no.change,0.391,brove,FALSE,0.596153846,41
s6084,Female,1974,pretest,streened,strent,kept,match.baseline,0.596,no.change,0.718,streened,TRUE,0.596153846,41
s6084,Female,1974,posttest,breeped,brept,kept,match.baseline,0.596,no.change,0.55,brept,FALSE,0.596153846,41
s6084,Female,1974,pretest,snurned,snurnt,burnt,match.baseline,0.596,no.change,0.757,snurned,TRUE,0.596153846,41
s6084,Female,1974,posttest,squited,squote,drove,match.baseline,0.596,no.change,0.505,squited,TRUE,0.596153846,41
s6084,Female,1974,pretest,skelled,skelt,burnt,match.baseline,0.596,no.change,0.584,skelt,FALSE,0.596153846,41
s6084,Female,1974,posttest,threlled,threlt,burnt,match.baseline,0.596,no.change,0.653,threlled,TRUE,0.596153846,41
s6084,Female,1974,posttest,smimmed,smam,sang,match.baseline,0.596,no.change,0.579,smimmed,TRUE,0.596153846,41
s6084,Female,1974,pretest,cheemed,chemt,kept,match.baseline,0.596,no.change,0.733,chemt,FALSE,0.596153846,41
s6084,Female,1974,pretest,skeeped,skept,kept,match.baseline,0.596,no.change,0.485,skept,FALSE,0.596153846,41
s6084,Female,1974,pretest,dreeped,drept,kept,match.baseline,0.596,no.change,0.441,drept,FALSE,0.596153846,41
s6084,Female,1974,posttest,jeemed,jemt,kept,match.baseline,0.596,no.change,0.723,jeemed,TRUE,0.596153846,41
s6084,Female,1974,posttest,theeled,thelt,kept,match.baseline,0.596,no.change,0.495,thelt,FALSE,0.596153846,41
s6084,Female,1974,posttest,brurned,brurnt,burnt,match.baseline,0.596,no.change,0.554,brurned,TRUE,0.596153846,41
s6084,Female,1974,pretest,vrinked,vrank,sang,match.baseline,0.596,no.change,0.515,vrank,FALSE,0.596153846,41
s6084,Female,1974,pretest,spreemed,spremt,kept,match.baseline,0.596,no.change,0.639,spreemed,TRUE,0.596153846,41
s6084,Female,1974,posttest,prurned,prurnt,burnt,match.baseline,0.596,no.change,0.688,prurned,TRUE,0.596153846,41
s6084,Female,1974,pretest,dwided,dwode,drove,match.baseline,0.596,no.change,0.416,dwided,TRUE,0.596153846,41
s6084,Female,1974,pretest,skurned,skurnt,burnt,match.baseline,0.596,no.change,0.733,skurned,TRUE,0.596153846,41
s6084,Female,1974,posttest,jurned,jurnt,burnt,match.baseline,0.596,no.change,0.718,jurned,TRUE,0.596153846,41
s6084,Female,1974,posttest,gurned,gurnt,burnt,match.baseline,0.596,no.change,0.708,gurned,TRUE,0.596153846,41
s6084,Female,1974,posttest,sninked,snank,sang,match.baseline,0.596,no.change,0.421,snank,FALSE,0.596153846,41
s6084,Female,1974,posttest,shinged,shang,sang,match.baseline,0.596,no.change,0.45,shinged,TRUE,0.596153846,41
s6084,Female,1974,pretest,slilled,slilt,burnt,match.baseline,0.596,no.change,0.693,slilled,TRUE,0.596153846,41
s6084,Female,1974,pretest,sleeled,slelt,kept,match.baseline,0.596,no.change,0.55,sleeled,TRUE,0.596153846,41
s6084,Female,1974,pretest,skrinked,skrank,sang,match.baseline,0.596,no.change,0.45,skrank,FALSE,0.596153846,41
s6084,Female,1974,posttest,strited,strote,drove,match.baseline,0.596,no.change,0.426,strited,TRUE,0.596153846,41
s6084,Female,1974,posttest,kreened,krent,kept,match.baseline,0.596,no.change,0.683,kreened,TRUE,0.596153846,41
s6084,Female,1974,pretest,beeved,bove,drove,match.baseline,0.596,no.change,0.574,beeved,TRUE,0.596153846,41
s6084,Female,1974,posttest,klited,klote,drove,match.baseline,0.596,no.change,0.554,klited,TRUE,0.596153846,41
s6084,Female,1974,posttest,pringed,prang,sang,match.baseline,0.596,no.change,0.465,pringed,TRUE,0.596153846,41
s6084,Female,1974,posttest,skinged,skang,sang,match.baseline,0.596,no.change,0.52,skang,FALSE,0.596153846,41
s6084,Female,1974,pretest,dwinged,dwang,sang,match.baseline,0.596,no.change,0.485,dwinged,TRUE,0.596153846,41
s6084,Female,1974,posttest,chited,chote,drove,match.baseline,0.596,no.change,0.579,chited,TRUE,0.596153846,41
s6084,Female,1974,posttest,squeeped,squept,kept,match.baseline,0.596,no.change,0.52,squept,FALSE,0.596153846,41
s6084,Female,1974,pretest,preemed,premt,kept,match.baseline,0.596,no.change,0.678,preemed,TRUE,0.596153846,41
s6084,Female,1974,pretest,schmimmed,schmam,sang,match.baseline,0.596,no.change,0.634,schmimmed,TRUE,0.596153846,41
s6084,Female,1974,posttest,sneemed,snemt,kept,match.baseline,0.596,no.change,0.713,sneemed,TRUE,0.596153846,41
s6084,Female,1974,pretest,fleeled,flelt,kept,match.baseline,0.596,no.change,0.525,flelt,FALSE,0.596153846,41
s6084,Female,1974,posttest,vurned,vurnt,burnt,match.baseline,0.596,no.change,0.668,vurned,TRUE,0.596153846,41
s6084,Female,1974,posttest,pleeled,plelt,kept,match.baseline,0.596,no.change,0.574,plelt,FALSE,0.596153846,41
s6084,Female,1974,posttest,dwimmed,dwam,sang,match.baseline,0.596,no.change,0.515,dwam,FALSE,0.596153846,41
s6084,Female,1974,posttest,blurned,blurnt,burnt,match.baseline,0.596,no.change,0.639,blurned,TRUE,0.596153846,41
s6084,Female,1974,posttest,slined,slone,drove,match.baseline,0.596,no.change,0.614,slined,TRUE,0.596153846,41
s6084,Female,1974,posttest,splided,splode,drove,match.baseline,0.596,no.change,0.475,splode,FALSE,0.596153846,41
s6084,Female,1974,posttest,ninked,nank,sang,match.baseline,0.596,no.change,0.647,nank,FALSE,0.596153846,41
s6084,Female,1974,posttest,neemed,nemt,kept,match.baseline,0.596,no.change,0.658,neemed,TRUE,0.596153846,41
s6084,Female,1974,posttest,schmined,schmone,drove,match.baseline,0.596,no.change,0.703,schmined,TRUE,0.596153846,41
s6084,Female,1974,posttest,vrilled,vrilt,burnt,match.baseline,0.596,no.change,0.772,vrilled,TRUE,0.596153846,41
s6085,Male,1980,pretest,skinged,skang,sang,match.baseline,0.558,increase,0.52,skang,FALSE,0.403846154,35
s6085,Male,1980,pretest,skrilled,skrilt,burnt,match.baseline,0.558,increase,0.733,skrilt,FALSE,0.403846154,35
s6085,Male,1980,pretest,pleeled,plelt,kept,match.baseline,0.558,increase,0.574,pleeled,TRUE,0.403846154,35
s6085,Male,1980,pretest,chimmed,cham,sang,match.baseline,0.558,increase,0.743,cham,FALSE,0.403846154,35
s6085,Male,1980,pretest,kleemed,klemt,kept,match.baseline,0.558,increase,0.653,kleemed,TRUE,0.403846154,35
s6085,Male,1980,posttest,dwinged,dwang,sang,match.baseline,0.558,increase,0.485,dwang,FALSE,0.403846154,35
s6085,Male,1980,pretest,klited,klote,drove,match.baseline,0.558,increase,0.554,klote,FALSE,0.403846154,35
s6085,Male,1980,posttest,splinged,splang,sang,match.baseline,0.558,increase,0.401,splang,FALSE,0.403846154,35
s6085,Male,1980,pretest,strimmed,stram,sang,match.baseline,0.558,increase,0.619,stram,FALSE,0.403846154,35
s6085,Male,1980,pretest,brived,brove,drove,match.baseline,0.558,increase,0.391,brove,FALSE,0.403846154,35
s6085,Male,1980,pretest,squeeped,squept,kept,match.baseline,0.558,increase,0.52,squept,FALSE,0.403846154,35
s6085,Male,1980,pretest,breeped,brept,kept,match.baseline,0.558,increase,0.55,brept,FALSE,0.403846154,35
s6085,Male,1980,pretest,ninked,nank,sang,match.baseline,0.558,increase,0.647,ninked,TRUE,0.403846154,35
s6085,Male,1980,posttest,quinged,quang,sang,match.baseline,0.558,increase,0.53,quang,FALSE,0.403846154,35
s6085,Male,1980,pretest,chited,chote,drove,match.baseline,0.558,increase,0.579,chote,FALSE,0.403846154,35
s6085,Male,1980,posttest,trurned,trurnt,burnt,match.baseline,0.558,increase,0.718,trurned,TRUE,0.403846154,35
s6085,Male,1980,pretest,vrilled,vrilt,burnt,match.baseline,0.558,increase,0.772,vrilled,TRUE,0.403846154,35
s6085,Male,1980,pretest,trinked,trank,sang,match.baseline,0.558,increase,0.49,trank,FALSE,0.403846154,35
s6085,Male,1980,pretest,zited,zote,drove,match.baseline,0.558,increase,0.54,zote,FALSE,0.403846154,35
s6085,Male,1980,posttest,fimmed,fam,sang,match.baseline,0.558,increase,0.772,fam,FALSE,0.403846154,35
s6085,Male,1980,pretest,squeened,squent,kept,match.baseline,0.558,increase,0.629,squeened,TRUE,0.403846154,35
s6085,Male,1980,pretest,squited,squote,drove,match.baseline,0.558,increase,0.505,squote,FALSE,0.403846154,35
s6085,Male,1980,pretest,smimmed,smam,sang,match.baseline,0.558,increase,0.579,smam,FALSE,0.403846154,35
s6085,Male,1980,posttest,sprurned,sprurnt,burnt,match.baseline,0.558,increase,0.688,sprurned,TRUE,0.403846154,35
s6085,Male,1980,posttest,snurned,snurnt,burnt,match.baseline,0.558,increase,0.757,snurnt,FALSE,0.403846154,35
s6085,Male,1980,pretest,splided,splode,drove,match.baseline,0.558,increase,0.475,splided,TRUE,0.403846154,35
s6085,Male,1980,pretest,shinged,shang,sang,match.baseline,0.558,increase,0.45,shang,FALSE,0.403846154,35
s6085,Male,1980,posttest,dweeped,dwept,kept,match.baseline,0.558,increase,0.426,dwept,FALSE,0.403846154,35
s6085,Male,1980,posttest,murned,murnt,burnt,match.baseline,0.558,increase,0.723,murned,TRUE,0.403846154,35
s6085,Male,1980,pretest,shreeped,shrept,kept,match.baseline,0.558,increase,0.46,shrept,FALSE,0.403846154,35
s6085,Male,1980,posttest,fided,fode,drove,match.baseline,0.558,increase,0.485,fided,TRUE,0.403846154,35
s6085,Male,1980,posttest,spreemed,spremt,kept,match.baseline,0.558,increase,0.639,spremt,FALSE,0.403846154,35
s6085,Male,1980,pretest,pringed,prang,sang,match.baseline,0.558,increase,0.465,prang,FALSE,0.403846154,35
s6085,Male,1980,pretest,vurned,vurnt,burnt,match.baseline,0.558,increase,0.668,vurned,TRUE,0.403846154,35
s6085,Male,1980,pretest,pited,pote,drove,match.baseline,0.558,increase,0.629,pote,FALSE,0.403846154,35
s6085,Male,1980,posttest,dreeped,drept,kept,match.baseline,0.558,increase,0.441,drept,FALSE,0.403846154,35
s6085,Male,1980,posttest,drelled,drelt,burnt,match.baseline,0.558,increase,0.653,drelt,FALSE,0.403846154,35
s6085,Male,1980,posttest,sprided,sprode,drove,match.baseline,0.558,increase,0.347,sprode,FALSE,0.403846154,35
s6085,Male,1980,posttest,swited,swote,drove,match.baseline,0.558,increase,0.46,swote,FALSE,0.403846154,35
s6085,Male,1980,posttest,prilled,prilt,burnt,match.baseline,0.558,increase,0.713,prilled,TRUE,0.403846154,35
s6085,Male,1980,posttest,skelled,skelt,burnt,match.baseline,0.558,increase,0.584,skelt,FALSE,0.403846154,35
s6085,Male,1980,pretest,theeped,thept,kept,match.baseline,0.558,increase,0.416,thept,FALSE,0.403846154,35
s6085,Male,1980,posttest,squined,squone,drove,match.baseline,0.558,increase,0.678,squined,TRUE,0.403846154,35
s6085,Male,1980,posttest,slilled,slilt,burnt,match.baseline,0.558,increase,0.693,slilled,TRUE,0.403846154,35
s6085,Male,1980,pretest,jeemed,jemt,kept,match.baseline,0.558,increase,0.723,jemt,FALSE,0.403846154,35
s6085,Male,1980,posttest,neened,nent,kept,match.baseline,0.558,increase,0.663,neened,TRUE,0.403846154,35
s6085,Male,1980,posttest,klided,klode,drove,match.baseline,0.558,increase,0.495,klode,FALSE,0.403846154,35
s6085,Male,1980,pretest,blurned,blurnt,burnt,match.baseline,0.558,increase,0.639,blurned,TRUE,0.403846154,35
s6085,Male,1980,posttest,glined,glone,drove,match.baseline,0.558,increase,0.619,glone,FALSE,0.403846154,35
s6085,Male,1980,pretest,swurned,swurnt,burnt,match.baseline,0.558,increase,0.723,swurned,TRUE,0.403846154,35
s6085,Male,1980,pretest,glilled,glilt,burnt,match.baseline,0.558,increase,0.673,glilled,TRUE,0.403846154,35
s6085,Male,1980,pretest,sneemed,snemt,kept,match.baseline,0.558,increase,0.713,sneemed,TRUE,0.403846154,35
s6085,Male,1980,pretest,twited,twote,drove,match.baseline,0.558,increase,0.446,twote,FALSE,0.403846154,35
s6085,Male,1980,pretest,dwimmed,dwam,sang,match.baseline,0.558,increase,0.515,dwam,FALSE,0.403846154,35
s6085,Male,1980,posttest,kleeled,klelt,kept,match.baseline,0.558,increase,0.554,kleeled,TRUE,0.403846154,35
s6085,Male,1980,posttest,zelled,zelt,burnt,match.baseline,0.558,increase,0.639,zelt,FALSE,0.403846154,35
s6085,Male,1980,pretest,glinked,glank,sang,match.baseline,0.558,increase,0.609,glinked,TRUE,0.403846154,35
s6085,Male,1980,pretest,slined,slone,drove,match.baseline,0.558,increase,0.614,slined,TRUE,0.403846154,35
s6085,Male,1980,posttest,surned,surnt,burnt,match.baseline,0.558,increase,0.698,surned,TRUE,0.403846154,35
s6085,Male,1980,posttest,gimmed,gam,sang,match.baseline,0.558,increase,0.728,gimmed,TRUE,0.403846154,35
s6085,Male,1980,pretest,spinged,spang,sang,match.baseline,0.558,increase,0.401,spang,FALSE,0.403846154,35
s6085,Male,1980,posttest,sleeled,slelt,kept,match.baseline,0.558,increase,0.55,sleeled,TRUE,0.403846154,35
s6085,Male,1980,posttest,preemed,premt,kept,match.baseline,0.558,increase,0.678,premt,FALSE,0.403846154,35
s6085,Male,1980,pretest,klilled,klilt,burnt,match.baseline,0.558,increase,0.693,klilled,TRUE,0.403846154,35
s6085,Male,1980,pretest,squided,squode,drove,match.baseline,0.558,increase,0.406,squode,FALSE,0.403846154,35
s6085,Male,1980,posttest,cheemed,chemt,kept,match.baseline,0.558,increase,0.733,chemt,FALSE,0.403846154,35
s6085,Male,1980,posttest,sminked,smank,sang,match.baseline,0.558,increase,0.579,sminked,TRUE,0.403846154,35
s6085,Male,1980,posttest,dwilled,dwilt,burnt,match.baseline,0.558,increase,0.673,dwilt,FALSE,0.403846154,35
s6085,Male,1980,pretest,slurned,slurnt,burnt,match.baseline,0.558,increase,0.698,slurned,TRUE,0.403846154,35
s6085,Male,1980,posttest,strinked,strank,sang,match.baseline,0.558,increase,0.416,strank,FALSE,0.403846154,35
s6085,Male,1980,pretest,gurned,gurnt,burnt,match.baseline,0.558,increase,0.708,gurned,TRUE,0.403846154,35
s6085,Male,1980,posttest,shreened,shrent,kept,match.baseline,0.558,increase,0.693,shrent,FALSE,0.403846154,35
s6085,Male,1980,pretest,strited,strote,drove,match.baseline,0.558,increase,0.426,strote,FALSE,0.403846154,35
s6085,Male,1980,pretest,thrimmed,thram,sang,match.baseline,0.558,increase,0.683,thram,FALSE,0.403846154,35
s6085,Male,1980,pretest,schmined,schmone,drove,match.baseline,0.558,increase,0.703,schmone,FALSE,0.403846154,35
s6085,Male,1980,posttest,grinked,grank,sang,match.baseline,0.558,increase,0.47,grinked,TRUE,0.403846154,35
s6085,Male,1980,posttest,vinked,vank,sang,match.baseline,0.558,increase,0.624,vank,FALSE,0.403846154,35
s6085,Male,1980,posttest,snined,snone,drove,match.baseline,0.558,increase,0.644,snined,TRUE,0.403846154,35
s6085,Male,1980,pretest,skeened,skent,kept,match.baseline,0.558,increase,0.688,skeened,TRUE,0.403846154,35
s6085,Male,1980,posttest,skeeped,skept,kept,match.baseline,0.558,increase,0.485,skept,FALSE,0.403846154,35
s6085,Male,1980,posttest,snited,snote,drove,match.baseline,0.558,increase,0.53,snote,FALSE,0.403846154,35
s6085,Male,1980,pretest,neemed,nemt,kept,match.baseline,0.558,increase,0.658,nemt,FALSE,0.403846154,35
s6085,Male,1980,posttest,fleeled,flelt,kept,match.baseline,0.558,increase,0.525,flelt,FALSE,0.403846154,35
s6085,Male,1980,pretest,kreened,krent,kept,match.baseline,0.558,increase,0.683,krent,FALSE,0.403846154,35
s6085,Male,1980,posttest,schmimmed,schmam,sang,match.baseline,0.558,increase,0.634,schmimmed,TRUE,0.403846154,35
s6085,Male,1980,posttest,shrided,shrode,drove,match.baseline,0.558,increase,0.376,shrode,FALSE,0.403846154,35
s6085,Male,1980,posttest,vrinked,vrank,sang,match.baseline,0.558,increase,0.515,vrank,FALSE,0.403846154,35
s6085,Male,1980,posttest,greemed,gremt,kept,match.baseline,0.558,increase,0.629,gremt,FALSE,0.403846154,35
s6085,Male,1980,posttest,skrurned,skrurnt,burnt,match.baseline,0.558,increase,0.668,skrurned,TRUE,0.403846154,35
s6085,Male,1980,pretest,brurned,brurnt,burnt,match.baseline,0.558,increase,0.554,brurned,TRUE,0.403846154,35
s6085,Male,1980,posttest,streened,strent,kept,match.baseline,0.558,increase,0.718,streened,TRUE,0.403846154,35
s6085,Male,1980,pretest,sninked,snank,sang,match.baseline,0.558,increase,0.421,snank,FALSE,0.403846154,35
s6085,Male,1980,pretest,prurned,prurnt,burnt,match.baseline,0.558,increase,0.688,prurnt,FALSE,0.403846154,35
s6085,Male,1980,posttest,skrined,skrone,drove,match.baseline,0.558,increase,0.599,skrone,FALSE,0.403846154,35
s6085,Male,1980,posttest,beeved,bove,drove,match.baseline,0.558,increase,0.574,bove,FALSE,0.403846154,35
s6085,Male,1980,pretest,jurned,jurnt,burnt,match.baseline,0.558,increase,0.718,jurned,TRUE,0.403846154,35
s6085,Male,1980,pretest,swided,swode,drove,match.baseline,0.558,increase,0.356,swode,FALSE,0.403846154,35
s6085,Male,1980,pretest,theeled,thelt,kept,match.baseline,0.558,increase,0.495,theeled,TRUE,0.403846154,35
s6085,Male,1980,posttest,twinked,twank,sang,match.baseline,0.558,increase,0.594,twinked,TRUE,0.403846154,35
s6085,Male,1980,posttest,thided,thode,drove,match.baseline,0.558,increase,0.436,thode,FALSE,0.403846154,35
s6085,Male,1980,posttest,skurned,skurnt,burnt,match.baseline,0.558,increase,0.733,skurned,TRUE,0.403846154,35
s6085,Male,1980,posttest,dwided,dwode,drove,match.baseline,0.558,increase,0.416,dwode,FALSE,0.403846154,35
s6085,Male,1980,pretest,threlled,threlt,burnt,match.baseline,0.558,increase,0.653,threlled,TRUE,0.403846154,35
s6085,Male,1980,posttest,skrinked,skrank,sang,match.baseline,0.558,increase,0.45,skrank,FALSE,0.403846154,35
s6086,Female,1957,pretest,zelled,zelt,burnt,match.baseline,0.308,no.change,0.639,zelt,FALSE,0.307692308,58
s6086,Female,1957,pretest,skrined,skrone,drove,match.baseline,0.308,no.change,0.599,skrone,FALSE,0.307692308,58
s6086,Female,1957,pretest,drelled,drelt,burnt,match.baseline,0.308,no.change,0.653,drelt,FALSE,0.307692308,58
s6086,Female,1957,pretest,vrinked,vrank,sang,match.baseline,0.308,no.change,0.515,vrinked,TRUE,0.307692308,58
s6086,Female,1957,pretest,quinged,quang,sang,match.baseline,0.308,no.change,0.53,quang,FALSE,0.307692308,58
s6086,Female,1957,pretest,streened,strent,kept,match.baseline,0.308,no.change,0.718,strent,FALSE,0.307692308,58
s6086,Female,1957,pretest,kleeled,klelt,kept,match.baseline,0.308,no.change,0.554,klelt,FALSE,0.307692308,58
s6086,Female,1957,pretest,trurned,trurnt,burnt,match.baseline,0.308,no.change,0.718,trurned,TRUE,0.307692308,58
s6086,Female,1957,pretest,dwinged,dwang,sang,match.baseline,0.308,no.change,0.485,dwang,FALSE,0.307692308,58
s6086,Female,1957,pretest,preemed,premt,kept,match.baseline,0.308,no.change,0.678,preemed,TRUE,0.307692308,58
s6086,Female,1957,pretest,spreemed,spremt,kept,match.baseline,0.308,no.change,0.639,spremt,FALSE,0.307692308,58
s6086,Female,1957,pretest,slilled,slilt,burnt,match.baseline,0.308,no.change,0.693,slilt,FALSE,0.307692308,58
s6086,Female,1957,pretest,skrinked,skrank,sang,match.baseline,0.308,no.change,0.45,skrank,FALSE,0.307692308,58
s6086,Female,1957,pretest,snined,snone,drove,match.baseline,0.308,no.change,0.644,snone,FALSE,0.307692308,58
s6086,Female,1957,pretest,dwilled,dwilt,burnt,match.baseline,0.308,no.change,0.673,dwilt,FALSE,0.307692308,58
s6086,Female,1957,pretest,snited,snote,drove,match.baseline,0.308,no.change,0.53,snote,FALSE,0.307692308,58
s6086,Female,1957,pretest,schmimmed,schmam,sang,match.baseline,0.308,no.change,0.634,schmimmed,TRUE,0.307692308,58
s6086,Female,1957,pretest,sleeled,slelt,kept,match.baseline,0.308,no.change,0.55,slelt,FALSE,0.307692308,58
s6086,Female,1957,pretest,shreened,shrent,kept,match.baseline,0.308,no.change,0.693,shreened,TRUE,0.307692308,58
s6086,Female,1957,pretest,twinked,twank,sang,match.baseline,0.308,no.change,0.594,twinked,TRUE,0.307692308,58
s6086,Female,1957,pretest,sprided,sprode,drove,match.baseline,0.308,no.change,0.347,sprode,FALSE,0.307692308,58
s6086,Female,1957,pretest,cheemed,chemt,kept,match.baseline,0.308,no.change,0.733,cheemed,TRUE,0.307692308,58
s6086,Female,1957,pretest,splinged,splang,sang,match.baseline,0.308,no.change,0.401,splang,FALSE,0.307692308,58
s6086,Female,1957,pretest,sprurned,sprurnt,burnt,match.baseline,0.308,no.change,0.688,sprurned,TRUE,0.307692308,58
s6086,Female,1957,pretest,sminked,smank,sang,match.baseline,0.308,no.change,0.579,sminked,TRUE,0.307692308,58
s6086,Female,1957,pretest,skurned,skurnt,burnt,match.baseline,0.308,no.change,0.733,skurned,TRUE,0.307692308,58
s6086,Female,1957,pretest,fided,fode,drove,match.baseline,0.308,no.change,0.485,fode,FALSE,0.307692308,58
s6086,Female,1957,pretest,glined,glone,drove,match.baseline,0.308,no.change,0.619,glined,TRUE,0.307692308,58
