participant,gender,yearOfBirth,phase,weak.past,strong.past,category,partner.prefs,partnerRegRate,partnerRegCondition,item.baseline.reg,response,regular,pretest.mean,age
s6503,Male,1971,pretest,jinked,jank,sang,match.baseline,0.692,no.change,0.614,jinked,TRUE,0.692307692,44
s6503,Male,1971,pretest,shringed,shrang,sang,match.baseline,0.692,no.change,0.46,shrang,FALSE,0.692307692,44
s6503,Male,1971,pretest,geemed,gemt,kept,match.baseline,0.692,no.change,0.693,geemed,TRUE,0.692307692,44
s6503,Male,1971,pretest,thringed,thrang,sang,match.baseline,0.692,no.change,0.411,thrang,FALSE,0.692307692,44
s6503,Male,1971,pretest,feemed,femt,kept,match.baseline,0.692,no.change,0.673,feemed,TRUE,0.692307692,44
s6503,Male,1971,pretest,frimmed,fram,sang,match.baseline,0.692,no.change,0.708,fram,FALSE,0.692307692,44
s6503,Male,1971,pretest,jined,jone,drove,match.baseline,0.692,no.change,0.658,jined,TRUE,0.692307692,44
s6503,Male,1971,pretest,gringed,grang,sang,match.baseline,0.692,no.change,0.515,gringed,TRUE,0.692307692,44
s6503,Male,1971,pretest,splived,splove,drove,match.baseline,0.692,no.change,0.421,splived,TRUE,0.692307692,44
s6503,Male,1971,pretest,quided,quode,drove,match.baseline,0.692,no.change,0.47,quode,FALSE,0.692307692,44
s6503,Male,1971,pretest,zeeped,zept,kept,match.baseline,0.692,no.change,0.441,zept,FALSE,0.692307692,44
s6503,Male,1971,pretest,trined,trone,drove,match.baseline,0.692,no.change,0.614,trone,FALSE,0.692307692,44
s6503,Male,1971,pretest,sneeped,snept,kept,match.baseline,0.692,no.change,0.431,snept,FALSE,0.692307692,44
s6503,Male,1971,pretest,drurned,drurnt,burnt,match.baseline,0.692,no.change,0.748,drurnt,FALSE,0.692307692,44
s6503,Male,1971,pretest,dwinked,dwank,sang,match.baseline,0.692,no.change,0.431,dwinked,TRUE,0.692307692,44
s6503,Male,1971,pretest,thrided,throde,drove,match.baseline,0.692,no.change,0.376,throde,FALSE,0.692307692,44
s6503,Male,1971,pretest,blided,blode,drove,match.baseline,0.692,no.change,0.515,blode,FALSE,0.692307692,44
s6503,Male,1971,pretest,slived,slove,drove,match.baseline,0.692,no.change,0.49,slove,FALSE,0.692307692,44
s6503,Male,1971,pretest,trelled,trelt,burnt,match.baseline,0.692,no.change,0.678,trelled,TRUE,0.692307692,44
s6503,Male,1971,pretest,strilled,strilt,burnt,match.baseline,0.692,no.change,0.772,strilled,TRUE,0.692307692,44
s6503,Male,1971,posttest,schmimmed,schmam,sang,match.baseline,0.692,no.change,0.634,schmimmed,TRUE,0.692307692,44
s6503,Male,1971,posttest,greemed,gremt,kept,match.baseline,0.692,no.change,0.629,greemed,TRUE,0.692307692,44
s6503,Male,1971,posttest,shreened,shrent,kept,match.baseline,0.692,no.change,0.693,shreened,TRUE,0.692307692,44
s6503,Male,1971,posttest,dwided,dwode,drove,match.baseline,0.692,no.change,0.416,dwided,TRUE,0.692307692,44
s6503,Male,1971,posttest,glined,glone,drove,match.baseline,0.692,no.change,0.619,glined,TRUE,0.692307692,44
s6503,Male,1971,posttest,klided,klode,drove,match.baseline,0.692,no.change,0.495,klided,TRUE,0.692307692,44
s6503,Male,1971,posttest,slilled,slilt,burnt,match.baseline,0.692,no.change,0.693,slilled,TRUE,0.692307692,44
s6503,Male,1971,posttest,zelled,zelt,burnt,match.baseline,0.692,no.change,0.639,zelled,TRUE,0.692307692,44
s6503,Male,1971,posttest,gimmed,gam,sang,match.baseline,0.692,no.change,0.728,gimmed,TRUE,0.692307692,44
s6503,Male,1971,posttest,sprurned,sprurnt,burnt,match.baseline,0.692,no.change,0.688,sprurned,TRUE,0.692307692,44
s6503,Male,1971,posttest,dreeped,drept,kept,match.baseline,0.692,no.change,0.441,dreeped,TRUE,0.692307692,44
s6503,Male,1971,posttest,murned,murnt,burnt,match.baseline,0.692,no.change,0.723,murned,TRUE,0.692307692,44
s6503,Male,1971,posttest,thided,thode,drove,match.baseline,0.692,no.change,0.436,thided,TRUE,0.692307692,44
s6503,Male,1971,posttest,strinked,strank,sang,match.baseline,0.692,no.change,0.416,strank,FALSE,0.692307692,44
s6503,Male,1971,posttest,skrined,skrone,drove,match.baseline,0.692,no.change,0.599,skrone,FALSE,0.692307692,44
s6503,Male,1971,posttest,vinked,vank,sang,match.baseline,0.692,no.change,0.624,vinked,TRUE,0.692307692,44
s6503,Male,1971,posttest,streened,strent,kept,match.baseline,0.692,no.change,0.718,streened,TRUE,0.692307692,44
s6503,Male,1971,posttest,sleeled,slelt,kept,match.baseline,0.692,no.change,0.55,sleeled,TRUE,0.692307692,44
s6503,Male,1971,posttest,skeeped,skept,kept,match.baseline,0.692,no.change,0.485,skeeped,TRUE,0.692307692,44
s6503,Male,1971,posttest,neened,nent,kept,match.baseline,0.692,no.change,0.663,neened,TRUE,0.692307692,44
s6503,Male,1971,posttest,dwinged,dwang,sang,match.baseline,0.692,no.change,0.485,dwinged,TRUE,0.692307692,44
s6503,Male,1971,posttest,skrurned,skrurnt,burnt,match.baseline,0.692,no.change,0.668,skrurned,TRUE,0.692307692,44
s6503,Male,1971,posttest,swited,swote,drove,match.baseline,0.692,no.change,0.46,swote,FALSE,0.692307692,44
s6503,Male,1971,posttest,squined,squone,drove,match.baseline,0.692,no.change,0.678,squined,TRUE,0.692307692,44
s6503,Male,1971,posttest,twinked,twank,sang,match.baseline,0.692,no.change,0.594,twinked,TRUE,0.692307692,44
s6503,Male,1971,posttest,cheemed,chemt,kept,match.baseline,0.692,no.change,0.733,cheemed,TRUE,0.692307692,44
s6503,Male,1971,posttest,prilled,prilt,burnt,match.baseline,0.692,no.change,0.713,prilled,TRUE,0.692307692,44
s6503,Male,1971,posttest,fided,fode,drove,match.baseline,0.692,no.change,0.485,fided,TRUE,0.692307692,44
s6503,Male,1971,posttest,drelled,drelt,burnt,match.baseline,0.692,no.change,0.653,drelled,TRUE,0.692307692,44
s6503,Male,1971,posttest,grinked,grank,sang,match.baseline,0.692,no.change,0.47,grank,FALSE,0.692307692,44
s6503,Male,1971,posttest,snited,snote,drove,match.baseline,0.692,no.change,0.53,snote,FALSE,0.692307692,44
s6503,Male,1971,posttest,fimmed,fam,sang,match.baseline,0.692,no.change,0.772,fimmed,TRUE,0.692307692,44
s6503,Male,1971,posttest,vrinked,vrank,sang,match.baseline,0.692,no.change,0.515,vrinked,TRUE,0.692307692,44
s6503,Male,1971,posttest,splinged,splang,sang,match.baseline,0.692,no.change,0.401,splinged,TRUE,0.692307692,44
s6503,Male,1971,posttest,skelled,skelt,burnt,match.baseline,0.692,no.change,0.584,skelt,FALSE,0.692307692,44
s6503,Male,1971,posttest,sprided,sprode,drove,match.baseline,0.692,no.change,0.347,sprode,FALSE,0.692307692,44
s6503,Male,1971,posttest,preemed,premt,kept,match.baseline,0.692,no.change,0.678,preemed,TRUE,0.692307692,44
s6503,Male,1971,posttest,trurned,trurnt,burnt,match.baseline,0.692,no.change,0.718,trurned,TRUE,0.692307692,44
s6503,Male,1971,posttest,shrided,shrode,drove,match.baseline,0.692,no.change,0.376,shrode,FALSE,0.692307692,44
s6503,Male,1971,posttest,dwilled,dwilt,burnt,match.baseline,0.692,no.change,0.673,dwilt,FALSE,0.692307692,44
s6503,Male,1971,posttest,skrinked,skrank,sang,match.baseline,0.692,no.change,0.45,skrinked,TRUE,0.692307692,44
s6503,Male,1971,posttest,beeved,bove,drove,match.baseline,0.692,no.change,0.574,beeved,TRUE,0.692307692,44
s6503,Male,1971,posttest,skurned,skurnt,burnt,match.baseline,0.692,no.change,0.733,skurned,TRUE,0.692307692,44
s6503,Male,1971,posttest,snined,snone,drove,match.baseline,0.692,no.change,0.644,snined,TRUE,0.692307692,44
s6503,Male,1971,posttest,snurned,snurnt,burnt,match.baseline,0.692,no.change,0.757,snurned,TRUE,0.692307692,44
s6503,Male,1971,posttest,quinged,quang,sang,match.baseline,0.692,no.change,0.53,quinged,TRUE,0.692307692,44
s6503,Male,1971,posttest,dweeped,dwept,kept,match.baseline,0.692,no.change,0.426,dweeped,TRUE,0.692307692,44
s6503,Male,1971,posttest,kleeled,klelt,kept,match.baseline,0.692,no.change,0.554,klelt,FALSE,0.692307692,44
s6503,Male,1971,posttest,fleeled,flelt,kept,match.baseline,0.692,no.change,0.525,fleeled,TRUE,0.692307692,44
s6503,Male,1971,posttest,surned,surnt,burnt,match.baseline,0.692,no.change,0.698,surned,TRUE,0.692307692,44
s6503,Male,1971,posttest,sminked,smank,sang,match.baseline,0.692,no.change,0.579,smank,FALSE,0.692307692,44
s6503,Male,1971,posttest,spreemed,spremt,kept,match.baseline,0.692,no.change,0.639,spreemed,TRUE,0.692307692,44
s6504,Female,1994,pretest,skrined,skrone,drove,flip.baseline,0.327,decrease,0.599,skrone,FALSE,0.557692308,21
s6504,Female,1994,pretest,sprided,sprode,drove,flip.baseline,0.327,decrease,0.347,sprode,FALSE,0.557692308,21
s6504,Female,1994,pretest,dwilled,dwilt,burnt,flip.baseline,0.327,decrease,0.673,dwilt,FALSE,0.557692308,21
s6504,Female,1994,pretest,snited,snote,drove,flip.baseline,0.327,decrease,0.53,snited,TRUE,0.557692308,21
s6504,Female,1994,pretest,snined,snone,drove,flip.baseline,0.327,decrease,0.644,snined,TRUE,0.557692308,21
s6504,Female,1994,pretest,dweeped,dwept,kept,flip.baseline,0.327,decrease,0.426,dwept,FALSE,0.557692308,21
s6504,Female,1994,pretest,schmimmed,schmam,sang,flip.baseline,0.327,decrease,0.634,schmimmed,TRUE,0.557692308,21
s6504,Female,1994,pretest,cheemed,chemt,kept,flip.baseline,0.327,decrease,0.733,chemt,FALSE,0.557692308,21
s6504,Female,1994,pretest,thided,thode,drove,flip.baseline,0.327,decrease,0.436,thode,FALSE,0.557692308,21
s6504,Female,1994,pretest,murned,murnt,burnt,flip.baseline,0.327,decrease,0.723,murnt,FALSE,0.557692308,21
s6504,Female,1994,pretest,prilled,prilt,burnt,flip.baseline,0.327,decrease,0.713,prilt,FALSE,0.557692308,21
s6504,Female,1994,pretest,zelled,zelt,burnt,flip.baseline,0.327,decrease,0.639,zelled,TRUE,0.557692308,21
s6504,Female,1994,pretest,snurned,snurnt,burnt,flip.baseline,0.327,decrease,0.757,snurned,TRUE,0.557692308,21
s6504,Female,1994,pretest,sminked,smank,sang,flip.baseline,0.327,decrease,0.579,sminked,TRUE,0.557692308,21
s6504,Female,1994,pretest,dwided,dwode,drove,flip.baseline,0.327,decrease,0.416,dwided,TRUE,0.557692308,21
s6504,Female,1994,pretest,fimmed,fam,sang,flip.baseline,0.327,decrease,0.772,fimmed,TRUE,0.557692308,21
s6504,Female,1994,pretest,trurned,trurnt,burnt,flip.baseline,0.327,decrease,0.718,trurned,TRUE,0.557692308,21
s6504,Female,1994,pretest,beeved,bove,drove,flip.baseline,0.327,decrease,0.574,beeved,TRUE,0.557692308,21
s6504,Female,1994,pretest,vinked,vank,sang,flip.baseline,0.327,decrease,0.624,vinked,TRUE,0.557692308,21
s6504,Female,1994,pretest,skeeped,skept,kept,flip.baseline,0.327,decrease,0.485,skeeped,TRUE,0.557692308,21
s6504,Female,1994,pretest,strinked,strank,sang,flip.baseline,0.327,decrease,0.416,strank,FALSE,0.557692308,21
s6504,Female,1994,pretest,slilled,slilt,burnt,flip.baseline,0.327,decrease,0.693,slilt,FALSE,0.557692308,21
s6504,Female,1994,pretest,swited,swote,drove,flip.baseline,0.327,decrease,0.46,swote,FALSE,0.557692308,21
s6504,Female,1994,pretest,splinged,splang,sang,flip.baseline,0.327,decrease,0.401,splang,FALSE,0.557692308,21
s6504,Female,1994,pretest,sprurned,sprurnt,burnt,flip.baseline,0.327,decrease,0.688,sprurned,TRUE,0.557692308,21
s6504,Female,1994,pretest,shreened,shrent,kept,flip.baseline,0.327,decrease,0.693,shrent,FALSE,0.557692308,21
s6504,Female,1994,pretest,kleeled,klelt,kept,flip.baseline,0.327,decrease,0.554,kleeled,TRUE,0.557692308,21
s6504,Female,1994,pretest,grinked,grank,sang,flip.baseline,0.327,decrease,0.47,grinked,TRUE,0.557692308,21
s6504,Female,1994,pretest,twinked,twank,sang,flip.baseline,0.327,decrease,0.594,twank,FALSE,0.557692308,21
s6504,Female,1994,pretest,preemed,premt,kept,flip.baseline,0.327,decrease,0.678,premt,FALSE,0.557692308,21
s6504,Female,1994,pretest,klided,klode,drove,flip.baseline,0.327,decrease,0.495,klided,TRUE,0.557692308,21
s6504,Female,1994,pretest,squined,squone,drove,flip.baseline,0.327,decrease,0.678,squone,FALSE,0.557692308,21
s6504,Female,1994,pretest,streened,strent,kept,flip.baseline,0.327,decrease,0.718,streened,TRUE,0.557692308,21
s6504,Female,1994,pretest,dwinged,dwang,sang,flip.baseline,0.327,decrease,0.485,dwinged,TRUE,0.557692308,21
s6504,Female,1994,pretest,neened,nent,kept,flip.baseline,0.327,decrease,0.663,neened,TRUE,0.557692308,21
s6504,Female,1994,pretest,gimmed,gam,sang,flip.baseline,0.327,decrease,0.728,gimmed,TRUE,0.557692308,21
s6504,Female,1994,pretest,fleeled,flelt,kept,flip.baseline,0.327,decrease,0.525,fleeled,TRUE,0.557692308,21
s6504,Female,1994,pretest,skelled,skelt,burnt,flip.baseline,0.327,decrease,0.584,skelt,FALSE,0.557692308,21
s6504,Female,1994,pretest,drelled,drelt,burnt,flip.baseline,0.327,decrease,0.653,drelt,FALSE,0.557692308,21
s6504,Female,1994,pretest,skrinked,skrank,sang,flip.baseline,0.327,decrease,0.45,skrinked,TRUE,0.557692308,21
s6504,Female,1994,pretest,skurned,skurnt,burnt,flip.baseline,0.327,decrease,0.733,skurnt,FALSE,0.557692308,21
s6504,Female,1994,pretest,fided,fode,drove,flip.baseline,0.327,decrease,0.485,fided,TRUE,0.557692308,21
s6504,Female,1994,pretest,quinged,quang,sang,flip.baseline,0.327,decrease,0.53,quinged,TRUE,0.557692308,21
s6504,Female,1994,pretest,greemed,gremt,kept,flip.baseline,0.327,decrease,0.629,gremt,FALSE,0.557692308,21
s6504,Female,1994,pretest,skrurned,skrurnt,burnt,flip.baseline,0.327,decrease,0.668,skrurned,TRUE,0.557692308,21
s6504,Female,1994,pretest,spreemed,spremt,kept,flip.baseline,0.327,decrease,0.639,spreemed,TRUE,0.557692308,21
s6504,Female,1994,pretest,surned,surnt,burnt,flip.baseline,0.327,decrease,0.698,surnt,FALSE,0.557692308,21
s6504,Female,1994,pretest,sleeled,slelt,kept,flip.baseline,0.327,decrease,0.55,slelt,FALSE,0.557692308,21
s6504,Female,1994,pretest,dreeped,drept,kept,flip.baseline,0.327,decrease,0.441,dreeped,TRUE,0.557692308,21
s6504,Female,1994,pretest,vrinked,vrank,sang,flip.baseline,0.327,decrease,0.515,vrank,FALSE,0.557692308,21
s6504,Female,1994,pretest,shrided,shrode,drove,flip.baseline,0.327,decrease,0.376,shrided,TRUE,0.557692308,21
s6504,Female,1994,pretest,glined,glone,drove,flip.baseline,0.327,decrease,0.619,glined,TRUE,0.557692308,21
s6504,Female,1994,posttest,thrided,throde,drove,flip.baseline,0.327,decrease,0.376,thrided,TRUE,0.557692308,21
s6504,Female,1994,posttest,yilled,yilt,burnt,flip.baseline,0.327,decrease,0.718,yilt,FALSE,0.557692308,21
s6504,Female,1994,posttest,feemed,femt,kept,flip.baseline,0.327,decrease,0.673,femt,FALSE,0.557692308,21
s6504,Female,1994,posttest,trined,trone,drove,flip.baseline,0.327,decrease,0.614,trone,FALSE,0.557692308,21
s6504,Female,1994,posttest,gringed,grang,sang,flip.baseline,0.327,decrease,0.515,grang,FALSE,0.557692308,21
s6504,Female,1994,posttest,hurned,hurnt,burnt,flip.baseline,0.327,decrease,0.713,hurned,TRUE,0.557692308,21
s6504,Female,1994,posttest,zeemed,zemt,kept,flip.baseline,0.327,decrease,0.663,zemt,FALSE,0.557692308,21
s6504,Female,1994,posttest,twelled,twelt,burnt,flip.baseline,0.327,decrease,0.559,twelt,FALSE,0.557692308,21
s6504,Female,1994,posttest,dreened,drent,kept,flip.baseline,0.327,decrease,0.634,drent,FALSE,0.557692308,21
s6504,Female,1994,posttest,quinked,quank,sang,flip.baseline,0.327,decrease,0.569,quinked,TRUE,0.557692308,21
s6504,Female,1994,posttest,zimmed,zam,sang,flip.baseline,0.327,decrease,0.733,zimmed,TRUE,0.557692308,21
s6504,Female,1994,posttest,lelled,lelt,burnt,flip.baseline,0.327,decrease,0.668,lelt,FALSE,0.557692308,21
s6504,Female,1994,posttest,splived,splove,drove,flip.baseline,0.327,decrease,0.421,splived,TRUE,0.557692308,21
s6504,Female,1994,posttest,streeled,strelt,kept,flip.baseline,0.327,decrease,0.51,streeled,TRUE,0.557692308,21
s6504,Female,1994,posttest,strilled,strilt,burnt,flip.baseline,0.327,decrease,0.772,strilled,TRUE,0.557692308,21
s6504,Female,1994,posttest,blided,blode,drove,flip.baseline,0.327,decrease,0.515,blided,TRUE,0.557692308,21
s6504,Female,1994,posttest,splinked,splank,sang,flip.baseline,0.327,decrease,0.49,splinked,TRUE,0.557692308,21
s6504,Female,1994,posttest,plined,plone,drove,flip.baseline,0.327,decrease,0.713,plined,TRUE,0.557692308,21
s6504,Female,1994,posttest,schmited,schmote,drove,flip.baseline,0.327,decrease,0.45,schmote,FALSE,0.557692308,21
s6504,Female,1994,posttest,splurned,splurnt,burnt,flip.baseline,0.327,decrease,0.703,splurnt,FALSE,0.557692308,21
s6504,Female,1994,posttest,cheeled,chelt,kept,flip.baseline,0.327,decrease,0.545,cheeled,TRUE,0.557692308,21
s6504,Female,1994,posttest,geemed,gemt,kept,flip.baseline,0.327,decrease,0.693,geemed,TRUE,0.557692308,21
s6504,Female,1994,posttest,slived,slove,drove,flip.baseline,0.327,decrease,0.49,slove,FALSE,0.557692308,21
s6504,Female,1994,posttest,quided,quode,drove,flip.baseline,0.327,decrease,0.47,quided,TRUE,0.557692308,21
s6504,Female,1994,posttest,rurned,rurnt,burnt,flip.baseline,0.327,decrease,0.731,rurnt,FALSE,0.557692308,21
s6504,Female,1994,posttest,jinked,jank,sang,flip.baseline,0.327,decrease,0.614,jinked,TRUE,0.557692308,21
s6504,Female,1994,posttest,sneened,snent,kept,flip.baseline,0.327,decrease,0.698,sneened,TRUE,0.557692308,21
s6504,Female,1994,posttest,glinged,glang,sang,flip.baseline,0.327,decrease,0.584,glinged,TRUE,0.557692308,21
s6504,Female,1994,posttest,yided,yode,drove,flip.baseline,0.327,decrease,0.401,yided,TRUE,0.557692308,21
s6504,Female,1994,posttest,trelled,trelt,burnt,flip.baseline,0.327,decrease,0.678,trelt,FALSE,0.557692308,21
s6504,Female,1994,posttest,dwinked,dwank,sang,flip.baseline,0.327,decrease,0.431,dwinked,TRUE,0.557692308,21
s6504,Female,1994,posttest,smilled,smilt,burnt,flip.baseline,0.327,decrease,0.668,smilt,FALSE,0.557692308,21
s6504,Female,1994,posttest,schmeemed,schmemt,kept,flip.baseline,0.327,decrease,0.649,schmemt,FALSE,0.557692308,21
s6504,Female,1994,posttest,sninged,snang,sang,flip.baseline,0.327,decrease,0.455,snang,FALSE,0.557692308,21
s6504,Female,1994,posttest,stelled,stelt,burnt,flip.baseline,0.327,decrease,0.644,stelt,FALSE,0.557692308,21
s6504,Female,1994,posttest,shringed,shrang,sang,flip.baseline,0.327,decrease,0.46,shrang,FALSE,0.557692308,21
s6504,Female,1994,posttest,sneeped,snept,kept,flip.baseline,0.327,decrease,0.431,snept,FALSE,0.557692308,21
s6504,Female,1994,posttest,sweeled,swelt,kept,flip.baseline,0.327,decrease,0.475,swelt,FALSE,0.557692308,21
s6504,Female,1994,posttest,strined,strone,drove,flip.baseline,0.327,decrease,0.559,strined,TRUE,0.557692308,21
s6504,Female,1994,posttest,greeled,grelt,kept,flip.baseline,0.327,decrease,0.562,grelt,FALSE,0.557692308,21
s6504,Female,1994,posttest,minged,mang,sang,flip.baseline,0.327,decrease,0.639,minged,TRUE,0.557692308,21
s6504,Female,1994,posttest,frimmed,fram,sang,flip.baseline,0.327,decrease,0.708,frimmed,TRUE,0.557692308,21
s6504,Female,1994,posttest,thringed,thrang,sang,flip.baseline,0.327,decrease,0.411,thringed,TRUE,0.557692308,21
s6504,Female,1994,posttest,vrited,vrote,drove,flip.baseline,0.327,decrease,0.366,vrited,TRUE,0.557692308,21
s6504,Female,1994,posttest,thurned,thurnt,burnt,flip.baseline,0.327,decrease,0.693,thurnt,FALSE,0.557692308,21
s6504,Female,1994,posttest,drurned,drurnt,burnt,flip.baseline,0.327,decrease,0.748,drurned,TRUE,0.557692308,21
s6504,Female,1994,posttest,twimmed,twam,sang,flip.baseline,0.327,decrease,0.54,twimmed,TRUE,0.557692308,21
s6504,Female,1994,posttest,geeved,gove,drove,flip.baseline,0.327,decrease,0.599,geeved,TRUE,0.557692308,21
s6504,Female,1994,posttest,sprelled,sprelt,burnt,flip.baseline,0.327,decrease,0.629,sprelt,FALSE,0.557692308,21
s6504,Female,1994,posttest,jined,jone,drove,flip.baseline,0.327,decrease,0.658,jined,TRUE,0.557692308,21
s6504,Female,1994,posttest,zeeped,zept,kept,flip.baseline,0.327,decrease,0.441,zept,FALSE,0.557692308,21
s6504,Female,1994,posttest,cheened,chent,kept,flip.baseline,0.327,decrease,0.743,chent,FALSE,0.557692308,21
s6505,Male,1962,pretest,thurned,thurnt,burnt,flip.baseline,0.154,no.change,0.693,thurned,TRUE,0.153846154,53
s6505,Male,1962,pretest,jined,jone,drove,flip.baseline,0.154,no.change,0.658,jined,TRUE,0.153846154,53
s6505,Male,1962,pretest,greeled,grelt,kept,flip.baseline,0.154,no.change,0.562,grelt,FALSE,0.153846154,53
s6505,Male,1962,pretest,splurned,splurnt,burnt,flip.baseline,0.154,no.change,0.703,splurnt,FALSE,0.153846154,53
s6505,Male,1962,pretest,sninged,snang,sang,flip.baseline,0.154,no.change,0.455,snang,FALSE,0.153846154,53
s6505,Male,1962,pretest,dreened,drent,kept,flip.baseline,0.154,no.change,0.634,dreened,TRUE,0.153846154,53
s6505,Male,1962,pretest,frimmed,fram,sang,flip.baseline,0.154,no.change,0.708,frimmed,TRUE,0.153846154,53
s6505,Male,1962,pretest,zeeped,zept,kept,flip.baseline,0.154,no.change,0.441,zept,FALSE,0.153846154,53
s6505,Male,1962,pretest,quided,quode,drove,flip.baseline,0.154,no.change,0.47,quode,FALSE,0.153846154,53
s6505,Male,1962,pretest,schmited,schmote,drove,flip.baseline,0.154,no.change,0.45,schmote,FALSE,0.153846154,53
s6505,Male,1962,pretest,dwinked,dwank,sang,flip.baseline,0.154,no.change,0.431,dwank,FALSE,0.153846154,53
s6505,Male,1962,pretest,geeved,gove,drove,flip.baseline,0.154,no.change,0.599,gove,FALSE,0.153846154,53
s6505,Male,1962,pretest,slived,slove,drove,flip.baseline,0.154,no.change,0.49,slove,FALSE,0.153846154,53
s6505,Male,1962,pretest,hurned,hurnt,burnt,flip.baseline,0.154,no.change,0.713,hurnt,FALSE,0.153846154,53
s6505,Male,1962,pretest,stelled,stelt,burnt,flip.baseline,0.154,no.change,0.644,stelt,FALSE,0.153846154,53
s6505,Male,1962,pretest,schmeemed,schmemt,kept,flip.baseline,0.154,no.change,0.649,schmemt,FALSE,0.153846154,53
s6505,Male,1962,pretest,strilled,strilt,burnt,flip.baseline,0.154,no.change,0.772,strilt,FALSE,0.153846154,53
s6505,Male,1962,pretest,splinked,splank,sang,flip.baseline,0.154,no.change,0.49,splank,FALSE,0.153846154,53
s6505,Male,1962,pretest,geemed,gemt,kept,flip.baseline,0.154,no.change,0.693,gemt,FALSE,0.153846154,53
s6505,Male,1962,pretest,gringed,grang,sang,flip.baseline,0.154,no.change,0.515,grang,FALSE,0.153846154,53
s6505,Male,1962,pretest,sneened,snent,kept,flip.baseline,0.154,no.change,0.698,snent,FALSE,0.153846154,53
s6505,Male,1962,pretest,plined,plone,drove,flip.baseline,0.154,no.change,0.713,plined,TRUE,0.153846154,53
s6505,Male,1962,pretest,thringed,thrang,sang,flip.baseline,0.154,no.change,0.411,thrang,FALSE,0.153846154,53
s6505,Male,1962,pretest,yilled,yilt,burnt,flip.baseline,0.154,no.change,0.718,yilt,FALSE,0.153846154,53
s6505,Male,1962,pretest,sprelled,sprelt,burnt,flip.baseline,0.154,no.change,0.629,sprelt,FALSE,0.153846154,53
s6505,Male,1962,pretest,smilled,smilt,burnt,flip.baseline,0.154,no.change,0.668,smilt,FALSE,0.153846154,53
s6505,Male,1962,pretest,glinged,glang,sang,flip.baseline,0.154,no.change,0.584,glang,FALSE,0.153846154,53
s6505,Male,1962,pretest,zimmed,zam,sang,flip.baseline,0.154,no.change,0.733,zam,FALSE,0.153846154,53
s6505,Male,1962,pretest,cheened,chent,kept,flip.baseline,0.154,no.change,0.743,chent,FALSE,0.153846154,53
s6505,Male,1962,pretest,thrided,throde,drove,flip.baseline,0.154,no.change,0.376,throde,FALSE,0.153846154,53
s6505,Male,1962,pretest,sneeped,snept,kept,flip.baseline,0.154,no.change,0.431,snept,FALSE,0.153846154,53
s6505,Male,1962,pretest,feemed,femt,kept,flip.baseline,0.154,no.change,0.673,femt,FALSE,0.153846154,53
s6505,Male,1962,pretest,cheeled,chelt,kept,flip.baseline,0.154,no.change,0.545,chelt,FALSE,0.153846154,53
s6505,Male,1962,pretest,twimmed,twam,sang,flip.baseline,0.154,no.change,0.54,twam,FALSE,0.153846154,53
s6505,Male,1962,pretest,sweeled,swelt,kept,flip.baseline,0.154,no.change,0.475,swelt,FALSE,0.153846154,53
s6505,Male,1962,pretest,lelled,lelt,burnt,flip.baseline,0.154,no.change,0.668,lelled,TRUE,0.153846154,53
s6505,Male,1962,pretest,vrited,vrote,drove,flip.baseline,0.154,no.change,0.366,vrote,FALSE,0.153846154,53
s6505,Male,1962,pretest,trined,trone,drove,flip.baseline,0.154,no.change,0.614,trone,FALSE,0.153846154,53
s6505,Male,1962,pretest,rurned,rurnt,burnt,flip.baseline,0.154,no.change,0.731,rurned,TRUE,0.153846154,53
s6505,Male,1962,pretest,blided,blode,drove,flip.baseline,0.154,no.change,0.515,blode,FALSE,0.153846154,53
s6505,Male,1962,pretest,quinked,quank,sang,flip.baseline,0.154,no.change,0.569,quank,FALSE,0.153846154,53
s6505,Male,1962,pretest,zeemed,zemt,kept,flip.baseline,0.154,no.change,0.663,zemt,FALSE,0.153846154,53
s6505,Male,1962,pretest,minged,mang,sang,flip.baseline,0.154,no.change,0.639,minged,TRUE,0.153846154,53
s6505,Male,1962,pretest,strined,strone,drove,flip.baseline,0.154,no.change,0.559,strone,FALSE,0.153846154,53
s6505,Male,1962,pretest,splived,splove,drove,flip.baseline,0.154,no.change,0.421,splove,FALSE,0.153846154,53
s6505,Male,1962,pretest,streeled,strelt,kept,flip.baseline,0.154,no.change,0.51,strelt,FALSE,0.153846154,53
s6505,Male,1962,pretest,yided,yode,drove,flip.baseline,0.154,no.change,0.401,yode,FALSE,0.153846154,53
s6505,Male,1962,pretest,trelled,trelt,burnt,flip.baseline,0.154,no.change,0.678,trelt,FALSE,0.153846154,53
s6505,Male,1962,pretest,drurned,drurnt,burnt,flip.baseline,0.154,no.change,0.748,drurnt,FALSE,0.153846154,53
s6505,Male,1962,pretest,twelled,twelt,burnt,flip.baseline,0.154,no.change,0.559,twelt,FALSE,0.153846154,53
s6505,Male,1962,pretest,shringed,shrang,sang,flip.baseline,0.154,no.change,0.46,shrang,FALSE,0.153846154,53
s6505,Male,1962,pretest,jinked,jank,sang,flip.baseline,0.154,no.change,0.614,jank,FALSE,0.153846154,53
s6505,Male,1962,posttest,chited,chote,drove,flip.baseline,0.154,no.change,0.579,chote,FALSE,0.153846154,53
s6505,Male,1962,posttest,brurned,brurnt,burnt,flip.baseline,0.154,no.change,0.554,brurnt,FALSE,0.153846154,53
