"subject","peerCondition","alignedVoc","item","preWord","peerWord","peerWordProb","postWord","gender","age","agree","open","conscient","extraver","stabil"
"p67154","robot.trust",FALSE,"city","city","town",0,"city","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",TRUE,"teacher","OTHER","teacher",0.564,"teacher","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"boot","boot","shoe",0.086,"boot","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",TRUE,"knife","OTHER","knife",0.741,"knife","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"USB","usb stick","memory stick",0.055,"OTHER","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"microbes","bacteria","microorganisms",0.052,"germs","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"dirt","dirt","gravel",0.052,"dirt","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",TRUE,"factory","OTHER","factory",0.862,"factory","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"cup","tea cup","mug",0.121,"cup","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"money","coins","money",0.544,"coins","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",TRUE,"alligator","alligator","crocodile",0.709,"crocodile","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",TRUE,"marijuana","OTHER","leaf",0.404,"leaf","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"moth","butterfly","insect",0,"butterfly","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"cook","baker","cook",0.164,"chef","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",TRUE,"socket","plug","socket",0.091,"socket","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"thief","robber","thief",0.121,"robber","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",TRUE,"sphere","OTHER","sphere",0.328,"sphere","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"drugs","pills","drugs",0.121,"pills","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",TRUE,"wedge","OTHER","concrete",0.017,"concrete","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"touchpad","tablet","touchscreen",0.086,"tablet","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"woman","woman","lady",0.241,"woman","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"soldier","OTHER","gunman",0.086,"OTHER","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"church","church","cathedral",0,"church","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"baby","baby","kid",0.017,"baby","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"dog","dog","wolf",0,"dog","female",24,6,6,6,5.5,4.5
"p67154","robot.trust",FALSE,"house","house","home",0.018,"house","female",24,6,6,6,5.5,4.5
"p690205","human",TRUE,"king","OTHER","electric chair",0.019,"electric chair","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"knife","knife","dagger",0.074,"dagger","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"microbes","bacteria","germs",0.207,"germs","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"marijuana","marijuana","weed",0.077,"weed","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"road","road","avenue",0,"road","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"dirt","OTHER","gravel",0.052,"OTHER","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"cattle","OTHER","cows",0.621,"cows","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"thief","thief","robber",0.586,"robber","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"drugs","medicine","drugs",0.121,"medicine","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"sphere","OTHER","ball",0.103,"ball","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"wedge","OTHER","concrete",0.017,"concrete","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"recycling","rubbish bin","recycling bin",0.055,"recycling bin","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"city","skyscrapers","town",0,"town","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"baby","toddler","kid",0.017,"toddler","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"socket","OTHER","face",0.164,"face","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"dog","dog","wolf",0,"wolf","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"money","money","coins",0.404,"coins","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"mouse","mouse","rat",0.211,"mouse","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"boot","boot","shoe",0.086,"boot","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"house","house","home",0.018,"house","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"soldier","OTHER","soldier",0.328,"soldier","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"couch","couch","sofa",0.2,"couch","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"factory","factory","pollution",0.017,"pollution","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"touchpad","touchscreen","tablet",0.569,"tablet","male",20,5,4.5,6,3.5,4
"p690205","human",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"teacher","teacher","lecturer",0.055,"lecturer","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"woman","OTHER","woman",0.586,"woman","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"cook","woman","cook",0.164,"cook","male",20,5,4.5,6,3.5,4
"p690205","human",TRUE,"artist","artist","painter",0.31,"painter","male",20,5,4.5,6,3.5,4
"p702270","robot.trust",TRUE,"USB","OTHER","memory stick",0.055,"memory stick","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"artist","painter","artist",0.569,"artist","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"church","church","cathedral",0,"cathedral","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"socket","OTHER","socket",0.091,"socket","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",FALSE,"couch","chair","couch",0.745,"chair","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"dirt","OTHER","sand",0,"sand","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"knife","dagger","knife",0.741,"knife","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",FALSE,"snake","snake","serpent",0.055,"snake","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"drugs","pills","medicine",0.207,"medicine","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"money","money","coins",0.404,"coins","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",FALSE,"ship","boat","ship",0.448,"boat","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"recycling","wheely bin","rubbish bin",0.527,"rubbish bin","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",FALSE,"baby","baby","sprog",0,"baby","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"road","road","highway",0,"highway","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"microbes","germs","microorganisms",0.052,"microorganisms","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",FALSE,"boot","boot","shoe",0.086,"boot","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",FALSE,"mouse","rat","mouse",0.754,"rat","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"teacher","OTHER","lecturer",0.055,"lecturer","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"cup","OTHER","cup",0.379,"cup","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"marijuana","marijuana","leaf",0.404,"leaf","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",FALSE,"woman","woman","lady",0.241,"woman","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"wedge","OTHER","concrete",0.017,"concrete","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"people","crowd","people",0.473,"people","female",18,3,4.5,6,3.5,2.5
"p702270","robot.trust",TRUE,"city","city","buildings",0.276,"buildings","female",18,3,4.5,6,3.5,2.5
"p755289","robot",FALSE,"factory","OTHER","pollution",0.017,"factory","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"priest","OTHER","priest",0.491,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"socket","OTHER","socket",0.091,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"USB","usb drive","usb stick",0.418,"flash drive","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"money","coins","money",0.544,"coins","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"teacher","OTHER","teacher",0.564,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"robot","robot","android",0,"robot","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",TRUE,"woman","OTHER","woman",0.586,"woman","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"soldier","OTHER","gunman",0.086,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"church","church","cathedral",0,"church","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"wedge","OTHER","concrete",0.017,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"laptop","laptop","computer",0.316,"laptop","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"mouse","OTHER","rat",0.211,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",TRUE,"king","OTHER","king",0.204,"king","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"recycling","OTHER","rubbish bin",0.527,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"sphere","sphere","ball",0.103,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"baby","baby","kid",0.017,"baby","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",TRUE,"dirt","OTHER","sand",0,"sand","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"cup","cup","mug",0.121,"cup","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"house","house","home",0.018,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"microbes","microorganisms","germs",0.207,"microorganisms","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"ship","ship","boat",0.517,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"boot","boot","shoe",0.086,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"drugs","pills","drugs",0.121,"pills","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"road","road","avenue",0,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p755289","robot",FALSE,"city","high-rise buildings","town",0,"OTHER","male",25,1.5,4,4.5,1.5,5.5
"p780407","human",TRUE,"church","OTHER","cathedral",0,"cathedral","male",21,7,5.5,4.5,6,5
"p780407","human",FALSE,"baby","baby","sprog",0,"baby","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"soldier","soldier","gunman",0.086,"gunman","male",21,7,5.5,4.5,6,5
"p780407","human",FALSE,"boot","boot","work boot",0.017,"boot","male",21,7,5.5,4.5,6,5
"p780407","human",FALSE,"mouse","mouse","rat",0.211,"mouse","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"recycling","bin","rubbish bin",0.527,"rubbish bin","male",21,7,5.5,4.5,6,5
"p780407","human",FALSE,"cook","chef","cook",0.164,"chef","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"wedge","grout","pizza slice",0.017,"pizza slice","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"thief","burglar","thief",0.121,"thief","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"drugs","medicine","drugs",0.121,"drugs","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"laptop","laptop","computer",0.316,"computer","male",21,7,5.5,4.5,6,5
"p780407","human",FALSE,"road","road","avenue",0,"road","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"king","OTHER","king",0.204,"king","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"alligator","alligator","crocodile",0.709,"crocodile","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"microbes","bacteria","germs",0.207,"germs","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"USB","OTHER","usb stick",0.418,"usb stick","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"dirt","soil","gravel",0.052,"gravel","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"cup","cup","mug",0.121,"mug","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"ship","boat","ship",0.448,"ship","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"sphere","OTHER","sphere",0.328,"sphere","male",21,7,5.5,4.5,6,5
"p780407","human",FALSE,"people","people","crowd",0.291,"people","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"teacher","OTHER","teacher",0.564,"teacher","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"touchpad","ipad","touchscreen",0.086,"touchscreen","male",21,7,5.5,4.5,6,5
"p780407","human",FALSE,"snake","snake","serpent",0.055,"snake","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"robot","robot","android",0,"android","male",21,7,5.5,4.5,6,5
"p780407","human",TRUE,"city","cityscape","buildings",0.276,"buildings","male",21,7,5.5,4.5,6,5
"p78253","robot.trust",TRUE,"ship","OTHER","ship",0.448,"ship","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",TRUE,"couch","sofa","couch",0.745,"couch","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"woman","woman","lady",0.241,"woman","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"road","road","avenue",0,"road","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"church","church","cathedral",0,"church","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"city","city","buildings",0.276,"city","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"mouse","mouse","rat",0.211,"mouse","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"wedge","cement","concrete",0.017,"cement","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"baby","baby","sprog",0,"baby","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"dog","OTHER","wolf",0,"dog","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"soldier","soldier","gunman",0.086,"soldier","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"house","house","home",0.018,"house","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",TRUE,"teacher","teacher","lecturer",0.055,"lecturer","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"moth","butterfly","insect",0,"butterfly","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"laptop","laptop","computer",0.316,"laptop","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"cup","OTHER","mug",0.121,"OTHER","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",TRUE,"socket","OTHER","socket",0.091,"socket","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",TRUE,"sphere","globe","ball",0.103,"ball","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",TRUE,"touchpad","tablet","touchscreen",0.086,"touchscreen","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"knife","knife","dagger",0.074,"knife","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",TRUE,"dirt","dirt","gravel",0.052,"gravel","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"cattle","OTHER","cattle",0.138,"OTHER","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"microbes","bacteria","microorganisms",0.052,"bacteria","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"USB","usb drive","memory stick",0.055,"usb drive","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"boot","boot","shoe",0.086,"boot","male",19,6.5,4.5,2.5,5,7
"p78253","robot.trust",FALSE,"recycling","rubbish bin","recycling bin",0.055,"rubbish bin","male",19,6.5,4.5,2.5,5,7
"p788262","human",TRUE,"USB","flash drive","memory stick",0.055,"memory stick","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"thief","robber","thief",0.121,"thief","male",24,5,4.5,5.5,3,4
"p788262","human",FALSE,"soldier","soldier","gunman",0.086,"soldier","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"knife","knife","dagger",0.074,"dagger","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"priest","OTHER","priest",0.491,"priest","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"socket","OTHER","socket",0.091,"socket","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"king","OTHER","king",0.204,"king","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"woman","woman","lady",0.241,"lady","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"recycling","rubbish bin","recycling bin",0.055,"recycling bin","male",24,5,4.5,5.5,3,4
"p788262","human",FALSE,"house","house","home",0.018,"house","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"microbes","bacteria","microorganisms",0.052,"microorganisms","male",24,5,4.5,5.5,3,4
"p788262","human",FALSE,"road","road","avenue",0,"OTHER","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"moth","butterfly","insect",0,"insect","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"cup","coffee","cup",0.379,"cup","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"touchpad","touchscreen","tablet",0.569,"tablet","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"dirt","dirt","sand",0,"sand","male",24,5,4.5,5.5,3,4
"p788262","human",FALSE,"baby","toddler","kid",0.017,"child","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"sphere","sphere","ball",0.103,"ball","male",24,5,4.5,5.5,3,4
"p788262","human",FALSE,"marijuana","cannibis","weed",0.077,"OTHER","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"rabbit","rabbit","bunny",0.14,"bunny","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"cook","baker","cook",0.164,"cook","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"teacher","OTHER","lecturer",0.055,"lecturer","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"artist","OTHER","painter",0.31,"painter","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"mouse","mouse","rat",0.211,"rat","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"boot","boot","work boot",0.017,"work boot","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"ship","ship","boat",0.517,"boat","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"wedge","cement","concrete",0.017,"concrete","male",24,5,4.5,5.5,3,4
"p788262","human",TRUE,"drugs","drugs","medicine",0.207,"medicine","male",24,5,4.5,5.5,3,4
"p806487","robot",TRUE,"cattle","herd","cattle",0.138,"cattle","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"dirt","dirt","gravel",0.052,"gravel","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"king","OTHER","electric chair",0.019,"electric chair","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",FALSE,"church","church","cathedral",0,"church","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"soldier","OTHER","gunman",0.086,"gunman","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"microbes","bacteria","microorganisms",0.052,"microorganisms","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",FALSE,"boot","shoe","work boot",0.017,"boot","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"alligator","crocodile","alligator",0.291,"alligator","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"city","city","town",0,"town","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",FALSE,"woman","woman","lady",0.241,"woman","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"touchpad","tablet","touchscreen",0.086,"touchscreen","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"drugs","pills","drugs",0.121,"drugs","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"moth","butterfly","insect",0,"insect","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",FALSE,"USB","usb stick","memory stick",0.055,"usb stick","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"recycling","bin","rubbish bin",0.527,"rubbish bin","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"knife","knife","dagger",0.074,"dagger","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"money","coins","money",0.544,"money","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"cook","chef","cook",0.164,"cook","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"thief","thief","robber",0.586,"robber","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",FALSE,"factory","factory","pollution",0.017,"factory","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"house","house","home",0.018,"home","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"dog","OTHER","wolf",0,"wolf","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"socket","powerpoint","socket",0.091,"socket","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"wedge","OTHER","concrete",0.017,"concrete","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"priest","OTHER","pastor",0.018,"pastor","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",TRUE,"sphere","sphere","ball",0.103,"ball","female",20,4.5,5.5,4.5,5.5,6
"p806487","robot",FALSE,"baby","baby","kid",0.017,"baby","female",20,4.5,5.5,4.5,5.5,6
"p806611","robot.trust",TRUE,"sphere","OTHER","sphere",0.328,"sphere","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"alligator","crocodile","alligator",0.291,"crocodile","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"wedge","cement","pizza slice",0.017,"pizza slice","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"drugs","pills","drugs",0.121,"drugs","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"snake","snake","serpent",0.055,"snake","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"knife","dagger","knife",0.741,"knife","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"ship","boat","ship",0.448,"ship","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"money","money","coins",0.404,"coins","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"thief","burglar","robber",0.586,"burglar","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"recycling","wheely bin","rubbish bin",0.527,"wheely bin","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"dog","OTHER","dog",0.914,"dog","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"cattle","stock","cows",0.621,"cows","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"king","OTHER","king",0.204,"king","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"road","road","avenue",0,"highway","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"marijuana","marijuana","leaf",0.404,"pot","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"laptop","laptop","computer",0.316,"computer","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"priest","OTHER","pastor",0.018,"OTHER","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"USB","usb stick","memory stick",0.055,"usb stick","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"cup","OTHER","mug",0.121,"mug","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"dirt","OTHER","sand",0,"sand","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"factory","factory","pollution",0.017,"factory","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"people","group of people","crowd",0.291,"crowd","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"couch","couch","sofa",0.2,"couch","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"city","city","town",0,"city","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"artist","painter","artist",0.569,"artist","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"boot","boot","shoe",0.086,"boot","male",36,5,5.5,4,3,6
"p806611","robot.trust",TRUE,"baby","baby","sprog",0,"sprog","male",36,5,5.5,4,3,6
"p806611","robot.trust",FALSE,"house","house","home",0.018,"house","male",36,5,5.5,4,3,6
"p819229","robot.trust",TRUE,"dirt","OTHER","sand",0,"sand","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",TRUE,"USB","OTHER","memory stick",0.055,"memory stick","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",TRUE,"cup","coffee","mug",0.121,"mug","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",FALSE,"artist","painter","artist",0.569,"painter","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",FALSE,"thief","OTHER","robber",0.586,"OTHER","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",TRUE,"sphere","circle","sphere",0.328,"sphere","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",TRUE,"king","king","electric chair",0.019,"electric chair","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",FALSE,"ship","ship","boat",0.517,"ship","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",FALSE,"church","church","cathedral",0,"church","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",FALSE,"house","house","home",0.018,"house","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",FALSE,"priest","priest","pastor",0.018,"priest","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",TRUE,"teacher","teacher","lecturer",0.055,"lecturer","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",FALSE,"boot","boot","shoe",0.086,"boot","female",19,4.5,5,4.5,4,4.5
"p819229","robot.trust",TRUE,"wedge","OTHER","concrete",0.017,"concrete","female",19,4.5,5,4.5,4,4.5
