"subject","peerCondition","alignedVoc","item","preWord","peerWord","peerWordProb","postWord","gender","age","agree","open","conscient","extraver","stabil"
"p591371","human",FALSE,"mouse","mouse","rat",0.211,"mouse","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",TRUE,"dirt","dirt","sand",0,"sand","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",TRUE,"knife","knife","dagger",0.074,"dagger","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"moth","butterfly","insect",0,"butterfly","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"recycling","rubbish bin","recycling bin",0.055,"rubbish bin","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"wedge","cement","concrete",0.017,"cement","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"ship","ship","boat",0.517,"ship","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",TRUE,"king","OTHER","king",0.204,"king","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",TRUE,"sphere","sphere","ball",0.103,"ball","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"thief","robber","thief",0.121,"robber","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"baby","baby","kid",0.017,"baby","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"woman","woman","lady",0.241,"woman","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"USB","flash drive","memory stick",0.055,"flash drive","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",TRUE,"cup","coffee cup","cup",0.379,"cup","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"soldier","soldier","gunman",0.086,"soldier","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",TRUE,"priest","christian","priest",0.491,"priest","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"drugs","tablets","drugs",0.121,"pills","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"microbes","bacteria","microorganisms",0.052,"bacteria","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"cattle","OTHER","cattle",0.138,"cows","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",TRUE,"road","OTHER","avenue",0,"avenue","female",19,5.5,4.5,5.5,4.5,3
"p591371","human",FALSE,"boot","boot","work boot",0.017,"boot","female",19,5.5,4.5,5.5,4.5,3
"p607029","robot",TRUE,"people","people","crowd",0.291,"crowd","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"robot","robot","android",0,"robot","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"city","buildings","town",0,"city","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"rabbit","rabbit","bunny",0.14,"bunny","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"king","king","electric chair",0.019,"electric chair","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"thief","robber","thief",0.121,"thief","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"laptop","laptop","computer",0.316,"computer","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"road","road","highway",0,"highway","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"cook","OTHER","cook",0.164,"cook","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"drugs","tablets","medicine",0.207,"pills","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"dirt","dirt","sand",0,"dirt","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"dog","dog","wolf",0,"dog","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"boot","boot","work boot",0.017,"boot","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"cattle","cows","cattle",0.138,"cows","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"recycling","wheely bin","recycling bin",0.055,"wheely bin","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"microbes","bugs","germs",0.207,"microorganisms","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"factory","factory","pollution",0.017,"factory","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"wedge","OTHER","concrete",0.017,"concrete","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"knife","knife","dagger",0.074,"dagger","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"money","dollars","coins",0.404,"coins","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"church","church","cathedral",0,"church","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"artist","painter","artist",0.569,"artist","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"soldier","OTHER","gunman",0.086,"gunman","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"teacher","whiteboard","teacher",0.564,"teacher","female",23,5,5,6,5,4.5
"p607029","robot",TRUE,"sphere","globe","ball",0.103,"ball","female",23,5,5,6,5,4.5
"p607029","robot",FALSE,"baby","baby","kid",0.017,"baby","female",23,5,5,6,5,4.5
"p607196","robot.trust",FALSE,"cup","coffee","mug",0.121,"coffee","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"dog","dog","wolf",0,"wolf","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"sphere","sphere","ball",0.103,"sphere","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"drugs","drugs","medicine",0.207,"medicine","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"USB","OTHER","memory stick",0.055,"flash drive","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"wedge","OTHER","pizza slice",0.017,"pizza","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"road","bridge","highway",0,"highway","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"snake","serpent","snake",0.891,"snake","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"socket","powerpoint","socket",0.091,"socket","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"microbes","bacteria","germs",0.207,"germs","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"church","OTHER","cathedral",0,"OTHER","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"king","OTHER","king",0.204,"king","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"cattle","cattle","cows",0.621,"cows","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"robot","robot","android",0,"android","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"recycling","OTHER","rubbish bin",0.527,"rubbish bin","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"dirt","OTHER","sand",0,"sand","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"baby","child","sprog",0,"baby","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"marijuana","OTHER","weed",0.077,"weed","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"boot","OTHER","work boot",0.017,"work boot","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"city","city","town",0,"city","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"teacher","teacher","lecturer",0.055,"lecturer","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"couch","couch","sofa",0.2,"sofa","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"thief","thief","robber",0.586,"thief","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",FALSE,"cook","cook","chef",0.564,"cook","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"artist","OTHER","artist",0.569,"artist","male",26,4,5.5,5.5,3,5.5
"p607196","robot.trust",TRUE,"factory","factory","pollution",0.017,"pollution","male",26,4,5.5,5.5,3,5.5
"p618707","human",TRUE,"teacher","OTHER","lecturer",0.055,"lecturer","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"priest","OTHER","priest",0.491,"priest","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"boot","boot","shoe",0.086,"shoe","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"thief","robber","thief",0.121,"thief","female",18,6,5.5,4.5,6,6.5
"p618707","human",FALSE,"city","buildings","town",0,"city","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"microbes","OTHER","germs",0.207,"germs","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"touchpad","OTHER","tablet",0.569,"tablet","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"knife","knife","dagger",0.074,"dagger","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"wedge","cement","concrete",0.017,"concrete","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"cup","coffee cup","mug",0.121,"mug","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"sphere","sphere","ball",0.103,"ball","female",18,6,5.5,4.5,6,6.5
"p618707","human",FALSE,"baby","baby","sprog",0,"baby","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"socket","face","socket",0.091,"socket","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"people","group of people","people",0.473,"people","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"moth","butterfly","insect",0,"insect","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"dog","dog","wolf",0,"wolf","female",18,6,5.5,4.5,6,6.5
"p618707","human",FALSE,"USB","usb stick","memory stick",0.055,"usb stick","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"road","OTHER","avenue",0,"avenue","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"marijuana","cannibis","weed",0.077,"weed","female",18,6,5.5,4.5,6,6.5
"p618707","human",FALSE,"recycling","rubbish bin","recycling bin",0.055,"rubbish bin","female",18,6,5.5,4.5,6,6.5
"p618707","human",FALSE,"church","OTHER","church",0.948,"OTHER","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"soldier","OTHER","soldier",0.328,"soldier","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"cook","woman","chef",0.564,"chef","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"king","OTHER","electric chair",0.019,"electric chair","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"rabbit","hare","bunny",0.14,"bunny","female",18,6,5.5,4.5,6,6.5
"p618707","human",FALSE,"artist","artist","painter",0.31,"artist","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"drugs","pills","drugs",0.121,"drugs","female",18,6,5.5,4.5,6,6.5
"p618707","human",TRUE,"dirt","dirt","sand",0,"sand","female",18,6,5.5,4.5,6,6.5
"p620985","human",FALSE,"cattle","cows","cattle",0.138,"cows","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"city","city","buildings",0.276,"city","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",TRUE,"factory","factory","pollution",0.017,"pollution","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",TRUE,"dirt","dirt","sand",0,"sand","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"woman","lady","woman",0.586,"lady","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",TRUE,"touchpad","ipad","touchscreen",0.086,"touchscreen","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"robot","robot","android",0,"robot","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"priest","priest","pastor",0.018,"priest","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"boot","boot","work boot",0.017,"boot","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"artist","artist","painter",0.31,"artist","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",TRUE,"money","coins","money",0.544,"money","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"road","road","avenue",0,"road","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"moth","butterfly","insect",0,"butterfly","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"snake","snake","serpent",0.055,"snake","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",TRUE,"socket","powerpoint","socket",0.091,"socket","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"baby","baby","sprog",0,"baby","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"soldier","soldier","gunman",0.086,"soldier","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"house","house","home",0.018,"house","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"ship","ship","boat",0.517,"ship","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"microbes","bacteria","microorganisms",0.052,"bacteria","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"recycling","wheely bin","recycling bin",0.055,"wheely bin","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",FALSE,"sphere","globe","sphere",0.328,"globe","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",TRUE,"couch","chair","couch",0.745,"couch","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",TRUE,"wedge","cement","concrete",0.017,"concrete","female",22,5.5,3.5,5.5,2.5,3.5
"p620985","human",TRUE,"drugs","pills","drugs",0.121,"drugs","female",22,5.5,3.5,5.5,2.5,3.5
"p627947","robot",FALSE,"priest","OTHER","pastor",0.018,"priest","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"woman","female","lady",0.241,"woman","male",19,4.5,4.5,5,4,4
"p627947","robot",TRUE,"cup","coffee cup","mug",0.121,"mug","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"snake","snake","serpent",0.055,"snake","male",19,4.5,4.5,5,4,4
"p627947","robot",TRUE,"sphere","globe","sphere",0.328,"sphere","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"microbes","virus","germs",0.207,"bacteria","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"city","city","town",0,"city","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"money","money","coins",0.404,"money","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"ship","boat","ship",0.448,"boat","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"baby","baby","sprog",0,"baby","male",19,4.5,4.5,5,4,4
"p627947","robot",TRUE,"dog","dog","wolf",0,"wolf","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"knife","knife","dagger",0.074,"knife","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"factory","factory","pollution",0.017,"factory","male",19,4.5,4.5,5,4,4
"p627947","robot",TRUE,"marijuana","plant","leaf",0.404,"leaf","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"house","house","home",0.018,"house","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"laptop","laptop","computer",0.316,"laptop","male",19,4.5,4.5,5,4,4
"p627947","robot",TRUE,"road","road","avenue",0,"avenue","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"boot","boot","shoe",0.086,"boot","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"people","people","crowd",0.291,"people","male",19,4.5,4.5,5,4,4
"p627947","robot",TRUE,"alligator","crocodile","alligator",0.291,"alligator","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"soldier","OTHER","gunman",0.086,"OTHER","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"dirt","dirt","sand",0,"dirt","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"wedge","OTHER","pizza slice",0.017,"concrete","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"couch","couch","sofa",0.2,"chair","male",19,4.5,4.5,5,4,4
"p627947","robot",TRUE,"king","OTHER","king",0.204,"king","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"artist","artist","painter",0.31,"artist","male",19,4.5,4.5,5,4,4
"p627947","robot",FALSE,"USB","usb stick","memory stick",0.055,"usb stick","male",19,4.5,4.5,5,4,4
"p644409","robot",TRUE,"rabbit","rabbit","bunny",0.14,"bunny","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"baby","baby","kid",0.017,"kid","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"wedge","mortar","concrete",0.017,"concrete","male",24,4.5,6,4.5,2,6
"p644409","robot",FALSE,"cook","chef","cook",0.164,"chef","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"house","house","home",0.018,"home","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"sphere","globe","ball",0.103,"ball","male",24,4.5,6,4.5,2,6
"p644409","robot",FALSE,"woman","woman","lady",0.241,"woman","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"thief","robber","thief",0.121,"thief","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"microbes","bacteria","microorganisms",0.052,"microorganisms","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"city","OTHER","town",0,"town","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"marijuana","marijuana","weed",0.077,"weed","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"USB","flash drive","memory stick",0.055,"memory stick","male",24,4.5,6,4.5,2,6
"p644409","robot",FALSE,"moth","butterfly","insect",0,"butterfly","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"boot","boot","work boot",0.017,"work boot","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"king","throne","king",0.204,"king","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"drugs","drugs","medicine",0.207,"medicine","male",24,4.5,6,4.5,2,6
"p644409","robot",FALSE,"recycling","bin","rubbish bin",0.527,"bin","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"mouse","mouse","rat",0.211,"rat","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"cup","cup","mug",0.121,"mug","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"road","road","avenue",0,"avenue","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"dirt","dirt","sand",0,"sand","male",24,4.5,6,4.5,2,6
"p644409","robot",FALSE,"ship","boat","ship",0.448,"boat","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"socket","OTHER","socket",0.091,"socket","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"touchpad","tablet","touchscreen",0.086,"touchscreen","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"knife","knife","dagger",0.074,"dagger","male",24,4.5,6,4.5,2,6
"p644409","robot",TRUE,"soldier","soldier","gunman",0.086,"gunman","male",24,4.5,6,4.5,2,6
"p652815","robot.trust",TRUE,"touchpad","tablet","touchscreen",0.086,"touchscreen","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"king","OTHER","king",0.204,"king","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",FALSE,"boot","boot","work boot",0.017,"boot","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"dirt","OTHER","gravel",0.052,"gravel","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"microbes","bacteria","microorganisms",0.052,"microorganisms","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",FALSE,"moth","butterfly","insect",0,"butterfly","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"thief","robber","thief",0.121,"thief","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"socket","powerpoint","face",0.164,"face","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"city","OTHER","buildings",0.276,"buildings","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"soldier","OTHER","soldier",0.328,"soldier","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"cup","OTHER","mug",0.121,"mug","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"recycling","wheely bin","recycling bin",0.055,"recycling bin","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"wedge","concrete","pizza slice",0.017,"pizza slice","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"cook","OTHER","chef",0.564,"chef","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"baby","baby","kid",0.017,"kid","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"people","group of people","people",0.473,"people","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"road","OTHER","highway",0,"highway","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"USB","OTHER","usb stick",0.418,"usb stick","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"cattle","OTHER","cattle",0.138,"cattle","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",FALSE,"rabbit","rabbit","bunny",0.14,"rabbit","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",FALSE,"snake","snake","serpent",0.055,"snake","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"teacher","teacher","lecturer",0.055,"lecturer","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"ship","ship","boat",0.517,"boat","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"couch","arm chair","sofa",0.2,"sofa","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",FALSE,"factory","factory","pollution",0.017,"factory","male",27,4.5,4,5,2.5,3.5
"p652815","robot.trust",TRUE,"sphere","OTHER","ball",0.103,"ball","male",27,4.5,4,5,2.5,3.5
"p655590","robot.trust",FALSE,"microbes","bacteria","microorganisms",0.052,"bacteria","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"people","people","crowd",0.291,"crowd","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"king","OTHER","electric chair",0.019,"OTHER","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"touchpad","OTHER","touchscreen",0.086,"OTHER","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"marijuana","weed","leaf",0.404,"marijuana","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"thief","robber","thief",0.121,"thief","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"factory","pollution","factory",0.862,"factory","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"drugs","pills","medicine",0.207,"medicine","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"baby","baby","kid",0.017,"baby","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"wedge","mortar","concrete",0.017,"mortar","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"laptop","computer","laptop",0.667,"laptop","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"alligator","crocodile","alligator",0.291,"alligator","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"money","coins","money",0.544,"money","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"cup","cup","mug",0.121,"cup","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"city","skyscrapers","buildings",0.276,"buildings","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"priest","OTHER","pastor",0.018,"pastor","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"road","road","avenue",0,"avenue","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"knife","knife","dagger",0.074,"OTHER","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"dog","dog","wolf",0,"dog","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"USB","OTHER","memory stick",0.055,"OTHER","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"socket","plug","socket",0.091,"socket","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"cattle","beef","cows",0.621,"cows","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"mouse","mouse","rat",0.211,"mouse","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"snake","serpent","snake",0.891,"snake","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"cook","baker","cook",0.164,"chef","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"dirt","OTHER","gravel",0.052,"gravel","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"robot","robot","android",0,"robot","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",TRUE,"sphere","sphere","ball",0.103,"ball","male",32,4.5,6,3.5,6,2.5
"p655590","robot.trust",FALSE,"boot","OTHER","work boot",0.017,"boot","male",32,4.5,6,3.5,6,2.5
"p667888","human",TRUE,"cattle","farm","cows",0.621,"cows","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"ship","ship","boat",0.517,"boat","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"king","king","electric chair",0.019,"electric chair","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"church","church","cathedral",0,"cathedral","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"microbes","bacteria","germs",0.207,"germs","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"house","house","home",0.018,"home","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"USB","flash drive","memory stick",0.055,"memory stick","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"artist","artist","painter",0.31,"painter","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"rabbit","rabbit","bunny",0.14,"bunny","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"marijuana","marijuana","weed",0.077,"weed","male",23,4.5,6,2.5,4,5.5
"p667888","human",FALSE,"city","city","town",0,"city","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"dirt","OTHER","sand",0,"sand","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"socket","OTHER","face",0.164,"face","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"priest","priest","pastor",0.018,"pastor","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"woman","woman","lady",0.241,"lady","male",23,4.5,6,2.5,4,5.5
"p667888","human",FALSE,"boot","boot","shoe",0.086,"boot","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"cup","mug","cup",0.379,"cup","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"drugs","medicine","drugs",0.121,"drugs","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"road","road","avenue",0,"avenue","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"touchpad","touchscreen","tablet",0.569,"tablet","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"dog","dog","wolf",0,"wolf","male",23,4.5,6,2.5,4,5.5
"p667888","human",FALSE,"factory","factory","pollution",0.017,"factory","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"teacher","teacher","lecturer",0.055,"lecturer","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"wedge","OTHER","concrete",0.017,"concrete","male",23,4.5,6,2.5,4,5.5
"p667888","human",TRUE,"baby","baby","sprog",0,"sprog","male",23,4.5,6,2.5,4,5.5
