"poundGuesses"	"kgGuesses"
890	403.811
890	403.811
890	403.811
890	403.811
890	403.811
890	403.811
890	403.811
890	403.811
891	404.265
891	404.265
891	404.265
892	404.719
892	404.719
892	404.719
892	404.719
893	405.172
893	405.172
893	405.172
893.314	405.315
894	405.626
894	405.626
894	405.626
894	405.626
894	405.626
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
895	406.08
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
896	406.534
897	406.987
897	406.987
897	406.987
897	406.987
897	406.987
897	406.987
897	406.987
897	406.987
897	406.987
897	406.987
897	406.987
898	407.441
898	407.441
898	407.441
898	407.441
899	407.895
899	407.895
899	407.895
899	407.895
899	407.895
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
900	408.348
901	408.802
901	408.802
901	408.802
901	408.802
902	409.256
902	409.256
902	409.256
902	409.256
903	409.71
903	409.71
903	409.71
904	410.163
904	410.163
904	410.163
904	410.163
905	410.617
905	410.617
905	410.617
905	410.617
905	410.617
905	410.617
905	410.617
906	411.071
906	411.071
906	411.071
907	411.525
907	411.525
907	411.525
907	411.525
907	411.525
907	411.525
907	411.525
907.5	411.751
907.5	411.751
907.5	411.751
907.5	411.751
908	411.978
908	411.978
910	412.886
910	412.886
910	412.886
910	412.886
910	412.886
910	412.886
910	412.886
910	412.886
910	412.886
910	412.886
911	413.339
911	413.339
911	413.339
912	413.793
912	413.793
912	413.793
912	413.793
912	413.793
912	413.793
912	413.793
912	413.793
912	413.793
912	413.793
913	414.247
913	414.247
913	414.247
913	414.247
913	414.247
913	414.247
913	414.247
914	414.701
914	414.701
914	414.701
914	414.701
914	414.701
914	414.701
914	414.701
914	414.701
915	415.154
915	415.154
915	415.154
916	415.608
916	415.608
916	415.608
916	415.608
916	415.608
917	416.062
917	416.062
917	416.062
917	416.062
917	416.062
917	416.062
917	416.062
917	416.062
918	416.515
918	416.515
918	416.515
918.45	416.72
919	416.969
920	417.423
920	417.423
920	417.423
920	417.423
920	417.423
920	417.423
920	417.423
920	417.423
920	417.423
920	417.423
920	417.423
920	417.423
921	417.877
921	417.877
921	417.877
921	417.877
921	417.877
921	417.877
921	417.877
921	417.877
921	417.877
921	417.877
921	417.877
922	418.33
922	418.33
922	418.33
922	418.33
922	418.33
922	418.33
922	418.33
922	418.33
922	418.33
923	418.784
923	418.784
923	418.784
923	418.784
923	418.784
923	418.784
923	418.784
923	418.784
923	418.784
923	418.784
923.8	419.147
924	419.238
924	419.238
924	419.238
924	419.238
924	419.238
924	419.238
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
925	419.691
926	420.145
926	420.145
926	420.145
926	420.145
926	420.145
926	420.145
926	420.145
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927	420.599
927.5	420.826
928	421.053
928	421.053
928	421.053
928	421.053
929	421.506
930	421.96
930	421.96
930	421.96
930	421.96
930	421.96
930	421.96
930	421.96
931	422.414
931	422.414
932	422.868
932	422.868
932	422.868
932	422.868
932	422.868
932	422.868
932	422.868
932	422.868
932.6	423.14
933	423.321
933	423.321
933	423.321
933	423.321
933	423.321
934	423.775
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
935	424.229
936	424.682
936	424.682
936	424.682
936	424.682
936	424.682
936	424.682
936	424.682
936	424.682
936	424.682
937	425.136
937	425.136
937	425.136
937	425.136
937	425.136
937	425.136
937	425.136
937	425.136
937	425.136
937	425.136
938	425.59
938	425.59
938	425.59
938	425.59
938	425.59
938	425.59
939	426.044
940	426.497
940	426.497
940	426.497
940	426.497
940	426.497
940	426.497
940	426.497
940	426.497
941	426.951
942	427.405
942	427.405
942	427.405
942	427.405
942	427.405
942	427.405
942	427.405
942	427.405
942	427.405
942	427.405
943	427.858
943	427.858
943	427.858
943	427.858
943	427.858
943	427.858
943	427.858
943	427.858
943	427.858
943.5	428.085
944	428.312
944	428.312
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
945	428.766
946	429.22
946	429.22
946	429.22
946	429.22
946	429.22
946	429.22
947	429.673
947	429.673
947	429.673
947	429.673
947	429.673
947	429.673
947	429.673
947	429.673
947	429.673
947	429.673
948	430.127
948	430.127
948	430.127
948	430.127
948	430.127
948	430.127
949	430.581
949	430.581
949	430.581
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
950	431.034
951	431.488
951	431.488
951	431.488
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
952	431.942
953	432.396
953	432.396
953	432.396
953	432.396
954	432.849
954	432.849
954	432.849
954	432.849
954	432.849
954	432.849
954	432.849
954	432.849
954	432.849
955	433.303
955	433.303
955	433.303
955	433.303
955	433.303
955	433.303
955	433.303
955	433.303
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956	433.757
956.5	433.984
957	434.211
957	434.211
957	434.211
957	434.211
957	434.211
957	434.211
957	434.211
957	434.211
958	434.664
958	434.664
958	434.664
958	434.664
959	435.118
959	435.118
959	435.118
959	435.118
959	435.118
959	435.118
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
960	435.572
961	436.025
961	436.025
962	436.479
962	436.479
962	436.479
962	436.479
962	436.479
962	436.479
962	436.479
962	436.479
962	436.479
962	436.479
963	436.933
963	436.933
963	436.933
963	436.933
963	436.933
963	436.933
963	436.933
963	436.933
963	436.933
964	437.387
964	437.387
964	437.387
964	437.387
964	437.387
964.76	437.731
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
965	437.84
966	438.294
966	438.294
966	438.294
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
967	438.748
968	439.201
968	439.201
968	439.201
968	439.201
968	439.201
968	439.201
968	439.201
968	439.201
968	439.201
968	439.201
968	439.201
969	439.655
969	439.655
970	440.109
970	440.109
970	440.109
970	440.109
971	440.563
971	440.563
971	440.563
972	441.016
972	441.016
972	441.016
972	441.016
972	441.016
972	441.016
972	441.016
972	441.016
972	441.016
972	441.016
972	441.016
972	441.016
973	441.47
973	441.47
973	441.47
973	441.47
973	441.47
974	441.924
974	441.924
974	441.924
974	441.924
974	441.924
974	441.924
974	441.924
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975	442.377
975.13	442.436
975.3	442.514
976	442.831
976	442.831
976	442.831
976	442.831
976	442.831
976	442.831
976	442.831
976	442.831
976	442.831
976	442.831
976	442.831
977	443.285
977	443.285
977	443.285
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
978	443.739
979	444.192
979	444.192
979	444.192
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
980	444.646
981	445.1
981	445.1
981	445.1
981	445.1
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982	445.554
982.387	445.729
983	446.007
983	446.007
983	446.007
983	446.007
983	446.007
983	446.007
983	446.007
983	446.007
983	446.007
983	446.007
983	446.007
983	446.007
983.7	446.325
984	446.461
984	446.461
984	446.461
984	446.461
984	446.461
984	446.461
984	446.461
984	446.461
984	446.461
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
985	446.915
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
986	447.368
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
987	447.822
988	448.276
988	448.276
988	448.276
988	448.276
988	448.276
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
989	448.73
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
990	449.183
991	449.637
991	449.637
991	449.637
991	449.637
991	449.637
991	449.637
991	449.637
991	449.637
991	449.637
991	449.637
992	450.091
992	450.091
992	450.091
992	450.091
992	450.091
992	450.091
992	450.091
992	450.091
992	450.091
993	450.544
993	450.544
993	450.544
994	450.998
994	450.998
994	450.998
994	450.998
994	450.998
994	450.998
995	451.452
995	451.452
995	451.452
995	451.452
995	451.452
995	451.452
995	451.452
995	451.452
996	451.906
996	451.906
996	451.906
996.2	451.996
997	452.359
997	452.359
997	452.359
997	452.359
997	452.359
997	452.359
997	452.359
997	452.359
997	452.359
997	452.359
997	452.359
997	452.359
998	452.813
998	452.813
998	452.813
998	452.813
998	452.813
998	452.813
998	452.813
998	452.813
998	452.813
998	452.813
998	452.813
998	452.813
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
999	453.267
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000	453.721
1000.65	454.015
1001	454.174
1001	454.174
1001	454.174
1001	454.174
1001	454.174
1001	454.174
1001	454.174
1002	454.628
1002	454.628
1002	454.628
1003	455.082
1003	455.082
1004	455.535
1005	455.989
1005	455.989
1005	455.989
1005	455.989
1006	456.443
1007	456.897
1007	456.897
1008	457.35
1008	457.35
1008	457.35
1008	457.35
1008	457.35
1009	457.804
1009	457.804
1009	457.804
1010	458.258
1010	458.258
1010	458.258
1010	458.258
1010	458.258
1010.295	458.392
1011	458.711
1011	458.711
1011	458.711
1011	458.711
1011	458.711
1011	458.711
1012	459.165
1012	459.165
1012	459.165
1012	459.165
1012	459.165
1012	459.165
1012	459.165
1012	459.165
1012	459.165
1012	459.165
1012	459.165
1013	459.619
1013	459.619
1013	459.619
1013	459.619
1013	459.619
1014	460.073
1014	460.073
1014	460.073
1014	460.073
1014	460.073
1014	460.073
1015	460.526
1015	460.526
1015	460.526
1015	460.526
1015	460.526
1015	460.526
1015	460.526
1015	460.526
1016	460.98
1017	461.434
1017	461.434
1018	461.887
1018	461.887
1018	461.887
1019	462.341
1019	462.341
1019	462.341
1020	462.795
1020	462.795
1020	462.795
1020	462.795
1020	462.795
1020	462.795
1020	462.795
1020	462.795
1020	462.795
1020	462.795
1020	462.795
1021	463.249
1021	463.249
1021	463.249
1022	463.702
1022	463.702
1022	463.702
1022	463.702
1022	463.702
1022	463.702
1022	463.702
1023	464.156
1023	464.156
1023	464.156
1023	464.156
1023	464.156
1023	464.156
1023	464.156
1023	464.156
1023	464.156
1023	464.156
1023	464.156
1024	464.61
1024	464.61
1024	464.61
1024	464.61
1024	464.61
1024	464.61
1024	464.61
1024	464.61
1024	464.61
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1025	465.064
1026	465.517
1026	465.517
1026	465.517
1026	465.517
1026	465.517
1026	465.517
1027	465.971
1027	465.971
1027	465.971
1027	465.971
1027	465.971
1027	465.971
1028	466.425
1028	466.425
1028	466.425
1028	466.425
1028	466.425
1028	466.425
1030	467.332
1030	467.332
1030	467.332
1031	467.786
1031	467.786
1031	467.786
1032	468.24
1032	468.24
1032	468.24
1032	468.24
1032	468.24
1033	468.693
1033	468.693
1034	469.147
1034	469.147
1034	469.147
1034	469.147
1035	469.601
1035	469.601
1035	469.601
1035	469.601
1035	469.601
1035	469.601
1035	469.601
1036	470.054
1036	470.054
1036	470.054
1036	470.054
1036	470.054
1036.2	470.145
1037	470.508
1037	470.508
1037	470.508
1037	470.508
1037	470.508
1037	470.508
1037	470.508
1038	470.962
1038	470.962
1039	471.416
1039	471.416
1040	471.869
1040	471.869
1040	471.869
1040	471.869
1040	471.869
1040	471.869
1042	472.777
1042	472.777
1042	472.777
1042	472.777
1042	472.777
1042	472.777
1042	472.777
1042	472.777
1042	472.777
1042	472.777
1042	472.777
1043	473.23
1043.7	473.548
1044	473.684
1044	473.684
1044	473.684
1045	474.138
1045	474.138
1045	474.138
1045	474.138
1045	474.138
1046	474.592
1046	474.592
1046	474.592
1046	474.592
1046	474.592
1047	475.045
1047	475.045
1047	475.045
1047	475.045
1047	475.045
1047	475.045
1047	475.045
1047	475.045
1047	475.045
1048	475.499
1048	475.499
1048	475.499
1048	475.499
1049	475.953
1049	475.953
1049	475.953
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1050	476.407
1051	476.86
1051	476.86
1051	476.86
1051	476.86
1051	476.86
1051.6	477.132
1052	477.314
1052	477.314
1052	477.314
1053	477.768
1053	477.768
1053	477.768
1053	477.768
1054	478.221
1054	478.221
1054	478.221
1054	478.221
1054	478.221
1054	478.221
1054	478.221
1055	478.675
1055	478.675
1055	478.675
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1056	479.129
1057	479.583
1057	479.583
1057	479.583
1057	479.583
1057	479.583
1058	480.036
1059	480.49
1059	480.49
1059	480.49
1059	480.49
1059	480.49
1060	480.944
1060	480.944
1060	480.944
1060	480.944
1061	481.397
1061	481.397
1061	481.397
1062	481.851
1063	482.305
1063	482.305
1063	482.305
1064	482.759
1064	482.759
1064	482.759
1064	482.759
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065	483.212
1065.21	483.308
1066	483.666
1066	483.666
1066	483.666
1067	484.12
1067	484.12
1067	484.12
1067	484.12
1067.6	484.392
1068	484.574
1069	485.027
1069	485.027
1069	485.027
1069	485.027
1070	485.481
1070	485.481
1070	485.481
1072	486.388
1072	486.388
1072	486.388
1072	486.388
1072	486.388
1072	486.388
1072.5	486.615
1072.5	486.615
1072.5	486.615
1072.5	486.615
1073	486.842
1073	486.842
1073	486.842
1073	486.842
1073.5	487.069
1074	487.296
1074	487.296
1074	487.296
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1075	487.75
1076	488.203
1076	488.203
1076	488.203
1076	488.203
1076	488.203
1076	488.203
1077	488.657
1077	488.657
1078	489.111
1078	489.111
1078	489.111
1078	489.111
1078	489.111
1079	489.564
1079	489.564
1079	489.564
1079	489.564
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1080	490.018
1081	490.472
1081	490.472
1082	490.926
1082	490.926
1082	490.926
1082	490.926
1082	490.926
1083	491.379
1085	492.287
1085	492.287
1085	492.287
1085	492.287
1085	492.287
1085	492.287
1085	492.287
1085	492.287
1085	492.287
1086	492.74
1086	492.74
1086	492.74
1086	492.74
1086	492.74
1086	492.74
1086	492.74
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1087	493.194
1088	493.648
1088	493.648
1088	493.648
1089	494.102
1089	494.102
1090	494.555
1090	494.555
1090	494.555
1090	494.555
1090	494.555
1090	494.555
1090	494.555
1090	494.555
1090	494.555
1090	494.555
1090	494.555
1091	495.009
1092	495.463
1092	495.463
1092	495.463
1093	495.917
1093	495.917
1093	495.917
1093	495.917
1093	495.917
1094	496.37
1094	496.37
1094	496.37
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1095	496.824
1096	497.278
1096	497.278
1096	497.278
1096	497.278
1096	497.278
1097	497.731
1097	497.731
1097	497.731
1097	497.731
1097	497.731
1097	497.731
1098	498.185
1098	498.185
1098	498.185
1098	498.185
1099	498.639
1099	498.639
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
1100	499.093
