"participant","pretest.reg","gender","phase","weak.past","strong.past","category","sensibility","partnerRegCondition","item.reg.mean","response","regular","age"
"s6080",0.615384615384615,"Male","posttest","prurned","prurnt","burnt","sensible","decrease",0.688,"prurned",TRUE,54
"s6080",0.615384615384615,"Male","posttest","dwimmed","dwam","sang","sensible","decrease",0.515,"dwimmed",TRUE,54
"s6080",0.615384615384615,"Male","posttest","threlled","threlt","burnt","sensible","decrease",0.653,"threlt",FALSE,54
"s6080",0.615384615384615,"Male","posttest","squided","squode","drove","sensible","decrease",0.406,"squode",FALSE,54
"s6080",0.615384615384615,"Male","posttest","twited","twote","drove","sensible","decrease",0.446,"twote",FALSE,54
"s6080",0.615384615384615,"Male","posttest","zited","zote","drove","sensible","decrease",0.54,"zote",FALSE,54
"s6080",0.615384615384615,"Male","posttest","kleemed","klemt","kept","sensible","decrease",0.653,"klemt",FALSE,54
"s6080",0.615384615384615,"Male","posttest","klilled","klilt","burnt","sensible","decrease",0.693,"klilt",FALSE,54
"s6080",0.615384615384615,"Male","posttest","sninked","snank","sang","sensible","decrease",0.421,"sninked",TRUE,54
"s6080",0.615384615384615,"Male","posttest","spinged","spang","sang","sensible","decrease",0.401,"spang",FALSE,54
"s6085",0.403846153846154,"Male","posttest","quinged","quang","sang","sensible","increase",0.53,"quang",FALSE,36
"s6085",0.403846153846154,"Male","posttest","cheemed","chemt","kept","sensible","increase",0.733,"chemt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","snined","snone","drove","sensible","increase",0.644,"snined",TRUE,36
"s6085",0.403846153846154,"Male","posttest","sminked","smank","sang","sensible","increase",0.579,"sminked",TRUE,36
"s6085",0.403846153846154,"Male","posttest","slilled","slilt","burnt","sensible","increase",0.693,"slilled",TRUE,36
"s6085",0.403846153846154,"Male","posttest","sleeled","slelt","kept","sensible","increase",0.55,"sleeled",TRUE,36
"s6085",0.403846153846154,"Male","posttest","fided","fode","drove","sensible","increase",0.485,"fided",TRUE,36
"s6085",0.403846153846154,"Male","posttest","squined","squone","drove","sensible","increase",0.678,"squined",TRUE,36
"s6085",0.403846153846154,"Male","posttest","swited","swote","drove","sensible","increase",0.46,"swote",FALSE,36
"s6085",0.403846153846154,"Male","posttest","sprided","sprode","drove","sensible","increase",0.347,"sprode",FALSE,36
"s6085",0.403846153846154,"Male","posttest","dwinged","dwang","sang","sensible","increase",0.485,"dwang",FALSE,36
"s6085",0.403846153846154,"Male","posttest","dwilled","dwilt","burnt","sensible","increase",0.673,"dwilt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","skelled","skelt","burnt","sensible","increase",0.584,"skelt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","splinged","splang","sang","sensible","increase",0.401,"splang",FALSE,36
"s6085",0.403846153846154,"Male","posttest","kleeled","klelt","kept","sensible","increase",0.554,"kleeled",TRUE,36
"s6085",0.403846153846154,"Male","posttest","strinked","strank","sang","sensible","increase",0.416,"strank",FALSE,36
"s6085",0.403846153846154,"Male","posttest","fimmed","fam","sang","sensible","increase",0.772,"fam",FALSE,36
"s6085",0.403846153846154,"Male","posttest","preemed","premt","kept","sensible","increase",0.678,"premt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","skeeped","skept","kept","sensible","increase",0.485,"skept",FALSE,36
"s6085",0.403846153846154,"Male","posttest","skrinked","skrank","sang","sensible","increase",0.45,"skrank",FALSE,36
"s6085",0.403846153846154,"Male","posttest","prilled","prilt","burnt","sensible","increase",0.713,"prilled",TRUE,36
"s6085",0.403846153846154,"Male","posttest","trurned","trurnt","burnt","sensible","increase",0.718,"trurned",TRUE,36
"s6085",0.403846153846154,"Male","posttest","spreemed","spremt","kept","sensible","increase",0.639,"spremt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","fleeled","flelt","kept","sensible","increase",0.525,"flelt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","snited","snote","drove","sensible","increase",0.53,"snote",FALSE,36
"s6085",0.403846153846154,"Male","posttest","shreened","shrent","kept","sensible","increase",0.693,"shrent",FALSE,36
"s6085",0.403846153846154,"Male","posttest","snurned","snurnt","burnt","sensible","increase",0.757,"snurnt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","glined","glone","drove","sensible","increase",0.619,"glone",FALSE,36
"s6085",0.403846153846154,"Male","posttest","neened","nent","kept","sensible","increase",0.663,"neened",TRUE,36
"s6085",0.403846153846154,"Male","posttest","zelled","zelt","burnt","sensible","increase",0.639,"zelt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","gimmed","gam","sang","sensible","increase",0.728,"gimmed",TRUE,36
"s6085",0.403846153846154,"Male","posttest","murned","murnt","burnt","sensible","increase",0.723,"murned",TRUE,36
"s6085",0.403846153846154,"Male","posttest","thided","thode","drove","sensible","increase",0.436,"thode",FALSE,36
"s6085",0.403846153846154,"Male","posttest","dwided","dwode","drove","sensible","increase",0.416,"dwode",FALSE,36
"s6085",0.403846153846154,"Male","posttest","vrinked","vrank","sang","sensible","increase",0.515,"vrank",FALSE,36
"s6085",0.403846153846154,"Male","posttest","klided","klode","drove","sensible","increase",0.495,"klode",FALSE,36
"s6085",0.403846153846154,"Male","posttest","drelled","drelt","burnt","sensible","increase",0.653,"drelt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","shrided","shrode","drove","sensible","increase",0.376,"shrode",FALSE,36
"s6085",0.403846153846154,"Male","posttest","grinked","grank","sang","sensible","increase",0.47,"grinked",TRUE,36
"s6085",0.403846153846154,"Male","posttest","surned","surnt","burnt","sensible","increase",0.698,"surned",TRUE,36
"s6085",0.403846153846154,"Male","posttest","skurned","skurnt","burnt","sensible","increase",0.733,"skurned",TRUE,36
"s6085",0.403846153846154,"Male","posttest","vinked","vank","sang","sensible","increase",0.624,"vank",FALSE,36
"s6085",0.403846153846154,"Male","posttest","dreeped","drept","kept","sensible","increase",0.441,"drept",FALSE,36
"s6085",0.403846153846154,"Male","posttest","schmimmed","schmam","sang","sensible","increase",0.634,"schmimmed",TRUE,36
"s6085",0.403846153846154,"Male","posttest","dweeped","dwept","kept","sensible","increase",0.426,"dwept",FALSE,36
"s6085",0.403846153846154,"Male","posttest","skrined","skrone","drove","sensible","increase",0.599,"skrone",FALSE,36
"s6085",0.403846153846154,"Male","posttest","beeved","bove","drove","sensible","increase",0.574,"bove",FALSE,36
"s6085",0.403846153846154,"Male","posttest","twinked","twank","sang","sensible","increase",0.594,"twinked",TRUE,36
"s6085",0.403846153846154,"Male","posttest","sprurned","sprurnt","burnt","sensible","increase",0.688,"sprurned",TRUE,36
"s6085",0.403846153846154,"Male","posttest","greemed","gremt","kept","sensible","increase",0.629,"gremt",FALSE,36
"s6085",0.403846153846154,"Male","posttest","skrurned","skrurnt","burnt","sensible","increase",0.668,"skrurned",TRUE,36
"s6085",0.403846153846154,"Male","posttest","streened","strent","kept","sensible","increase",0.718,"streened",TRUE,36
"s6091",0.461538461538462,"Female","posttest","skrurned","skrurnt","burnt","sensible","increase",0.668,"skrurned",TRUE,29
"s6091",0.461538461538462,"Female","posttest","gimmed","gam","sang","sensible","increase",0.728,"gimmed",TRUE,29
"s6091",0.461538461538462,"Female","posttest","glined","glone","drove","sensible","increase",0.619,"glined",TRUE,29
"s6091",0.461538461538462,"Female","posttest","streened","strent","kept","sensible","increase",0.718,"streened",TRUE,29
"s6091",0.461538461538462,"Female","posttest","strinked","strank","sang","sensible","increase",0.416,"strank",FALSE,29
"s6091",0.461538461538462,"Female","posttest","snined","snone","drove","sensible","increase",0.644,"snined",TRUE,29
"s6091",0.461538461538462,"Female","posttest","squined","squone","drove","sensible","increase",0.678,"squined",TRUE,29
"s6091",0.461538461538462,"Female","posttest","spreemed","spremt","kept","sensible","increase",0.639,"spreemed",TRUE,29
"s6091",0.461538461538462,"Female","posttest","shreened","shrent","kept","sensible","increase",0.693,"shreened",TRUE,29
"s6091",0.461538461538462,"Female","posttest","dwilled","dwilt","burnt","sensible","increase",0.673,"dwilled",TRUE,29
"s6091",0.461538461538462,"Female","posttest","sprurned","sprurnt","burnt","sensible","increase",0.688,"sprurnt",FALSE,29
"s6091",0.461538461538462,"Female","posttest","preemed","premt","kept","sensible","increase",0.678,"preemed",TRUE,29
"s6091",0.461538461538462,"Female","posttest","zelled","zelt","burnt","sensible","increase",0.639,"zelled",TRUE,29
"s6091",0.461538461538462,"Female","posttest","dreeped","drept","kept","sensible","increase",0.441,"drept",FALSE,29
"s6091",0.461538461538462,"Female","posttest","neened","nent","kept","sensible","increase",0.663,"neened",TRUE,29
"s6091",0.461538461538462,"Female","posttest","skelled","skelt","burnt","sensible","increase",0.584,"skelled",TRUE,29
"s6091",0.461538461538462,"Female","posttest","fimmed","fam","sang","sensible","increase",0.772,"fimmed",TRUE,29
"s6091",0.461538461538462,"Female","posttest","skrinked","skrank","sang","sensible","increase",0.45,"skrinked",TRUE,29
"s6091",0.461538461538462,"Female","posttest","murned","murnt","burnt","sensible","increase",0.723,"murned",TRUE,29
"s6091",0.461538461538462,"Female","posttest","greemed","gremt","kept","sensible","increase",0.629,"gremt",FALSE,29
"s6091",0.461538461538462,"Female","posttest","snurned","snurnt","burnt","sensible","increase",0.757,"snurned",TRUE,29
"s6091",0.461538461538462,"Female","posttest","fleeled","flelt","kept","sensible","increase",0.525,"flelt",FALSE,29
"s6091",0.461538461538462,"Female","posttest","sleeled","slelt","kept","sensible","increase",0.55,"sleeled",TRUE,29
"s6091",0.461538461538462,"Female","posttest","dweeped","dwept","kept","sensible","increase",0.426,"dweeped",TRUE,29
"s6091",0.461538461538462,"Female","posttest","shrided","shrode","drove","sensible","increase",0.376,"shrode",FALSE,29
"s6091",0.461538461538462,"Female","posttest","snited","snote","drove","sensible","increase",0.53,"snote",FALSE,29
"s6091",0.461538461538462,"Female","posttest","fided","fode","drove","sensible","increase",0.485,"fode",FALSE,29
"s6091",0.461538461538462,"Female","posttest","twinked","twank","sang","sensible","increase",0.594,"twank",FALSE,29
"s6091",0.461538461538462,"Female","posttest","prilled","prilt","burnt","sensible","increase",0.713,"prilled",TRUE,29
"s6091",0.461538461538462,"Female","posttest","skurned","skurnt","burnt","sensible","increase",0.733,"skurned",TRUE,29
"s6091",0.461538461538462,"Female","posttest","grinked","grank","sang","sensible","increase",0.47,"grank",FALSE,29
"s6091",0.461538461538462,"Female","posttest","schmimmed","schmam","sang","sensible","increase",0.634,"schmimmed",TRUE,29
"s6091",0.461538461538462,"Female","posttest","cheemed","chemt","kept","sensible","increase",0.733,"cheemed",TRUE,29
"s6091",0.461538461538462,"Female","posttest","sminked","smank","sang","sensible","increase",0.579,"smank",FALSE,29
"s6091",0.461538461538462,"Female","posttest","dwinged","dwang","sang","sensible","increase",0.485,"dwang",FALSE,29
"s6091",0.461538461538462,"Female","posttest","sprided","sprode","drove","sensible","increase",0.347,"sprode",FALSE,29
"s6091",0.461538461538462,"Female","posttest","swited","swote","drove","sensible","increase",0.46,"swote",FALSE,29
"s6091",0.461538461538462,"Female","posttest","splinged","splang","sang","sensible","increase",0.401,"splang",FALSE,29
"s6091",0.461538461538462,"Female","posttest","quinged","quang","sang","sensible","increase",0.53,"quinged",TRUE,29
"s6091",0.461538461538462,"Female","posttest","slilled","slilt","burnt","sensible","increase",0.693,"slilled",TRUE,29
"s6091",0.461538461538462,"Female","posttest","trurned","trurnt","burnt","sensible","increase",0.718,"trurned",TRUE,29
"s6091",0.461538461538462,"Female","posttest","klided","klode","drove","sensible","increase",0.495,"klode",FALSE,29
"s6091",0.461538461538462,"Female","posttest","drelled","drelt","burnt","sensible","increase",0.653,"drelled",TRUE,29
"s6091",0.461538461538462,"Female","posttest","surned","surnt","burnt","sensible","increase",0.698,"surned",TRUE,29
"s6091",0.461538461538462,"Female","posttest","dwided","dwode","drove","sensible","increase",0.416,"dwode",FALSE,29
"s6091",0.461538461538462,"Female","posttest","thided","thode","drove","sensible","increase",0.436,"thode",FALSE,29
"s6091",0.461538461538462,"Female","posttest","vinked","vank","sang","sensible","increase",0.624,"vank",FALSE,29
"s6091",0.461538461538462,"Female","posttest","beeved","bove","drove","sensible","increase",0.574,"beeved",TRUE,29
"s6091",0.461538461538462,"Female","posttest","skeeped","skept","kept","sensible","increase",0.485,"skeeped",TRUE,29
"s6091",0.461538461538462,"Female","posttest","vrinked","vrank","sang","sensible","increase",0.515,"vrinked",TRUE,29
"s6091",0.461538461538462,"Female","posttest","skrined","skrone","drove","sensible","increase",0.599,"skrined",TRUE,29
"s6091",0.461538461538462,"Female","posttest","kleeled","klelt","kept","sensible","increase",0.554,"kleeled",TRUE,29
"s6093",0.423076923076923,"Male","posttest","glinged","glang","sang","sensible","increase",0.584,"glang",FALSE,42
"s6093",0.423076923076923,"Male","posttest","schmited","schmote","drove","sensible","increase",0.45,"schmote",FALSE,42
"s6093",0.423076923076923,"Male","posttest","splurned","splurnt","burnt","sensible","increase",0.703,"splurnt",FALSE,42
"s6093",0.423076923076923,"Male","posttest","quinked","quank","sang","sensible","increase",0.569,"quank",FALSE,42
"s6093",0.423076923076923,"Male","posttest","greeled","grelt","kept","sensible","increase",0.562,"grelt",FALSE,42
"s6093",0.423076923076923,"Male","posttest","sninged","snang","sang","sensible","increase",0.455,"snang",FALSE,42
"s6093",0.423076923076923,"Male","posttest","feemed","femt","kept","sensible","increase",0.673,"femt",FALSE,42
"s6093",0.423076923076923,"Male","posttest","strined","strone","drove","sensible","increase",0.559,"strone",FALSE,42
"s6093",0.423076923076923,"Male","posttest","dwinked","dwank","sang","sensible","increase",0.431,"dwank",FALSE,42
"s6093",0.423076923076923,"Male","posttest","sneeped","snept","kept","sensible","increase",0.431,"snept",FALSE,42
"s6093",0.423076923076923,"Male","posttest","cheened","chent","kept","sensible","increase",0.743,"chent",FALSE,42
"s6093",0.423076923076923,"Male","posttest","gringed","grang","sang","sensible","increase",0.515,"grang",FALSE,42
"s6093",0.423076923076923,"Male","posttest","smilled","smilt","burnt","sensible","increase",0.668,"smilled",TRUE,42
"s6093",0.423076923076923,"Male","posttest","twelled","twelt","burnt","sensible","increase",0.559,"twelt",FALSE,42
"s6093",0.423076923076923,"Male","posttest","lelled","lelt","burnt","sensible","increase",0.668,"lelled",TRUE,42
"s6093",0.423076923076923,"Male","posttest","splived","splove","drove","sensible","increase",0.421,"splived",TRUE,42
"s6093",0.423076923076923,"Male","posttest","blided","blode","drove","sensible","increase",0.515,"blode",FALSE,42
"s6093",0.423076923076923,"Male","posttest","plined","plone","drove","sensible","increase",0.713,"plone",FALSE,42
"s6093",0.423076923076923,"Male","posttest","twimmed","twam","sang","sensible","increase",0.54,"twam",FALSE,42
"s6093",0.423076923076923,"Male","posttest","quided","quode","drove","sensible","increase",0.47,"quided",TRUE,42
"s6093",0.423076923076923,"Male","posttest","jinked","jank","sang","sensible","increase",0.614,"jank",FALSE,42
"s6093",0.423076923076923,"Male","posttest","slived","slove","drove","sensible","increase",0.49,"slove",FALSE,42
