"word","subject","enteredResponse","age","gender","wordStatus","wordLength","macronWord","phon.score","z.rating"
"ahatiati","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"FALSE",-2.75024825,-0.449004789747233
"ahiahake","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"FALSE",-2.91881325,-0.449004789747233
"ako","3E97EF507F19FFD96645FF53C2AAA38E",4,30,"F","real",3,"FALSE",-3.01460633333333,0.336177945144082
"amu","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",3,"FALSE",-3.36344533333333,-0.449004789747233
"aoraki","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",6,"FALSE",-3.05133933333333,1.1213606800354
"aotearoa","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-3.279072,1.1213606800354
"apēhia","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"TRUE",-3.19249266666667,-0.449004789747233
"ape","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",3,"FALSE",-3.33225533333333,-0.449004789747233
"arane","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"FALSE",-2.9202612,-0.449004789747233
"ario","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",4,"FALSE",-3.208684,-1.23418752463855
"aroha","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"FALSE",-2.9558472,1.1213606800354
"atua","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.893379,1.1213606800354
"awa","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-3.15209533333333,1.1213606800354
"eha","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",3,"FALSE",-3.41708533333333,-2.01937025952986
"eko","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",3,"FALSE",-3.35957866666667,-0.449004789747233
"hīkoi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"TRUE",-3.4836552,1.1213606800354
"hūku","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.581144,-0.449004789747233
"hōhā","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"TRUE",-3.803549,1.1213606800354
"hōke","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.4078715,-0.449004789747233
"hāno","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.6773715,-0.449004789747233
"haeo","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.5562315,-0.449004789747233
"haere mai","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-2.827047625,1.1213606800354
"haka","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.466464,1.1213606800354
"hakaatū","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","non",7,"TRUE",-2.98069657142857,1.1213606800354
"hangi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-5.235669,1.1213606800354
"hapū","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"TRUE",-3.3557165,1.1213606800354
"hepaua","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"FALSE",-3.287206,-0.449004789747233
"hepiti","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"FALSE",-3.27530266666667,-0.449004789747233
"hewe","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.5384265,-0.449004789747233
"hiamu","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",5,"FALSE",-3.1843292,-2.01937025952986
"hingi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.1128115,-0.449004789747233
"hiu","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",3,"FALSE",-3.80822533333333,-1.23418752463855
"hoengaima","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",8,"FALSE",-3.44735825,-2.01937025952986
"hoihoko","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",7,"FALSE",-3.23985657142857,-0.449004789747233
"hoki","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.9387065,1.1213606800354
"hongi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-5.3935765,1.1213606800354
"hope","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","real",4,"FALSE",-3.210284,-0.449004789747233
"horetī","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"TRUE",-3.27832766666667,-0.449004789747233
"howaka","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",6,"FALSE",-3.10394433333333,-2.01937025952986
"huengi","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",5,"FALSE",-3.4213732,-1.23418752463855
"hui","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-3.16615533333333,1.1213606800354
"humo","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",4,"FALSE",-3.516929,-1.23418752463855
"hunge","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",4,"FALSE",-3.6585715,-1.23418752463855
"hupū","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.5827515,-0.449004789747233
"ihiri","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"FALSE",-2.8989012,-0.449004789747233
"ihu","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","real",3,"FALSE",-3.377152,-0.449004789747233
"ikau","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.0467115,-0.449004789747233
"iko","3E97EF507F19FFD96645FF53C2AAA38E",4,30,"F","non",3,"FALSE",-3.23416533333333,0.336177945144082
"inga","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",3,"FALSE",-3.20720533333333,-0.449004789747233
"ingi","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",3,"FALSE",-3.420792,-1.23418752463855
"iniata","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"FALSE",-3.03433266666667,-0.449004789747233
"ino","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",3,"FALSE",-3.36670533333333,-0.449004789747233
"ire","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",3,"FALSE",-3.182362,-1.23418752463855
"iru","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",3,"FALSE",-3.301822,-0.449004789747233
"iti","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-2.984703,1.1213606800354
"iwa","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-3.44123866666667,1.1213606800354
"iwi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-3.73867866666667,1.1213606800354
"kūhatapō","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"TRUE",-3.4226695,-0.449004789747233
"kūro","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.4077065,-0.449004789747233
"kūwhati","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"TRUE",-3.29847933333333,-0.449004789747233
"kōhanga","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",6,"TRUE",-4.601376,1.1213606800354
"kāinga","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"TRUE",-5.2901252,1.1213606800354
"kōioromāpara","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",12,"TRUE",-3.21938716666667,-0.449004789747233
"kākāriki","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"TRUE",-3.1071145,1.1213606800354
"kōmuawhiu","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",8,"TRUE",-3.44820575,-1.23418752463855
"kōrero","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",6,"TRUE",-2.90355933333333,1.1213606800354
"kōua","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.2521665,-0.449004789747233
"kāwanatanga","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",10,"TRUE",-4.0148236,1.1213606800354
"kāweroni","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",8,"TRUE",-3.3071745,-2.01937025952986
"kōwhai","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"TRUE",-3.1082232,1.1213606800354
"kaha","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.5579865,1.1213606800354
"kahurangi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-3.97058325,1.1213606800354
"kai","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-2.47056833333333,1.1213606800354
"kai moana","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-2.821638875,1.1213606800354
"kaitiaki","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-2.52583075,1.1213606800354
"kaiwhakahaere","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",12,"FALSE",-2.60257466666667,1.1213606800354
"kapa haka","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-2.5100215,1.1213606800354
"karakia","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",7,"FALSE",-2.42708085714286,1.1213606800354
"karanga","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",6,"FALSE",-4.23608933333333,1.1213606800354
"karu","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","real",4,"FALSE",-2.499034,-0.449004789747233
"katoa","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"FALSE",-2.7595132,1.1213606800354
"kaumātua","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"TRUE",-2.98446575,1.1213606800354
"kaupapa","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",7,"FALSE",-2.78438657142857,1.1213606800354
"kawaa","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"FALSE",-3.1758632,-0.449004789747233
"kawha","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.0425915,-0.449004789747233
"kawha kawha","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"FALSE",-3.0425915,-0.449004789747233
"kawha nia","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",7,"FALSE",-2.97750285714286,-0.449004789747233
"kawha whani","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"FALSE",-2.9247915,-0.449004789747233
"kemoramo","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",8,"FALSE",-3.41883825,-2.01937025952986
"kepi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","non",4,"FALSE",-3.5658265,1.1213606800354
"kia kaha","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",7,"FALSE",-2.598163,1.1213606800354
"kia ora","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",6,"FALSE",-2.8187,1.1213606800354
"kingiro","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"FALSE",-3.23904266666667,-0.449004789747233
"kitō","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.5530315,-0.449004789747233
"koha","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.878489,1.1213606800354
"komekua","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",7,"FALSE",-3.29571514285714,-2.01937025952986
"koro","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.5309065,1.1213606800354
"korowai","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",7,"FALSE",-2.93081942857143,1.1213606800354
"koru","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.7563265,1.1213606800354
"kuia","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.934874,1.1213606800354
"kupō","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.5215115,-0.449004789747233
"kura","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.736924,1.1213606800354
"kurī","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"TRUE",-3.5319915,1.1213606800354
"mōha","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.3581915,-0.449004789747233
"māheneketoa","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",11,"TRUE",-3.15065690909091,-0.449004789747233
"mōnga","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.678234,-0.449004789747233
"māorawau","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"TRUE",-3.2570595,-0.449004789747233
"māori","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"TRUE",-3.1745672,1.1213606800354
"māorua","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",6,"TRUE",-3.15906766666667,-1.23418752463855
"mōrena","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",6,"TRUE",-3.26320933333333,1.1213606800354
"māwhero","3E97EF507F19FFD96645FF53C2AAA38E",4,30,"F","real",6,"TRUE",-3.23750266666667,0.336177945144082
"māwi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.700454,-0.449004789747233
"mahi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.628379,1.1213606800354
"makei","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"FALSE",-3.0922532,-0.449004789747233
"mamatōhī","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"TRUE",-3.37813825,-0.449004789747233
"mana","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.5299515,1.1213606800354
"mango","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","non",4,"FALSE",-5.162549,1.1213606800354
"manuhiri","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-2.87624325,1.1213606800354
"marae","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"FALSE",-2.8359192,1.1213606800354
"matariki","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-2.575077,1.1213606800354
"mate","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.7221915,1.1213606800354
"mauī","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"TRUE",-3.774249,1.1213606800354
"maunga","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"FALSE",-4.8530772,1.1213606800354
"mautāmu","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",7,"TRUE",-3.22869371428571,-0.449004789747233
"meahua","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"FALSE",-3.23649433333333,-0.449004789747233
"mere","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.9591015,1.1213606800354
"mero","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",4,"FALSE",-3.1511315,-1.23418752463855
"mie","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",3,"FALSE",-4.02712533333333,-2.01937025952986
"mihea","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"FALSE",-3.2199572,-0.449004789747233
"mihi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.9887415,1.1213606800354
"mini","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",4,"FALSE",-3.1564415,-1.23418752463855
"moana","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",5,"FALSE",-3.0322812,1.1213606800354
"moapi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"FALSE",-3.4225652,-0.449004789747233
"moeo","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.7257015,-0.449004789747233
"moko","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.979059,1.1213606800354
"mokopuna","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-3.10737075,1.1213606800354
"motu","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-3.189484,1.1213606800354
"mungi","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",4,"FALSE",-3.5233665,-2.01937025952986
"mupati","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",6,"FALSE",-3.083186,-2.01937025952986
"nōitia","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"TRUE",-3.205301,-0.449004789747233
"nānga","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.7083715,-0.449004789747233
"naipu","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",5,"FALSE",-3.3383412,-1.23418752463855
"natoi","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",5,"FALSE",-3.1467192,-2.01937025952986
"neetia","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",6,"FALSE",-3.207111,-1.23418752463855
"nema","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.5948965,-0.449004789747233
"ngae","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","non",3,"FALSE",-3.431442,1.1213606800354
"ngaena","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"FALSE",-3.3624272,-0.449004789747233
"ngapoto","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"FALSE",-3.269301,-0.449004789747233
"ngawhāniti","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"TRUE",-3.35602325,-0.449004789747233
"ngehi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.429089,-0.449004789747233
"ngema","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.7480515,-0.449004789747233
"ngemetata","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"FALSE",-3.31605325,-0.449004789747233
"ngepa","3E97EF507F19FFD96645FF53C2AAA38E",4,30,"F","non",4,"FALSE",-3.706734,0.336177945144082
"ngoa","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",3,"FALSE",-3.53263533333333,-1.23418752463855
"ngue","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",3,"FALSE",-3.97767866666667,-2.01937025952986
"nguta","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.269289,-0.449004789747233
"nia","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",3,"FALSE",-2.890718,-1.23418752463855
"nia ire","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",6,"FALSE",-3.03654,-1.23418752463855
"nia kawha","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",7,"FALSE",-2.97750285714286,-0.449004789747233
"nia pukau","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"FALSE",-2.86419,-0.449004789747233
"nia uti","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",6,"FALSE",-2.98056333333333,-1.23418752463855
"nia whani","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",7,"FALSE",-2.84287428571429,-1.23418752463855
"nia whihia","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",8,"FALSE",-2.93276625,-1.23418752463855
"nito","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",4,"FALSE",-3.310214,-2.01937025952986
"nitumaotaha","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",11,"FALSE",-3.28446054545455,-0.449004789747233
"noho","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-3.291059,1.1213606800354
"nopo","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",4,"FALSE",-3.683879,-2.01937025952986
"nue","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",3,"FALSE",-4.11808533333333,-0.449004789747233
"nuhi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.2214565,-0.449004789747233
"nui","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-3.34069866666667,1.1213606800354
"nure","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",4,"FALSE",-3.518234,-2.01937025952986
"nuti","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.1732915,-0.449004789747233
"ono","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-3.367272,1.1213606800354
"ora","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-2.98566833333333,1.1213606800354
"pīhu","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.6630665,-0.449004789747233
"pīngi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.602094,-0.449004789747233
"pūno","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.6321465,-0.449004789747233
"pūrawha","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"TRUE",-3.29043266666667,-0.449004789747233
"pūtio","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",5,"TRUE",-3.3054892,-1.23418752463855
"pūwhi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.6855515,-0.449004789747233
"pāhāpāko","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"TRUE",-3.4055195,-0.449004789747233
"pākehā","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",6,"TRUE",-3.38859766666667,1.1213606800354
"pāuki","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"TRUE",-3.3819772,-0.449004789747233
"pāwhi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.4092265,-0.449004789747233
"pōwhiri","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",6,"TRUE",-3.12169933333333,1.1213606800354
"pahapā","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"TRUE",-3.19327433333333,-0.449004789747233
"pai","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-2.76771533333333,1.1213606800354
"paihoui","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",7,"FALSE",-3.308798,-0.449004789747233
"pango","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-5.247579,1.1213606800354
"papa","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.7205115,1.1213606800354
"papatūānuku","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",11,"TRUE",-3.24948418181818,1.1213606800354
"paurounu","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",8,"FALSE",-3.3145145,-1.23418752463855
"peu","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",3,"FALSE",-3.972722,-2.01937025952986
"pewe","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",4,"FALSE",-3.697519,-2.01937025952986
"pie","3E97EF507F19FFD96645FF53C2AAA38E",1,30,"F","non",3,"FALSE",-3.96426866666667,-2.01937025952986
"pikeko","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",6,"FALSE",-3.234581,-1.23418752463855
"poi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-3.15811866666667,1.1213606800354
"pokohiwi","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","real",8,"FALSE",-3.120907,-0.449004789747233
"poraki","3E97EF507F19FFD96645FF53C2AAA38E",4,30,"F","non",6,"FALSE",-2.75937433333333,0.336177945144082
"poraki pukau","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",11,"FALSE",-2.79978290909091,-0.449004789747233
"pote","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","non",4,"FALSE",-3.1049665,1.1213606800354
"pounamu","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",7,"FALSE",-3.25641514285714,1.1213606800354
"pukau","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","non",5,"FALSE",-2.8482732,1.1213606800354
"pukau nia","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",8,"FALSE",-2.86419,-0.449004789747233
"puke","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.9323465,1.1213606800354
"puku","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-2.894374,1.1213606800354
"pume","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",4,"FALSE",-3.748289,-1.23418752463855
"puora","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",5,"FALSE",-3.3423172,-0.449004789747233
"rūne","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"TRUE",-3.750234,-0.449004789747233
"rahue","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","non",5,"FALSE",-3.1444392,1.1213606800354
"rangatira","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-4.0111795,1.1213606800354
"rangatiratanga","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",12,"FALSE",-4.46759133333333,1.1213606800354
"rangi","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-5.339409,1.1213606800354
"ranginui","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",7,"FALSE",-4.44305514285714,1.1213606800354
"rangu","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.258339,-0.449004789747233
"rapeia","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"FALSE",-3.00106433333333,-0.449004789747233
"rapuko","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",6,"FALSE",-2.99510933333333,-0.449004789747233
"reo","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",3,"FALSE",-3.57984866666667,1.1213606800354
"reru","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","non",4,"FALSE",-3.066254,-0.449004789747233
"rima","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",4,"FALSE",-3.2975865,1.1213606800354
"ringaringa","3E97EF507F19FFD96645FF53C2AAA38E",5,30,"F","real",8,"FALSE",-5.46145825,1.1213606800354
"roto","3E97EF507F19FFD96645FF53C2AAA38E",3,30,"F","real",4,"FALSE",-3.043139,-0.449004789747233
"rowa","3E97EF507F19FFD96645FF53C2AAA38E",2,30,"F","non",4,"FALSE",-3.435769,-1.23418752463855
