"participant","gender","yearOfBirth","age","phase","category","sensibility","partnerRegCondition","item.reg.mean","strong.past","weak.past","response","regular"
"s6261","Male",1983,32,"posttest","sang","random","increase",0.579,"smam","smimmed","smam",FALSE
"s6261","Male",1983,32,"pretest","sang","random","increase",0.594,"twank","twinked","twank",FALSE
"s6261","Male",1983,32,"pretest","burnt","random","increase",0.668,"skrurnt","skrurned","skrurned",TRUE
"s6261","Male",1983,32,"posttest","sang","random","increase",0.619,"stram","strimmed","strimmed",TRUE
"s6261","Male",1983,32,"posttest","burnt","random","increase",0.554,"brurnt","brurned","brurnt",FALSE
"s6261","Male",1983,32,"posttest","kept","random","increase",0.683,"krent","kreened","krent",FALSE
"s6261","Male",1983,32,"posttest","burnt","random","increase",0.668,"vurnt","vurned","vurnt",FALSE
"s6261","Male",1983,32,"pretest","drove","random","increase",0.599,"skrone","skrined","skrined",TRUE
"s6261","Male",1983,32,"pretest","sang","random","increase",0.45,"skrank","skrinked","skrinked",TRUE
"s6261","Male",1983,32,"pretest","kept","random","increase",0.693,"shrent","shreened","shrent",FALSE
"s6261","Male",1983,32,"pretest","drove","random","increase",0.678,"squone","squined","squone",FALSE
"s6261","Male",1983,32,"posttest","burnt","random","increase",0.708,"gurnt","gurned","gurnt",FALSE
"s6261","Male",1983,32,"posttest","kept","random","increase",0.55,"brept","breeped","brept",FALSE
"s6261","Male",1983,32,"posttest","drove","random","increase",0.614,"slone","slined","slone",FALSE
"s6261","Male",1983,32,"posttest","kept","random","increase",0.653,"klemt","kleemed","klemt",FALSE
"s6261","Male",1983,32,"posttest","kept","random","increase",0.416,"thept","theeped","theeped",TRUE
"s6261","Male",1983,32,"pretest","burnt","random","increase",0.693,"slilt","slilled","slilt",FALSE
"s6261","Male",1983,32,"posttest","sang","random","increase",0.421,"snank","sninked","sninked",TRUE
"s6261","Male",1983,32,"posttest","sang","random","increase",0.401,"spang","spinged","spinged",TRUE
"s6261","Male",1983,32,"posttest","drove","random","increase",0.356,"swode","swided","swided",TRUE
"s6261","Male",1983,32,"posttest","drove","random","increase",0.629,"pote","pited","pited",TRUE
"s6261","Male",1983,32,"posttest","sang","random","increase",0.647,"nank","ninked","ninked",TRUE
"s6261","Male",1983,32,"pretest","burnt","random","increase",0.757,"snurnt","snurned","snurnt",FALSE
"s6261","Male",1983,32,"posttest","burnt","random","increase",0.693,"klilt","klilled","klilt",FALSE
"s6261","Male",1983,32,"posttest","sang","random","increase",0.52,"skang","skinged","skang",FALSE
"s6261","Male",1983,32,"posttest","burnt","random","increase",0.723,"swurnt","swurned","swurned",TRUE
"s6261","Male",1983,32,"posttest","drove","random","increase",0.406,"squode","squided","squided",TRUE
"s6261","Male",1983,32,"pretest","sang","random","increase",0.485,"dwang","dwinged","dwang",FALSE
"s6261","Male",1983,32,"posttest","burnt","random","increase",0.688,"prurnt","prurned","prurned",TRUE
"s6261","Male",1983,32,"pretest","sang","random","increase",0.772,"fam","fimmed","fimmed",TRUE
"s6261","Male",1983,32,"posttest","drove","random","increase",0.505,"squote","squited","squited",TRUE
"s6261","Male",1983,32,"posttest","kept","random","increase",0.658,"nemt","neemed","nemt",FALSE
"s6261","Male",1983,32,"pretest","kept","random","increase",0.639,"spremt","spreemed","spreemed",TRUE
"s6261","Male",1983,32,"posttest","kept","random","increase",0.46,"shrept","shreeped","shreeped",TRUE
"s6261","Male",1983,32,"posttest","drove","random","increase",0.446,"twote","twited","twote",FALSE
"s6261","Male",1983,32,"pretest","sang","random","increase",0.634,"schmam","schmimmed","schmimmed",TRUE
"s6261","Male",1983,32,"posttest","drove","random","increase",0.426,"strote","strited","strited",TRUE
"s6261","Male",1983,32,"posttest","drove","random","increase",0.54,"zote","zited","zited",TRUE
"s6261","Male",1983,32,"pretest","kept","random","increase",0.663,"nent","neened","neened",TRUE
"s6261","Male",1983,32,"posttest","kept","random","increase",0.574,"plelt","pleeled","plelt",FALSE
"s6261","Male",1983,32,"posttest","burnt","random","increase",0.733,"skrilt","skrilled","skrilt",FALSE
"s6261","Male",1983,32,"pretest","drove","random","increase",0.436,"thode","thided","thode",FALSE
"s6261","Male",1983,32,"pretest","sang","random","increase",0.728,"gam","gimmed","gimmed",TRUE
"s6261","Male",1983,32,"pretest","burnt","random","increase",0.653,"drelt","drelled","drelt",FALSE
"s6261","Male",1983,32,"posttest","sang","random","increase",0.683,"thram","thrimmed","thrimmed",TRUE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.653,"drelt","drelled","drelt",FALSE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.619,"glone","glined","glined",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.426,"strote","strited","strote",FALSE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.49,"trank","trinked","trank",FALSE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.53,"snote","snited","snited",TRUE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.658,"nemt","neemed","nemt",FALSE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.673,"dwilt","dwilled","dwilled",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.475,"splode","splided","splided",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.703,"schmone","schmined","schmined",TRUE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.733,"chemt","cheemed","chemt",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.663,"nent","neened","nent",FALSE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.723,"murnt","murned","murned",TRUE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.485,"skept","skeeped","skept",FALSE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.554,"klote","klited","klited",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.579,"chote","chited","chote",FALSE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.505,"squote","squited","squited",TRUE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.683,"krent","kreened","kreened",TRUE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.624,"vank","vinked","vank",FALSE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.718,"jurnt","jurned","jurned",TRUE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.713,"prilt","prilled","prilled",TRUE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.495,"klode","klided","klode",FALSE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.376,"shrode","shrided","shrided",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.406,"squode","squided","squided",TRUE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.723,"jemt","jeemed","jemt",FALSE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.446,"twote","twited","twote",FALSE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.391,"brove","brived","brived",TRUE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.515,"dwam","dwimmed","dwam",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.426,"dwept","dweeped","dwept",FALSE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.52,"skang","skinged","skang",FALSE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.465,"prang","pringed","prang",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.55,"slelt","sleeled","sleeled",TRUE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.485,"dwang","dwinged","dwang",FALSE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.416,"dwode","dwided","dwided",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.54,"zote","zited","zote",FALSE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.639,"blurnt","blurned","blurnt",FALSE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.46,"shrept","shreeped","shrept",FALSE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.693,"klilt","klilled","klilled",TRUE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.708,"gurnt","gurned","gurned",TRUE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.718,"trurnt","trurned","trurned",TRUE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.574,"bove","beeved","beeved",TRUE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.772,"vrilt","vrilled","vrilled",TRUE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.584,"skelt","skelled","skelled",TRUE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.401,"splang","splinged","splang",FALSE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.698,"slurnt","slurned","slurnt",FALSE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.45,"skrank","skrinked","skrank",FALSE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.772,"fam","fimmed","fam",FALSE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.757,"snurnt","snurned","snurned",TRUE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.599,"skrone","skrined","skrined",TRUE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.678,"premt","preemed","premt",FALSE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.416,"thept","theeped","thept",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.629,"gremt","greemed","gremt",FALSE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.495,"thelt","theeled","thelt",FALSE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.698,"surnt","surned","surned",TRUE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.693,"slilt","slilled","slilled",TRUE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.619,"stram","strimmed","stram",FALSE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.668,"skrurnt","skrurned","skrurned",TRUE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.45,"shang","shinged","shang",FALSE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.683,"thram","thrimmed","thram",FALSE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.55,"brept","breeped","breeped",TRUE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.723,"swurnt","swurned","swurned",TRUE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.673,"glilt","glilled","glilled",TRUE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.52,"squept","squeeped","squeeped",TRUE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.579,"smam","smimmed","smam",FALSE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.678,"squone","squined","squined",TRUE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.47,"grank","grinked","grank",FALSE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.728,"gam","gimmed","gam",FALSE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.688,"skent","skeened","skeened",TRUE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.579,"smank","sminked","smank",FALSE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.401,"spang","spinged","spang",FALSE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.574,"plelt","pleeled","plelt",FALSE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.688,"prurnt","prurned","prurned",TRUE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.688,"sprurnt","sprurned","sprurned",TRUE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.644,"snone","snined","snined",TRUE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.609,"glank","glinked","glank",FALSE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.733,"skrilt","skrilled","skrilled",TRUE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.743,"cham","chimmed","chimmed",TRUE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.713,"snemt","sneemed","sneemed",TRUE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.629,"squent","squeened","squeened",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.614,"slone","slined","slined",TRUE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.46,"swote","swited","swote",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.639,"spremt","spreemed","spremt",FALSE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.515,"vrank","vrinked","vrank",FALSE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.647,"nank","ninked","nank",FALSE
"s6262","Male",1987,28,"pretest","sang","random","increase",0.421,"snank","sninked","snank",FALSE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.733,"skurnt","skurned","skurned",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.629,"pote","pited","pote",FALSE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.554,"brurnt","brurned","brurned",TRUE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.554,"klelt","kleeled","klelt",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.525,"flelt","fleeled","flelt",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.441,"drept","dreeped","drept",FALSE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.594,"twank","twinked","twank",FALSE
"s6262","Male",1987,28,"pretest","kept","random","increase",0.653,"klemt","kleemed","klemt",FALSE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.653,"threlt","threlled","threlled",TRUE
"s6262","Male",1987,28,"pretest","drove","random","increase",0.356,"swode","swided","swode",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.718,"strent","streened","strent",FALSE
"s6262","Male",1987,28,"posttest","burnt","random","increase",0.639,"zelt","zelled","zelled",TRUE
"s6262","Male",1987,28,"pretest","burnt","random","increase",0.668,"vurnt","vurned","vurned",TRUE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.485,"fode","fided","fode",FALSE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.53,"quang","quinged","quang",FALSE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.634,"schmam","schmimmed","schmam",FALSE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.347,"sprode","sprided","sprode",FALSE
"s6262","Male",1987,28,"posttest","kept","random","increase",0.693,"shrent","shreened","shrent",FALSE
"s6262","Male",1987,28,"posttest","drove","random","increase",0.436,"thode","thided","thode",FALSE
"s6262","Male",1987,28,"posttest","sang","random","increase",0.416,"strank","strinked","strank",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.401,"spang","spinged","spang",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.683,"thram","thrimmed","thram",FALSE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.629,"sprelt","sprelled","sprelled",TRUE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.723,"swurnt","swurned","swurnt",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.45,"shang","shinged","shang",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.647,"nank","ninked","nank",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.55,"brept","breeped","breeped",TRUE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.733,"zam","zimmed","zimmed",TRUE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.569,"quank","quinked","quank",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.366,"vrote","vrited","vrote",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.495,"thelt","theeled","thelt",FALSE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.688,"prurnt","prurned","prurned",TRUE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.629,"pote","pited","pote",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.688,"skent","skeened","skeened",TRUE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.584,"glang","glinged","glang",FALSE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.718,"yilt","yilled","yilled",TRUE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.708,"gurnt","gurned","gurned",TRUE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.703,"splurnt","splurned","splurned",TRUE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.693,"thurnt","thurned","thurned",TRUE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.599,"gove","geeved","gove",FALSE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.693,"klilt","klilled","klilled",TRUE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.663,"zemt","zeemed","zemt",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.653,"klemt","kleemed","klemt",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.49,"trank","trinked","trank",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.401,"yode","yided","yode",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.52,"skang","skinged","skang",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.45,"schmote","schmited","schmote",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.579,"smam","smimmed","smam",FALSE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.554,"brurnt","brurned","brurned",TRUE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.46,"shrang","shringed","shrang",FALSE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.653,"threlt","threlled","threlled",TRUE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.559,"twelt","twelled","twelled",TRUE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.431,"snept","sneeped","snept",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.574,"plelt","pleeled","pleeled",TRUE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.639,"blurnt","blurned","blurned",TRUE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.629,"squent","squeened","squeened",TRUE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.411,"thrang","thringed","thrang",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.46,"shrept","shreeped","shrept",FALSE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.668,"smilt","smilled","smilled",TRUE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.421,"snank","sninked","sninked",TRUE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.515,"blode","blided","blode",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.723,"jemt","jeemed","jeemed",TRUE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.441,"zept","zeeped","zept",FALSE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.772,"vrilt","vrilled","vrilled",TRUE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.634,"drent","dreened","dreened",TRUE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.609,"glank","glinked","glinked",TRUE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.391,"brove","brived","brove",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.683,"krent","kreened","krent",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.421,"splove","splived","splove",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.614,"trone","trined","trone",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.658,"nemt","neemed","neemed",TRUE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.703,"schmone","schmined","schmined",TRUE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.54,"zote","zited","zote",FALSE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.356,"swode","swided","swode",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.658,"jone","jined","jone",FALSE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.698,"slurnt","slurned","slurned",TRUE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.465,"prang","pringed","prang",FALSE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.505,"squote","squited","squote",FALSE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.579,"chote","chited","chited",TRUE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.673,"glilt","glilled","glilt",FALSE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.693,"gemt","geemed","geemed",TRUE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.545,"chelt","cheeled","chelt",FALSE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.475,"splode","splided","splode",FALSE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.614,"jank","jinked","jinked",TRUE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.614,"slone","slined","slone",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.515,"dwam","dwimmed","dwam",FALSE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.475,"swelt","sweeled","swelt",FALSE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.644,"stelt","stelled","stelled",TRUE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.426,"strote","strited","strote",FALSE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.54,"twam","twimmed","twam",FALSE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.772,"strilt","strilled","strilled",TRUE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.668,"vurnt","vurned","vurned",TRUE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.718,"jurnt","jurned","jurned",TRUE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.406,"squode","squided","squode",FALSE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.743,"cham","chimmed","chimmed",TRUE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.649,"schmemt","schmeemed","schmemt",FALSE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.562,"grelt","greeled","grelt",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.416,"thept","theeped","thept",FALSE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.673,"femt","feemed","femt",FALSE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.446,"twote","twited","twited",TRUE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.748,"drurnt","drurned","drurned",TRUE
"s6263","Male",1979,36,"pretest","sang","random","increase",0.619,"stram","strimmed","strimmed",TRUE
"s6263","Male",1979,36,"pretest","burnt","random","increase",0.733,"skrilt","skrilled","skrilled",TRUE
"s6263","Male",1979,36,"pretest","drove","random","increase",0.554,"klote","klited","klote",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.47,"quode","quided","quode",FALSE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.731,"rurnt","rurned","rurned",TRUE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.455,"snang","sninged","snang",FALSE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.515,"grang","gringed","grang",FALSE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.51,"strelt","streeled","strelt",FALSE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.49,"splank","splinked","splank",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.559,"strone","strined","strone",FALSE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.743,"chent","cheened","cheened",TRUE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.708,"fram","frimmed","frimmed",TRUE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.678,"trelt","trelled","trelled",TRUE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.49,"slove","slived","slove",FALSE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.713,"plone","plined","plined",TRUE
"s6263","Male",1979,36,"posttest","drove","random","increase",0.376,"throde","thrided","throde",FALSE
"s6263","Male",1979,36,"posttest","kept","random","increase",0.698,"snent","sneened","snent",FALSE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.713,"hurnt","hurned","hurned",TRUE
"s6263","Male",1979,36,"posttest","burnt","random","increase",0.668,"lelt","lelled","lelled",TRUE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.431,"dwank","dwinked","dwank",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.52,"squept","squeeped","squept",FALSE
"s6263","Male",1979,36,"pretest","kept","random","increase",0.713,"snemt","sneemed","snemt",FALSE
"s6263","Male",1979,36,"posttest","sang","random","increase",0.639,"mang","minged","minged",TRUE
"s6264","Female",1990,25,"pretest","kept","random","increase",0.562,"grelt","greeled","greeled",TRUE
"s6264","Female",1990,25,"posttest","sang","random","increase",0.485,"dwang","dwinged","dwinged",TRUE
"s6264","Female",1990,25,"posttest","burnt","random","increase",0.639,"zelt","zelled","zelt",FALSE
"s6264","Female",1990,25,"pretest","sang","random","increase",0.614,"jank","jinked","jinked",TRUE
"s6264","Female",1990,25,"posttest","drove","random","increase",0.436,"thode","thided","thided",TRUE
"s6264","Female",1990,25,"pretest","burnt","random","increase",0.668,"smilt","smilled","smilt",FALSE
"s6264","Female",1990,25,"pretest","burnt","random","increase",0.713,"hurnt","hurned","hurned",TRUE
"s6264","Female",1990,25,"pretest","drove","random","increase",0.45,"schmote","schmited","schmote",FALSE
"s6264","Female",1990,25,"posttest","kept","random","increase",0.441,"drept","dreeped","drept",FALSE
"s6264","Female",1990,25,"posttest","drove","random","increase",0.347,"sprode","sprided","sprided",TRUE
"s6264","Female",1990,25,"pretest","burnt","random","increase",0.629,"sprelt","sprelled","sprelled",TRUE
"s6264","Female",1990,25,"pretest","burnt","random","increase",0.748,"drurnt","drurned","drurned",TRUE
"s6264","Female",1990,25,"pretest","sang","random","increase",0.54,"twam","twimmed","twimmed",TRUE
"s6264","Female",1990,25,"pretest","kept","random","increase",0.693,"gemt","geemed","geemed",TRUE
"s6264","Female",1990,25,"pretest","drove","random","increase",0.559,"strone","strined","strined",TRUE
"s6264","Female",1990,25,"pretest","kept","random","increase",0.51,"strelt","streeled","strelt",FALSE
"s6264","Female",1990,25,"pretest","sang","random","increase",0.49,"splank","splinked","splank",FALSE
"s6264","Female",1990,25,"pretest","drove","random","increase",0.401,"yode","yided","yode",FALSE
"s6264","Female",1990,25,"pretest","sang","random","increase",0.733,"zam","zimmed","zimmed",TRUE
"s6264","Female",1990,25,"pretest","sang","random","increase",0.569,"quank","quinked","quinked",TRUE
"s6264","Female",1990,25,"pretest","sang","random","increase",0.411,"thrang","thringed","thringed",TRUE
"s6264","Female",1990,25,"posttest","sang","random","increase",0.47,"grank","grinked","grinked",TRUE
"s6264","Female",1990,25,"pretest","sang","random","increase",0.455,"snang","sninged","sninged",TRUE
"s6264","Female",1990,25,"pretest","burnt","random","increase",0.559,"twelt","twelled","twelled",TRUE
"s6264","Female",1990,25,"pretest","drove","random","increase",0.366,"vrote","vrited","vrited",TRUE
"s6264","Female",1990,25,"pretest","burnt","random","increase",0.644,"stelt","stelled","stelled",TRUE
"s6264","Female",1990,25,"pretest","drove","random","increase",0.713,"plone","plined","plined",TRUE
"s6264","Female",1990,25,"pretest","kept","random","increase",0.673,"femt","feemed","feemed",TRUE
"s6264","Female",1990,25,"pretest","kept","random","increase",0.431,"snept","sneeped","sneeped",TRUE
"s6264","Female",1990,25,"posttest","sang","random","increase",0.624,"vank","vinked","vinked",TRUE
"s6264","Female",1990,25,"posttest","sang","random","increase",0.772,"fam","fimmed","fimmed",TRUE
"s6264","Female",1990,25,"posttest","burnt","random","increase",0.713,"prilt","prilled","prilled",TRUE
"s6264","Female",1990,25,"pretest","burnt","random","increase",0.703,"splurnt","splurned","splurned",TRUE
"s6264","Female",1990,25,"posttest","burnt","random","increase",0.653,"drelt","drelled","drelled",TRUE
"s6264","Female",1990,25,"pretest","kept","random","increase",0.545,"chelt","cheeled","cheeled",TRUE
"s6264","Female",1990,25,"posttest","drove","random","increase",0.485,"fode","fided","fided",TRUE
"s6264","Female",1990,25,"pretest","kept","random","increase",0.698,"snent","sneened","sneened",TRUE
"s6264","Female",1990,25,"posttest","burnt","random","increase",0.688,"sprurnt","sprurned","sprurned",TRUE
"s6264","Female",1990,25,"posttest","sang","random","increase",0.416,"strank","strinked","strinked",TRUE
