"participant","gender","yearOfBirth","age","phase","category","sensibility","partnerRegCondition","item.reg.mean","strong.past","weak.past","response","regular"
"s6064","Female",1976,39,"posttest","burnt","sensible","decrease",0.748,"drurnt","drurned","drurned",TRUE
"s6064","Female",1976,39,"posttest","drove","sensible","decrease",0.376,"throde","thrided","throde",FALSE
"s6064","Female",1976,39,"posttest","kept","sensible","decrease",0.649,"schmemt","schmeemed","schmemt",FALSE
"s6064","Female",1976,39,"posttest","sang","sensible","decrease",0.46,"shrang","shringed","shrang",FALSE
"s6064","Female",1976,39,"posttest","burnt","sensible","decrease",0.678,"trelt","trelled","trelled",TRUE
"s6064","Female",1976,39,"posttest","burnt","sensible","decrease",0.629,"sprelt","sprelled","sprelled",TRUE
"s6064","Female",1976,39,"pretest","drove","sensible","decrease",0.446,"twote","twited","twote",FALSE
"s6064","Female",1976,39,"posttest","kept","sensible","decrease",0.441,"zept","zeeped","zeeped",TRUE
"s6064","Female",1976,39,"pretest","drove","sensible","decrease",0.356,"swode","swided","swode",FALSE
"s6064","Female",1976,39,"pretest","burnt","sensible","decrease",0.554,"brurnt","brurned","brurned",TRUE
"s6064","Female",1976,39,"posttest","sang","sensible","decrease",0.411,"thrang","thringed","thrang",FALSE
"s6064","Female",1976,39,"pretest","sang","sensible","decrease",0.52,"skang","skinged","skang",FALSE
"s6064","Female",1976,39,"posttest","sang","sensible","decrease",0.733,"zam","zimmed","zimmed",TRUE
"s6064","Female",1976,39,"pretest","drove","sensible","decrease",0.426,"strote","strited","strote",FALSE
"s6064","Female",1976,39,"posttest","burnt","sensible","decrease",0.644,"stelt","stelled","stelled",TRUE
"s6064","Female",1976,39,"posttest","kept","sensible","decrease",0.743,"chent","cheened","cheened",TRUE
"s6064","Female",1976,39,"posttest","drove","sensible","decrease",0.49,"slove","slived","slived",TRUE
"s6064","Female",1976,39,"pretest","kept","sensible","decrease",0.653,"klemt","kleemed","kleemed",TRUE
"s6064","Female",1976,39,"posttest","sang","sensible","decrease",0.584,"glang","glinged","glang",FALSE
"s6064","Female",1976,39,"posttest","sang","sensible","decrease",0.569,"quank","quinked","quank",FALSE
"s6064","Female",1976,39,"posttest","drove","sensible","decrease",0.47,"quode","quided","quode",FALSE
"s6064","Female",1976,39,"pretest","kept","sensible","decrease",0.658,"nemt","neemed","neemed",TRUE
"s6064","Female",1976,39,"posttest","sang","sensible","decrease",0.515,"grang","gringed","grang",FALSE
"s6064","Female",1976,39,"pretest","drove","sensible","decrease",0.475,"splode","splided","splode",FALSE
"s6064","Female",1976,39,"posttest","kept","sensible","decrease",0.51,"strelt","streeled","streeled",TRUE
"s6064","Female",1976,39,"posttest","sang","sensible","decrease",0.49,"splank","splinked","splank",FALSE
"s6064","Female",1976,39,"posttest","burnt","sensible","decrease",0.668,"lelt","lelled","lelled",TRUE
"s6064","Female",1976,39,"posttest","kept","sensible","decrease",0.673,"femt","feemed","feemed",TRUE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.683,"krent","kreened","kreened",TRUE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.52,"squept","squeeped","squept",FALSE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.658,"nemt","neemed","nemt",FALSE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.401,"spang","spinged","spinged",TRUE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.554,"klote","klited","klited",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.52,"skang","skinged","skinged",TRUE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.639,"spremt","spreemed","spremt",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.406,"squode","squided","squode",FALSE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.619,"stram","strimmed","stram",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.688,"prurnt","prurned","prurnt",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.505,"squote","squited","squote",FALSE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.421,"snank","sninked","snank",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.554,"brurnt","brurned","brurned",TRUE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.653,"klemt","kleemed","kleemed",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.688,"sprurnt","sprurned","sprurned",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.683,"thram","thrimmed","thram",FALSE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.668,"skrurnt","skrurned","skrurned",TRUE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.639,"blurnt","blurned","blurned",TRUE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.693,"shrent","shreened","shrent",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.718,"jurnt","jurned","jurned",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.713,"prilt","prilled","prilled",TRUE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.376,"shrode","shrided","shrided",TRUE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.614,"slone","slined","slined",TRUE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.713,"snemt","sneemed","snemt",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.673,"glilt","glilled","glilled",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.718,"trurnt","trurned","trurned",TRUE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.723,"swurnt","swurned","swurned",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.698,"surnt","surned","surnt",FALSE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.723,"jemt","jeemed","jeemed",TRUE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.693,"klilt","klilled","klilled",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.693,"slilt","slilled","slilt",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.475,"splode","splided","splode",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.579,"chote","chited","chote",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.416,"strank","strinked","strank",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.391,"brove","brived","brove",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.708,"gurnt","gurned","gurned",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.647,"nank","ninked","ninked",TRUE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.703,"schmone","schmined","schmined",TRUE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.554,"klelt","kleeled","kleeled",TRUE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.629,"squent","squeened","squent",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.446,"twote","twited","twote",FALSE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.678,"squone","squined","squone",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.426,"strote","strited","strote",FALSE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.55,"slelt","sleeled","sleeled",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.49,"trank","trinked","trank",FALSE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.55,"brept","breeped","breeped",TRUE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.485,"dwang","dwinged","dwang",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.668,"vurnt","vurned","vurned",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.515,"dwam","dwimmed","dwam",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.579,"smank","sminked","sminked",TRUE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.619,"glone","glined","glone",FALSE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.46,"shrept","shreeped","shrept",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.53,"quang","quinged","quinged",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.584,"skelt","skelled","skelled",TRUE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.698,"slurnt","slurned","slurned",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.465,"prang","pringed","pringed",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.639,"zelt","zelled","zelt",FALSE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.629,"gremt","greemed","greemed",TRUE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.728,"gam","gimmed","gimmed",TRUE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.485,"fode","fided","fided",TRUE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.525,"flelt","fleeled","flelt",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.629,"pote","pited","pote",FALSE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.347,"sprode","sprided","sprided",TRUE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.485,"skept","skeeped","skept",FALSE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.663,"nent","neened","neened",TRUE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.436,"thode","thided","thided",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.757,"snurnt","snurned","snurned",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.653,"drelt","drelled","drelled",TRUE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.574,"bove","beeved","beeved",TRUE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.644,"snone","snined","snined",TRUE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.46,"swote","swited","swote",FALSE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.599,"skrone","skrined","skrone",FALSE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.416,"thept","theeped","thept",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.594,"twank","twinked","twank",FALSE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.495,"thelt","theeled","thelt",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.47,"grank","grinked","grank",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.356,"swode","swided","swode",FALSE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.678,"premt","preemed","preemed",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.723,"murnt","murned","murned",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.609,"glank","glinked","glinked",TRUE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.45,"skrank","skrinked","skrank",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.772,"fam","fimmed","fimmed",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.743,"cham","chimmed","chimmed",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.579,"smam","smimmed","smam",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.634,"schmam","schmimmed","schmam",FALSE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.688,"skent","skeened","skeened",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.733,"skurnt","skurned","skurned",TRUE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.53,"snote","snited","snote",FALSE
"s6066","Female",1992,23,"pretest","drove","sensible","increase",0.54,"zote","zited","zote",FALSE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.495,"klode","klided","klode",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.624,"vank","vinked","vinked",TRUE
"s6066","Female",1992,23,"pretest","sang","sensible","increase",0.45,"shang","shinged","shang",FALSE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.401,"splang","splinged","splang",FALSE
"s6066","Female",1992,23,"posttest","drove","sensible","increase",0.416,"dwode","dwided","dwode",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.653,"threlt","threlled","threlled",TRUE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.441,"drept","dreeped","drept",FALSE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.718,"strent","streened","strent",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.733,"skrilt","skrilled","skrilled",TRUE
"s6066","Female",1992,23,"posttest","sang","sensible","increase",0.515,"vrank","vrinked","vrank",FALSE
"s6066","Female",1992,23,"pretest","kept","sensible","increase",0.574,"plelt","pleeled","pleeled",TRUE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.733,"chemt","cheemed","cheemed",TRUE
"s6066","Female",1992,23,"posttest","burnt","sensible","increase",0.673,"dwilt","dwilled","dwilt",FALSE
"s6066","Female",1992,23,"pretest","burnt","sensible","increase",0.772,"vrilt","vrilled","vrilled",TRUE
"s6066","Female",1992,23,"posttest","kept","sensible","increase",0.426,"dwept","dweeped","dwept",FALSE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.653,"klemt","kleemed","klemt",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.609,"glank","glinked","glinked",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.55,"brept","breeped","breeped",TRUE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.723,"swurnt","swurned","swurned",TRUE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.743,"cham","chimmed","cham",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.49,"trank","trinked","trank",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.465,"prang","pringed","prang",FALSE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.708,"gurnt","gurned","gurned",TRUE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.733,"skrilt","skrilled","skrilled",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.723,"jemt","jeemed","jeemed",TRUE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.554,"brurnt","brurned","brurnt",FALSE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.683,"krent","kreened","krent",FALSE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.688,"prurnt","prurned","prurned",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.416,"thept","theeped","theeped",TRUE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.54,"zote","zited","zote",FALSE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.653,"threlt","threlled","threlled",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.629,"squent","squeened","squeened",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.495,"thelt","theeled","thelt",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.579,"chote","chited","chote",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.647,"nank","ninked","ninked",TRUE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.406,"squode","squided","squode",FALSE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.772,"vrilt","vrilled","vrilt",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.515,"dwam","dwimmed","dwam",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.52,"skang","skinged","skinged",TRUE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.683,"thram","thrimmed","thrimmed",TRUE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.639,"blurnt","blurned","blurnt",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.619,"stram","strimmed","stram",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.703,"schmone","schmined","schmone",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.356,"swode","swided","swode",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.401,"spang","spinged","spang",FALSE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.698,"slurnt","slurned","slurned",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.46,"shrept","shreeped","shrept",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.475,"splode","splided","splode",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.426,"strote","strited","strote",FALSE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.658,"nemt","neemed","nemt",FALSE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.713,"snemt","sneemed","sneemed",TRUE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.718,"jurnt","jurned","jurned",TRUE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.614,"slone","slined","slone",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.554,"klote","klited","klote",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.446,"twote","twited","twote",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.505,"squote","squited","squote",FALSE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.693,"klilt","klilled","klilt",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.421,"snank","sninked","sninked",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.52,"squept","squeeped","squept",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.629,"pote","pited","pote",FALSE
"s6071","Male",1984,31,"pretest","drove","sensible","increase",0.391,"brove","brived","brived",TRUE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.579,"smam","smimmed","smam",FALSE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.668,"vurnt","vurned","vurned",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.688,"skent","skeened","skeened",TRUE
"s6071","Male",1984,31,"pretest","kept","sensible","increase",0.574,"plelt","pleeled","plelt",FALSE
"s6071","Male",1984,31,"pretest","sang","sensible","increase",0.45,"shang","shinged","shang",FALSE
"s6071","Male",1984,31,"pretest","burnt","sensible","increase",0.673,"glilt","glilled","glilt",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.733,"zam","zimmed","zam",FALSE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.562,"grelt","greeled","grelt",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.54,"twam","twimmed","twam",FALSE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.559,"twelt","twelled","twelled",TRUE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.51,"strelt","streeled","streeled",TRUE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.658,"jone","jined","jined",TRUE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.559,"strone","strined","strined",TRUE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.545,"chelt","cheeled","chelt",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.46,"shrang","shringed","shrang",FALSE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.49,"slove","slived","slived",TRUE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.475,"swelt","sweeled","swelt",FALSE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.634,"drent","dreened","dreened",TRUE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.693,"gemt","geemed","gemt",FALSE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.713,"hurnt","hurned","hurnt",FALSE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.614,"trone","trined","trined",TRUE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.441,"zept","zeeped","zept",FALSE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.431,"snept","sneeped","snept",FALSE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.45,"schmote","schmited","schmited",TRUE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.703,"splurnt","splurned","splurned",TRUE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.743,"chent","cheened","cheened",TRUE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.401,"yode","yided","yode",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.639,"mang","minged","minged",TRUE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.584,"glang","glinged","glinged",TRUE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.599,"gove","geeved","gove",FALSE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.713,"plone","plined","plone",FALSE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.515,"blode","blided","blode",FALSE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.678,"trelt","trelled","trelled",TRUE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.718,"yilt","yilled","yilled",TRUE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.698,"snent","sneened","sneened",TRUE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.629,"sprelt","sprelled","sprelt",FALSE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.649,"schmemt","schmeemed","schmeemed",TRUE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.515,"grang","gringed","gringed",TRUE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.49,"splank","splinked","splinked",TRUE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.47,"quode","quided","quode",FALSE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.663,"zemt","zeemed","zemt",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.431,"dwank","dwinked","dwinked",TRUE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.668,"lelt","lelled","lelt",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.614,"jank","jinked","jank",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.708,"fram","frimmed","fram",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.455,"snang","sninged","snang",FALSE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.772,"strilt","strilled","strilled",TRUE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.668,"smilt","smilled","smilled",TRUE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.644,"stelt","stelled","stelt",FALSE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.421,"splove","splived","splove",FALSE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.376,"throde","thrided","throde",FALSE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.731,"rurnt","rurned","rurned",TRUE
"s6071","Male",1984,31,"posttest","kept","sensible","increase",0.673,"femt","feemed","feemed",TRUE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.411,"thrang","thringed","thrang",FALSE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.693,"thurnt","thurned","thurnt",FALSE
"s6071","Male",1984,31,"posttest","burnt","sensible","increase",0.748,"drurnt","drurned","drurned",TRUE
"s6071","Male",1984,31,"posttest","drove","sensible","increase",0.366,"vrote","vrited","vrote",FALSE
"s6071","Male",1984,31,"posttest","sang","sensible","increase",0.569,"quank","quinked","quank",FALSE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.673,"glilt","glilled","glilt",FALSE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.614,"slone","slined","slone",FALSE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.52,"squept","squeeped","squept",FALSE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.629,"squent","squeened","squeened",TRUE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.52,"skang","skinged","skang",FALSE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.698,"slurnt","slurned","slurned",TRUE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.421,"snank","sninked","snank",FALSE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.653,"threlt","threlled","threlled",TRUE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.446,"twote","twited","twote",FALSE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.505,"squote","squited","squote",FALSE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.515,"dwam","dwimmed","dwam",FALSE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.609,"glank","glinked","glank",FALSE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.743,"cham","chimmed","chimmed",TRUE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.45,"shang","shinged","shang",FALSE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.356,"swode","swided","swode",FALSE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.683,"thram","thrimmed","thram",FALSE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.579,"chote","chited","chote",FALSE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.54,"zote","zited","zote",FALSE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.55,"brept","breeped","breeped",TRUE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.723,"jemt","jeemed","jeemed",TRUE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.688,"prurnt","prurned","prurned",TRUE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.713,"snemt","sneemed","sneemed",TRUE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.475,"splode","splided","splode",FALSE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.653,"klemt","kleemed","kleemed",TRUE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.49,"trank","trinked","trank",FALSE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.574,"plelt","pleeled","pleeled",TRUE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.495,"thelt","theeled","theeled",TRUE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.554,"klote","klited","klote",FALSE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.658,"nemt","neemed","neemed",TRUE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.718,"jurnt","jurned","jurned",TRUE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.683,"krent","kreened","kreened",TRUE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.629,"pote","pited","pote",FALSE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.401,"spang","spinged","spinged",TRUE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.554,"brurnt","brurned","brurned",TRUE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.465,"prang","pringed","prang",FALSE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.619,"stram","strimmed","stram",FALSE
"s6076","Male",1990,25,"pretest","sang","sensible","decrease",0.647,"nank","ninked","nank",FALSE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.693,"klilt","klilled","klilled",TRUE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.668,"vurnt","vurned","vurnt",FALSE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.416,"thept","theeped","theeped",TRUE
"s6076","Male",1990,25,"pretest","drove","sensible","decrease",0.426,"strote","strited","strote",FALSE
"s6076","Male",1990,25,"pretest","burnt","sensible","decrease",0.639,"blurnt","blurned","blurned",TRUE
"s6076","Male",1990,25,"pretest","kept","sensible","decrease",0.688,"skent","skeened","skeened",TRUE
