"X","participant","pretest.reg","gender","yearOfBirth","phase","weak.past","strong.past","category","sensibility","partnerRegRate","partnerRegCondition","item.reg.mean","response","regular"
8462,"s6298",0.615384615384615,"Male",1977,"posttest","skrined","skrone","drove","silly",0.865,"increase",0.599,"skrined",TRUE
8463,"s6298",0.615384615384615,"Male",1977,"posttest","beeved","bove","drove","silly",0.865,"increase",0.574,"beeved",TRUE
8464,"s6298",0.615384615384615,"Male",1977,"posttest","splinged","splang","sang","silly",0.865,"increase",0.401,"splinged",TRUE
8465,"s6298",0.615384615384615,"Male",1977,"posttest","kleeled","klelt","kept","silly",0.865,"increase",0.554,"kleeled",TRUE
8466,"s6298",0.615384615384615,"Male",1977,"posttest","swited","swote","drove","silly",0.865,"increase",0.46,"swited",TRUE
8467,"s6298",0.615384615384615,"Male",1977,"posttest","murned","murnt","burnt","silly",0.865,"increase",0.723,"murned",TRUE
8468,"s6298",0.615384615384615,"Male",1977,"posttest","snurned","snurnt","burnt","silly",0.865,"increase",0.757,"snurned",TRUE
8469,"s6298",0.615384615384615,"Male",1977,"posttest","dreeped","drept","kept","silly",0.865,"increase",0.441,"dreeped",TRUE
8470,"s6298",0.615384615384615,"Male",1977,"posttest","squined","squone","drove","silly",0.865,"increase",0.678,"squined",TRUE
8471,"s6298",0.615384615384615,"Male",1977,"posttest","quinged","quang","sang","silly",0.865,"increase",0.53,"quinged",TRUE
8472,"s6298",0.615384615384615,"Male",1977,"posttest","slilled","slilt","burnt","silly",0.865,"increase",0.693,"slilled",TRUE
8473,"s6298",0.615384615384615,"Male",1977,"posttest","glined","glone","drove","silly",0.865,"increase",0.619,"glined",TRUE
8474,"s6298",0.615384615384615,"Male",1977,"posttest","drelled","drelt","burnt","silly",0.865,"increase",0.653,"drelled",TRUE
8475,"s6298",0.615384615384615,"Male",1977,"posttest","fided","fode","drove","silly",0.865,"increase",0.485,"fided",TRUE
8476,"s6298",0.615384615384615,"Male",1977,"posttest","snined","snone","drove","silly",0.865,"increase",0.644,"snined",TRUE
8893,"s6488",0.615384615384615,"Male",0,"posttest","slurned","slurnt","burnt","sensible",0.365,"decrease",0.698,"slurned",TRUE
8894,"s6488",0.615384615384615,"Male",0,"posttest","strimmed","stram","sang","sensible",0.365,"decrease",0.619,"stram",FALSE
8895,"s6488",0.615384615384615,"Male",0,"posttest","shinged","shang","sang","sensible",0.365,"decrease",0.45,"shang",FALSE
8896,"s6488",0.615384615384615,"Male",0,"posttest","slined","slone","drove","sensible",0.365,"decrease",0.614,"slone",FALSE
8897,"s6488",0.615384615384615,"Male",0,"posttest","shreeped","shrept","kept","sensible",0.365,"decrease",0.46,"shrept",FALSE
8898,"s6488",0.615384615384615,"Male",0,"posttest","zited","zote","drove","sensible",0.365,"decrease",0.54,"zited",TRUE
8899,"s6488",0.615384615384615,"Male",0,"posttest","chited","chote","drove","sensible",0.365,"decrease",0.579,"chited",TRUE
8900,"s6488",0.615384615384615,"Male",0,"posttest","klited","klote","drove","sensible",0.365,"decrease",0.554,"klote",FALSE
8901,"s6488",0.615384615384615,"Male",0,"posttest","spinged","spang","sang","sensible",0.365,"decrease",0.401,"spang",FALSE
8902,"s6488",0.615384615384615,"Male",0,"posttest","klilled","klilt","burnt","sensible",0.365,"decrease",0.693,"klilt",FALSE
8903,"s6488",0.615384615384615,"Male",0,"posttest","splided","splode","drove","sensible",0.365,"decrease",0.475,"splode",FALSE
8904,"s6488",0.615384615384615,"Male",0,"posttest","strited","strote","drove","sensible",0.365,"decrease",0.426,"strote",FALSE
8905,"s6488",0.615384615384615,"Male",0,"posttest","brived","brove","drove","sensible",0.365,"decrease",0.391,"brived",TRUE
8906,"s6488",0.615384615384615,"Male",0,"posttest","blurned","blurnt","burnt","sensible",0.365,"decrease",0.639,"blurned",TRUE
8907,"s6488",0.615384615384615,"Male",0,"posttest","schmined","schmone","drove","sensible",0.365,"decrease",0.703,"schmone",FALSE
8908,"s6488",0.615384615384615,"Male",0,"posttest","ninked","nank","sang","sensible",0.365,"decrease",0.647,"nank",FALSE
8909,"s6488",0.615384615384615,"Male",0,"posttest","glilled","glilt","burnt","sensible",0.365,"decrease",0.673,"glilt",FALSE
8910,"s6488",0.615384615384615,"Male",0,"posttest","squited","squote","drove","sensible",0.365,"decrease",0.505,"squote",FALSE
8911,"s6488",0.615384615384615,"Male",0,"posttest","thrimmed","thram","sang","sensible",0.365,"decrease",0.683,"thram",FALSE
8912,"s6488",0.615384615384615,"Male",0,"posttest","swided","swode","drove","sensible",0.365,"decrease",0.356,"swode",FALSE
8913,"s6488",0.615384615384615,"Male",0,"posttest","squeeped","squept","kept","sensible",0.365,"decrease",0.52,"squept",FALSE
8914,"s6488",0.615384615384615,"Male",0,"posttest","neemed","nemt","kept","sensible",0.365,"decrease",0.658,"nemt",FALSE
8915,"s6488",0.615384615384615,"Male",0,"posttest","swurned","swurnt","burnt","sensible",0.365,"decrease",0.723,"swurnt",FALSE
8916,"s6488",0.615384615384615,"Male",0,"posttest","theeped","thept","kept","sensible",0.365,"decrease",0.416,"thept",FALSE
8917,"s6488",0.615384615384615,"Male",0,"posttest","dwimmed","dwam","sang","sensible",0.365,"decrease",0.515,"dwam",FALSE
8918,"s6488",0.615384615384615,"Male",0,"posttest","pleeled","plelt","kept","sensible",0.365,"decrease",0.574,"plelt",FALSE
8919,"s6488",0.615384615384615,"Male",0,"posttest","chimmed","cham","sang","sensible",0.365,"decrease",0.743,"cham",FALSE
8920,"s6488",0.615384615384615,"Male",0,"posttest","smimmed","smam","sang","sensible",0.365,"decrease",0.579,"smam",FALSE
8921,"s6488",0.615384615384615,"Male",0,"posttest","gurned","gurnt","burnt","sensible",0.365,"decrease",0.708,"gurnt",FALSE
8922,"s6488",0.615384615384615,"Male",0,"posttest","kreened","krent","kept","sensible",0.365,"decrease",0.683,"krent",FALSE
8923,"s6488",0.615384615384615,"Male",0,"posttest","glinked","glank","sang","sensible",0.365,"decrease",0.609,"glank",FALSE
8924,"s6488",0.615384615384615,"Male",0,"posttest","squided","squode","drove","sensible",0.365,"decrease",0.406,"squided",TRUE
8925,"s6488",0.615384615384615,"Male",0,"posttest","brurned","brurnt","burnt","sensible",0.365,"decrease",0.554,"brurned",TRUE
8926,"s6488",0.615384615384615,"Male",0,"posttest","threlled","threlt","burnt","sensible",0.365,"decrease",0.653,"threlt",FALSE
8927,"s6488",0.615384615384615,"Male",0,"posttest","squeened","squent","kept","sensible",0.365,"decrease",0.629,"squent",FALSE
8928,"s6488",0.615384615384615,"Male",0,"posttest","sninked","snank","sang","sensible",0.365,"decrease",0.421,"snank",FALSE
8929,"s6488",0.615384615384615,"Male",0,"posttest","jurned","jurnt","burnt","sensible",0.365,"decrease",0.718,"jurnt",FALSE
8930,"s6488",0.615384615384615,"Male",0,"posttest","twited","twote","drove","sensible",0.365,"decrease",0.446,"twote",FALSE
8931,"s6488",0.615384615384615,"Male",0,"posttest","sneemed","snemt","kept","sensible",0.365,"decrease",0.713,"snemt",FALSE
8932,"s6488",0.615384615384615,"Male",0,"posttest","skrilled","skrilt","burnt","sensible",0.365,"decrease",0.733,"skrilt",FALSE
8933,"s6488",0.615384615384615,"Male",0,"posttest","skinged","skang","sang","sensible",0.365,"decrease",0.52,"skang",FALSE
8934,"s6488",0.615384615384615,"Male",0,"posttest","trinked","trank","sang","sensible",0.365,"decrease",0.49,"trank",FALSE
8935,"s6488",0.615384615384615,"Male",0,"posttest","vrilled","vrilt","burnt","sensible",0.365,"decrease",0.772,"vrilt",FALSE
8936,"s6488",0.615384615384615,"Male",0,"posttest","kleemed","klemt","kept","sensible",0.365,"decrease",0.653,"klemt",FALSE
8937,"s6488",0.615384615384615,"Male",0,"posttest","skeened","skent","kept","sensible",0.365,"decrease",0.688,"skeened",TRUE
8938,"s6488",0.615384615384615,"Male",0,"posttest","pringed","prang","sang","sensible",0.365,"decrease",0.465,"prang",FALSE
8939,"s6488",0.615384615384615,"Male",0,"posttest","vurned","vurnt","burnt","sensible",0.365,"decrease",0.668,"vurnt",FALSE
8940,"s6488",0.615384615384615,"Male",0,"posttest","pited","pote","drove","sensible",0.365,"decrease",0.629,"pote",FALSE
8941,"s6488",0.615384615384615,"Male",0,"posttest","theeled","thelt","kept","sensible",0.365,"decrease",0.495,"thelt",FALSE
8942,"s6488",0.615384615384615,"Male",0,"posttest","jeemed","jemt","kept","sensible",0.365,"decrease",0.723,"jemt",FALSE
8943,"s6488",0.615384615384615,"Male",0,"posttest","prurned","prurnt","burnt","sensible",0.365,"decrease",0.688,"prurnt",FALSE
8944,"s6488",0.615384615384615,"Male",0,"posttest","breeped","brept","kept","sensible",0.365,"decrease",0.55,"brept",FALSE
8945,"s6489",0.615384615384615,"Male",1993,"posttest","thringed","thrang","sang","sensible",0.365,"decrease",0.411,"thrang",FALSE
8946,"s6489",0.615384615384615,"Male",1993,"posttest","plined","plone","drove","sensible",0.365,"decrease",0.713,"plone",FALSE
8947,"s6489",0.615384615384615,"Male",1993,"posttest","stelled","stelt","burnt","sensible",0.365,"decrease",0.644,"stelt",FALSE
8948,"s6489",0.615384615384615,"Male",1993,"posttest","schmited","schmote","drove","sensible",0.365,"decrease",0.45,"schmited",TRUE
8949,"s6489",0.615384615384615,"Male",1993,"posttest","dreened","drent","kept","sensible",0.365,"decrease",0.634,"dreened",TRUE
8950,"s6489",0.615384615384615,"Male",1993,"posttest","thrided","throde","drove","sensible",0.365,"decrease",0.376,"thrided",TRUE
8951,"s6489",0.615384615384615,"Male",1993,"posttest","gringed","grang","sang","sensible",0.365,"decrease",0.515,"grang",FALSE
8952,"s6489",0.615384615384615,"Male",1993,"posttest","drurned","drurnt","burnt","sensible",0.365,"decrease",0.748,"drurned",TRUE
8953,"s6489",0.615384615384615,"Male",1993,"posttest","zeemed","zemt","kept","sensible",0.365,"decrease",0.663,"zemt",FALSE
8954,"s6489",0.615384615384615,"Male",1993,"posttest","geemed","gemt","kept","sensible",0.365,"decrease",0.693,"gemt",FALSE
8955,"s6489",0.615384615384615,"Male",1993,"posttest","quinked","quank","sang","sensible",0.365,"decrease",0.569,"quank",FALSE
8956,"s6489",0.615384615384615,"Male",1993,"posttest","slived","slove","drove","sensible",0.365,"decrease",0.49,"slove",FALSE
8957,"s6489",0.615384615384615,"Male",1993,"posttest","strilled","strilt","burnt","sensible",0.365,"decrease",0.772,"strilt",FALSE
8958,"s6489",0.615384615384615,"Male",1993,"posttest","thurned","thurnt","burnt","sensible",0.365,"decrease",0.693,"thurned",TRUE
8959,"s6489",0.615384615384615,"Male",1993,"posttest","splived","splove","drove","sensible",0.365,"decrease",0.421,"splove",FALSE
8960,"s6489",0.615384615384615,"Male",1993,"posttest","trelled","trelt","burnt","sensible",0.365,"decrease",0.678,"trelled",TRUE
8961,"s6489",0.615384615384615,"Male",1993,"posttest","zeeped","zept","kept","sensible",0.365,"decrease",0.441,"zept",FALSE
8962,"s6489",0.615384615384615,"Male",1993,"posttest","blided","blode","drove","sensible",0.365,"decrease",0.515,"blode",FALSE
8963,"s6489",0.615384615384615,"Male",1993,"posttest","twimmed","twam","sang","sensible",0.365,"decrease",0.54,"twimmed",TRUE
8964,"s6489",0.615384615384615,"Male",1993,"posttest","quided","quode","drove","sensible",0.365,"decrease",0.47,"quided",TRUE
8965,"s6489",0.615384615384615,"Male",1993,"posttest","dwinked","dwank","sang","sensible",0.365,"decrease",0.431,"dwank",FALSE
8966,"s6489",0.615384615384615,"Male",1993,"posttest","yided","yode","drove","sensible",0.365,"decrease",0.401,"yided",TRUE
8967,"s6489",0.615384615384615,"Male",1993,"posttest","feemed","femt","kept","sensible",0.365,"decrease",0.673,"femt",FALSE
8968,"s6489",0.615384615384615,"Male",1993,"posttest","rurned","rurnt","burnt","sensible",0.365,"decrease",0.731,"rurnt",FALSE
8969,"s6489",0.615384615384615,"Male",1993,"posttest","shringed","shrang","sang","sensible",0.365,"decrease",0.46,"shrang",FALSE
8970,"s6489",0.615384615384615,"Male",1993,"posttest","lelled","lelt","burnt","sensible",0.365,"decrease",0.668,"lelled",TRUE
8971,"s6489",0.615384615384615,"Male",1993,"posttest","geeved","gove","drove","sensible",0.365,"decrease",0.599,"gove",FALSE
8972,"s6489",0.615384615384615,"Male",1993,"posttest","splinked","splank","sang","sensible",0.365,"decrease",0.49,"splank",FALSE
8973,"s6489",0.615384615384615,"Male",1993,"posttest","cheened","chent","kept","sensible",0.365,"decrease",0.743,"cheened",TRUE
8974,"s6489",0.615384615384615,"Male",1993,"posttest","streeled","strelt","kept","sensible",0.365,"decrease",0.51,"streeled",TRUE
8975,"s6489",0.615384615384615,"Male",1993,"posttest","greeled","grelt","kept","sensible",0.365,"decrease",0.562,"grelt",FALSE
8976,"s6489",0.615384615384615,"Male",1993,"posttest","cheeled","chelt","kept","sensible",0.365,"decrease",0.545,"chelt",FALSE
8977,"s6489",0.615384615384615,"Male",1993,"posttest","jinked","jank","sang","sensible",0.365,"decrease",0.614,"jank",FALSE
8978,"s6489",0.615384615384615,"Male",1993,"posttest","splurned","splurnt","burnt","sensible",0.365,"decrease",0.703,"splurned",TRUE
8979,"s6489",0.615384615384615,"Male",1993,"posttest","sneeped","snept","kept","sensible",0.365,"decrease",0.431,"snept",FALSE
8980,"s6489",0.615384615384615,"Male",1993,"posttest","frimmed","fram","sang","sensible",0.365,"decrease",0.708,"fram",FALSE
8981,"s6489",0.615384615384615,"Male",1993,"posttest","yilled","yilt","burnt","sensible",0.365,"decrease",0.718,"yilt",FALSE
8982,"s6489",0.615384615384615,"Male",1993,"posttest","twelled","twelt","burnt","sensible",0.365,"decrease",0.559,"twelt",FALSE
8983,"s6489",0.615384615384615,"Male",1993,"posttest","sweeled","swelt","kept","sensible",0.365,"decrease",0.475,"swelt",FALSE
8984,"s6489",0.615384615384615,"Male",1993,"posttest","vrited","vrote","drove","sensible",0.365,"decrease",0.366,"vrote",FALSE
8985,"s6489",0.615384615384615,"Male",1993,"posttest","trined","trone","drove","sensible",0.365,"decrease",0.614,"trined",TRUE
8986,"s6489",0.615384615384615,"Male",1993,"posttest","strined","strone","drove","sensible",0.365,"decrease",0.559,"strined",TRUE
8987,"s6489",0.615384615384615,"Male",1993,"posttest","sprelled","sprelt","burnt","sensible",0.365,"decrease",0.629,"sprelt",FALSE
8988,"s6489",0.615384615384615,"Male",1993,"posttest","glinged","glang","sang","sensible",0.365,"decrease",0.584,"glang",FALSE
8989,"s6489",0.615384615384615,"Male",1993,"posttest","minged","mang","sang","sensible",0.365,"decrease",0.639,"mang",FALSE
8990,"s6489",0.615384615384615,"Male",1993,"posttest","sninged","snang","sang","sensible",0.365,"decrease",0.455,"snang",FALSE
8991,"s6489",0.615384615384615,"Male",1993,"posttest","jined","jone","drove","sensible",0.365,"decrease",0.658,"jined",TRUE
8992,"s6489",0.615384615384615,"Male",1993,"posttest","smilled","smilt","burnt","sensible",0.365,"decrease",0.668,"smilt",FALSE
8993,"s6489",0.615384615384615,"Male",1993,"posttest","hurned","hurnt","burnt","sensible",0.365,"decrease",0.713,"hurned",TRUE
8994,"s6489",0.615384615384615,"Male",1993,"posttest","schmeemed","schmemt","kept","sensible",0.365,"decrease",0.649,"schmeemed",TRUE
8995,"s6489",0.615384615384615,"Male",1993,"posttest","sneened","snent","kept","sensible",0.365,"decrease",0.698,"sneened",TRUE
8996,"s6489",0.615384615384615,"Male",1993,"posttest","zimmed","zam","sang","sensible",0.365,"decrease",0.733,"zimmed",TRUE
8997,"s6491",0.557692307692308,"Male",1983,"posttest","gimmed","gam","sang","silly",0.558,"no.change",0.728,"gam",FALSE
8998,"s6491",0.557692307692308,"Male",1983,"posttest","sprurned","sprurnt","burnt","silly",0.558,"no.change",0.688,"sprurnt",FALSE
8999,"s6491",0.557692307692308,"Male",1983,"posttest","schmimmed","schmam","sang","silly",0.558,"no.change",0.634,"schmam",FALSE
9000,"s6491",0.557692307692308,"Male",1983,"posttest","prilled","prilt","burnt","silly",0.558,"no.change",0.713,"prilt",FALSE
9001,"s6491",0.557692307692308,"Male",1983,"posttest","swited","swote","drove","silly",0.558,"no.change",0.46,"swote",FALSE
9002,"s6491",0.557692307692308,"Male",1983,"posttest","vinked","vank","sang","silly",0.558,"no.change",0.624,"vank",FALSE
9003,"s6491",0.557692307692308,"Male",1983,"posttest","cheemed","chemt","kept","silly",0.558,"no.change",0.733,"chemt",FALSE
9004,"s6491",0.557692307692308,"Male",1983,"posttest","beeved","bove","drove","silly",0.558,"no.change",0.574,"bove",FALSE
9005,"s6491",0.557692307692308,"Male",1983,"posttest","skelled","skelt","burnt","silly",0.558,"no.change",0.584,"skelt",FALSE
9006,"s6491",0.557692307692308,"Male",1983,"posttest","shreened","shrent","kept","silly",0.558,"no.change",0.693,"shrent",FALSE
9007,"s6491",0.557692307692308,"Male",1983,"posttest","sleeled","slelt","kept","silly",0.558,"no.change",0.55,"slelt",FALSE
9008,"s6491",0.557692307692308,"Male",1983,"posttest","fleeled","flelt","kept","silly",0.558,"no.change",0.525,"flelt",FALSE
9009,"s6491",0.557692307692308,"Male",1983,"posttest","greemed","gremt","kept","silly",0.558,"no.change",0.629,"gremt",FALSE
9010,"s6491",0.557692307692308,"Male",1983,"posttest","grinked","grank","sang","silly",0.558,"no.change",0.47,"grank",FALSE
9011,"s6491",0.557692307692308,"Male",1983,"posttest","fided","fode","drove","silly",0.558,"no.change",0.485,"fode",FALSE
9012,"s6491",0.557692307692308,"Male",1983,"posttest","skurned","skurnt","burnt","silly",0.558,"no.change",0.733,"skurnt",FALSE
9013,"s6491",0.557692307692308,"Male",1983,"posttest","kleeled","klelt","kept","silly",0.558,"no.change",0.554,"klelt",FALSE
9014,"s6491",0.557692307692308,"Male",1983,"posttest","neened","nent","kept","silly",0.558,"no.change",0.663,"nent",FALSE
9015,"s6491",0.557692307692308,"Male",1983,"posttest","quinged","quang","sang","silly",0.558,"no.change",0.53,"quang",FALSE
9016,"s6491",0.557692307692308,"Male",1983,"posttest","glined","glone","drove","silly",0.558,"no.change",0.619,"glone",FALSE
9017,"s6491",0.557692307692308,"Male",1983,"posttest","snurned","snurnt","burnt","silly",0.558,"no.change",0.757,"snurnt",FALSE
9018,"s6491",0.557692307692308,"Male",1983,"posttest","vrinked","vrank","sang","silly",0.558,"no.change",0.515,"vrank",FALSE
9019,"s6491",0.557692307692308,"Male",1983,"posttest","dwided","dwode","drove","silly",0.558,"no.change",0.416,"dwode",FALSE
9020,"s6491",0.557692307692308,"Male",1983,"posttest","twinked","twank","sang","silly",0.558,"no.change",0.594,"twank",FALSE
9021,"s6491",0.557692307692308,"Male",1983,"posttest","streened","strent","kept","silly",0.558,"no.change",0.718,"strent",FALSE
9022,"s6491",0.557692307692308,"Male",1983,"posttest","klided","klode","drove","silly",0.558,"no.change",0.495,"klode",FALSE
9023,"s6491",0.557692307692308,"Male",1983,"posttest","snined","snone","drove","silly",0.558,"no.change",0.644,"snone",FALSE
9024,"s6491",0.557692307692308,"Male",1983,"posttest","slilled","slilt","burnt","silly",0.558,"no.change",0.693,"slilt",FALSE
9025,"s6491",0.557692307692308,"Male",1983,"posttest","squined","squone","drove","silly",0.558,"no.change",0.678,"squone",FALSE
9026,"s6491",0.557692307692308,"Male",1983,"posttest","thided","thode","drove","silly",0.558,"no.change",0.436,"thode",FALSE
9027,"s6491",0.557692307692308,"Male",1983,"posttest","shrided","shrode","drove","silly",0.558,"no.change",0.376,"shrode",FALSE
9028,"s6491",0.557692307692308,"Male",1983,"posttest","skrurned","skrurnt","burnt","silly",0.558,"no.change",0.668,"skrurnt",FALSE
9029,"s6491",0.557692307692308,"Male",1983,"posttest","zelled","zelt","burnt","silly",0.558,"no.change",0.639,"zelt",FALSE
9030,"s6491",0.557692307692308,"Male",1983,"posttest","dwilled","dwilt","burnt","silly",0.558,"no.change",0.673,"dwilt",FALSE
9031,"s6491",0.557692307692308,"Male",1983,"posttest","preemed","premt","kept","silly",0.558,"no.change",0.678,"premt",FALSE
9032,"s6491",0.557692307692308,"Male",1983,"posttest","skrinked","skrank","sang","silly",0.558,"no.change",0.45,"skrank",FALSE
9033,"s6491",0.557692307692308,"Male",1983,"posttest","fimmed","fam","sang","silly",0.558,"no.change",0.772,"fam",FALSE
9034,"s6491",0.557692307692308,"Male",1983,"posttest","splinged","splang","sang","silly",0.558,"no.change",0.401,"splang",FALSE
9035,"s6491",0.557692307692308,"Male",1983,"posttest","sminked","smank","sang","silly",0.558,"no.change",0.579,"smank",FALSE
9036,"s6491",0.557692307692308,"Male",1983,"posttest","dweeped","dwept","kept","silly",0.558,"no.change",0.426,"dwept",FALSE
9037,"s6491",0.557692307692308,"Male",1983,"posttest","dwinged","dwang","sang","silly",0.558,"no.change",0.485,"dwang",FALSE
9038,"s6491",0.557692307692308,"Male",1983,"posttest","dreeped","drept","kept","silly",0.558,"no.change",0.441,"drept",FALSE
9039,"s6491",0.557692307692308,"Male",1983,"posttest","snited","snote","drove","silly",0.558,"no.change",0.53,"snote",FALSE
9040,"s6491",0.557692307692308,"Male",1983,"posttest","spreemed","spremt","kept","silly",0.558,"no.change",0.639,"spremt",FALSE
9041,"s6491",0.557692307692308,"Male",1983,"posttest","skrined","skrone","drove","silly",0.558,"no.change",0.599,"skrone",FALSE
9042,"s6491",0.557692307692308,"Male",1983,"posttest","strinked","strank","sang","silly",0.558,"no.change",0.416,"strank",FALSE
9043,"s6491",0.557692307692308,"Male",1983,"posttest","murned","murnt","burnt","silly",0.558,"no.change",0.723,"murnt",FALSE
9044,"s6491",0.557692307692308,"Male",1983,"posttest","sprided","sprode","drove","silly",0.558,"no.change",0.347,"sprode",FALSE
9045,"s6491",0.557692307692308,"Male",1983,"posttest","surned","surnt","burnt","silly",0.558,"no.change",0.698,"surnt",FALSE
9046,"s6491",0.557692307692308,"Male",1983,"posttest","skeeped","skept","kept","silly",0.558,"no.change",0.485,"skept",FALSE
9047,"s6491",0.557692307692308,"Male",1983,"posttest","drelled","drelt","burnt","silly",0.558,"no.change",0.653,"drelt",FALSE
9048,"s6491",0.557692307692308,"Male",1983,"posttest","trurned","trurnt","burnt","silly",0.558,"no.change",0.718,"trurnt",FALSE
9049,"s6492",0.25,"Male",1983,"posttest","ninked","nank","sang","silly",0.25,"no.change",0.647,"nank",FALSE
9050,"s6492",0.25,"Male",1983,"posttest","glinked","glank","sang","silly",0.25,"no.change",0.609,"glank",FALSE
9051,"s6492",0.25,"Male",1983,"posttest","threlled","threlt","burnt","silly",0.25,"no.change",0.653,"threlt",FALSE
9052,"s6492",0.25,"Male",1983,"posttest","shreeped","shrept","kept","silly",0.25,"no.change",0.46,"shrept",FALSE
9053,"s6492",0.25,"Male",1983,"posttest","neemed","nemt","kept","silly",0.25,"no.change",0.658,"nemt",FALSE
9054,"s6492",0.25,"Male",1983,"posttest","schmined","schmone","drove","silly",0.25,"no.change",0.703,"schmone",FALSE
9055,"s6492",0.25,"Male",1983,"posttest","splided","splode","drove","silly",0.25,"no.change",0.475,"splode",FALSE
9056,"s6492",0.25,"Male",1983,"posttest","pited","pote","drove","silly",0.25,"no.change",0.629,"pote",FALSE
9057,"s6492",0.25,"Male",1983,"posttest","jurned","jurnt","burnt","silly",0.25,"no.change",0.718,"jurnt",FALSE
9058,"s6492",0.25,"Male",1983,"posttest","trinked","trank","sang","silly",0.25,"no.change",0.49,"trank",FALSE
9059,"s6492",0.25,"Male",1983,"posttest","squeeped","squept","kept","silly",0.25,"no.change",0.52,"squept",FALSE
9060,"s6492",0.25,"Male",1983,"posttest","pleeled","plelt","kept","silly",0.25,"no.change",0.574,"plelt",FALSE
9061,"s6492",0.25,"Male",1983,"posttest","slurned","slurnt","burnt","silly",0.25,"no.change",0.698,"slurned",TRUE
9062,"s6492",0.25,"Male",1983,"posttest","strited","strote","drove","silly",0.25,"no.change",0.426,"strote",FALSE
9063,"s6492",0.25,"Male",1983,"posttest","squeened","squent","kept","silly",0.25,"no.change",0.629,"squent",FALSE
9064,"s6492",0.25,"Male",1983,"posttest","vrilled","vrilt","burnt","silly",0.25,"no.change",0.772,"vrilled",TRUE
9065,"s6492",0.25,"Male",1983,"posttest","strimmed","stram","sang","silly",0.25,"no.change",0.619,"stram",FALSE
9066,"s6492",0.25,"Male",1983,"posttest","vurned","vurnt","burnt","silly",0.25,"no.change",0.668,"vurnt",FALSE
9067,"s6492",0.25,"Male",1983,"posttest","slined","slone","drove","silly",0.25,"no.change",0.614,"slone",FALSE
9068,"s6492",0.25,"Male",1983,"posttest","chimmed","cham","sang","silly",0.25,"no.change",0.743,"cham",FALSE
9069,"s6492",0.25,"Male",1983,"posttest","dwimmed","dwam","sang","silly",0.25,"no.change",0.515,"dwimmed",TRUE
9070,"s6492",0.25,"Male",1983,"posttest","kreened","krent","kept","silly",0.25,"no.change",0.683,"krent",FALSE
9071,"s6492",0.25,"Male",1983,"posttest","skrilled","skrilt","burnt","silly",0.25,"no.change",0.733,"skrilt",FALSE
9072,"s6492",0.25,"Male",1983,"posttest","thrimmed","thram","sang","silly",0.25,"no.change",0.683,"thram",FALSE
9073,"s6492",0.25,"Male",1983,"posttest","glilled","glilt","burnt","silly",0.25,"no.change",0.673,"glilt",FALSE
9074,"s6492",0.25,"Male",1983,"posttest","swurned","swurnt","burnt","silly",0.25,"no.change",0.723,"swurnt",FALSE
9075,"s6492",0.25,"Male",1983,"posttest","chited","chote","drove","silly",0.25,"no.change",0.579,"chote",FALSE
9076,"s6492",0.25,"Male",1983,"posttest","skeened","skent","kept","silly",0.25,"no.change",0.688,"skent",FALSE
9077,"s6492",0.25,"Male",1983,"posttest","blurned","blurnt","burnt","silly",0.25,"no.change",0.639,"blurned",TRUE
9078,"s6492",0.25,"Male",1983,"posttest","pringed","prang","sang","silly",0.25,"no.change",0.465,"prang",FALSE
9079,"s6492",0.25,"Male",1983,"posttest","kleemed","klemt","kept","silly",0.25,"no.change",0.653,"klemt",FALSE
9080,"s6492",0.25,"Male",1983,"posttest","gurned","gurnt","burnt","silly",0.25,"no.change",0.708,"gurned",TRUE
9081,"s6492",0.25,"Male",1983,"posttest","squited","squote","drove","silly",0.25,"no.change",0.505,"squote",FALSE
9082,"s6492",0.25,"Male",1983,"posttest","breeped","brept","kept","silly",0.25,"no.change",0.55,"brept",FALSE
9083,"s6492",0.25,"Male",1983,"posttest","spinged","spang","sang","silly",0.25,"no.change",0.401,"spang",FALSE
9084,"s6492",0.25,"Male",1983,"posttest","jeemed","jemt","kept","silly",0.25,"no.change",0.723,"jeemed",TRUE
9085,"s6492",0.25,"Male",1983,"posttest","brurned","brurnt","burnt","silly",0.25,"no.change",0.554,"brurned",TRUE
9086,"s6492",0.25,"Male",1983,"posttest","sneemed","snemt","kept","silly",0.25,"no.change",0.713,"sneemed",TRUE
9087,"s6492",0.25,"Male",1983,"posttest","klited","klote","drove","silly",0.25,"no.change",0.554,"klote",FALSE
9088,"s6492",0.25,"Male",1983,"posttest","theeped","thept","kept","silly",0.25,"no.change",0.416,"thept",FALSE
9089,"s6492",0.25,"Male",1983,"posttest","squided","squode","drove","silly",0.25,"no.change",0.406,"squode",FALSE
9090,"s6492",0.25,"Male",1983,"posttest","prurned","prurnt","burnt","silly",0.25,"no.change",0.688,"prurned",TRUE
9091,"s6492",0.25,"Male",1983,"posttest","theeled","thelt","kept","silly",0.25,"no.change",0.495,"thelt",FALSE
9092,"s6492",0.25,"Male",1983,"posttest","skinged","skang","sang","silly",0.25,"no.change",0.52,"skang",FALSE
9093,"s6492",0.25,"Male",1983,"posttest","smimmed","smam","sang","silly",0.25,"no.change",0.579,"smam",FALSE
9094,"s6492",0.25,"Male",1983,"posttest","brived","brove","drove","silly",0.25,"no.change",0.391,"brove",FALSE
