"X","participant","pretest.reg","gender","yearOfBirth","phase","weak.past","strong.past","category","sensibility","partnerRegRate","partnerRegCondition","item.reg.mean","response","regular"
649,"s6039",0.346153846153846,"Female",1981,"posttest","kleemed","klemt","kept","sensible",0.212,"decrease",0.653,"klemt",FALSE
650,"s6039",0.346153846153846,"Female",1981,"posttest","brurned","brurnt","burnt","sensible",0.212,"decrease",0.554,"brurnt",FALSE
651,"s6039",0.346153846153846,"Female",1981,"posttest","vrilled","vrilt","burnt","sensible",0.212,"decrease",0.772,"vrilt",FALSE
652,"s6039",0.346153846153846,"Female",1981,"posttest","gurned","gurnt","burnt","sensible",0.212,"decrease",0.708,"gurnt",FALSE
653,"s6039",0.346153846153846,"Female",1981,"posttest","jurned","jurnt","burnt","sensible",0.212,"decrease",0.718,"jurnt",FALSE
654,"s6039",0.346153846153846,"Female",1981,"posttest","prurned","prurnt","burnt","sensible",0.212,"decrease",0.688,"prurned",TRUE
655,"s6039",0.346153846153846,"Female",1981,"posttest","klited","klote","drove","sensible",0.212,"decrease",0.554,"klote",FALSE
656,"s6039",0.346153846153846,"Female",1981,"posttest","vurned","vurnt","burnt","sensible",0.212,"decrease",0.668,"vurnt",FALSE
657,"s6039",0.346153846153846,"Female",1981,"posttest","brived","brove","drove","sensible",0.212,"decrease",0.391,"brove",FALSE
658,"s6039",0.346153846153846,"Female",1981,"posttest","pleeled","plelt","kept","sensible",0.212,"decrease",0.574,"plelt",FALSE
659,"s6039",0.346153846153846,"Female",1981,"posttest","skrilled","skrilt","burnt","sensible",0.212,"decrease",0.733,"skrilt",FALSE
660,"s6039",0.346153846153846,"Female",1981,"posttest","trinked","trank","sang","sensible",0.212,"decrease",0.49,"trank",FALSE
661,"s6039",0.346153846153846,"Female",1981,"posttest","skinged","skang","sang","sensible",0.212,"decrease",0.52,"skang",FALSE
662,"s6039",0.346153846153846,"Female",1981,"posttest","sneemed","snemt","kept","sensible",0.212,"decrease",0.713,"snemt",FALSE
663,"s6039",0.346153846153846,"Female",1981,"posttest","theeped","thept","kept","sensible",0.212,"decrease",0.416,"thept",FALSE
664,"s6039",0.346153846153846,"Female",1981,"posttest","swided","swode","drove","sensible",0.212,"decrease",0.356,"swode",FALSE
665,"s6039",0.346153846153846,"Female",1981,"posttest","klilled","klilt","burnt","sensible",0.212,"decrease",0.693,"klilt",FALSE
666,"s6039",0.346153846153846,"Female",1981,"posttest","twited","twote","drove","sensible",0.212,"decrease",0.446,"twote",FALSE
667,"s6039",0.346153846153846,"Female",1981,"posttest","slined","slone","drove","sensible",0.212,"decrease",0.614,"slined",TRUE
668,"s6039",0.346153846153846,"Female",1981,"posttest","sninked","snank","sang","sensible",0.212,"decrease",0.421,"snank",FALSE
669,"s6039",0.346153846153846,"Female",1981,"posttest","theeled","thelt","kept","sensible",0.212,"decrease",0.495,"thelt",FALSE
670,"s6039",0.346153846153846,"Female",1981,"posttest","chited","chote","drove","sensible",0.212,"decrease",0.579,"chote",FALSE
671,"s6039",0.346153846153846,"Female",1981,"posttest","splided","splode","drove","sensible",0.212,"decrease",0.475,"splode",FALSE
672,"s6039",0.346153846153846,"Female",1981,"posttest","squeeped","squept","kept","sensible",0.212,"decrease",0.52,"squept",FALSE
673,"s6039",0.346153846153846,"Female",1981,"posttest","neemed","nemt","kept","sensible",0.212,"decrease",0.658,"nemt",FALSE
674,"s6039",0.346153846153846,"Female",1981,"posttest","threlled","threlt","burnt","sensible",0.212,"decrease",0.653,"threlled",TRUE
675,"s6039",0.346153846153846,"Female",1981,"posttest","pringed","prang","sang","sensible",0.212,"decrease",0.465,"prang",FALSE
676,"s6039",0.346153846153846,"Female",1981,"posttest","thrimmed","thram","sang","sensible",0.212,"decrease",0.683,"thram",FALSE
677,"s6040",0.365384615384615,"Female",1980,"posttest","skrurned","skrurnt","burnt","sensible",0.519,"increase",0.668,"skrurnt",FALSE
678,"s6040",0.365384615384615,"Female",1980,"posttest","dweeped","dwept","kept","sensible",0.519,"increase",0.426,"dweeped",TRUE
679,"s6040",0.365384615384615,"Female",1980,"posttest","fleeled","flelt","kept","sensible",0.519,"increase",0.525,"flelt",FALSE
680,"s6040",0.365384615384615,"Female",1980,"posttest","slilled","slilt","burnt","sensible",0.519,"increase",0.693,"slilled",TRUE
681,"s6040",0.365384615384615,"Female",1980,"posttest","grinked","grank","sang","sensible",0.519,"increase",0.47,"grank",FALSE
682,"s6040",0.365384615384615,"Female",1980,"posttest","zelled","zelt","burnt","sensible",0.519,"increase",0.639,"zelled",TRUE
683,"s6040",0.365384615384615,"Female",1980,"posttest","glined","glone","drove","sensible",0.519,"increase",0.619,"glined",TRUE
684,"s6040",0.365384615384615,"Female",1980,"posttest","klided","klode","drove","sensible",0.519,"increase",0.495,"klode",FALSE
685,"s6040",0.365384615384615,"Female",1980,"posttest","neened","nent","kept","sensible",0.519,"increase",0.663,"neened",TRUE
686,"s6040",0.365384615384615,"Female",1980,"posttest","swited","swote","drove","sensible",0.519,"increase",0.46,"swote",FALSE
687,"s6040",0.365384615384615,"Female",1980,"posttest","murned","murnt","burnt","sensible",0.519,"increase",0.723,"murnt",FALSE
688,"s6040",0.365384615384615,"Female",1980,"posttest","prilled","prilt","burnt","sensible",0.519,"increase",0.713,"prilled",TRUE
689,"s6040",0.365384615384615,"Female",1980,"posttest","spreemed","spremt","kept","sensible",0.519,"increase",0.639,"spremt",FALSE
690,"s6040",0.365384615384615,"Female",1980,"posttest","greemed","gremt","kept","sensible",0.519,"increase",0.629,"gremt",FALSE
691,"s6040",0.365384615384615,"Female",1980,"posttest","drelled","drelt","burnt","sensible",0.519,"increase",0.653,"drelled",TRUE
692,"s6040",0.365384615384615,"Female",1980,"posttest","sprided","sprode","drove","sensible",0.519,"increase",0.347,"sprode",FALSE
693,"s6040",0.365384615384615,"Female",1980,"posttest","beeved","bove","drove","sensible",0.519,"increase",0.574,"bove",FALSE
694,"s6040",0.365384615384615,"Female",1980,"posttest","squined","squone","drove","sensible",0.519,"increase",0.678,"squined",TRUE
695,"s6040",0.365384615384615,"Female",1980,"posttest","sleeled","slelt","kept","sensible",0.519,"increase",0.55,"slelt",FALSE
696,"s6040",0.365384615384615,"Female",1980,"posttest","skurned","skurnt","burnt","sensible",0.519,"increase",0.733,"skurnt",FALSE
697,"s6040",0.365384615384615,"Female",1980,"posttest","twinked","twank","sang","sensible",0.519,"increase",0.594,"twank",FALSE
698,"s6040",0.365384615384615,"Female",1980,"posttest","preemed","premt","kept","sensible",0.519,"increase",0.678,"preemed",TRUE
699,"s6040",0.365384615384615,"Female",1980,"posttest","fided","fode","drove","sensible",0.519,"increase",0.485,"fided",TRUE
700,"s6040",0.365384615384615,"Female",1980,"posttest","skrined","skrone","drove","sensible",0.519,"increase",0.599,"skrone",FALSE
701,"s6040",0.365384615384615,"Female",1980,"posttest","kleeled","klelt","kept","sensible",0.519,"increase",0.554,"kleeled",TRUE
702,"s6040",0.365384615384615,"Female",1980,"posttest","dwided","dwode","drove","sensible",0.519,"increase",0.416,"dwode",FALSE
703,"s6040",0.365384615384615,"Female",1980,"posttest","snined","snone","drove","sensible",0.519,"increase",0.644,"snone",FALSE
704,"s6040",0.365384615384615,"Female",1980,"posttest","vrinked","vrank","sang","sensible",0.519,"increase",0.515,"vrank",FALSE
705,"s6040",0.365384615384615,"Female",1980,"posttest","shrided","shrode","drove","sensible",0.519,"increase",0.376,"shrode",FALSE
706,"s6040",0.365384615384615,"Female",1980,"posttest","cheemed","chemt","kept","sensible",0.519,"increase",0.733,"cheemed",TRUE
707,"s6040",0.365384615384615,"Female",1980,"posttest","sminked","smank","sang","sensible",0.519,"increase",0.579,"smank",FALSE
708,"s6040",0.365384615384615,"Female",1980,"posttest","strinked","strank","sang","sensible",0.519,"increase",0.416,"strank",FALSE
709,"s6040",0.365384615384615,"Female",1980,"posttest","skeeped","skept","kept","sensible",0.519,"increase",0.485,"skept",FALSE
710,"s6040",0.365384615384615,"Female",1980,"posttest","quinged","quang","sang","sensible",0.519,"increase",0.53,"quinged",TRUE
711,"s6040",0.365384615384615,"Female",1980,"posttest","dreeped","drept","kept","sensible",0.519,"increase",0.441,"drept",FALSE
712,"s6040",0.365384615384615,"Female",1980,"posttest","vinked","vank","sang","sensible",0.519,"increase",0.624,"vinked",TRUE
713,"s6040",0.365384615384615,"Female",1980,"posttest","sprurned","sprurnt","burnt","sensible",0.519,"increase",0.688,"sprurnt",FALSE
714,"s6040",0.365384615384615,"Female",1980,"posttest","snurned","snurnt","burnt","sensible",0.519,"increase",0.757,"snurned",TRUE
715,"s6040",0.365384615384615,"Female",1980,"posttest","shreened","shrent","kept","sensible",0.519,"increase",0.693,"shreened",TRUE
716,"s6040",0.365384615384615,"Female",1980,"posttest","snited","snote","drove","sensible",0.519,"increase",0.53,"snote",FALSE
717,"s6040",0.365384615384615,"Female",1980,"posttest","surned","surnt","burnt","sensible",0.519,"increase",0.698,"surnt",FALSE
718,"s6040",0.365384615384615,"Female",1980,"posttest","splinged","splang","sang","sensible",0.519,"increase",0.401,"splang",FALSE
719,"s6040",0.365384615384615,"Female",1980,"posttest","dwilled","dwilt","burnt","sensible",0.519,"increase",0.673,"dwilled",TRUE
720,"s6040",0.365384615384615,"Female",1980,"posttest","fimmed","fam","sang","sensible",0.519,"increase",0.772,"fam",FALSE
721,"s6040",0.365384615384615,"Female",1980,"posttest","dwinged","dwang","sang","sensible",0.519,"increase",0.485,"dwang",FALSE
722,"s6040",0.365384615384615,"Female",1980,"posttest","skelled","skelt","burnt","sensible",0.519,"increase",0.584,"skelled",TRUE
723,"s6040",0.365384615384615,"Female",1980,"posttest","skrinked","skrank","sang","sensible",0.519,"increase",0.45,"skrank",FALSE
724,"s6040",0.365384615384615,"Female",1980,"posttest","schmimmed","schmam","sang","sensible",0.519,"increase",0.634,"schmam",FALSE
725,"s6040",0.365384615384615,"Female",1980,"posttest","streened","strent","kept","sensible",0.519,"increase",0.718,"streened",TRUE
726,"s6040",0.365384615384615,"Female",1980,"posttest","gimmed","gam","sang","sensible",0.519,"increase",0.728,"gam",FALSE
727,"s6040",0.365384615384615,"Female",1980,"posttest","trurned","trurnt","burnt","sensible",0.519,"increase",0.718,"trurnt",FALSE
728,"s6040",0.365384615384615,"Female",1980,"posttest","thided","thode","drove","sensible",0.519,"increase",0.436,"thode",FALSE
729,"s6046",0.365384615384615,"Male",1987,"posttest","greeled","grelt","kept","sensible",0.365,"no.change",0.562,"grelt",FALSE
730,"s6046",0.365384615384615,"Male",1987,"posttest","plined","plone","drove","sensible",0.365,"no.change",0.713,"plone",FALSE
731,"s6046",0.365384615384615,"Male",1987,"posttest","streeled","strelt","kept","sensible",0.365,"no.change",0.51,"strelt",FALSE
732,"s6046",0.365384615384615,"Male",1987,"posttest","strilled","strilt","burnt","sensible",0.365,"no.change",0.772,"strilt",FALSE
733,"s6046",0.365384615384615,"Male",1987,"posttest","drurned","drurnt","burnt","sensible",0.365,"no.change",0.748,"drurned",TRUE
734,"s6046",0.365384615384615,"Male",1987,"posttest","jined","jone","drove","sensible",0.365,"no.change",0.658,"jone",FALSE
735,"s6046",0.365384615384615,"Male",1987,"posttest","geeved","gove","drove","sensible",0.365,"no.change",0.599,"gove",FALSE
736,"s6046",0.365384615384615,"Male",1987,"posttest","zeemed","zemt","kept","sensible",0.365,"no.change",0.663,"zemt",FALSE
737,"s6046",0.365384615384615,"Male",1987,"posttest","lelled","lelt","burnt","sensible",0.365,"no.change",0.668,"lelt",FALSE
738,"s6046",0.365384615384615,"Male",1987,"posttest","sneened","snent","kept","sensible",0.365,"no.change",0.698,"snent",FALSE
739,"s6046",0.365384615384615,"Male",1987,"posttest","splurned","splurnt","burnt","sensible",0.365,"no.change",0.703,"splurned",TRUE
740,"s6046",0.365384615384615,"Male",1987,"posttest","sweeled","swelt","kept","sensible",0.365,"no.change",0.475,"sweeled",TRUE
741,"s6046",0.365384615384615,"Male",1987,"posttest","smilled","smilt","burnt","sensible",0.365,"no.change",0.668,"smilt",FALSE
742,"s6046",0.365384615384615,"Male",1987,"posttest","sninged","snang","sang","sensible",0.365,"no.change",0.455,"snang",FALSE
743,"s6046",0.365384615384615,"Male",1987,"posttest","zimmed","zam","sang","sensible",0.365,"no.change",0.733,"zam",FALSE
744,"s6046",0.365384615384615,"Male",1987,"posttest","frimmed","fram","sang","sensible",0.365,"no.change",0.708,"frimmed",TRUE
745,"s6046",0.365384615384615,"Male",1987,"posttest","rurned","rurnt","burnt","sensible",0.365,"no.change",0.731,"rurned",TRUE
746,"s6046",0.365384615384615,"Male",1987,"posttest","slived","slove","drove","sensible",0.365,"no.change",0.49,"slove",FALSE
747,"s6046",0.365384615384615,"Male",1987,"posttest","dreened","drent","kept","sensible",0.365,"no.change",0.634,"drent",FALSE
748,"s6046",0.365384615384615,"Male",1987,"posttest","shringed","shrang","sang","sensible",0.365,"no.change",0.46,"shringed",TRUE
749,"s6046",0.365384615384615,"Male",1987,"posttest","schmited","schmote","drove","sensible",0.365,"no.change",0.45,"schmote",FALSE
750,"s6046",0.365384615384615,"Male",1987,"posttest","strined","strone","drove","sensible",0.365,"no.change",0.559,"strone",FALSE
751,"s6046",0.365384615384615,"Male",1987,"posttest","dwinked","dwank","sang","sensible",0.365,"no.change",0.431,"dwank",FALSE
752,"s6046",0.365384615384615,"Male",1987,"posttest","vrited","vrote","drove","sensible",0.365,"no.change",0.366,"vrote",FALSE
753,"s6046",0.365384615384615,"Male",1987,"posttest","yilled","yilt","burnt","sensible",0.365,"no.change",0.718,"yilled",TRUE
754,"s6046",0.365384615384615,"Male",1987,"posttest","thringed","thrang","sang","sensible",0.365,"no.change",0.411,"thrang",FALSE
755,"s6046",0.365384615384615,"Male",1987,"posttest","twimmed","twam","sang","sensible",0.365,"no.change",0.54,"twam",FALSE
756,"s6046",0.365384615384615,"Male",1987,"posttest","cheened","chent","kept","sensible",0.365,"no.change",0.743,"chent",FALSE
757,"s6046",0.365384615384615,"Male",1987,"posttest","twelled","twelt","burnt","sensible",0.365,"no.change",0.559,"twelt",FALSE
758,"s6046",0.365384615384615,"Male",1987,"posttest","sneeped","snept","kept","sensible",0.365,"no.change",0.431,"snept",FALSE
759,"s6046",0.365384615384615,"Male",1987,"posttest","schmeemed","schmemt","kept","sensible",0.365,"no.change",0.649,"schmeemed",TRUE
760,"s6046",0.365384615384615,"Male",1987,"posttest","cheeled","chelt","kept","sensible",0.365,"no.change",0.545,"chelt",FALSE
761,"s6046",0.365384615384615,"Male",1987,"posttest","geemed","gemt","kept","sensible",0.365,"no.change",0.693,"gemt",FALSE
762,"s6046",0.365384615384615,"Male",1987,"posttest","jinked","jank","sang","sensible",0.365,"no.change",0.614,"jank",FALSE
763,"s6046",0.365384615384615,"Male",1987,"posttest","feemed","femt","kept","sensible",0.365,"no.change",0.673,"feemed",TRUE
764,"s6046",0.365384615384615,"Male",1987,"posttest","sprelled","sprelt","burnt","sensible",0.365,"no.change",0.629,"sprelt",FALSE
765,"s6046",0.365384615384615,"Male",1987,"posttest","splived","splove","drove","sensible",0.365,"no.change",0.421,"splove",FALSE
766,"s6046",0.365384615384615,"Male",1987,"posttest","zeeped","zept","kept","sensible",0.365,"no.change",0.441,"zeeped",TRUE
767,"s6046",0.365384615384615,"Male",1987,"posttest","glinged","glang","sang","sensible",0.365,"no.change",0.584,"glang",FALSE
768,"s6046",0.365384615384615,"Male",1987,"posttest","quided","quode","drove","sensible",0.365,"no.change",0.47,"quode",FALSE
769,"s6046",0.365384615384615,"Male",1987,"posttest","gringed","grang","sang","sensible",0.365,"no.change",0.515,"grang",FALSE
770,"s6046",0.365384615384615,"Male",1987,"posttest","thrided","throde","drove","sensible",0.365,"no.change",0.376,"throde",FALSE
771,"s6046",0.365384615384615,"Male",1987,"posttest","thurned","thurnt","burnt","sensible",0.365,"no.change",0.693,"thurned",TRUE
772,"s6046",0.365384615384615,"Male",1987,"posttest","hurned","hurnt","burnt","sensible",0.365,"no.change",0.713,"hurnt",FALSE
773,"s6046",0.365384615384615,"Male",1987,"posttest","splinked","splank","sang","sensible",0.365,"no.change",0.49,"splinked",TRUE
774,"s6046",0.365384615384615,"Male",1987,"posttest","minged","mang","sang","sensible",0.365,"no.change",0.639,"mang",FALSE
775,"s6046",0.365384615384615,"Male",1987,"posttest","quinked","quank","sang","sensible",0.365,"no.change",0.569,"quank",FALSE
776,"s6046",0.365384615384615,"Male",1987,"posttest","yided","yode","drove","sensible",0.365,"no.change",0.401,"yode",FALSE
777,"s6046",0.365384615384615,"Male",1987,"posttest","trelled","trelt","burnt","sensible",0.365,"no.change",0.678,"trelt",FALSE
778,"s6046",0.365384615384615,"Male",1987,"posttest","stelled","stelt","burnt","sensible",0.365,"no.change",0.644,"stelt",FALSE
779,"s6046",0.365384615384615,"Male",1987,"posttest","trined","trone","drove","sensible",0.365,"no.change",0.614,"trone",FALSE
780,"s6046",0.365384615384615,"Male",1987,"posttest","blided","blode","drove","sensible",0.365,"no.change",0.515,"blode",FALSE
781,"s6051",0.596153846153846,"Female",1977,"posttest","murned","murnt","burnt","sensible",0.827,"increase",0.723,"murned",TRUE
782,"s6051",0.596153846153846,"Female",1977,"posttest","zelled","zelt","burnt","sensible",0.827,"increase",0.639,"zelt",FALSE
783,"s6051",0.596153846153846,"Female",1977,"posttest","fimmed","fam","sang","sensible",0.827,"increase",0.772,"fimmed",TRUE
784,"s6051",0.596153846153846,"Female",1977,"posttest","snined","snone","drove","sensible",0.827,"increase",0.644,"snone",FALSE
785,"s6051",0.596153846153846,"Female",1977,"posttest","thided","thode","drove","sensible",0.827,"increase",0.436,"thided",TRUE
786,"s6051",0.596153846153846,"Female",1977,"posttest","surned","surnt","burnt","sensible",0.827,"increase",0.698,"surned",TRUE
787,"s6051",0.596153846153846,"Female",1977,"posttest","quinged","quang","sang","sensible",0.827,"increase",0.53,"quinged",TRUE
788,"s6051",0.596153846153846,"Female",1977,"posttest","squined","squone","drove","sensible",0.827,"increase",0.678,"squone",FALSE
789,"s6051",0.596153846153846,"Female",1977,"posttest","strinked","strank","sang","sensible",0.827,"increase",0.416,"strinked",TRUE
790,"s6051",0.596153846153846,"Female",1977,"posttest","swited","swote","drove","sensible",0.827,"increase",0.46,"swote",FALSE
791,"s6051",0.596153846153846,"Female",1977,"posttest","skeeped","skept","kept","sensible",0.827,"increase",0.485,"skept",FALSE
792,"s6051",0.596153846153846,"Female",1977,"posttest","snurned","snurnt","burnt","sensible",0.827,"increase",0.757,"snurned",TRUE
793,"s6051",0.596153846153846,"Female",1977,"posttest","klided","klode","drove","sensible",0.827,"increase",0.495,"klided",TRUE
794,"s6051",0.596153846153846,"Female",1977,"posttest","splinged","splang","sang","sensible",0.827,"increase",0.401,"splinged",TRUE
795,"s6051",0.596153846153846,"Female",1977,"posttest","skurned","skurnt","burnt","sensible",0.827,"increase",0.733,"skurned",TRUE
796,"s6051",0.596153846153846,"Female",1977,"posttest","fleeled","flelt","kept","sensible",0.827,"increase",0.525,"fleeled",TRUE
797,"s6051",0.596153846153846,"Female",1977,"posttest","fided","fode","drove","sensible",0.827,"increase",0.485,"fided",TRUE
798,"s6051",0.596153846153846,"Female",1977,"posttest","dwilled","dwilt","burnt","sensible",0.827,"increase",0.673,"dwilt",FALSE
799,"s6051",0.596153846153846,"Female",1977,"posttest","twinked","twank","sang","sensible",0.827,"increase",0.594,"twank",FALSE
800,"s6051",0.596153846153846,"Female",1977,"posttest","gimmed","gam","sang","sensible",0.827,"increase",0.728,"gimmed",TRUE
801,"s6051",0.596153846153846,"Female",1977,"posttest","neened","nent","kept","sensible",0.827,"increase",0.663,"neened",TRUE
802,"s6051",0.596153846153846,"Female",1977,"posttest","cheemed","chemt","kept","sensible",0.827,"increase",0.733,"cheemed",TRUE
803,"s6051",0.596153846153846,"Female",1977,"posttest","sleeled","slelt","kept","sensible",0.827,"increase",0.55,"slelt",FALSE
804,"s6051",0.596153846153846,"Female",1977,"posttest","dweeped","dwept","kept","sensible",0.827,"increase",0.426,"dweeped",TRUE
805,"s6051",0.596153846153846,"Female",1977,"posttest","shrided","shrode","drove","sensible",0.827,"increase",0.376,"shrode",FALSE
806,"s6051",0.596153846153846,"Female",1977,"posttest","dwinged","dwang","sang","sensible",0.827,"increase",0.485,"dwinged",TRUE
807,"s6051",0.596153846153846,"Female",1977,"posttest","vinked","vank","sang","sensible",0.827,"increase",0.624,"vank",FALSE
808,"s6051",0.596153846153846,"Female",1977,"posttest","greemed","gremt","kept","sensible",0.827,"increase",0.629,"greemed",TRUE
809,"s6051",0.596153846153846,"Female",1977,"posttest","dreeped","drept","kept","sensible",0.827,"increase",0.441,"dreeped",TRUE
810,"s6051",0.596153846153846,"Female",1977,"posttest","kleeled","klelt","kept","sensible",0.827,"increase",0.554,"kleeled",TRUE
811,"s6051",0.596153846153846,"Female",1977,"posttest","snited","snote","drove","sensible",0.827,"increase",0.53,"snited",TRUE
812,"s6051",0.596153846153846,"Female",1977,"posttest","schmimmed","schmam","sang","sensible",0.827,"increase",0.634,"schmam",FALSE
813,"s6051",0.596153846153846,"Female",1977,"posttest","dwided","dwode","drove","sensible",0.827,"increase",0.416,"dwode",FALSE
814,"s6051",0.596153846153846,"Female",1977,"posttest","sprurned","sprurnt","burnt","sensible",0.827,"increase",0.688,"sprurnt",FALSE
815,"s6051",0.596153846153846,"Female",1977,"posttest","shreened","shrent","kept","sensible",0.827,"increase",0.693,"shreened",TRUE
816,"s6051",0.596153846153846,"Female",1977,"posttest","trurned","trurnt","burnt","sensible",0.827,"increase",0.718,"trurnt",FALSE
817,"s6051",0.596153846153846,"Female",1977,"posttest","beeved","bove","drove","sensible",0.827,"increase",0.574,"beeved",TRUE
818,"s6051",0.596153846153846,"Female",1977,"posttest","skrinked","skrank","sang","sensible",0.827,"increase",0.45,"skrinked",TRUE
819,"s6051",0.596153846153846,"Female",1977,"posttest","sminked","smank","sang","sensible",0.827,"increase",0.579,"sminked",TRUE
820,"s6051",0.596153846153846,"Female",1977,"posttest","grinked","grank","sang","sensible",0.827,"increase",0.47,"grinked",TRUE
821,"s6051",0.596153846153846,"Female",1977,"posttest","spreemed","spremt","kept","sensible",0.827,"increase",0.639,"spreemed",TRUE
822,"s6051",0.596153846153846,"Female",1977,"posttest","slilled","slilt","burnt","sensible",0.827,"increase",0.693,"slilt",FALSE
823,"s6051",0.596153846153846,"Female",1977,"posttest","skrined","skrone","drove","sensible",0.827,"increase",0.599,"skrone",FALSE
824,"s6051",0.596153846153846,"Female",1977,"posttest","streened","strent","kept","sensible",0.827,"increase",0.718,"streened",TRUE
825,"s6051",0.596153846153846,"Female",1977,"posttest","skrurned","skrurnt","burnt","sensible",0.827,"increase",0.668,"skrurned",TRUE
826,"s6051",0.596153846153846,"Female",1977,"posttest","prilled","prilt","burnt","sensible",0.827,"increase",0.713,"prilled",TRUE
827,"s6051",0.596153846153846,"Female",1977,"posttest","skelled","skelt","burnt","sensible",0.827,"increase",0.584,"skelled",TRUE
828,"s6051",0.596153846153846,"Female",1977,"posttest","drelled","drelt","burnt","sensible",0.827,"increase",0.653,"drelt",FALSE
829,"s6051",0.596153846153846,"Female",1977,"posttest","glined","glone","drove","sensible",0.827,"increase",0.619,"glined",TRUE
830,"s6051",0.596153846153846,"Female",1977,"posttest","vrinked","vrank","sang","sensible",0.827,"increase",0.515,"vrinked",TRUE
831,"s6051",0.596153846153846,"Female",1977,"posttest","sprided","sprode","drove","sensible",0.827,"increase",0.347,"sprided",TRUE
832,"s6051",0.596153846153846,"Female",1977,"posttest","preemed","premt","kept","sensible",0.827,"increase",0.678,"preemed",TRUE
833,"s6053",0.423076923076923,"Male",1994,"posttest","drurned","drurnt","burnt","sensible",0.596,"increase",0.748,"drurned",TRUE
834,"s6053",0.423076923076923,"Male",1994,"posttest","schmeemed","schmemt","kept","sensible",0.596,"increase",0.649,"schmeemed",TRUE
835,"s6053",0.423076923076923,"Male",1994,"posttest","blided","blode","drove","sensible",0.596,"increase",0.515,"blided",TRUE
836,"s6053",0.423076923076923,"Male",1994,"posttest","glinged","glang","sang","sensible",0.596,"increase",0.584,"glang",FALSE
837,"s6053",0.423076923076923,"Male",1994,"posttest","minged","mang","sang","sensible",0.596,"increase",0.639,"mang",FALSE
838,"s6053",0.423076923076923,"Male",1994,"posttest","lelled","lelt","burnt","sensible",0.596,"increase",0.668,"lelled",TRUE
839,"s6053",0.423076923076923,"Male",1994,"posttest","trelled","trelt","burnt","sensible",0.596,"increase",0.678,"trelled",TRUE
840,"s6053",0.423076923076923,"Male",1994,"posttest","trined","trone","drove","sensible",0.596,"increase",0.614,"trined",TRUE
841,"s6053",0.423076923076923,"Male",1994,"posttest","dreened","drent","kept","sensible",0.596,"increase",0.634,"dreened",TRUE
842,"s6053",0.423076923076923,"Male",1994,"posttest","frimmed","fram","sang","sensible",0.596,"increase",0.708,"frimmed",TRUE
843,"s6053",0.423076923076923,"Male",1994,"posttest","hurned","hurnt","burnt","sensible",0.596,"increase",0.713,"hurned",TRUE
844,"s6053",0.423076923076923,"Male",1994,"posttest","plined","plone","drove","sensible",0.596,"increase",0.713,"plined",TRUE
845,"s6053",0.423076923076923,"Male",1994,"posttest","quinked","quank","sang","sensible",0.596,"increase",0.569,"quinked",TRUE
846,"s6053",0.423076923076923,"Male",1994,"posttest","splinked","splank","sang","sensible",0.596,"increase",0.49,"splinked",TRUE
847,"s6053",0.423076923076923,"Male",1994,"posttest","sneened","snent","kept","sensible",0.596,"increase",0.698,"snent",FALSE
848,"s6053",0.423076923076923,"Male",1994,"posttest","sninged","snang","sang","sensible",0.596,"increase",0.455,"sninged",TRUE
849,"s6053",0.423076923076923,"Male",1994,"posttest","jinked","jank","sang","sensible",0.596,"increase",0.614,"jank",FALSE
850,"s6053",0.423076923076923,"Male",1994,"posttest","geemed","gemt","kept","sensible",0.596,"increase",0.693,"geemed",TRUE
851,"s6053",0.423076923076923,"Male",1994,"posttest","sprelled","sprelt","burnt","sensible",0.596,"increase",0.629,"sprelled",TRUE
852,"s6053",0.423076923076923,"Male",1994,"posttest","splurned","splurnt","burnt","sensible",0.596,"increase",0.703,"splurned",TRUE
853,"s6053",0.423076923076923,"Male",1994,"posttest","sweeled","swelt","kept","sensible",0.596,"increase",0.475,"swelt",FALSE
854,"s6053",0.423076923076923,"Male",1994,"posttest","thrided","throde","drove","sensible",0.596,"increase",0.376,"throde",FALSE
855,"s6053",0.423076923076923,"Male",1994,"posttest","strined","strone","drove","sensible",0.596,"increase",0.559,"strined",TRUE
856,"s6053",0.423076923076923,"Male",1994,"posttest","stelled","stelt","burnt","sensible",0.596,"increase",0.644,"stelled",TRUE
857,"s6053",0.423076923076923,"Male",1994,"posttest","slived","slove","drove","sensible",0.596,"increase",0.49,"slived",TRUE
858,"s6053",0.423076923076923,"Male",1994,"posttest","twelled","twelt","burnt","sensible",0.596,"increase",0.559,"twelled",TRUE
859,"s6053",0.423076923076923,"Male",1994,"posttest","cheened","chent","kept","sensible",0.596,"increase",0.743,"cheened",TRUE
860,"s6053",0.423076923076923,"Male",1994,"posttest","geeved","gove","drove","sensible",0.596,"increase",0.599,"gove",FALSE
861,"s6053",0.423076923076923,"Male",1994,"posttest","gringed","grang","sang","sensible",0.596,"increase",0.515,"grang",FALSE
862,"s6053",0.423076923076923,"Male",1994,"posttest","cheeled","chelt","kept","sensible",0.596,"increase",0.545,"cheeled",TRUE
863,"s6053",0.423076923076923,"Male",1994,"posttest","smilled","smilt","burnt","sensible",0.596,"increase",0.668,"smilt",FALSE
864,"s6053",0.423076923076923,"Male",1994,"posttest","shringed","shrang","sang","sensible",0.596,"increase",0.46,"shrang",FALSE
