"subject","condition","correct","correctAnswer","experiment","subj.gender","interlocutor","inTraining","phase","promptImage","promptName","selection","targetImage","targetWord1","targetWord2","subj.yob","subject.age","trialNumber"
"s1452","linguistic",TRUE,"fanpak","exp1","Female","male_side",TRUE,"training","bokchoy_large","fan","fanpak","bokchoy_dimin","fanpek","fanpak",1991,23,5
"s1452","linguistic",TRUE,"ranpak","exp1","Female","male",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1991,23,6
"s1452","linguistic",TRUE,"wenpek","exp1","Female","male",TRUE,"training","fox_large_male","wen","wenpek","fox_dimin","wenpek","wenpak",1991,23,7
"s1452","linguistic",FALSE,"wenpek","exp1","Female","female_side",TRUE,"training","bokchoy_large","wen","wenpak","bokchoy_dimin","wenpek","wenpak",1991,23,8
"s1452","linguistic",FALSE,"wenpek","exp1","Female","male",TRUE,"training","fox_large_male","wen","wenpak","fox_dimin","wenpek","wenpak",1991,23,9
"s1452","linguistic",FALSE,"ranpak","exp1","Female","male",TRUE,"training","candleholder_large","ran","ranpek","candleholder_dimin","ranpek","ranpak",1991,23,10
"s1452","linguistic",TRUE,"fanpak","exp1","Female","male_side",TRUE,"training","bokchoy_large","fan","fanpak","bokchoy_dimin","fanpek","fanpak",1991,23,11
"s1452","linguistic",TRUE,"ranpak","exp1","Female","male",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1991,23,12
"s1452","linguistic",TRUE,"wenpek","exp1","Female","male",TRUE,"training","fox_large_male","wen","wenpek","fox_dimin","wenpek","wenpak",1991,23,13
"s1452","linguistic",TRUE,"wenpek","exp1","Female","female_side",TRUE,"training","bokchoy_large","wen","wenpek","bokchoy_dimin","wenpek","wenpak",1991,23,14
"s1452","linguistic",TRUE,"rakpak","exp1","Female","male",TRUE,"training","chair_large","rak","rakpak","chair_dimin","rakpek","rakpak",1991,23,15
"s1452","linguistic",TRUE,"rakpak","exp1","Female","female_side",TRUE,"training","chair_large","rak","rakpak","chair_dimin","rakpek","rakpak",1991,23,16
"s1452","linguistic",FALSE,"ralpak","exp1","Female","male_side",TRUE,"training","bear_large_male","ral","ralpek","bear_dimin","ralpek","ralpak",1991,23,17
"s1452","linguistic",FALSE,"rakpak","exp1","Female","female_side",TRUE,"training","chair_large","rak","rakpek","chair_dimin","rakpek","rakpak",1991,23,18
"s1452","linguistic",TRUE,"rakpak","exp1","Female","male",TRUE,"training","chair_large","rak","rakpak","chair_dimin","rakpek","rakpak",1991,23,19
"s1452","linguistic",FALSE,"rakpak","exp1","Female","female_side",TRUE,"training","chair_large","rak","rakpek","chair_dimin","rakpek","rakpak",1991,23,20
"s1452","linguistic",TRUE,"rakpak","exp1","Female","male",TRUE,"training","chair_large","rak","rakpak","chair_dimin","rakpek","rakpak",1991,23,21
"s1452","linguistic",FALSE,"rakpak","exp1","Female","female_side",TRUE,"training","chair_large","rak","rakpek","chair_dimin","rakpek","rakpak",1991,23,22
"s1452","linguistic",TRUE,"rakpak","exp1","Female","male",TRUE,"training","chair_large","rak","rakpak","chair_dimin","rakpek","rakpak",1991,23,23
"s1452","linguistic",TRUE,"rakpak","exp1","Female","female_side",TRUE,"training","chair_large","rak","rakpak","chair_dimin","rakpek","rakpak",1991,23,24
"s1452","linguistic",TRUE,"ralpak","exp1","Female","male_side",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1991,23,25
"s1452","linguistic",TRUE,"ralpak","exp1","Female","female_side",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1991,23,26
"s1452","linguistic",FALSE,"fanpak","exp1","Female","female_side",TRUE,"training","bokchoy_large","fan","fanpek","bokchoy_dimin","fanpek","fanpak",1991,23,27
"s1452","linguistic",TRUE,"ralpak","exp1","Female","female_side",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1991,23,28
"s1452","linguistic",TRUE,"fanpak","exp1","Female","female_side",TRUE,"training","bokchoy_large","fan","fanpak","bokchoy_dimin","fanpek","fanpak",1991,23,29
"s1452","linguistic",FALSE,"ranpak","exp1","Female","male_side",TRUE,"training","candleholder_large","ran","ranpek","candleholder_dimin","ranpek","ranpak",1991,23,30
"s1452","linguistic",TRUE,"fanpak","exp1","Female","female_side",TRUE,"training","bokchoy_large","fan","fanpak","bokchoy_dimin","fanpek","fanpak",1991,23,31
"s1452","linguistic",TRUE,"ranpak","exp1","Female","male_side",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1991,23,32
"s1452","linguistic",TRUE,"ranpak","exp1","Female","female",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1991,23,33
"s1452","linguistic",TRUE,"wenpek","exp1","Female","female_side",TRUE,"training","fox_large_male","wen","wenpek","fox_dimin","wenpek","wenpak",1991,23,34
"s1452","linguistic",TRUE,"wenpek","exp1","Female","female",TRUE,"training","fox_large_male","wen","wenpek","fox_dimin","wenpek","wenpak",1991,23,35
"s1452","linguistic",TRUE,"wenpek","exp1","Female","male",TRUE,"training","bokchoy_large","wen","wenpek","bokchoy_dimin","wenpek","wenpak",1991,23,36
"s1452","linguistic",TRUE,"ranpak","exp1","Female","female_side",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1991,23,37
"s1452","linguistic",TRUE,"rakpak","exp1","Female","female",TRUE,"training","chair_large","rak","rakpak","chair_dimin","rakpek","rakpak",1991,23,38
"s1452","linguistic",TRUE,"ralpak","exp1","Female","male",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1991,23,39
"s1452","linguistic",TRUE,"rakpak","exp1","Female","male_side",TRUE,"training","chair_large","rak","rakpak","chair_dimin","rakpek","rakpak",1991,23,40
"s1452","linguistic",TRUE,"fanpak","exp1","Female","female",TRUE,"training","bokchoy_large","fan","fanpak","bokchoy_dimin","fanpek","fanpak",1991,23,41
"s1452","linguistic",TRUE,"wenpek","exp1","Female","male_side",TRUE,"training","bokchoy_large","wen","wenpek","bokchoy_dimin","wenpek","wenpak",1991,23,42
"s1452","linguistic",FALSE,"ralpak","exp1","Female","female",TRUE,"training","bear_large_male","ral","ralpek","bear_dimin","ralpek","ralpak",1991,23,43
"s1452","linguistic",FALSE,"wenpek","exp1","Female","male_side",TRUE,"training","bokchoy_large","wen","wenpak","bokchoy_dimin","wenpek","wenpak",1991,23,44
"s1452","linguistic",TRUE,"fanpak","exp1","Female","female",TRUE,"training","bokchoy_large","fan","fanpak","bokchoy_dimin","fanpek","fanpak",1991,23,45
"s1452","linguistic",TRUE,"wenpek","exp1","Female","male_side",TRUE,"training","bokchoy_large","wen","wenpek","bokchoy_dimin","wenpek","wenpak",1991,23,46
"s1452","linguistic",TRUE,"ralpak","exp1","Female","female",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1991,23,47
"s1452","linguistic",FALSE,"fanpak","exp1","Female","male",TRUE,"training","bokchoy_large","fan","fanpek","bokchoy_dimin","fanpek","fanpak",1991,23,48
"s1452","linguistic",TRUE,"ralpak","exp1","Female","female",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1991,23,49
"s1452","linguistic",TRUE,"fanpak","exp1","Female","male",TRUE,"training","bokchoy_large","fan","fanpak","bokchoy_dimin","fanpek","fanpak",1991,23,50
"s1452","linguistic",FALSE,"wenpek","exp1","Female","male_side",TRUE,"training","fox_large_male","wen","wenpak","fox_dimin","wenpek","wenpak",1991,23,51
"s1452","linguistic",TRUE,"fanpak","exp1","Female","male",TRUE,"training","bokchoy_large","fan","fanpak","bokchoy_dimin","fanpek","fanpak",1991,23,52
"s1452","linguistic",TRUE,"wenpek","exp1","Female","male_side",TRUE,"training","fox_large_male","wen","wenpek","fox_dimin","wenpek","wenpak",1991,23,53
"s1453","linguistic",TRUE,"rakpak","exp1","Male","male",TRUE,"training","mushroom_large","rak","rakpak","mushroom_dimin","rakpek","rakpak",1969,45,1
"s1453","linguistic",FALSE,"wekpek","exp1","Male","male_side",TRUE,"training","bokchoy_large","wek","wekpak","bokchoy_dimin","wekpek","wekpak",1969,45,2
"s1453","linguistic",TRUE,"rakpak","exp1","Male","male",TRUE,"training","mushroom_large","rak","rakpak","mushroom_dimin","rakpek","rakpak",1969,45,3
"s1453","linguistic",TRUE,"wekpek","exp1","Male","male_side",TRUE,"training","bokchoy_large","wek","wekpek","bokchoy_dimin","wekpek","wekpak",1969,45,4
"s1453","linguistic",TRUE,"wekpek","exp1","Male","male",TRUE,"training","bokchoy_large","wek","wekpek","bokchoy_dimin","wekpek","wekpak",1969,45,5
"s1453","linguistic",TRUE,"tekpek","exp1","Male","female",TRUE,"training","fox_large_male","tek","tekpek","fox_dimin","tekpek","tekpak",1969,45,6
"s1453","linguistic",TRUE,"ranpak","exp1","Male","male",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1969,45,7
"s1453","linguistic",TRUE,"fekpek","exp1","Male","male",TRUE,"training","pitcher_large","fek","fekpek","pitcher_dimin","fekpek","fekpak",1969,45,8
"s1453","linguistic",FALSE,"ranpak","exp1","Male","female",TRUE,"training","candleholder_large","ran","ranpek","candleholder_dimin","ranpek","ranpak",1969,45,9
"s1453","linguistic",TRUE,"fekpek","exp1","Male","male",TRUE,"training","pitcher_large","fek","fekpek","pitcher_dimin","fekpek","fekpak",1969,45,10
"s1453","linguistic",TRUE,"ranpak","exp1","Male","female",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1969,45,11
"s1453","linguistic",TRUE,"tekpek","exp1","Male","female_side",TRUE,"training","fox_large_male","tek","tekpek","fox_dimin","tekpek","tekpak",1969,45,12
"s1453","linguistic",TRUE,"wekpek","exp1","Male","female",TRUE,"training","bokchoy_large","wek","wekpek","bokchoy_dimin","wekpek","wekpak",1969,45,13
"s1453","linguistic",TRUE,"ranpak","exp1","Male","male_side",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1969,45,14
"s1453","linguistic",FALSE,"falpak","exp1","Male","male",TRUE,"training","bokchoy_large","fal","falpek","bokchoy_dimin","falpek","falpak",1969,45,15
"s1453","linguistic",TRUE,"ranpak","exp1","Male","male_side",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1969,45,16
"s1453","linguistic",FALSE,"falpak","exp1","Male","male",TRUE,"training","bokchoy_large","fal","falpek","bokchoy_dimin","falpek","falpak",1969,45,17
"s1453","linguistic",TRUE,"ranpak","exp1","Male","male_side",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1969,45,18
"s1453","linguistic",TRUE,"falpak","exp1","Male","male",TRUE,"training","bokchoy_large","fal","falpak","bokchoy_dimin","falpek","falpak",1969,45,19
"s1453","linguistic",TRUE,"tekpek","exp1","Male","male_side",TRUE,"training","fox_large_male","tek","tekpek","fox_dimin","tekpek","tekpak",1969,45,20
"s1453","linguistic",TRUE,"falpak","exp1","Male","female_side",TRUE,"training","bokchoy_large","fal","falpak","bokchoy_dimin","falpek","falpak",1969,45,21
"s1453","linguistic",TRUE,"rakpak","exp1","Male","female",TRUE,"training","mushroom_large","rak","rakpak","mushroom_dimin","rakpek","rakpak",1969,45,22
"s1453","linguistic",TRUE,"fekpek","exp1","Male","male_side",TRUE,"training","pitcher_large","fek","fekpek","pitcher_dimin","fekpek","fekpak",1969,45,23
"s1453","linguistic",TRUE,"tekpek","exp1","Male","male",TRUE,"training","fox_large_male","tek","tekpek","fox_dimin","tekpek","tekpak",1969,45,24
"s1453","linguistic",TRUE,"falpak","exp1","Male","female",TRUE,"training","bokchoy_large","fal","falpak","bokchoy_dimin","falpek","falpak",1969,45,25
"s1453","linguistic",TRUE,"wekpek","exp1","Male","female_side",TRUE,"training","bokchoy_large","wek","wekpek","bokchoy_dimin","wekpek","wekpak",1969,45,26
"s1453","linguistic",TRUE,"fekpek","exp1","Male","female_side",TRUE,"training","pitcher_large","fek","fekpek","pitcher_dimin","fekpek","fekpak",1969,45,27
"s1453","linguistic",TRUE,"falpak","exp1","Male","male_side",TRUE,"training","bokchoy_large","fal","falpak","bokchoy_dimin","falpek","falpak",1969,45,28
"s1453","linguistic",TRUE,"ranpak","exp1","Male","female_side",TRUE,"training","candleholder_large","ran","ranpak","candleholder_dimin","ranpek","ranpak",1969,45,29
"s1453","linguistic",TRUE,"rakpak","exp1","Male","male_side",TRUE,"training","mushroom_large","rak","rakpak","mushroom_dimin","rakpek","rakpak",1969,45,30
"s1453","linguistic",TRUE,"fekpek","exp1","Male","female",TRUE,"training","pitcher_large","fek","fekpek","pitcher_dimin","fekpek","fekpak",1969,45,31
"s1453","linguistic",TRUE,"rakpak","exp1","Male","female_side",TRUE,"training","mushroom_large","rak","rakpak","mushroom_dimin","rakpek","rakpak",1969,45,32
"s1456","linguistic",FALSE,"wenpek","exp1","Male","female",TRUE,"training","chair_large","wen","wenpak","chair_dimin","wenpek","wenpak",1983,31,1
"s1456","linguistic",TRUE,"wenpek","exp1","Male","female",TRUE,"training","chair_large","wen","wenpek","chair_dimin","wenpek","wenpak",1983,31,2
"s1456","linguistic",TRUE,"ralpak","exp1","Male","male",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1983,31,3
"s1456","linguistic",FALSE,"tekpek","exp1","Male","female_side",TRUE,"training","fox_large_male","tek","tekpak","fox_dimin","tekpek","tekpak",1983,31,4
"s1456","linguistic",TRUE,"ralpak","exp1","Male","male",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1983,31,5
"s1456","linguistic",TRUE,"tekpek","exp1","Male","female_side",TRUE,"training","fox_large_male","tek","tekpek","fox_dimin","tekpek","tekpak",1983,31,6
"s1456","linguistic",TRUE,"pelpek","exp1","Male","female_side",TRUE,"training","candleholder_large","pel","pelpek","candleholder_dimin","pelpek","pelpak",1983,31,7
"s1456","linguistic",TRUE,"wenpek","exp1","Male","male_side",TRUE,"training","chair_large","wen","wenpek","chair_dimin","wenpek","wenpak",1983,31,8
"s1456","linguistic",TRUE,"fanpak","exp1","Male","male",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1983,31,9
"s1456","linguistic",FALSE,"ralpak","exp1","Male","male_side",TRUE,"training","bear_large_male","ral","ralpek","bear_dimin","ralpek","ralpak",1983,31,10
"s1456","linguistic",TRUE,"fanpak","exp1","Male","male",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1983,31,11
"s1456","linguistic",FALSE,"ralpak","exp1","Male","male_side",TRUE,"training","bear_large_male","ral","ralpek","bear_dimin","ralpek","ralpak",1983,31,12
"s1456","linguistic",TRUE,"fanpak","exp1","Male","male",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1983,31,13
"s1456","linguistic",TRUE,"ralpak","exp1","Male","male_side",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1983,31,14
"s1456","linguistic",TRUE,"fanpak","exp1","Male","female",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1983,31,15
"s1456","linguistic",FALSE,"ralpak","exp1","Male","female_side",TRUE,"training","bear_large_male","ral","ralpek","bear_dimin","ralpek","ralpak",1983,31,16
"s1456","linguistic",TRUE,"fanpak","exp1","Male","female",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1983,31,17
"s1456","linguistic",TRUE,"ralpak","exp1","Male","female_side",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1983,31,18
"s1456","linguistic",FALSE,"wenpek","exp1","Male","male_side",TRUE,"training","mushroom_large","wen","wenpak","mushroom_dimin","wenpek","wenpak",1983,31,19
"s1456","linguistic",TRUE,"ralpak","exp1","Male","female_side",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1983,31,20
"s1456","linguistic",FALSE,"wenpek","exp1","Male","male_side",TRUE,"training","mushroom_large","wen","wenpak","mushroom_dimin","wenpek","wenpak",1983,31,21
"s1456","linguistic",TRUE,"ralpak","exp1","Male","female_side",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1983,31,22
"s1456","linguistic",TRUE,"wenpek","exp1","Male","male_side",TRUE,"training","mushroom_large","wen","wenpek","mushroom_dimin","wenpek","wenpak",1983,31,23
"s1456","linguistic",TRUE,"wenpek","exp1","Male","male",TRUE,"training","chair_large","wen","wenpek","chair_dimin","wenpek","wenpak",1983,31,24
"s1456","linguistic",TRUE,"wenpek","exp1","Male","male",TRUE,"training","mushroom_large","wen","wenpek","mushroom_dimin","wenpek","wenpak",1983,31,25
"s1456","linguistic",FALSE,"wenpek","exp1","Male","female_side",TRUE,"training","mushroom_large","wen","wenpak","mushroom_dimin","wenpek","wenpak",1983,31,26
"s1456","linguistic",TRUE,"wenpek","exp1","Male","male",TRUE,"training","mushroom_large","wen","wenpek","mushroom_dimin","wenpek","wenpak",1983,31,27
"s1456","linguistic",TRUE,"wenpek","exp1","Male","female_side",TRUE,"training","mushroom_large","wen","wenpek","mushroom_dimin","wenpek","wenpak",1983,31,28
"s1456","linguistic",FALSE,"ralpak","exp1","Male","female",TRUE,"training","bear_large_male","ral","ralpek","bear_dimin","ralpek","ralpak",1983,31,29
"s1456","linguistic",TRUE,"wenpek","exp1","Male","female_side",TRUE,"training","mushroom_large","wen","wenpek","mushroom_dimin","wenpek","wenpak",1983,31,30
"s1456","linguistic",FALSE,"ralpak","exp1","Male","female",TRUE,"training","bear_large_male","ral","ralpek","bear_dimin","ralpek","ralpak",1983,31,31
"s1456","linguistic",TRUE,"wenpek","exp1","Male","female_side",TRUE,"training","mushroom_large","wen","wenpek","mushroom_dimin","wenpek","wenpak",1983,31,32
"s1456","linguistic",TRUE,"ralpak","exp1","Male","female",TRUE,"training","bear_large_male","ral","ralpak","bear_dimin","ralpek","ralpak",1983,31,33
"s1456","linguistic",TRUE,"wenpek","exp1","Male","female_side",TRUE,"training","chair_large","wen","wenpek","chair_dimin","wenpek","wenpak",1983,31,34
"s1456","linguistic",TRUE,"tekpek","exp1","Male","male",TRUE,"training","fox_large_male","tek","tekpek","fox_dimin","tekpek","tekpak",1983,31,35
"s1456","linguistic",TRUE,"tekpek","exp1","Male","male_side",TRUE,"training","fox_large_male","tek","tekpek","fox_dimin","tekpek","tekpak",1983,31,36
"s1456","linguistic",TRUE,"wenpek","exp1","Male","female",TRUE,"training","mushroom_large","wen","wenpek","mushroom_dimin","wenpek","wenpak",1983,31,37
"s1456","linguistic",TRUE,"fanpak","exp1","Male","female_side",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1983,31,38
"s1456","linguistic",TRUE,"tekpek","exp1","Male","female",TRUE,"training","fox_large_male","tek","tekpek","fox_dimin","tekpek","tekpak",1983,31,39
"s1456","linguistic",TRUE,"fanpak","exp1","Male","male_side",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1983,31,40
"s1456","linguistic",TRUE,"pelpek","exp1","Male","male",TRUE,"training","candleholder_large","pel","pelpek","candleholder_dimin","pelpek","pelpak",1983,31,41
"s1456","linguistic",FALSE,"pelpek","exp1","Male","male_side",TRUE,"training","candleholder_large","pel","pelpak","candleholder_dimin","pelpek","pelpak",1983,31,42
"s1456","linguistic",TRUE,"pelpek","exp1","Male","male",TRUE,"training","candleholder_large","pel","pelpek","candleholder_dimin","pelpek","pelpak",1983,31,43
"s1456","linguistic",TRUE,"pelpek","exp1","Male","male_side",TRUE,"training","candleholder_large","pel","pelpek","candleholder_dimin","pelpek","pelpak",1983,31,44
"s1456","linguistic",TRUE,"pelpek","exp1","Male","female",TRUE,"training","candleholder_large","pel","pelpek","candleholder_dimin","pelpek","pelpak",1983,31,45
"s1457","linguistic",TRUE,"wenpek","exp1","Female","female",TRUE,"training","bear_large_male","wen","wenpek","bear_dimin","wenpek","wenpak",1975,39,1
"s1457","linguistic",FALSE,"rakpak","exp1","Female","female",TRUE,"training","fox_large_male","rak","rakpek","fox_dimin","rakpek","rakpak",1975,39,2
"s1457","linguistic",TRUE,"wenpek","exp1","Female","female",TRUE,"training","bear_large_male","wen","wenpek","bear_dimin","wenpek","wenpak",1975,39,3
"s1457","linguistic",TRUE,"rakpak","exp1","Female","female",TRUE,"training","fox_large_male","rak","rakpak","fox_dimin","rakpek","rakpak",1975,39,4
"s1457","linguistic",TRUE,"wekpek","exp1","Female","male_side",TRUE,"training","pitcher_large","wek","wekpek","pitcher_dimin","wekpek","wekpak",1975,39,5
"s1457","linguistic",TRUE,"ranpak","exp1","Female","female",TRUE,"training","chair_large","ran","ranpak","chair_dimin","ranpek","ranpak",1975,39,6
"s1457","linguistic",TRUE,"wenpek","exp1","Female","male",TRUE,"training","bear_large_male","wen","wenpek","bear_dimin","wenpek","wenpak",1975,39,7
"s1457","linguistic",TRUE,"wenpek","exp1","Female","female",TRUE,"training","bokchoy_large","wen","wenpek","bokchoy_dimin","wenpek","wenpak",1975,39,8
"s1457","linguistic",TRUE,"wenpek","exp1","Female","female_side",TRUE,"training","bear_large_male","wen","wenpek","bear_dimin","wenpek","wenpak",1975,39,9
"s1457","linguistic",TRUE,"wenpek","exp1","Female","male_side",TRUE,"training","bokchoy_large","wen","wenpek","bokchoy_dimin","wenpek","wenpak",1975,39,10
"s1457","linguistic",TRUE,"ranpak","exp1","Female","male",TRUE,"training","chair_large","ran","ranpak","chair_dimin","ranpek","ranpak",1975,39,11
"s1457","linguistic",TRUE,"wekpek","exp1","Female","female_side",TRUE,"training","pitcher_large","wek","wekpek","pitcher_dimin","wekpek","wekpak",1975,39,12
"s1457","linguistic",TRUE,"wekpek","exp1","Female","female",TRUE,"training","pitcher_large","wek","wekpek","pitcher_dimin","wekpek","wekpak",1975,39,13
"s1457","linguistic",TRUE,"wenpek","exp1","Female","male_side",TRUE,"training","bear_large_male","wen","wenpek","bear_dimin","wenpek","wenpak",1975,39,14
"s1457","linguistic",TRUE,"wenpek","exp1","Female","male",TRUE,"training","bokchoy_large","wen","wenpek","bokchoy_dimin","wenpek","wenpak",1975,39,15
"s1457","linguistic",TRUE,"ranpak","exp1","Female","female_side",TRUE,"training","chair_large","ran","ranpak","chair_dimin","ranpek","ranpak",1975,39,16
"s1457","linguistic",TRUE,"wekpek","exp1","Female","male",TRUE,"training","pitcher_large","wek","wekpek","pitcher_dimin","wekpek","wekpak",1975,39,17
"s1457","linguistic",TRUE,"wenpek","exp1","Female","female_side",TRUE,"training","bokchoy_large","wen","wenpek","bokchoy_dimin","wenpek","wenpak",1975,39,18
"s1457","linguistic",TRUE,"rakpak","exp1","Female","male",TRUE,"training","fox_large_male","rak","rakpak","fox_dimin","rakpek","rakpak",1975,39,19
"s1457","linguistic",TRUE,"rakpak","exp1","Female","female_side",TRUE,"training","fox_large_male","rak","rakpak","fox_dimin","rakpek","rakpak",1975,39,20
"s1457","linguistic",TRUE,"pelpek","exp1","Female","female",TRUE,"training","bokchoy_large","pel","pelpek","bokchoy_dimin","pelpek","pelpak",1975,39,21
"s1457","linguistic",TRUE,"pelpek","exp1","Female","male",TRUE,"training","bokchoy_large","pel","pelpek","bokchoy_dimin","pelpek","pelpak",1975,39,22
"s1457","linguistic",TRUE,"rakpak","exp1","Female","male_side",TRUE,"training","fox_large_male","rak","rakpak","fox_dimin","rakpek","rakpak",1975,39,23
"s1457","linguistic",TRUE,"ranpak","exp1","Female","male_side",TRUE,"training","chair_large","ran","ranpak","chair_dimin","ranpek","ranpak",1975,39,24
"s1457","linguistic",TRUE,"pelpek","exp1","Female","female_side",TRUE,"training","bokchoy_large","pel","pelpek","bokchoy_dimin","pelpek","pelpak",1975,39,25
"s1457","linguistic",TRUE,"pelpek","exp1","Female","male_side",TRUE,"training","bokchoy_large","pel","pelpek","bokchoy_dimin","pelpek","pelpak",1975,39,26
"s1463","linguistic",TRUE,"pelpek","exp1","Female","female_side",TRUE,"training","fox_large_male","pel","pelpek","fox_dimin","pelpek","pelpak",1982,32,1
"s1463","linguistic",TRUE,"fanpak","exp1","Female","male",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1982,32,2
"s1463","linguistic",FALSE,"wekpek","exp1","Female","female",TRUE,"training","chair_large","wek","wekpak","chair_dimin","wekpek","wekpak",1982,32,3
"s1463","linguistic",TRUE,"fanpak","exp1","Female","male",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1982,32,4
"s1463","linguistic",FALSE,"wekpek","exp1","Female","female",TRUE,"training","chair_large","wek","wekpak","chair_dimin","wekpek","wekpak",1982,32,5
"s1463","linguistic",TRUE,"fanpak","exp1","Female","male",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1982,32,6
"s1463","linguistic",TRUE,"wekpek","exp1","Female","female",TRUE,"training","chair_large","wek","wekpek","chair_dimin","wekpek","wekpak",1982,32,7
"s1463","linguistic",TRUE,"fanpak","exp1","Female","male_side",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1982,32,8
"s1463","linguistic",FALSE,"rakpak","exp1","Female","female_side",TRUE,"training","bokchoy_large","rak","rakpek","bokchoy_dimin","rakpek","rakpak",1982,32,9
"s1463","linguistic",TRUE,"fanpak","exp1","Female","male_side",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1982,32,10
"s1463","linguistic",TRUE,"rakpak","exp1","Female","female_side",TRUE,"training","bokchoy_large","rak","rakpak","bokchoy_dimin","rakpek","rakpak",1982,32,11
"s1463","linguistic",TRUE,"rakpak","exp1","Female","male",TRUE,"training","bokchoy_large","rak","rakpak","bokchoy_dimin","rakpek","rakpak",1982,32,12
"s1463","linguistic",TRUE,"ralpak","exp1","Female","female",TRUE,"training","mushroom_large","ral","ralpak","mushroom_dimin","ralpek","ralpak",1982,32,13
"s1463","linguistic",TRUE,"fanpak","exp1","Female","female",TRUE,"training","pitcher_large","fan","fanpak","pitcher_dimin","fanpek","fanpak",1982,32,14
"s1463","linguistic",TRUE,"fekpek","exp1","Female","female_side",TRUE,"training","candleholder_large","fek","fekpek","candleholder_dimin","fekpek","fekpak",1982,32,15
"s1463","linguistic",TRUE,"rakpak","exp1","Female","female",TRUE,"training","bokchoy_large","rak","rakpak","bokchoy_dimin","rakpek","rakpak",1982,32,16
"s1463","linguistic",TRUE,"wekpek","exp1","Female","male_side",TRUE,"training","chair_large","wek","wekpek","chair_dimin","wekpek","wekpak",1982,32,17
"s1463","linguistic",TRUE,"wekpek","exp1","Female","female_side",TRUE,"training","chair_large","wek","wekpek","chair_dimin","wekpek","wekpak",1982,32,18
"s1463","linguistic",TRUE,"ralpak","exp1","Female","male_side",TRUE,"training","mushroom_large","ral","ralpak","mushroom_dimin","ralpek","ralpak",1982,32,19
"s1463","linguistic",FALSE,"pelpek","exp1","Female","male",TRUE,"training","fox_large_male","pel","pelpak","fox_dimin","pelpek","pelpak",1982,32,20
"s1463","linguistic",TRUE,"ralpak","exp1","Female","male_side",TRUE,"training","mushroom_large","ral","ralpak","mushroom_dimin","ralpek","ralpak",1982,32,21
"s1463","linguistic",TRUE,"pelpek","exp1","Female","male",TRUE,"training","fox_large_male","pel","pelpek","fox_dimin","pelpek","pelpak",1982,32,22
"s1463","linguistic",TRUE,"ralpak","exp1","Female","female_side",TRUE,"training","mushroom_large","ral","ralpak","mushroom_dimin","ralpek","ralpak",1982,32,23
